Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data
323-U1341C-2H-6-A,323,U1341,C,2,2-6,H,6,A,50,86,13.5,13.86,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-2H-6-A,323,U1341,C,2,2-6,H,6,A,86,150,13.86,14.5,diatom clayey silt,,foraminifer-bearing,foraminifer-bearing diatom clayey silt,100,soft,5Y 5/4,,,,,,,,,,,,,
323-U1341C-2H-7-A,323,U1341,C,2,2-7,H,7,A,0,4,14.5,14.54,diatom clayey silt,,foraminifer-bearing,foraminifer-bearing diatom clayey silt,100,soft,5Y 5/4,,,,,,,,,,,,,
323-U1341C-2H-7-A,323,U1341,C,2,2-7,H,7,A,4,70,14.54,15.2,diatom clayey silt,,,,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-2H-CC-A,323,U1341,C,2,2-CC,H,CC,A,0,24,15.2,15.44,diatom clayey silt,,foraminifer-bearing,foraminifer-bearing diatom clayey silt,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-3H-1-A,323,U1341,C,3,3-1,H,1,A,0,10,15,15.1,diatom ooze,,,,100,soft,5Y 5/4,,,,,,,,,,,,,
323-U1341C-3H-1-A,323,U1341,C,3,3-1,H,1,A,10,55,15.1,15.55,diatom ooze,,,,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-3H-1-A,323,U1341,C,3,3-1,H,1,A,55,150,15.55,16.5,diatom ooze,,,,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-3H-2-A,323,U1341,C,3,3-2,H,2,A,0,150,16.5,18,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-3H-3-A,323,U1341,C,3,3-3,H,3,A,0,150,18,19.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-3H-4-A,323,U1341,C,3,3-4,H,4,A,0,52,19.5,20.02,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-3H-4-A,323,U1341,C,3,3-4,H,4,A,52,120,20.02,20.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-3H-4-A,323,U1341,C,3,3-4,H,4,A,120,150,20.7,21,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-3H-5-A,323,U1341,C,3,3-5,H,5,A,0,26,21,21.26,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-3H-5-A,323,U1341,C,3,3-5,H,5,A,26,150,21.26,22.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-3H-6-A,323,U1341,C,3,3-6,H,6,A,0,6,22.5,22.56,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-3H-6-A,323,U1341,C,3,3-6,H,6,A,6,56,22.56,23.06,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,Mottling patch is radiolarian bearing diatom ooze,,,,,,,,
323-U1341C-3H-6-A,323,U1341,C,3,3-6,H,6,A,56,85,23.06,23.35,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-3H-6-A,323,U1341,C,3,3-6,H,6,A,85,90,23.35,23.4,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-3H-6-A,323,U1341,C,3,3-6,H,6,A,90,102,23.4,23.52,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-3H-6-A,323,U1341,C,3,3-6,H,6,A,102,127,23.52,23.77,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-3H-6-A,323,U1341,C,3,3-6,H,6,A,127,150,23.77,24,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-3H-7-A,323,U1341,C,3,3-7,H,7,A,0,16,24,24.16,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-3H-7-A,323,U1341,C,3,3-7,H,7,A,16,49,24.16,24.49,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-3H-7-A,323,U1341,C,3,3-7,H,7,A,49,62,24.49,24.62,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/4,,,,,,,,,,,,,
323-U1341C-3H-7-A,323,U1341,C,3,3-7,H,7,A,62,77,24.62,24.77,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-3H-CC-A,323,U1341,C,3,3-CC,H,CC,A,0,15,24.77,24.92,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-1-A,323,U1341,C,4,4-1,H,1,A,0,110,24.5,25.6,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-1-A,323,U1341,C,4,4-1,H,1,A,110,120,25.6,25.7,diatom silt,Leg 323,foraminifer-bearing,foraminifer-bearing diatom silt,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-4H-1-A,323,U1341,C,4,4-1,H,1,A,120,150,25.7,26,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-2-A,323,U1341,C,4,4-2,H,2,A,0,20,26,26.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-4H-2-A,323,U1341,C,4,4-2,H,2,A,20,90,26.2,26.9,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-2-A,323,U1341,C,4,4-2,H,2,A,90,110,26.9,27.1,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,grains seems to be coarser,,,,,,,,
323-U1341C-4H-2-A,323,U1341,C,4,4-2,H,2,A,110,150,27.1,27.5,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-3-A,323,U1341,C,4,4-3,H,3,A,0,15,27.5,27.65,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-3-A,323,U1341,C,4,4-3,H,3,A,15,20,27.65,27.7,silt [S54],Leg 323,foraminifer-bearing,foraminifer-bearing silt,100,soft,10Y 4/1,,,,,forams visible,,,,,,,,
323-U1341C-4H-3-A,323,U1341,C,4,4-3,H,3,A,20,56,27.7,28.06,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-3-A,323,U1341,C,4,4-3,H,3,A,56,93,28.06,28.43,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 3/2,,,,,,,,,,,,,
323-U1341C-4H-3-A,323,U1341,C,4,4-3,H,3,A,93,94,28.43,28.44,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,50,soft,2.5Y 4/3,,,,,patchy like,,,,,,,,
323-U1341C-4H-3-A,323,U1341,C,4,4-3,H,3,A,93,94,28.43,28.44,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 3/2,,,,,patchy like,,,,,,,,
323-U1341C-4H-3-A,323,U1341,C,4,4-3,H,3,A,94,150,28.44,29,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-4-A,323,U1341,C,4,4-4,H,4,A,0,55,29,29.55,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-4H-4-A,323,U1341,C,4,4-4,H,4,A,55,100,29.55,30,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-4-A,323,U1341,C,4,4-4,H,4,A,100,150,30,30.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/4,,,,,,,,,,,,,
323-U1341C-4H-5-A,323,U1341,C,4,4-5,H,5,A,0,48,30.5,30.98,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/4,,,,,,,,,,,,,
323-U1341C-4H-5-A,323,U1341,C,4,4-5,H,5,A,48,70,30.98,31.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-4H-5-A,323,U1341,C,4,4-5,H,5,A,70,125,31.2,31.75,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-5-A,323,U1341,C,4,4-5,H,5,A,127,150,31.77,32,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-6-A,323,U1341,C,4,4-6,H,6,A,0,6,32,32.06,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-4H-6-A,323,U1341,C,4,4-6,H,6,A,6,150,32.06,33.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-4H-7-A,323,U1341,C,4,4-7,H,7,A,0,91,33.5,34.41,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-5H-1-A,323,U1341,C,5,5-1,H,1,A,0,10,34,34.1,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-5H-1-A,323,U1341,C,5,5-1,H,1,A,10,91,34.1,34.91,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-5H-1-A,323,U1341,C,5,5-1,H,1,A,91,103,34.91,35.03,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-5H-1-A,323,U1341,C,5,5-1,H,1,A,103,150,35.03,35.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-5H-2-A,323,U1341,C,5,5-2,H,2,A,0,80,35.5,36.3,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-5H-2-A,323,U1341,C,5,5-2,H,2,A,80,150,36.3,37,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soupy,10Y 4/1,,,,,,,,,,,,,
323-U1341C-5H-3-A,323,U1341,C,5,5-3,H,3,A,0,150,37,38.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soupy,10Y 4/1,,,,,,,,,,,,,
323-U1341C-5H-4-A,323,U1341,C,5,5-4,H,4,A,0,150,38.5,40,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soupy,10Y 4/1,,,,,,,,,,,,,
323-U1341C-5H-5-A,323,U1341,C,5,5-5,H,5,A,0,110,40,41.1,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soupy,10Y 4/1,,,,,,,,,,,,,
323-U1341C-5H-6-A,323,U1341,C,5,5-6,H,6,A,0,55,41.1,41.65,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soupy,10Y 4/1,,,,,,,,,,,,,
323-U1341C-5H-CC-A,323,U1341,C,5,5-CC,H,CC,A,0,14,41.65,41.79,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soupy,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-1-A,323,U1341,C,6,6-1,H,1,A,0,23,43.5,43.73,diatom clayey silt,Leg 323,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-1-A,323,U1341,C,6,6-1,H,1,A,23,41,43.73,43.91,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-6H-1-A,323,U1341,C,6,6-1,H,1,A,41,43,43.91,43.93,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100,soft,5Y 6/1,,,,,,,,,,,,,
323-U1341C-6H-1-A,323,U1341,C,6,6-1,H,1,A,43,47,43.93,43.97,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-6H-1-A,323,U1341,C,6,6-1,H,1,A,47,75,43.97,44.25,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-6H-1-A,323,U1341,C,6,6-1,H,1,A,75,80,44.25,44.3,diatom clayey silt,Leg 323,,diatom clayey silt,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-6H-1-A,323,U1341,C,6,6-1,H,1,A,80,103,44.3,44.53,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-6H-1-A,323,U1341,C,6,6-1,H,1,A,103,150,44.53,45,diatom clayey silt,Leg 323,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-2-A,323,U1341,C,6,6-2,H,2,A,0,120,45,46.2,diatom clayey silt,Leg 323,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-2-A,323,U1341,C,6,6-2,H,2,A,120,126,46.2,46.26,diatom clayey silt,,,diatom clayey silt,50,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-2-A,323,U1341,C,6,6-2,H,2,A,120,126,46.2,46.26,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,50,soft,4/N,,,,,,,,,,,,,
323-U1341C-6H-2-A,323,U1341,C,6,6-2,H,2,A,126,140,46.26,46.4,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-2-A,323,U1341,C,6,6-2,H,2,A,140,150,46.4,46.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-6H-3-A,323,U1341,C,6,6-3,H,3,A,0,20,46.5,46.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-6H-3-A,323,U1341,C,6,6-3,H,3,A,20,24,46.7,46.74,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-6H-3-A,323,U1341,C,6,6-3,H,3,A,20,24,46.7,46.74,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,50,soft,4/N,,,,,,,,,,,,,
323-U1341C-6H-3-A,323,U1341,C,6,6-3,H,3,A,24,29,46.74,46.79,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,4/N,,,,,,,,,,,,,
323-U1341C-6H-3-A,323,U1341,C,6,6-3,H,3,A,29,36,46.79,46.86,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-6H-3-A,323,U1341,C,6,6-3,H,3,A,36,122,46.86,47.72,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-3-A,323,U1341,C,6,6-3,H,3,A,122,150,47.72,48,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-6H-4-A,323,U1341,C,6,6-4,H,4,A,0,36,48,48.36,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-6H-4-A,323,U1341,C,6,6-4,H,4,A,36,115,48.36,49.15,diatom ooze,Leg 323,foraminifer-bearing,foraminifer-bearing diatom ooze,100,soft,5Y 6/4,,,,,,,,,,,,,
323-U1341C-6H-4-A,323,U1341,C,6,6-4,H,4,A,115,150,49.15,49.5,diatom clayey silt,Leg 323,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-5-A,323,U1341,C,6,6-5,H,5,A,0,150,49.5,51,diatom clayey silt,Leg 323,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-6-A,323,U1341,C,6,6-6,H,6,A,0,80,51,51.8,diatom clayey silt,Leg 323,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-6-A,323,U1341,C,6,6-6,H,6,A,80,110,51.8,52.1,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-6H-6-A,323,U1341,C,6,6-6,H,6,A,110,126,52.1,52.26,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-6-A,323,U1341,C,6,6-6,H,6,A,126,150,52.26,52.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-6H-7-A,323,U1341,C,6,6-7,H,7,A,0,26,52.5,52.76,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-6H-7-A,323,U1341,C,6,6-7,H,7,A,26,91,52.76,53.41,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-6H-CC-A,323,U1341,C,6,6-CC,H,CC,A,0,21,53.41,53.62,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-7H-1-A,323,U1341,C,7,7-1,H,1,A,0,150,53,54.5,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-7H-2-A,323,U1341,C,7,7-2,H,2,A,0,150,54.5,56,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-7H-3-A,323,U1341,C,7,7-3,H,3,A,0,150,56,57.5,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-7H-4-A,323,U1341,C,7,7-4,H,4,A,0,150,57.5,59,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-7H-5-A,323,U1341,C,7,7-5,H,5,A,0,150,59,60.5,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-7H-6-A,323,U1341,C,7,7-6,H,6,A,0,30,60.5,60.8,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-7H-6-A,323,U1341,C,7,7-6,H,6,A,30,70,60.8,61.2,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-7H-6-A,323,U1341,C,7,7-6,H,6,A,30,70,60.8,61.2,nannofossil diatom ooze,Leg 323,,nannofossil diatom ooze,50,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-7H-6-A,323,U1341,C,7,7-6,H,6,A,70,117,61.2,61.67,nannofossil diatom ooze,Leg 323,,nannofossil diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-7H-6-A,323,U1341,C,7,7-6,H,6,A,117,147,61.67,61.97,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-7H-CC-A,323,U1341,C,7,7-CC,H,CC,A,0,27,61.97,62.24,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-8H-1-A,323,U1341,C,8,8-1,H,1,A,0,150,61,62.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-8H-2-A,323,U1341,C,8,8-2,H,2,A,0,0.015,62.5,62.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-8H-2-A,323,U1341,C,8,8-2,H,2,A,0,63,62.5,63.13,diatom clay,Leg 323,nannofossil-bearing,nannofossil-bearing diatom clay,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-8H-2-A,323,U1341,C,8,8-2,H,2,A,63,150,63.13,64,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-8H-3-A,323,U1341,C,8,8-3,H,3,A,0,150,64,65.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-8H-4-A,323,U1341,C,8,8-4,H,4,A,0,100,65.5,66.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-8H-4-A,323,U1341,C,8,8-4,H,4,A,100,150,66.5,67,diatom silt,Leg 323,nannofossil-bearing,nannofossil-bearing diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
