Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data
323-U1341C-17H-3-A,323,U1341,C,17,17-3,H,3,A,80,150,141.3,142,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,5Y 4/1 ,,,,,mostly pennates,,,,,,,,
323-U1341C-17H-4-A,323,U1341,C,17,17-4,H,4,A,0,28,142,142.28,silty clay [S54],"Shepard, 1954",authigenic-carbonate-rich,authigenic-carbonate-rich silty clay,50,soft,5Y 5/1,,,,,"patchy, mixed by bioturbation, authigenic-carbonate-rich",,,,,,,,
323-U1341C-17H-4-A,323,U1341,C,17,17-4,H,4,A,0,28,142,142.28,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,50,soft,5Y 4/1 ,,,,,"patchy, mixed by bioturbation",,,,,,,,
323-U1341C-17H-4-A,323,U1341,C,17,17-4,H,4,A,28,60,142.28,142.6,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-17H-4-A,323,U1341,C,17,17-4,H,4,A,60,130,142.6,143.3,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-17H-4-A,323,U1341,C,17,17-4,H,4,A,130,150,143.3,143.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-17H-5-A,323,U1341,C,17,17-5,H,5,A,0,110,143.5,144.6,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-17H-5-A,323,U1341,C,17,17-5,H,5,A,110,150,144.6,145,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-17H-6-A,323,U1341,C,17,17-6,H,6,A,0,150,145,146.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-17H-7-A,323,U1341,C,17,17-7,H,7,A,0,49,146.5,146.99,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-17H-CC-A,323,U1341,C,17,17-CC,H,CC,A,0,10,146.99,147.09,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-18H-1-A,323,U1341,C,18,18-1,H,1,A,0,90,147,147.9,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-18H-1-A,323,U1341,C,18,18-1,H,1,A,90,135,147.9,148.35,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-18H-1-A,323,U1341,C,18,18-1,H,1,A,135,150,148.35,148.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-18H-2-A,323,U1341,C,18,18-2,H,2,A,0,150,148.5,150,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-18H-3-A,323,U1341,C,18,18-3,H,3,A,0,150,150,151.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-18H-4-A,323,U1341,C,18,18-4,H,4,A,0,20,151.5,151.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-18H-4-A,323,U1341,C,18,18-4,H,4,A,20,43,151.7,151.93,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-18H-4-A,323,U1341,C,18,18-4,H,4,A,43,46,151.93,151.96,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 6/1,,,,,"gray at base, greenish in center, whitish at top",,,,,,,,
323-U1341C-18H-4-A,323,U1341,C,18,18-4,H,4,A,46,59,151.96,152.09,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-18H-4-A,323,U1341,C,18,18-4,H,4,A,59,150,152.09,153,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-18H-5-A,323,U1341,C,18,18-5,H,5,A,0,5,153,153.05,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-18H-5-A,323,U1341,C,18,18-5,H,5,A,5,150,153.05,154.5,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/1 ,,,,,with disseminated authigenic carbonates,,,,,,,,
323-U1341C-18H-6-A,323,U1341,C,18,18-6,H,6,A,0,150,154.5,156,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-18H-7-A,323,U1341,C,18,18-7,H,7,A,0,83,156,156.83,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-18H-CC-A,323,U1341,C,18,18-CC,H,CC,A,0,10,156.83,156.93,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-19H-1-A,323,U1341,C,19,19-1,H,1,A,0,150,156.5,158,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-19H-2-A,323,U1341,C,19,19-2,H,2,A,0,150,158,159.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-19H-3-A,323,U1341,C,19,19-3,H,3,A,0,150,159.5,161,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-19H-4-A,323,U1341,C,19,19-4,H,4,A,0,150,161,162.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-19H-5-A,323,U1341,C,19,19-5,H,5,A,0,150,162.5,164,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-19H-6-A,323,U1341,C,19,19-6,H,6,A,0,30,164,164.3,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-19H-6-A,323,U1341,C,19,19-6,H,6,A,30,85,164.3,164.85,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-19H-6-A,323,U1341,C,19,19-6,H,6,A,85,125,164.85,165.25,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-19H-6-A,323,U1341,C,19,19-6,H,6,A,125,150,165.25,165.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-19H-7-A,323,U1341,C,19,19-7,H,7,A,0,90,165.5,166.4,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-19H-CC-A,323,U1341,C,19,19-CC,H,CC,A,0,9,166.4,166.49,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-20H-1-A,323,U1341,C,20,20-1,H,1,A,0,10,166,166.1,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 5/1,,,,,,,,,,,,,
323-U1341C-20H-1-A,323,U1341,C,20,20-1,H,1,A,10,62,166.1,166.62,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-20H-1-A,323,U1341,C,20,20-1,H,1,A,62,150,166.62,167.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-20H-2-A,323,U1341,C,20,20-2,H,2,A,0,18,167.5,167.68,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-20H-2-A,323,U1341,C,20,20-2,H,2,A,18,150,167.68,169,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-20H-3-A,323,U1341,C,20,20-3,H,3,A,0,54,169,169.54,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-20H-3-A,323,U1341,C,20,20-3,H,3,A,54,150,169.54,170.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-20H-4-A,323,U1341,C,20,20-4,H,4,A,0,56,170.5,171.06,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-20H-4-A,323,U1341,C,20,20-4,H,4,A,56,150,171.06,172,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-20H-5-A,323,U1341,C,20,20-5,H,5,A,0,150,172,173.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-20H-6-A,323,U1341,C,20,20-6,H,6,A,0,8,173.5,173.58,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-20H-6-A,323,U1341,C,20,20-6,H,6,A,8,89,173.58,174.39,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-20H-6-A,323,U1341,C,20,20-6,H,6,A,89,150,174.39,175,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-20H-7-A,323,U1341,C,20,20-7,H,7,A,0,81,175,175.81,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-20H-CC-A,323,U1341,C,20,20-CC,H,CC,A,0,18,175.81,175.99,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-21H-1-A,323,U1341,C,21,21-1,H,1,A,0,150,175.5,177,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-21H-2-A,323,U1341,C,21,21-2,H,2,A,0,90,177,177.9,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 6/2,,,,,,,,,,,,,
323-U1341C-21H-2-A,323,U1341,C,21,21-2,H,2,A,90,150,177.9,178.5,diatom silt,Leg 323,sponge spicule-bearing,sponge spicule-bearing diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-21H-3-A,323,U1341,C,21,21-3,H,3,A,0,93,178.5,179.43,diatom silt,Leg 323,sponge spicule-bearing,sponge spicule-bearing diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-21H-3-A,323,U1341,C,21,21-3,H,3,A,93,150,179.43,180,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-21H-4-A,323,U1341,C,21,21-4,H,4,A,0,80,180,180.8,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-21H-4-A,323,U1341,C,21,21-4,H,4,A,80,150,180.8,181.5,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-21H-5-A,323,U1341,C,21,21-5,H,5,A,0,150,181.5,183,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-21H-5-A,323,U1341,C,21,21-5,H,5,A,55,150,182.05,183,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-21H-6-A,323,U1341,C,21,21-6,H,6,A,0,54,183,183.54,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-21H-6-A,323,U1341,C,21,21-6,H,6,A,0,55,183,183.55,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-21H-6-A,323,U1341,C,21,21-6,H,6,A,54,56,183.54,183.56,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,2.5Y 8/1,,,,,Pinky Ash,,,,,,,,
323-U1341C-21H-6-A,323,U1341,C,21,21-6,H,6,A,56,150,183.56,184.5,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-21H-7-A,323,U1341,C,21,21-7,H,7,A,0,84,184.5,185.34,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-21H-CC-A,323,U1341,C,21,21-CC,H,CC,A,0,13,185.34,185.47,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-23H-1-A,323,U1341,C,23,23-1,H,1,A,0,150,187,188.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-23H-2-A,323,U1341,C,23,23-2,H,2,A,0,12,188.5,188.62,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-23H-2-A,323,U1341,C,23,23-2,H,2,A,12,130,188.62,189.8,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-23H-2-A,323,U1341,C,23,23-2,H,2,A,130,150,189.8,190,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-23H-3-A,323,U1341,C,23,23-3,H,3,A,0,50,190,190.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-23H-3-A,323,U1341,C,23,23-3,H,3,A,50,110,190.5,191.1,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 6/3,,,,,,,,,,,,,
323-U1341C-23H-3-A,323,U1341,C,23,23-3,H,3,A,110,126,191.1,191.26,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-23H-3-A,323,U1341,C,23,23-3,H,3,A,110,126,191.1,191.26,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,50,soft,5YR 5/1,,,,,pinky ash (5YR 5/1),,,,,,,,
323-U1341C-23H-3-A,323,U1341,C,23,23-3,H,3,A,126,127,191.26,191.27,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5YR 5/1,,,,,pinky ash (5YR 5/1),,,,,,,,
323-U1341C-23H-3-A,323,U1341,C,23,23-3,H,3,A,127,149,191.27,191.49,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1 ,,,,,"seems to be mixture of pink ash and dark olive, due to bioturbation",,,,,,,,
323-U1341C-23H-3-A,323,U1341,C,23,23-3,H,3,A,149,150,191.49,191.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-23H-4-A,323,U1341,C,23,23-4,H,4,A,0,150,191.5,193,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-23H-5-A,323,U1341,C,23,23-5,H,5,A,0,150,193,194.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-23H-6-A,323,U1341,C,23,23-6,H,6,A,0,150,194.5,196,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-23H-7-A,323,U1341,C,23,23-7,H,7,A,0,80,196,196.8,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-23H-CC-A,323,U1341,C,23,23-CC,H,CC,A,0,26,196.8,197.06,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-24H-1-A,323,U1341,C,24,24-1,H,1,A,0,150,196.5,198,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-24H-2-A,323,U1341,C,24,24-2,H,2,A,0,84,198,198.84,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-24H-3-A,323,U1341,C,24,24-3,H,3,A,0,28,198.84,199.12,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-24H-3-A,323,U1341,C,24,24-3,H,3,A,28,60,199.12,199.44,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-24H-3-A,323,U1341,C,24,24-3,H,3,A,60,78,199.44,199.62,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 7/3,,,,,Authigenic carbonate,,,,,,,,
323-U1341C-24H-3-A,323,U1341,C,24,24-3,H,3,A,78,87,199.62,199.71,dolostone [USGS-LP62],,,dolostone,100,soft,5Y 4/1 ,,,,,Authigenic carbonate,,,,,,,,
323-U1341C-24H-3-A,323,U1341,C,24,24-3,H,3,A,87,102,199.71,199.86,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 3/2,,,,,,,,,,,,,
323-U1341C-24H-3-A,323,U1341,C,24,24-3,H,3,A,102,103,199.86,199.87,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/2,,,,,Authigenic carbonate and ash,,,,,,,,
323-U1341C-24H-4-A,323,U1341,C,24,24-4,H,4,A,0,65,199.87,200.52,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/2,,,,,Authigenic carbonate and ash,,,,,,,,
323-U1341C-24H-4-A,323,U1341,C,24,24-4,H,4,A,65,96,200.52,200.83,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 5/2,,,,,Authigenic carbonate and ash,,,,,,,,
323-U1341C-24H-4-A,323,U1341,C,24,24-4,H,4,A,96,146,200.83,201.33,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/2,,,,,Authigenic carbonate and ash,,,,,,,,
323-U1341C-24H-CC-A,323,U1341,C,24,24-CC,H,CC,A,0,18,201.33,201.51,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/2,,,,,Authigenic carbonate and ash,,,,,,,,
323-U1341C-24H-CC-A,323,U1341,C,24,24-CC,H,CC,A,18,26,201.51,201.59,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 5/2,,,,,Authigenic carbonate and ash,,,,,,,,
323-U1341C-25H-1-A,323,U1341,C,25,25-1,H,1,A,0,150,201.5,203,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-25H-2-A,323,U1341,C,25,25-2,H,2,A,0,150,203,204.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-25H-3-A,323,U1341,C,25,25-3,H,3,A,0,150,204.5,206,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-25H-4-A,323,U1341,C,25,25-4,H,4,A,0,20,206,206.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-25H-4-A,323,U1341,C,25,25-4,H,4,A,20,93,206.2,206.93,silt [S54],,sponge spicule-bearing diatom-rich,sponge spicule-bearing diatom-rich silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-25H-4-A,323,U1341,C,25,25-4,H,4,A,93,97,206.93,206.97,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 7/1,,,,,bioturbated,,,,,,,,
323-U1341C-25H-4-A,323,U1341,C,25,25-4,H,4,A,97,150,206.97,207.5,silt [S54],,sponge spicule-bearing diatom-rich,sponge spicule-bearing diatom-rich silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-25H-5-A,323,U1341,C,25,25-5,H,5,A,0,16,207.5,207.66,silt [S54],,sponge spicule-bearing diatom-rich,sponge spicule-bearing diatom-rich silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-25H-5-A,323,U1341,C,25,25-5,H,5,A,16,150,207.66,209,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-25H-6-A,323,U1341,C,25,25-6,H,6,A,0,150,209,210.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-25H-7-A,323,U1341,C,25,25-7,H,7,A,0,8,210.5,210.58,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-25H-7-A,323,U1341,C,25,25-7,H,7,A,8,20,210.58,210.7,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,100,stiff,5Y 6/2,,,,,dolomitized diatom ooze,,,,,,,,
323-U1341C-25H-7-A,323,U1341,C,25,25-7,H,7,A,20,51,210.7,211.01,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-25H-CC-A,323,U1341,C,25,25-CC,H,CC,A,0,17,211.01,211.18,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-26H-1-A,323,U1341,C,26,26-1,H,1,A,0,150,211,212.5,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-26H-2-A,323,U1341,C,26,26-2,H,2,A,0,150,212.5,214,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-26H-3-A,323,U1341,C,26,26-3,H,3,A,0,146,214,215.46,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-26H-3-A,323,U1341,C,26,26-3,H,3,A,146,150,215.46,215.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-26H-4-A,323,U1341,C,26,26-4,H,4,A,0,150,215.5,217,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-26H-5-A,323,U1341,C,26,26-5,H,5,A,0,150,217,218.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-26H-6-A,323,U1341,C,26,26-6,H,6,A,0,150,218.5,220,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-26H-7-A,323,U1341,C,26,26-7,H,7,A,0,10,220,220.1,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-26H-7-A,323,U1341,C,26,26-7,H,7,A,10,22,220.1,220.22,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,100,stiff,2.5Y 7/2,,,,,dolomitized diatom ooze,,,,,,,,
323-U1341C-26H-7-A,323,U1341,C,26,26-7,H,7,A,22,71,220.22,220.71,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-26H-CC-A,323,U1341,C,26,26-CC,H,CC,A,0,12,220.71,220.83,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-27H-1-A,323,U1341,C,27,27-1,H,1,A,0,6,220.5,220.56,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-27H-1-A,323,U1341,C,27,27-1,H,1,A,6,150,220.56,222,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-27H-2-A,323,U1341,C,27,27-2,H,2,A,0,150,222,223.5,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-27H-3-A,323,U1341,C,27,27-3,H,3,A,0,150,223.5,225,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-27H-4-A,323,U1341,C,27,27-4,H,4,A,0,150,225,226.5,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-27H-5-A,323,U1341,C,27,27-5,H,5,A,0,142,226.5,227.92,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-27H-5-A,323,U1341,C,27,27-5,H,5,A,142,146,227.92,227.96,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 3/2,,,,,,,,,,,,,
323-U1341C-27H-5-A,323,U1341,C,27,27-5,H,5,A,146,150,227.96,228,diatom ooze,Leg 323,sponge spicule-rich,sponge spicule-rich diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-27H-6-A,323,U1341,C,27,27-6,H,6,A,0,150,228,229.5,diatom ooze,Leg 323,sponge spicule-rich,sponge spicule-rich diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-27H-7-A,323,U1341,C,27,27-7,H,7,A,0,77,229.5,230.27,diatom ooze,Leg 323,sponge spicule-rich,sponge spicule-rich diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-27H-CC-A,323,U1341,C,27,27-CC,H,CC,A,0,18,230.27,230.45,diatom ooze,Leg 323,sponge spicule-rich,sponge spicule-rich diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,,
