Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygodiscus erectus	Zygodiscus elegans	Zygodiscus diplogrammus	Watznaueria barnesae	Vekshinella crux	Vekshinella angusta	Tranolithus orionatus	Tegumentum stradneri	Stephanolithion laffittei	Rhagodiscus asper	Rhagodiscus angustus	Reinhardtites fenestratus	Radiolithus planus	Prediscosphaera columnata	Podorhabdus coronadventis	Podorhabdus albianus	Manivitella pemmatoidea	Lucianorhabdus compactus	Lithraphidites carniolensis	Lithraphidites alatus	Lithastrinus floralis	Eiffellithus turriseiffelii	Cretarhabdus crenulatus	Chiastozygus litterarius	Broinsonia signata	Braarudosphaera regularis	Braarudosphaera africana	Biscutum constans	Bidiscus ignotus	Vekshinella matalosa	Nannoconus truitti	Helicolithus trabeculatus	Cyclagelosphaera margerelii	Corollithion signum	Rhagodiscus splendens	Parhabdolithus infinitus	Parhabdolithus embergeri	Gartnerago nanum	Broinsonia enormis	Zygodiscus minimus	Scapholithus fossilis	Corollithion completum	Markalius circumradiatus	Cruciellipsis chiasta	Cretarhabdus loriei	Bidiscus rotatorius	Zeugrhabdotus acanthus	Zeugrhabdotus theta	Cretarhabdus surirellus	Corollithion achylosum	Prediscosphaera cretacea	Lithraphidites acutum	Corollithion exiguum	Chiastozygus amphipons	Podorhabdus dietzmannii	Zygodiscus spiralis	Repagalum parvidentatum	Quadrum nitidum	Micula decussata	Microrhabdulus decoratus	Lucianorhabdus cayeuxii	Lithraphidites praequadratus	Eiffellithus eximius	Cylindralithus serratus	Cribrosphaerella pelta	Cribrosphaerella ehrenbergii	Cribrosphaerella circula	Cribrocorona gallica	Ceratolithoides aculeus	Broinsonia parca	Arkhangelskiella cymbiformis	Ahmuellerella regularis	Gartnerago obliquum	Cyclagelosphaera rotaclypeata	Ceratolithoides verbeekii	Reinhardtites anthophorus	Micula concava	Lithastrinus grillii	Broinsonia furtiva	Podorhabdus decorus	Phanulithus obscurus	Prediscosphaera spinosa	Quadrum trifidum	Prediscosphaera majungae	Lucianorhabdus quadrifidus	Cretarhabdus conicus	Rhagodiscus reniformis	Reinhardtites levis	Quadrum quadratum	Microrhabdulus belgicus	Eiffellithus gorkae	Ahmuellerella octoradiata	Comment

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 28	X	 3	  40.00	    261.6000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	A                   	R               	                   	R                    	                    	                         	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	R                      	R                       	                  	                         	                        	                 	                	                    	                  	                         	                           	                   	R                    	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	R                      	                      	F                       	                     	                    	R                     	                       	R                  	R                      	R              	F               	R                       	R                      	R                           	R                   	R                      	F                     	F                           	F                       	                    	R                      	R               	R                           	                       	                   	R                            	                         	R                        	              	                    	R                 	R                  	                    	                       	R               	                        	                          	R                   	                      	R                  	                 	                       	R                  	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 28	X	 5	  40.00	    264.6000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	A                   	R               	                   	F                    	                    	R                        	                 	R                   	                         	                  	                         	                         	                    	F                      	                        	R                          	                     	                     	R                          	F                      	R                       	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	                     	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	R                      	                      	C                       	                     	                    	F                     	                       	F                  	R                      	R              	                	F                       	R                      	R                           	R                   	R                      	F                     	F                           	R                       	R                   	R                      	F               	R                           	R                      	                   	R                            	                         	R                        	              	                    	R                 	R                  	                    	                       	R               	                        	                          	                    	R                     	R                  	                 	                       	R                  	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 29	X	 1	  40.00	    267.9000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	C                   	R               	                   	R                    	                    	                         	                 	R                   	                         	                  	                         	                         	                    	F                      	                        	R                          	                     	                     	R                          	F                      	R                       	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	R                    	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	R                      	                      	F                       	                     	                    	R                     	                       	R                  	R                      	R              	R               	F                       	R                      	R                           	R                   	R                      	F                     	C                           	F                       	R                   	R                      	F               	R                           	R                      	                   	R                            	                         	                         	              	                    	R                 	R                  	R                   	R                      	R               	R                       	                          	                    	R                     	R                  	                 	                       	R                  	R                        	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 29	X	 3	  40.00	    270.9000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	A                   	R               	                   	R                    	                    	                         	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	F                          	R                      	R                       	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	R                    	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	F                      	                      	R                       	                     	                    	R                     	                       	R                  	R                      	R              	R               	R                       	R                      	R                           	R                   	R                      	F                     	C                           	R                       	R                   	F                      	F               	R                           	R                      	                   	R                            	                         	R                        	              	                    	R                 	R                  	                    	R                      	R               	R                       	                          	R                   	R                     	R                  	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 29	X	 5	  40.00	    273.9000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	A                   	R               	                   	R                    	                    	R                        	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	R                      	R                       	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	                     	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	F                       	                     	                    	R                     	                       	R                  	R                      	R              	F               	R                       	                       	R                           	R                   	R                      	R                     	                            	R                       	R                   	R                      	R               	R                           	R                      	                   	                             	                         	                         	              	                    	                  	                   	                    	R                      	R               	                        	                          	                    	                      	R                  	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 30	X	 1	  40.00	    277.0000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	A                   	R               	                   	R                    	                    	R                        	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	C                      	R                       	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	                     	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	F                      	                      	C                       	                     	                    	R                     	                       	R                  	                       	R              	F               	F                       	R                      	R                           	R                   	R                      	F                     	C                           	R                       	R                   	R                      	R               	F                           	R                      	                   	                             	                         	                         	              	                    	R                 	                   	                    	R                      	R               	R                       	                          	R                   	                      	R                  	R                	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 30	X	 3	  40.00	    280.0000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	C                   	R               	                   	R                    	                    	                         	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	R                      	R                       	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	                     	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	F                      	                      	R                       	                     	                    	R                     	                       	R                  	                       	R              	R               	R                       	R                      	R                           	                    	R                      	R                     	F                           	                        	R                   	R                      	R               	R                           	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	R               	                        	                          	R                   	                      	R                  	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 31	X	 1	  40.00	    286.7000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	F                      	A                   	R               	                   	R                    	                    	R                        	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	                       	R                       	                  	                         	                        	                 	                	                    	                  	                         	                           	                   	R                    	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	F                      	                      	F                       	                     	                    	                      	                       	R                  	R                      	R              	R               	R                       	                       	R                           	R                   	R                      	R                     	F                           	R                       	R                   	F                      	R               	R                           	R                      	                   	                             	                         	                         	R             	                    	                  	                   	                    	                       	R               	                        	                          	R                   	                      	R                  	R                	R                      	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 31	X	 3	  40.00	    289.7000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	A                   	R               	                   	R                    	                    	R                        	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	F                          	F                      	R                       	                  	                         	                        	R                	                	                    	                  	R                        	                           	                   	R                    	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	C                       	                     	                    	R                     	                       	R                  	R                      	R              	F               	F                       	R                      	R                           	R                   	R                      	F                     	F                           	R                       	R                   	R                      	R               	R                           	                       	                   	                             	                         	                         	              	                    	R                 	R                  	                    	                       	R               	                        	                          	R                   	R                     	R                  	R                	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 32	X	 1	  40.00	    296.4000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	F                      	A                   	R               	                   	C                    	                    	                         	                 	F                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	R                      	R                       	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	R                    	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	F                      	                      	F                       	                     	                    	R                     	                       	R                  	R                      	R              	R               	R                       	R                      	R                           	R                   	R                      	F                     	R                           	R                       	R                   	R                      	R               	R                           	                       	                   	                             	                         	                         	              	                    	R                 	R                  	                    	R                      	R               	R                       	                          	R                   	                      	R                  	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 32	X	 3	  40.00	    299.4000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	F                      	A                   	R               	                   	R                    	                    	                         	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	C                      	R                       	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	R                    	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	R                      	                      	C                       	                     	                    	R                     	                       	R                  	R                      	R              	                	R                       	R                      	R                           	R                   	                       	F                     	F                           	R                       	R                   	R                      	R               	R                           	                       	                   	                             	                         	                         	              	                    	R                 	R                  	R                   	                       	R               	R                       	                          	R                   	R                     	R                  	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC22(Perch-Nielsen)	              	101	 627	B	 32	X	 5	  40.00	    302.4000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	A                   	                	                   	R                    	                    	R                        	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	F                      	R                       	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	R                    	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	F                      	                      	F                       	                     	                    	F                     	                       	R                  	R                      	R              	R               	F                       	R                      	R                           	R                   	R                      	F                     	F                           	R                       	R                   	                       	R               	R                           	                       	                   	                             	                         	                         	              	                    	R                 	R                  	                    	                       	R               	R                       	R                         	R                   	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC21              	              	101	 627	B	 33	X	 1	  13.00	    305.7300	Watkins  	Nannofossils                                 	               	P                 	                  	                  	                       	A                   	R               	                   	R                    	                    	                         	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	F                      	R                       	                  	                         	                        	                 	                	                    	                  	                         	                           	                   	                     	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	R                      	                      	C                       	                     	                    	R                     	                       	R                  	                       	R              	R               	R                       	R                      	R                           	R                   	R                      	F                     	F                           	                        	                    	R                      	F               	R                           	R                      	                   	                             	R                        	R                        	              	R                   	R                 	R                  	R                   	R                      	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC21              	              	101	 627	B	 33	X	CC	  44.00	    308.2100	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	A                   	                	                   	R                    	                    	                         	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	R                      	R                       	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	R                    	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	F                      	                      	F                       	                     	                    	R                     	                       	R                  	                       	R              	F               	                        	R                      	                            	R                   	R                      	F                     	F                           	                        	R                   	R                      	R               	R                           	                       	                   	                             	R                        	                         	              	R                   	R                 	R                  	R                   	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC21              	              	101	 627	B	 34	X	 1	  40.00	    315.4000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	A                   	                	                   	R                    	                    	R                        	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	F                      	R                       	                  	                         	                        	                 	                	                    	                  	                         	                           	                   	R                    	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	F                      	                      	C                       	                     	                    	R                     	                       	R                  	R                      	R              	R               	R                       	R                      	                            	                    	R                      	F                     	F                           	                        	R                   	R                      	R               	R                           	R                      	                   	                             	                         	R                        	R             	R                   	R                 	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC21              	              	101	 627	B	 34	X	 3	  40.00	    318.4000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	A                   	                	                   	R                    	                    	R                        	                 	R                   	                         	                  	                         	                         	                    	R                      	                        	R                          	                     	                     	R                          	F                      	R                       	                  	                         	                        	                 	                	                    	                  	R                        	                           	                   	R                    	                        	R                       	                	                  	R                 	                     	                      	                        	                     	                   	                   	                      	                   	R                      	                      	F                       	                     	                    	R                     	                       	R                  	R                      	R              	R               	R                       	R                      	R                           	R                   	R                      	F                     	F                           	R                       	R                   	R                      	R               	R                           	R                      	R                  	R                            	R                        	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Campanian        	                 	CC21              	              	101	 627	B	 34	X	 5	  40.00	    321.4000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	A                   	                	                   	R                    	                    	R                        	                 	R                   	                         	                  	                         	                         	                    	                       	                        	R                          	                     	                     	R                          	F                      	R                       	                  	                         	                        	                 	                	                    	                  	R                        	                           	                   	R                    	                        	R                       	                	                  	R                 	                     	                      	                        	                     	                   	                   	                      	                   	F                      	                      	C                       	                     	                    	R                     	                       	R                  	R                      	R              	R               	R                       	R                      	R                           	R                   	R                      	F                     	F                           	R                       	R                   	R                      	R               	R                           	R                      	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	                 	                 	                  	              	101	 627	B	 36	X	CC	  36.00	    335.2000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	R                   	                	                   	                     	                    	                         	                 	                    	                         	                  	                         	                         	                    	R                      	                        	                           	                     	                     	R                          	                       	                        	                  	                         	                        	                 	                	                    	                  	                         	                           	                   	                     	                        	                        	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	R                       	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Cenomanian       	                 	NC11              	              	101	 627	B	 37	X	CC	  34.00	    344.9600	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	R                      	C                   	R               	                   	R                    	                    	R                        	R                	R                   	R                        	                  	R                        	                         	                    	R                      	                        	R                          	R                    	R                    	F                          	R                      	R                       	                  	                         	                        	R                	R               	                    	R                 	                         	                           	                   	                     	                        	R                       	                	                  	                  	                     	R                     	                        	                     	                   	                   	R                     	                   	                       	R                     	R                       	R                    	                    	R                     	R                      	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Cenomanian       	                 	NC11              	              	101	 627	B	 38	X	 1	  40.00	    353.9000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	R                      	F                   	R               	                   	R                    	R                   	                         	R                	                    	R                        	                  	R                        	R                        	R                   	R                      	                        	R                          	                     	R                    	R                          	R                      	R                       	                  	                         	                        	R                	R               	                    	                  	R                        	                           	R                  	R                    	R                       	R                       	                	R                 	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	R                       	                     	                    	R                     	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Cenomanian       	                 	NC11              	              	101	 627	B	 38	X	 3	  40.00	    356.9000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	R                      	F                   	R               	                   	R                    	R                   	R                        	R                	R                   	R                        	R                 	R                        	R                        	R                   	R                      	                        	R                          	                     	R                    	R                          	R                      	R                       	                  	                         	                        	R                	R               	                    	                  	R                        	                           	R                  	                     	                        	R                       	                	R                 	                  	                     	R                     	                        	                     	                   	                   	R                     	                   	                       	                      	R                       	R                    	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Cenomanian       	                 	NC11              	              	101	 627	B	 38	X	 5	  40.00	    359.9000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	R                      	F                   	                	                   	R                    	                    	                         	R                	R                   	R                        	R                 	                         	R                        	R                   	R                      	                        	R                          	                     	R                    	R                          	R                      	R                       	                  	                         	                        	R                	R               	                    	                  	R                        	                           	R                  	R                    	                        	R                       	                	R                 	                  	R                    	R                     	                        	R                    	                   	                   	R                     	                   	                       	                      	R                       	R                    	R                   	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 39	X	 1	  40.00	    363.5000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	R                   	R               	                   	R                    	R                   	                         	                 	R                   	                         	R                 	R                        	R                        	R                   	R                      	                        	R                          	                     	                     	R                          	R                      	R                       	                  	                         	                        	R                	                	                    	R                 	R                        	                           	R                  	R                    	R                       	R                       	                	R                 	                  	                     	                      	                        	                     	R                  	                   	R                     	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 39	X	 3	  40.00	    366.5000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	F                      	C                   	R               	R                  	R                    	R                   	R                        	R                	R                   	R                        	R                 	R                        	R                        	R                   	R                      	R                       	R                          	                     	R                    	F                          	R                      	R                       	R                 	                         	                        	R                	F               	                    	R                 	R                        	                           	R                  	R                    	R                       	R                       	                	R                 	                  	R                    	R                     	                        	R                    	                   	                   	R                     	                   	                       	R                     	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

