Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name [short],Abundance,Preservation,Mixing,Diartus petterssoni,Cyrtocapsella japonica,Lithopera neotera,Calocycletta robusta,Stichocorys armata,Acrocubus octopylus,Didymocyrtis mammifera,Liriospyris parkerae,Calocycletta caepa,Eucyrtidium diaphanes,Didymocyrtis violina,Calocycletta costata,Calocycletta virginis,Carpocanopsis bramlettei,Didymocyrtis tubaria,Dorcadospyris dentata,Dorcadospyris forcipata,Liriospyris stauropora,Dorcadospyris alata,Carpocanopsis cingulata,Lychnocanoma elongata,Didymocyrtis prismatica,Didymocyrtis laticonus,Carpocanopsis cristata,Lithopera renzae,Dorcadospyris scambos n. sp.,Dorcadospyris ateuchus,Stichocorys wolffii,Dorcadospyris simplex s.s.,Dorcadospyris praeforcipata,Calocycletta serrata,Stichocorys delmontensis,Lophocyrtis pegetrum,Theocyrtis annosa,Calocycletta virginis,Lophocyrtis leptetrum,Eucyrtidium mitodes n. sp.,Cyrtocapsella cornuta,Cyrtocapsella tetrapera,Artophormis gracilis,Anthocyrtidium  marieae,Didymocyrtis bassanii,Dorcadospyris cyclacantha n. sp.,Dorcadospyris riedeli,Dorcadospyris circulus,Dorcadospyris papilio,Liriospyris longicornuta,Acrocubus octopylus ,Eucyrtidium plesiodiaphanes,Theocyrtis setanios,Theocorys puriri ,Lychnocanoma apodora,Comments,File data
320-U1335B-33H-CC-PAL-RADS,320,U1335,B,33,33-CC,H,CC,PAL,RADS,0,0,307.87,307.87,RN1,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,,R,F,R,,,R,,,,,,,,,,,,
320-U1335B-34H-CC-PAL-RADS,320,U1335,B,34,34-CC,H,CC,PAL,RADS,0,0,316.95,316.95,RN1,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,,R,F,R,,,R,,,,,,,,,,,,
320-U1335B-35H-CC-PAL-RADS,320,U1335,B,35,35-CC,H,CC,PAL,RADS,0,0,326.84,326.84,RN1,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,,R,R,R,R,,R,,,,,,,,,,,,
320-U1335B-36H-CC-PAL-RADS,320,U1335,B,36,36-CC,H,CC,PAL,RADS,0,0,336.52,336.52,RN1,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,,R,R,R,,,R,,,,,,,,,,,,
320-U1335B-37H-CC-PAL-RADS,320,U1335,B,37,37-CC,H,CC,PAL,RADS,0,0,344.06,344.06,RP22,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,,R,,,,,,,,,,,,,,,,,
320-U1335B-38H-CC-PAL-RADS,320,U1335,B,38,38-CC,H,CC,PAL,RADS,0,0,352.84,352.84,RP22,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,,R,,,R,,,,,,,,,,,,,,
320-U1335B-39H-CC-PAL-RADS,320,U1335,B,39,39-CC,H,CC,PAL,RADS,0,0,362.46,362.46,RP22,A,G,,,,,R,,,,,,,,,,,,,,,,R,R,R,,,,R,R,,,R,,,R,R,,,R,,,R,,,,,,,,,,,,,,
320-U1335B-40H-CC-PAL-RADS,320,U1335,B,40,40-CC,H,CC,PAL,RADS,0,0,370.34,370.34,RP22,A,G,,,,,R,,,,,,,,,,,,,,,,R,R,R,,,,R,R,,,R,,,R,R,,,R,,,R,,,vR,,,,,,,,,,,
320-U1335B-41H-CC-PAL-RADS,320,U1335,B,41,41-CC,H,CC,PAL,RADS,0,0,378.3,378.3,RP22,A,G,,,,,R,,,,,,,,,,,,,,,,R,R,R,,,,R,R,,,R,,,R,R,,,R,,,R,,,,,,R,,,,,,,,
320-U1335B-42X-CC-PAL-RADS,320,U1335,B,42,42-CC,X,CC,PAL,RADS,0,0,386.64,386.64,RP22,A,G,,,,,C,,,,,,,,,,,R,,,,,,F,R,,,,R,R,,,R,,,R,R,,,R,,,R,,,,,,R,,,,,,,,
320-U1335B-43X-CC-PAL-RADS,320,U1335,B,43,43-CC,X,CC,PAL,RADS,0,0,394.88,394.88,RP21,C,P,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,R,,,R,,,R,R,,,,,,R,,,,,,R,,,,,,R,,
320-U1335B-44X-CC-PAL-RADS,320,U1335,B,44,44-CC,X,CC,PAL,RADS,0,0,404.72,404.72,RP21,C,P,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,R,R,,,,,,R,,,,,,R,R,,,,,R,D. PAPILIO BIZZARE FORM,
320-U1335B-45X-CC-PAL-RADS,320,U1335,B,45,45-CC,X,CC,PAL,RADS,0,0,411.86,411.86,RP21?,R,P,,,,,vR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vR,vR,,,,,,,,,,,,,vR,,,,,vR,,
