Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stichocorys wolffii,Lithopera thornburgi,Lithopera renzae,Diartus petterssoni,Cyrtocapsella japonica,Cyrtocapsella cornuta,Carpocanopsis cristata,Botryostrobus miralestensis,Stichocorys delmontensis,Siphostichartus corona,Phormostichoartus doliolum,Diartus hughesi,Calocycletta caepa,Stichocorys johnsoni,Solenosphaera omnitubus omnitubus,Didymocyrtis penultima,Stichocorys peregrina,Lychnodictyum audax,Theocorythium vetulum,Stylatractus universus,Spongaster tetras,Pterocanium prismatium,Phormostichoartus fistula,Lamprocyrtis neoheteroporos,Lamprocyrtis heteroporos,Anthocyrtidium pliocenica,Anthocyrtidium jenghisi,Amphirhopalum ypsilon,Theocalyptra davisiana,Anthocyrtidium angulare,Pterocorys minythorax,Lamprocyrtis nigriniae,Theocorythium trachelium trachelium,Collosphaera tuberosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 21,H, 3, 114.00,    191.6400,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,-                     ,R                         ,               ,                  ,                    ,R                                ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 21,H, 5, 114.00,    194.6400,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,R                     ,R                         ,               ,                  ,                    ,R                                ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 21,H,CC,  23.00,    197.6500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,R                     ,R                         ,               ,                  ,                    ,R                                ,R                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 22,H, 3, 115.00,    201.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,R                     ,-                         ,               ,                  ,                    ,R                                ,F                     ,C                    ,-                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 22,H, 5, 115.00,    204.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,R                     ,R                         ,               ,                  ,                    ,R                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 22,H,CC,  21.00,    207.0600,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,R                     ,R                         ,               ,                  ,                    ,R                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 23,X, 3, 115.00,    210.6500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,-                     ,-                         ,               ,                  ,                    ,R                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 23,X, 5, 115.00,    213.6500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,-                     ,-                         ,               ,                  ,                    ,R                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 23,X,CC,  18.00,    216.2300,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,R                     ,R                         ,               ,                  ,                    ,R                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 24,X, 3, 114.00,    220.3400,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,R                     ,R                         ,               ,                  ,                    ,R                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 24,X, 5, 114.00,    223.3400,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,                        ,R                     ,R                         ,               ,                  ,                    ,R                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 24,X,CC,  21.00,    225.7500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,-                       ,-                     ,R                         ,               ,                  ,-                   ,R                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Few; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 25,X, 3, 110.00,    230.0000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,R                       ,-                     ,R                         ,               ,-                 ,R                   ,R                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 25,X, 4, 110.00,    231.5000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,F                       ,-                     ,R                         ,               ,-                 ,R                   ,R                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 846,B, 25,X,CC,  18.00,    232.2800,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,F                       ,R                     ,R                         ,               ,-                 ,-                   ,R                                ,F                     ,C                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 846,B, 27,X, 1,  19.00,    245.3900,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,-                     ,R                         ,               ,F                 ,R                   ,-                                ,-                     ,-                    ,R                  ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 846,B, 27,X, 2,  60.00,    247.3000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,               ,F                 ,R                   ,-                                ,-                     ,-                    ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 846,B, 27,X, 3, 110.00,    249.3000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,               ,R                 ,R                   ,R                                ,-                     ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 846,B, 27,X, 4, 110.00,    250.8000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,               ,F                 ,R                   ,R                                ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 846,B, 27,X,CC,  18.00,    253.5300,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,               ,R                 ,R                   ,R                                ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 846,B, 28,X, 1,  20.00,    255.1000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,               ,F                 ,R                   ,-                                ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 846,B, 28,X, 2,  23.00,    256.6300,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,               ,F                 ,R                   ,-                                ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 846,B, 28,X, 2, 139.00,    257.7900,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,               ,F                 ,R                   ,-                                ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 846,B, 28,X, 3, 110.00,    259.0000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,               ,F                 ,R                   ,-                                ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 846,B, 28,X, 5, 110.00,    262.0000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,               ,F                 ,R                   ,-                                ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 846,B, 28,X,CC,  32.00,    264.8400,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,-              ,F                 ,R                   ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 846,B, 29,X, 1, 100.00,    265.2000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,R              ,F                 ,R                   ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 846,B, 29,X, 3,  95.00,    268.1500,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,                           ,C                       ,R                     ,R                         ,R              ,F                 ,R                   ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 846,B, 29,X, 5, 110.00,    271.3000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,-                          ,C                       ,R                     ,R                         ,F              ,F                 ,R                   ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 846,B, 29,X,CC,   0.00,    273.6800,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,                   ,                      ,                     ,                      ,-                          ,C                       ,R                     ,R                         ,F              ,F                 ,R                   ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 846,B, 30,X, 2, 113.00,    276.5300,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,-                  ,                      ,                     ,                      ,-                          ,C                       ,R                     ,R                         ,F              ,F                 ,R                   ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 846,B, 30,X, 5,  19.00,    280.0900,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,R                  ,                      ,                     ,                      ,R                          ,C                       ,R                     ,R                         ,F              ,F                 ,R                   ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 30,X, 6,  70.00,    282.1000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                    ,                ,F                  ,                      ,                     ,                      ,R                          ,C                       ,R                     ,R                         ,F              ,F                 ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 30,X, 6, 141.00,    282.8100,Moore    ,Radiolarians                                 ,C/A            ,M                 ,                   ,                    ,                ,F                  ,                      ,                     ,                      ,R                          ,C                       ,R                     ,R                         ,R              ,R                 ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 30,X,CC,  30.00,    283.7100,Moore    ,Radiolarians                                 ,C/A            ,M                 ,                   ,                    ,                ,F                  ,                      ,                     ,                      ,R                          ,C                       ,R                     ,R                         ,-              ,F                 ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 31,X, 1, 100.00,    284.5000,Moore    ,Radiolarians                                 ,F              ,M                 ,R                  ,                    ,                ,C                  ,                      ,                     ,                      ,-                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 31,X, 2, 110.00,    286.1000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,                    ,                ,C                  ,                      ,                     ,                      ,-                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 31,X, 5, 110.00,    290.6000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,                    ,                ,C                  ,                      ,                     ,                      ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 31,X,CC,  24.00,    293.3000,Moore    ,Radiolarians                                 ,C/A            ,P                 ,R                  ,                    ,                ,C                  ,                      ,                     ,                      ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 32,X, 3, 113.00,    297.2300,Moore    ,Radiolarians                                 ,A              ,P                 ,R                  ,                    ,                ,C                  ,                      ,                     ,                      ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 32,X, 5, 113.00,    300.2300,Moore    ,Radiolarians                                 ,A              ,P                 ,R                  ,                    ,                ,C                  ,                      ,                     ,                      ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 32,X,CC,  10.00,    302.3600,Moore    ,Radiolarians                                 ,C/A            ,P                 ,R                  ,                    ,                ,C                  ,                      ,                     ,                      ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 33,X, 1, 100.00,    303.8000,Moore    ,Radiolarians                                 ,F              ,P                 ,R                  ,                    ,                ,F                  ,-                     ,                     ,                      ,-                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 846,B, 33,X, 2, 100.00,    305.3000,Moore    ,Radiolarians                                 ,C/A            ,P                 ,R                  ,                    ,                ,F                  ,R                     ,                     ,                      ,R                          ,                        ,                      ,                          ,               ,                  ,                    ,                                 ,                      ,                     ,                   ,                     ,                      ,                 ,                      ,                         ,                           ,                        ,                         ,                       ,                     ,                      ,                       ,                     ,                      ,                                   ,                     ,from ODP Leg 138 Chapter 11 Fig 3 pp 200-202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
