Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Trochamminoides grzybowskii	Skolithos taxa	Recurvoidella lamella	Haplophragmoides walteri	Haplophragmoides sp. 2	Haplophragmoides suborbicularis	Bathysiphon  annulatus	Nothia latissima	Karrerulina conversa	Bathysiphon sp. 1	Haplophragmoides porrectus	Nothia excelsa	Ammodiscus tenuissima	Spiroplectammina spectabilis	Saccammina placenta	Rhabdammina sp.	Hyperammina elongata	Trochamminopsis sp.	Nothia robusta	Reticulophragmium sp.	Reophax difflugiformis	Cribrostomoides sp.	Nubecularia lucifuga	Trochammina deformis	Ammolagena clavata	Rhabdammina abyssorum	Paratrochamminoides heteromorphus	Bathysiphon capillaris	Recurvoides sp. 1	Hyperammina rugosa	Reophax nodulosa	Cribrostomoides subglobosus	Rhizammina? indivisa	Psammosphaera fusca	Haplophragmoides cf. kirki	Reticulophragmium amplectens	Haplophragmoides horridus	Conotrochammina sp.	Ammodiscus incertus	Haplophragmoides sp. 1	Paratrochammina challengeri	Reophax elongatus	Praecystammina sp.	Saccammina sphaerica	Bathysiphon filiformis	Comment
  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 21	R	 4	  15.00	    437.7500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 22	R	 4	  12.00	    447.4200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 22	R	CC	   5.00	    449.1600	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 23	R	CC	  15.00	    453.8300	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 24	R	 4	  10.00	    466.6000	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 27	R	 4	  11.00	    495.3100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	R                 	R                    	                                 	                      	                 	R                 	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	R                	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 27	R	 5	  58.00	    497.2800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 27	R	 6	  11.00	    498.3700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	R               	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 27	R	 6	  58.00	    498.8400	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	R                     	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 27	R	CC	   8.00	    499.8000	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	C                    	                                 	                      	                 	                  	                	                           	                    	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	R                     	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 28	R	 2	  57.00	    502.3700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	R                     	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 28	R	 3	  57.00	    503.8700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 28	R	 4	  11.00	    504.9100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	C                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 28	R	 4	  57.00	    505.3700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	C                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 28	R	CC	  12.00	    508.1200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 29	R	 1	  11.00	    510.0100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 29	R	 2	  11.00	    511.5100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 29	R	 3	  11.00	    513.0100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	A                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 29	R	 5	  59.00	    516.4900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	up. R. abyssorum  	              	151	 913	B	 29	R	CC	   0.00	    517.2600	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 30	R	 1	  12.00	    519.6200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	F                       	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	F                	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	R                     	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 30	R	 2	  12.00	    521.1200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	R                 	R                    	                                 	R                     	R                	                  	                	                           	                    	R                  	                          	                            	                         	                   	                   	F                     	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 30	R	 2	  58.00	    521.5800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 30	R	 3	  12.00	    522.6200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	R                 	R                    	                                 	                      	F                	                  	                	                           	R                   	R                  	                          	                            	                         	                   	                   	F                     	                           	R                	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 30	R	 3	  57.00	    523.0700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	R                	                  	                	                           	                    	F                  	                          	                            	                         	                   	                   	R                     	                           	R                	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 30	R	 4	  12.00	    524.1200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	R                  	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 30	R	 5	  12.00	    525.6200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	R                 	F                    	                                 	                      	                 	                  	                	                           	R                   	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 30	R	 5	  55.00	    526.0500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	F                       	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	R                   	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 30	R	CC	  15.00	    526.6700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	R                   	                  	F                    	                                 	                      	F                	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	R                          	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 31	R	 1	  11.00	    529.3100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 31	R	 1	  61.00	    529.8100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	R                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	mid. R. abyssorum 	              	151	 913	B	 31	R	 2	  11.00	    530.8100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	F                    	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179
