Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Trochamminoides grzybowskii	Skolithos taxa	Recurvoidella lamella	Haplophragmoides walteri	Haplophragmoides sp. 2	Haplophragmoides suborbicularis	Bathysiphon  annulatus	Nothia latissima	Karrerulina conversa	Bathysiphon sp. 1	Haplophragmoides porrectus	Nothia excelsa	Ammodiscus tenuissima	Spiroplectammina spectabilis	Saccammina placenta	Rhabdammina sp.	Hyperammina elongata	Trochamminopsis sp.	Nothia robusta	Reticulophragmium sp.	Reophax difflugiformis	Cribrostomoides sp.	Nubecularia lucifuga	Trochammina deformis	Ammolagena clavata	Rhabdammina abyssorum	Paratrochamminoides heteromorphus	Bathysiphon capillaris	Recurvoides sp. 1	Hyperammina rugosa	Reophax nodulosa	Cribrostomoides subglobosus	Rhizammina? indivisa	Psammosphaera fusca	Haplophragmoides cf. kirki	Reticulophragmium amplectens	Haplophragmoides horridus	Conotrochammina sp.	Ammodiscus incertus	Haplophragmoides sp. 1	Paratrochammina challengeri	Reophax elongatus	Praecystammina sp.	Saccammina sphaerica	Bathysiphon filiformis	Comment

  SR	                 	                 	                  	              	151	 913	B	 42	R	 1	  11.00	    635.5100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	R               	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	R                   	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 42	R	 1	  59.00	    635.9900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	R                    	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 42	R	 2	  11.00	    637.0100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	R                     	R               	                    	                 	                          	              	                     	R                           	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 42	R	 2	  59.00	    637.4900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	R                     	R               	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 42	R	 3	  11.00	    638.5100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	F                     	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	R                  	              	                     	                      	R                  	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 42	R	 3	  58.00	    638.9800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	C                     	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	R                  	              	                     	R                     	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 42	R	 4	  11.00	    640.0100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	C                     	                               	                      	F               	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 42	R	 4	  60.00	    640.5000	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	F                       	                      	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	R                   	                   	              	F                    	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 42	R	 5	  11.00	    641.5100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	F               	                    	                 	                          	              	R                    	                            	R                  	               	R                   	R                  	R             	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 42	R	 5	  61.00	    642.0100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	R                     	R               	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 43	R	 1	  13.00	    645.2300	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	F                     	                               	                      	R               	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 43	R	 1	  59.00	    645.6900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	F                     	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	R                   	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 43	R	 2	  12.00	    646.4800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	F               	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 43	R	 2	  59.00	    646.9500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	F                     	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 43	R	 3	  12.00	    647.9800	Spiegler 	Benthic Foraminifers                         	               	                  	R                          	              	                     	                        	F                     	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 43	R	 4	  11.00	    649.4700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	R                	                          	              	R                    	                            	R                  	R              	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 43	R	 5	  11.00	    650.9700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	F                         	F             	                     	                            	F                  	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 43	R	 5	  60.00	    651.4600	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	F                     	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 43	R	 6	  12.00	    652.4800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	R                     	                               	                      	                	R                   	                 	                          	R             	                     	                            	R                  	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 43	R	 6	  60.00	    652.9600	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	R                     	R               	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 43	R	CC	   0.00	    653.8600	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	R                     	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 44	R	 1	  11.00	    654.8100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	R                     	                               	                      	                	                    	                 	                          	              	                     	C                           	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 44	R	 1	  58.00	    655.2800	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	F                     	                               	R                     	R               	                    	                 	                          	R             	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 44	R	 2	  11.00	    656.1200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	F                     	R               	                    	                 	                          	F             	                     	R                           	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 44	R	 2	  58.00	    656.5900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	                 	                          	              	R                    	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 44	R	 3	  58.00	    658.0900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	F                     	                               	R                     	R               	                    	                 	R                         	              	R                    	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 44	R	 4	  11.00	    659.1200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	C                     	                               	R                     	R               	                    	                 	R                         	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 44	R	 5	  11.00	    660.6200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	C                     	                               	R                     	R               	                    	R                	C                         	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 44	R	 5	  58.00	    661.0900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	C                     	                               	                      	                	                    	                 	                          	C             	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 44	R	 5	 116.00	    661.6700	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	R                     	                               	                      	                	                    	                 	R                         	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 45	R	 1	  59.00	    664.9900	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	                    	R                	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 46	R	 1	  12.00	    674.2200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	R                     	                               	F                     	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 46	R	 1	  61.00	    674.7100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	R                     	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 46	R	 2	  61.00	    676.2100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	R                     	                               	                      	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 46	R	 3	  12.00	    677.2200	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	                	R                   	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 47	R	 2	  11.00	    685.3100	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	                        	                      	                               	                      	F               	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179

  SR	                 	                 	                  	              	151	 913	B	 47	R	 2	  85.00	    686.0500	Spiegler 	Benthic Foraminifers                         	               	                  	                           	              	                     	R                       	F                     	                               	F                     	                	                    	                 	                          	              	                     	                            	                   	               	                    	                   	              	                     	                      	                   	                    	                    	                  	                     	                                 	                      	                 	                  	                	                           	                    	                   	                          	                            	                         	                   	                   	                      	                           	                 	                  	                    	                      	From Leg 151SR; Ch 9; Table 2; pp. 175-179
