taxon_name,taxon_group
Reticulofenestra lockeri,nannofossils
"Morozovella caucasica (Glaessner, 1937)",planktic_forams
Didymocyrtis penultima,radiolarians
Globigerina venezulana,planktic_forams
"Morozovelloides coronatus (Blow, 1979)",planktic_forams
Subbotina senni,planktic_forams
Neochiastozygus rosenkrantzii,nannofossils
Paralia sulcata var. crenulata,diatoms
Globigerinoides primordius,planktic_forams
Pullenia coryelli,benthic_forams
Buliminoides chattonensis,benthic_forams
Kisseleviella gaster,diatoms
Dictyoprora mongolfieri,radiolarians
Buryella clinata,radiolarians
Cassidulina sp.,benthic_forams
"Globigerinatheka euganea Proto Decima and Bolli, 1970",planktic_forams
Chiasmolithus consuetus,nannofossils
"Jenkinsina columbiana (Howe, 1939)",planktic_forams
Selenopemphix w. trabeculate processes,dinoflagellates
Morozovella caucasica,planktic_forams
Globigerina ciperoensis,planktic_forams
Reticulofenestra pseudoumbilicus (>7 um),nannofossils
Didymocyrtis mammifera,radiolarians
Orthorhabdus rugosus,nannofossils
"Fohsella ""praefohsi"" _B_ _M8",planktic_forams
Amphistegina aucklandica,benthic_forams
Epistominella spp.,benthic_forams
Whiteinella aprica,planktic_forams
Helicosphaera vedderi,nannofossils
Zeugrhabdotus sigmoides,nannofossils
Areosphaeridium dictyoplokus,dinoflagellates
Rectuvigerina striatissima,benthic_forams
Phthanoperidinium crenulatum,dinoflagellates
Discoaster tamalis,nannofossils
Fragilariopsis truncata,diatoms
Chiasmolithus grandis,nannofossils
Globoconella miotumida,planktic_forams
Didymocyrtis bassanii,radiolarians
"Turborotalia possagnoensis (Tourmarkine & Bolli), 1980",planktic_forams
Cavitatus linearis,diatoms
Acarinina coalingensis,planktic_forams
Chiloguembelina parallela,planktic_forams
Discoaster petaliformis,nannofossils
Algae sp. A,dinoflagellates
Rocella praenitida,diatoms
Bulimina pupula,benthic_forams
Bolivinella subrugosa,benthic_forams
Tasmanites spp.,dinoflagellates
Didymocyrtis laticonus,radiolarians
Igorina pusilla,planktic_forams
Diartus hughesi,radiolarians
"Hantkenina australis Finlay, 1939",planktic_forams
Tectatodinium spp. indet.,dinoflagellates
"Globanomalina compressa (Plummer, 1926)",planktic_forams
Neogloboquadrina continuosa,planktic_forams
Pterotheca sp. A of Scherer et al. 2001,diatoms
Spinidinium luciae,dinoflagellates
Triquetrorhabdulus finifer,nannofossils
Cassidulina cuneata,benthic_forams
Calocycletta virginis,radiolarians
Phthanoperidinium comatum,dinoflagellates
Crucidenticula nicobarica,diatoms
Discorbis dimidiatus,benthic_forams
Pterotheca aculeifera,diatoms
Cestodiscus convexus,diatoms
Operculodinium centrocarpum,dinoflagellates
Archaeosphaeridium australensis,chrysophyte_cysts
Gaudryina reussi,benthic_forams
"Globanomalina imitata (Subbotina, 1953)",planktic_forams
Paragloborotalia continuosa/mayeri,planktic_forams
"Globoturborotalita officinalis (Subbotina, 1953)",planktic_forams
Deflandrea antarctica,dinoflagellates
Globorotalia theyeri,planktic_forams
Bulimina forticosta,benthic_forams
Fragilariopsis lacrima,diatoms
Unnamed: 70,radiolarians
Triceratium kanayae,diatoms
Gladiolithus flabellatus,nannofossils
Coscinodiscus rhombicus,diatoms
"Zeauvigerina aegyptiaca Said & Kenawy, 1956",planktic_forams
Cleistosphaeridium placacanthum,dinoflagellates
Sphaeroidinellopsis paenedehiscens,planktic_forams
Wetzeliella gochtii/symmetrica,dinoflagellates
Scyphosphaera canescens,nannofossils
Globoquadrina altispira,planktic_forams
Hantkenina compressa,planktic_forams
Helicosphaera mediterranea,nannofossils
Corrudinium incompositum,dinoflagellates
Fragilaria sp.,diatoms
Actinocyclus octonarius var. tenella,diatoms
Hystrichosphaeropsis spp.,dinoflagellates
Rossiella symmetrica,diatoms
"Morozovella lensiformis (Subbotina), 1953",planktic_forams
Thyrsocyrtis hirsuta,radiolarians
Theocyrtis careotuberosa n. sp.,radiolarians
Uvigerina bifurcata,benthic_forams
Eoglobigerina spiralis,planktic_forams
Vaginulinopsis reinformis,benthic_forams
Asterolampra insignis,diatoms
Thalassiosira striata,diatoms
Brightwellia sp.,diatoms
Calocycletta virginis.1,radiolarians
Rhabdosphaera spp.,nannofossils
Rhiozosolenia antennata var. antennata,diatoms
Tenuitella clemenciae,planktic_forams
Chiloguembelina cubensis,planktic_forams
Hystrichosphaeridium tubiferum,dinoflagellates
Reworked species,nannofossils
Globigerinella praesiphonifera,planktic_forams
Hofkerina semiornata,benthic_forams
Septamesocena pappii,silicoflagellates
Lingulina avellanoides,benthic_forams
Menardella praemenardii,planktic_forams
"Morozovella velascoensis (Cushman, 1925)",planktic_forams
Acarinina mcgowrani,planktic_forams
Zeaglobigerina sp.,planktic_forams
Bolivinita quadrilatera,benthic_forams
Cibicides deliquatus,benthic_forams
Chiphragmolithus armatus,nannofossils
Asterolampra vulgaris,diatoms
Lithopera neotera,radiolarians
Subbotina patagonica,planktic_forams
Kannoa hastata,diatoms
Nitzschia efferans,diatoms
"Parasubbotina inaquespira (Subbotina, 1953)",planktic_forams
Tritaxilina zealandica >1500 m,benthic_forams
Globigerinoides conglobatus _pink_,planktic_forams
Gephyroscapsa lumina,nannofossils
Theocotyle cryptocephala,radiolarians
"""Globigerina"" angulisuturalis _T_",planktic_forams
Holodiscolithus macroporus,nannofossils
Rotalinoides compressiusculus,benthic_forams
Pulleniatina primalis,planktic_forams
Rhombodinium rhomboideum,dinoflagellates
Fragilariopsis curta,diatoms
Trilobatus immaturus,planktic_forams
Acarinina boudreauxi,planktic_forams
Helicosphaera ampliaperta,nannofossils
"Subbotina senni (Beckmann, 1953)",planktic_forams
Hirsutella scitula (DEX),planktic_forams
Acarinina cuneicamerata,planktic_forams
Eucampia antarctica var twista,diatoms
Eocladopyxis spp.,dinoflagellates
Pyrgo laevis,benthic_forams
Lophodolithus rotundus,nannofossils
Globorotalia zealandica _B_,planktic_forams
Cymatiosphaera spp.,dinoflagellates
Skeletonemopsis and Skeletonema grp,diatoms
Lithochytris archaea,radiolarians
Sphenolithus radians,nannofossils
Lithocyclia aristotelis gr.,radiolarians
Euuvigerina bortotara,benthic_forams
Sphenolithus furcatolithoides,nannofossils
Blackites herculesii,nannofossils
Ikebea tenuis,diatoms
Subbotina cancellata,planktic_forams
Fragilariopsis fossilis,diatoms
"Morozovella apanthesma (Loeblich & Tappan), 1957",planktic_forams
Bolivinopsis compta,benthic_forams
Chiphragmolithus calathus,nannofossils
"Globigerina officinalis Subbotina, 1953 p 78 pl 11 figs 1-7",planktic_forams
Fragilariopsis reinholdii,diatoms
Thalassiosira convexa var. aspinosa,diatoms
Wadella globiformis,benthic_forams
Chiasmolithus nitidus,nannofossils
Azpeitia oligocenica,diatoms
Chiasmolithus oamaruensis,nannofossils
Globigerinoides ruber (pyramidalis),planktic_forams
"Acarinina echinata (Bolli, 1957)",planktic_forams
Proboscia curvirostris,diatoms
"Clavigerinella caucasica (Subbotina, 1958)",planktic_forams
Bolivina sp.,benthic_forams
Praemurica uncinata,planktic_forams
Sphenolithus obtusus,nannofossils
Globorotalia sp.,planktic_forams
Rhaphoneis spp.,diatoms
Blackites amplus bases,nannofossils
Syracolithus schilleri,nannofossils
Hirsutella margaritae (cf.),planktic_forams
Thalassiothrix miocenica,diatoms
"Acarinina nitida (dOrbigny), 1839, (Martin), 1943",planktic_forams
Theocotyle ficus,radiolarians
Pseudopolymorphina parri,benthic_forams
Globigerinoidesella fistulosa _T and B_ _Pt1a,planktic_forams
Haeuslerella morgani,benthic_forams
Osangularia culter,benthic_forams
Globanomalina pseudomenardii,planktic_forams
Truncorotalia crassaformis,planktic_forams
Dictyocha hexacantha,silicoflagellates
Pleurostomella sp.,benthic_forams
Asteromphalus parvulus,diatoms
Isthmolithus recurvus,nannofossils
Hemiaulus incisus,diatoms
"Globigerinatheka kugleri (Bolli, Loeblich & Tappan, 1957 p.34, pl.6, figs.6a-c as Globigerapsis)",planktic_forams
"Igorina tadjikistanensis (Bykova), 1953",planktic_forams
Triceratium inconspicuum var. trilobata,diatoms
Senoniasphaera inornata,dinoflagellates
Tectatodinium pellitum,dinoflagellates
Alabamina creta,benthic_forams
Vaginulina spp.,benthic_forams
Diphyes colligerum,dinoflagellates
"Morozovella aragonensis (Nuttall, 1930 p.288, pl.24, figs.6-8,10-11 as Globorotalia)",planktic_forams
Paragloborotalia kugleri _T and B_ _M2 and M1a_,planktic_forams
Calocycletta caepa,radiolarians
Patellinella inconspicua,benthic_forams
"""round browns"" indet., rugulate",dinoflagellates
Dentoglobigerina sellii,planktic_forams
Hastigerina pelagica,planktic_forams
Truncorotalia crassacarinina (DEX),planktic_forams
Hemiaulus danicus,diatoms
Rouxia spp.,diatoms
Lingulina decipiens,benthic_forams
Catinaster mexicanus,nannofossils
Didymocyrtis prismatica,radiolarians
Thalassiosira fasciculata,diatoms
"Acarinina wilcoxensis (Cushman & Ponton, 1932)",planktic_forams
Orthorhabdus rioi,nannofossils
Reticulofenestra gelida,nannofossils
Lingulodinium machaerophorum,dinoflagellates
Globorotalia tumida,planktic_forams
Sceptroneis sp.,diatoms
"Globorotalioides eovariabilis Huber and Pearson, 2003",planktic_forams
Cribroperidinium spp.,dinoflagellates
Bolivina parri,benthic_forams
Sphaeroidinellopsis seminulina _T_ _PL4_,planktic_forams
Scyphosphaera pulcherrima,nannofossils
Sphaeroidinellopsis seminulina,planktic_forams
Pseudammodochium dictyoides,ebridians
Globigerinella calida,planktic_forams
Discoaster extensus,nannofossils
Paragloborotalia nana,planktic_forams
Notorotalia finlayi,benthic_forams
Sporomorphs (reworked),dinoflagellates
Distatodinium paradoxum,dinoflagellates
Fragilariopsis aurica,diatoms
Bolivinella rugosa,benthic_forams
Eustephanias ramigenus,diatoms
Brizalina alata,benthic_forams
Lejeunecysta spp.,dinoflagellates
Trifarina elliptica,benthic_forams
Subbotina roesnaesensis,planktic_forams
Samlandia delicata,dinoflagellates
Trinacria simulacrum,diatoms
Fohsella peripheroacuta _B_ _M7_,planktic_forams
Minylitha convallis,nannofossils
Lophodolithus acutus,nannofossils
Globorotalia praescitula,planktic_forams
Hirsutella bermudezi,planktic_forams
Dorcadospyris riedeli,radiolarians
Corrudinium regulare,dinoflagellates
Thyrsocyrtis bromia,radiolarians
Hanzawaia turgida,benthic_forams
Micromarsupium curticannum,ebridians
Trilobatus primordius,planktic_forams
"Globanomalina archeocompressa (Blow), 1979",planktic_forams
Sphaeroidinella excavata,planktic_forams
Catapsydrax dissimilis _T_ _M4a,planktic_forams
Rottnestia borussica,dinoflagellates
Phthanoperidinium amoenum,dinoflagellates
Discoaster mediosus,nannofossils
Beella praedigitata,planktic_forams
Diploplegma somphum,radiolarians
Vaginulinopsis spp.,benthic_forams
Cassigerinella eocaenica,planktic_forams
Reticulofenestra pseudoumbilicus,nannofossils
Sphaeroidinellopsis kochi _T_,planktic_forams
Nodosaria acuminata,benthic_forams
Acarinina praetopilensis,planktic_forams
Nitzschia miocenica,diatoms
"Morozovella edgari (Premoli Silva & Bolli, 1973)",planktic_forams
"Hantkenina alabamensis Cushman, 1925 p.3, text-fig.1; pl.1, figs.1-6; pl.2, fig.5",planktic_forams
Cyclicargolithus? luminis,nannofossils
"Acarinina topilensis (Cushman, 1925)",planktic_forams
Euuvigerina rodleyi (group) >50 m,benthic_forams
Bigenerina pliocenica,benthic_forams
Proboscia sp.,diatoms
Vulvulina pennatula,benthic_forams
Globoconella miozea (s.l),planktic_forams
Hantkenina dumblei,planktic_forams
Chaetoceros spp.,diatoms
Astacolus compressus,benthic_forams
Helicosphaera seminulum,nannofossils
Campylosphaera dela,nannofossils
Mesocena diadon diadon,silicoflagellates
"Globoturborotalita gnaucki (Blow and Banner, 1962)",planktic_forams
Cyclicargolithus abisectus,nannofossils
Globoconella praescitula,planktic_forams
Discoaster berggrenii,nannofossils
Notorotalia briggsi,benthic_forams
Fragilariopsis interfrigidaria,diatoms
Neoflabellina semireticulata,benthic_forams
"Globigerinatheka subconglobata (Shutskaya, 1958)",planktic_forams
Parasubbotina pseudobulloides,planktic_forams
Sphaeroidinella subdehiscens _B_,planktic_forams
Discoaster hamatus,nannofossils
Asteromphalus flabellatus,diatoms
Globoturborotalita brazieri,planktic_forams
Vulvulina granulosa,benthic_forams
Clavulina anglica,benthic_forams
Bulimina sp.,benthic_forams
"Globigerina euapertura Jenkins, 1960 p.351, pl.1, figs.8a-c",planktic_forams
"Pseudohastigerina wilcoxensis (Cushman & Ponton, 1932 p.64, pl.8, fig.11 as Nonion)",planktic_forams
Elphidium saginatum,benthic_forams
Reticulofenestra pseudoumbilicus (5-7 µm),nannofossils
Stilostomella sp.,benthic_forams
"Subbotina linaperta (Finlay, 1939 p.125, pl.13, figs.54-57 as Globigerina); Jenkins, 1971",planktic_forams
Dictyococcites bisectus (> 10 μm),nannofossils
Globigerinoides subquadratus,planktic_forams
Globorotalia limbata _B_,planktic_forams
Karreriella cylindrica >400 m,benthic_forams
Peneroplis planatus,benthic_forams
Septamesocena apiculata,silicoflagellates
Subbotina corpulenta,planktic_forams
Discoaster exilis,nannofossils
Blackites tenuis,nannofossils
Buliminella browni,benthic_forams
Turborotalia pomeroli,planktic_forams
Globorotaloides suteri,planktic_forams
Euuvigerina mioschwageri,benthic_forams
Centrobotrys petrushevskayae,radiolarians
Coccolithus pelagicus (w/bar),nannofossils
"Clavigerinella colombiana (Petters, 1954)",planktic_forams
Anthocyrtoma spp.,radiolarians
Neogloboquadrina incompta,planktic_forams
Nitzschia denticuloides var. M,diatoms
Planulina wuellerstorfi >1000 m,benthic_forams
Cyrtocapsella cornuta,radiolarians
Apectodinium homomorphum,dinoflagellates
Thalassionema nitzschioides,diatoms
Globoturborotalita martini,planktic_forams
Crucidenticula kanayae,diatoms
Protentella prolixa,planktic_forams
Chiloguembelina wilcoxensis,planktic_forams
Clavulina sp.,benthic_forams
Triquetrorhabdulus rioi,nannofossils
Globoquadrina tapurensis,planktic_forams
Praemurica taurica,planktic_forams
Discosphaera tubifera,nannofossils
Alterbidinium aculatum,dinoflagellates
Turborotalita clarkei ,planktic_forams
Sceptroneis lingulatus,diatoms
Acarinina sibaiyaensis,planktic_forams
Helicosphaera ethologa,nannofossils
Hauserella sp.,benthic_forams
Spongaster berminghami,radiolarians
"Subbotina cancellata Blow, 1979",planktic_forams
Brown phytoclasts,dinoflagellates
Dorcadospyris dentata,radiolarians
Zeaglobigerina connecta,planktic_forams
"Morozoveloides lehneri (Cushman and Jarvis, 1929)",planktic_forams
Globigerinoides extremus _T and B_,planktic_forams
Nonionella turgida,benthic_forams
Marginulinopsis spinobesa,benthic_forams
Echinidinium sp.,dinoflagellates
Orthorhabdus serratus,nannofossils
Cassigerinella chipolensis,planktic_forams
Dorcadospyris forcipata,radiolarians
Gyroidinoides zelandicus,benthic_forams
Globoturborotalita barbula,planktic_forams
Chiasmolithus altus,nannofossils
Synedropsis sp.,diatoms
Fohsella peripheroronda _T_,planktic_forams
Pyxilla reticulata,diatoms
Asterolampra spp.,diatoms
Denticulopsis simonsenii,diatoms
Marginulinopsis allani,benthic_forams
"Globanomalina luxorensis (Nakkady, 1950)",planktic_forams
Catapsydrax globiformis,planktic_forams
Mucronina subtetragona,benthic_forams
Bolivinella bensoni,benthic_forams
Globigerina angulisuturalis,planktic_forams
Dapsilidinium spp.,dinoflagellates
Calcidiscus pataecus,nannofossils
Globigerinoidesella fistulosa _T and B_ _Pt1a_,planktic_forams
Globoturborotalita apertura _T and B_,planktic_forams
Arachnoidiscus spp.,diatoms
Braarudosphaera bigelowii,nannofossils
Spiniferella cornuta,dinoflagellates
Nitzschia sicula,diatoms
Buliminella creta,benthic_forams
Triceratium pileus,diatoms
Plectofrondicularia proparri,benthic_forams
Hirsutella scitula (cf.),planktic_forams
Globigerinatheka tropicalis,planktic_forams
Morozovella formosa,planktic_forams
Actinocyclus ingens  var. nodus,diatoms
Globorotalia praescitula _T and B,planktic_forams
Samlandia septata,dinoflagellates
Bolivinita elegantissima,benthic_forams
Pullenia bulloides >200 m,benthic_forams
Pemma basquense,nannofossils
Notorotalia sp.,benthic_forams
Globorotalia cibaoensis _T and B_ _PL1b,planktic_forams
Bramletteius serraculoides,nannofossils
Fragilariopsis obliquecostata,diatoms
Selenopemphix nephroides rugulate,dinoflagellates
Truncorotalia crassaconica     (cf.) (SIN),planktic_forams
"Chiloguembelina midwayensis (Cushman, 1940)",planktic_forams
Coscinodiscus spp.,diatoms
Dictyococcites antarcticus,nannofossils
Pontosphaera japonica,nannofossils
Helicosphaera truempyi,nannofossils
Globoconella zealandica,planktic_forams
Truncorotalia tosaensis,planktic_forams
Dispinodiscus sp.,diatoms
Discoaster mahmoudii,nannofossils
Praeorbulina circularis _B,planktic_forams
"Tenuitella gemma (Jenkins, 1966)",planktic_forams
Pentadinium laticinctum,dinoflagellates
Globanomalina imitata,planktic_forams
Lophocysta spp.,dinoflagellates
"Paragloborotalia kugleri (Bolli, 1957 p.118, pl.28, figs.5a-b as Globorotalia)",planktic_forams
Sphenolithus tribulosus,nannofossils
Globoconella puncticuloides (vaulted),planktic_forams
Stichocorys wolffii,radiolarians
Stichocorys johnsoni,radiolarians
Hystrichokolpoma pusillum,dinoflagellates
Dorcadospyris ombros n. sp.,radiolarians
Oolina spp.,benthic_forams
Synedropsis cheethamii,diatoms
Acarinina rohri,planktic_forams
Helicosphaera wallichii,nannofossils
Cribrohantkenina inflata,planktic_forams
Deflandrea convexa,dinoflagellates
Discoaster loeblichii,nannofossils
Discoaster bifax,nannofossils
Discoaster variabilis,nannofossils
Thalassiothrix flaugenferdii,diatoms
Impagidinium dispertitum,dinoflagellates
Actinocyclus karstenii,diatoms
Lithocyclia angusta,radiolarians
Globoquadrina sp.,planktic_forams
Clavatorella bermudezi _T and B,planktic_forams
Hystrichostrogylon membraniphorum,dinoflagellates
Truncorotalia crassacarinina,planktic_forams
Globigerina officinalis,planktic_forams
Rylandsia biradiata,diatoms
Lenticulina lenticula,benthic_forams
Tribrachiatus orthostylus,nannofossils
Globigerinoides conglobatus _B_,planktic_forams
Globocassidulina arata,benthic_forams
Dictyoprora armadillo,radiolarians
Neococcolithes dubius,nannofossils
Dentoglobigerina altispira _T_ _PL5,planktic_forams
Rhabdosphaera clavigera,nannofossils
Helicosphaera perch-nielseniae,nannofossils
Periphaena tripyramis triangula,radiolarians
Trifarina ototara,benthic_forams
Fohsella fohsi _T and B_ _M10 and M9a,planktic_forams
Ellipsolithus anadoluensis,nannofossils
Rocella semigelida,diatoms
Anomalinoides fasciatus,benthic_forams
Pullenia quinqueloba,benthic_forams
Pulleniatina primalis  _Tand B_,planktic_forams
Bolivina zedirecta,benthic_forams
Thalassiosira frauenfeldii,diatoms
Globigerinoides altiaperturus _B,planktic_forams
Sphenolithus abies,nannofossils
Lamptonium pennatum,radiolarians
Thalassiosira yabei,diatoms
Globorotalia pertenuis _T_,planktic_forams
Sphaeroidinellopsis disjuncta,planktic_forams
Hystrichokolpoma bullatum,dinoflagellates
Corbisema hastata,silicoflagellates
Forma T,dinoflagellates
Discoaster surculus,nannofossils
Heterostegina borneensis,benthic_forams
Naviculopsis foliacea,silicoflagellates
Coccolithus eopelagicus (> 14 μm),nannofossils
Sphenolithus heteromorphus,nannofossils
Globigerinopsis obesa,planktic_forams
Hirsutella scitula (SIN),planktic_forams
Podocyrtis diamesa,radiolarians
"Dentoglobigerina galavisi (Bermudez), 1961 p 1183-1184 pl IV fig 3 as Globigerina",planktic_forams
Dentoglobigerina binaensis _T_,planktic_forams
Calocycletta robusta,radiolarians
Sphenolithus disbelemnos,nannofossils
Morozovella aequa,planktic_forams
Textularia zeaggluta,benthic_forams
"Morozovella formosa (Bolli, 1957)",planktic_forams
Chiasmolithus californicus (> 13 μm),nannofossils
Lenticulina pseudocalcarata,benthic_forams
Rhizosolenia simplex,diatoms
Globulotuba sp.,benthic_forams
Skeletonemopsis and Skeletonema grp.,diatoms
Oridorsalis umbonatus,benthic_forams
"Praemurica pseudoinconstans (Blow, 1979)",planktic_forams
Truncorotalia crassula     (cf.) (SIN),planktic_forams
Parvulorugoglobigerina eugubina,planktic_forams
Globorotaloides hexagonus,planktic_forams
Alaucodiscus spp.,diatoms
Botryocella sp. gr.,radiolarians
Globoturborotalita apertura _T and B,planktic_forams
Guembelitria cenomana,planktic_forams
Impagidinium parvireticulatum,dinoflagellates
Cestodiscus sp.,diatoms
Pseudoemiliania ovata,nannofossils
Globorotalia exilis _B_,planktic_forams
Hemidiscus karstenii f.1,diatoms
Gelatia inflata,dinoflagellates
Hemiaulus stilwelli,diatoms
Rectobolivina parvula,benthic_forams
Thalassiphora pelagica,dinoflagellates
Reussella finlayi,benthic_forams
Paucisphaeridium inversibuccinum,dinoflagellates
Globoquadrina venezuelana,planktic_forams
Neochiastozygus junctus,nannofossils
Vulvulina jablonksii,benthic_forams
Lophodolithus reniformis,nannofossils
Astrononion parki,benthic_forams
Globigerinatheka kugleri,planktic_forams
Fursenkoina texturata,benthic_forams
Pulleniatina spectabilis _T_,planktic_forams
Globorotaloides quadrocameratus,planktic_forams
Truncorotalia neojuanai,planktic_forams
Umbilicosphaera foliosa,nannofossils
Bigenerina nodosaria,benthic_forams
Edwardsiella?,dinoflagellates
"Turborotalia cocoaensis (Cushman, 1928)",planktic_forams
Invertocysta lacrymosa/tabulata,dinoflagellates
Thalassiosira praeconvexa,diatoms
Tanyosphaeridium spp.,dinoflagellates
Anthocyrtidium angulare,radiolarians
Fragilariopsis sp. A,diatoms
Lamptonium sanfilippoae,radiolarians
Syndendrium rugosum,diatoms
Dentoglobigerina galavisi,planktic_forams
Deflandrea oebisfeldensis,dinoflagellates
Vulvulina bortonica,benthic_forams
"Acarinina pseudosubsphaerica Pearson and Berggren, 2006",planktic_forams
Wetzeliella articulata,dinoflagellates
Lithopera renzae,radiolarians
Areoligera spp.,dinoflagellates
Vaginulinopsis recta,benthic_forams
Bolivina wanganuiensis,benthic_forams
Dorothia bradyana,benthic_forams
Amorphous organic matter,dinoflagellates
"Acarinina bullbrooki (Bolli, 1957 p.167, pl.38, figs.5a-b as Globorotalia)",planktic_forams
Hyperammina friabilis,benthic_forams
Fragilariopsis barronii,diatoms
Globorotalia juanai _B,planktic_forams
Asteromphalus kennettii,diatoms
"Planorotalites pseudoscitula (Glaessner, 1937 p.32, figs.3a-c as Globorotalia)",planktic_forams
Amiculosphaera umbracula,dinoflagellates
Caligodinium amiculum,dinoflagellates
spores,palynology
Ehrenbergina cf. bicornis,benthic_forams
Theocalyptra davisiana,radiolarians
Impagidinium spp. indet.,dinoflagellates
Globigerinatheka semiinvoluta,planktic_forams
Thalassiosira oliverana var. sparsa,diatoms
Elphidium sp.,benthic_forams
Dentoglobigerina pseudovenezuelana,planktic_forams
Rectobolivina maoria,benthic_forams
Dorcadospyris alata,radiolarians
"Turborotalia frontosa (Subbotina, 1953)",planktic_forams
Discoaster moorei,nannofossils
Praeorbulina glomerosa _B_ _M5b,planktic_forams
Discoaster ornatus,nannofossils
"Chiloguembelina crinita (Glaessner, 1937)",planktic_forams
Cibicides sp.,benthic_forams
Stauroxiphos communis,radiolarians
Semivulvulina waitakia,benthic_forams
Fragilariopsis tigris,diatoms
Theocotylissa ficus,radiolarians
Acarinina aspensis,planktic_forams
"Hedbergella monmouthensis (Olsson, 1960 as Globorotalia)",planktic_forams
Valvulineria sp.,benthic_forams
Palaeocystodinium australinum,dinoflagellates
Paragloborotalia pseudocontinuosa,planktic_forams
Achomosphaera crassipellis,dinoflagellates
Svalbardella cooksoniae,dinoflagellates
Zeauvigerina parri,planktic_forams
Globigerinoides obliquus,planktic_forams
Rotaliatina sulcigera,benthic_forams
Sphenolithus dissimilis,nannofossils
Hantkenina australis,planktic_forams
"Subbotina yeguaensis (Weinierl & Applin, 1929)",planktic_forams
"Chiloguembelina paralella Beckmann, 1957",planktic_forams
Corbisema apiculata,silicoflagellates
"Hantkenina liebusi Shokina, 1937",planktic_forams
Dictyocha frenguellii,silicoflagellates
Daktylethra punctulata,nannofossils
Umbilicosphaera sibogae,nannofossils
Thalassiosira eccentrica,diatoms
Protentella nicobarensis,planktic_forams
Globigerinella radians,planktic_forams
Ilselithina fusa,nannofossils
Epistominella exigua,benthic_forams
Lithochytris vespertilio,radiolarians
Plectofrondicularia turgida,benthic_forams
Acarinina echinata,planktic_forams
Podocyrtis papalis,radiolarians
Actinocylus octonarius var. asteriscus,diatoms
Helicosphaera intermedia,nannofossils
Corbisema flexuosa,silicoflagellates
Genus and species indeterminate #1,diatoms
Liriospyris parkerae,radiolarians
Turbiosphaera filosa,dinoflagellates
Vallodiscus lanceolatus,diatoms
Lanternithus minutus,nannofossils
Hirsutella panda,planktic_forams
"Paragloborotalia griffinoides Olsson and Pearson, 2006",planktic_forams
Eisenackia chilensis,dinoflagellates
Morozovelloides crassatus,planktic_forams
Globorotalia truncatulinoides _B_,planktic_forams
Truncorotalia crassaformis (SIN),planktic_forams
Acarinina medizzai,planktic_forams
Morozovella edgari,planktic_forams
Globoquadrina dehiscens _B and T_,planktic_forams
Araniscus lewisianus,diatoms
"Pseudohastigerina naguewichiensis (Myatliuk, 1950 p.281, pl.4, figs.4a-b as Globigerinella)",planktic_forams
Dorcadospyris quadripes,radiolarians
"Globoturborotalita martini (Blow and Banner, 1962)",planktic_forams
Globotruncana aegyptiaca,planktic_forams
Cibicides neoperforatus >200 m,benthic_forams
Gaudryina spp.,benthic_forams
"Zauvigerina lodoensis Martin, 1943",planktic_forams
Pyrgo spp.,benthic_forams
Pyrgupyxis eocena,diatoms
Martinotiella communis,benthic_forams
"Zeauvigerina virgata (Khalilov), 1967",planktic_forams
Sherbornina cuneimarginata zealandica,benthic_forams
Loxostomum pakaurangiense,benthic_forams
Terrestrial palynomorphs,dinoflagellates
Brizalina earlandi,benthic_forams
Triquetrorhabdulus rugosus,nannofossils
Impagidinium victorianum,dinoflagellates
Periphaena delta,radiolarians
Globorotalia merotumida,planktic_forams
Uvigerina proboscidea,benthic_forams
Denticulopsis spp.,diatoms
Dorcadospyris ombros n. sp. (upper),radiolarians
Reticulofenestra reticulata,nannofossils
Elphidium charlottensis,benthic_forams
Discoaster bollii,nannofossils
Woodringina claytonensis,planktic_forams
Tenuitella munda _T_,planktic_forams
Fragilariopsis robusta,diatoms
Sphenolithus villae,nannofossils
Globorotalia crassula,planktic_forams
Unnamed: 76,radiolarians
Hemiaulus polycystinorum,diatoms
Gephyrocapsa sp. 3,nannofossils
Reticulatosphaera actinocoronata,dinoflagellates
Eggerella decepta,benthic_forams
Helicosphaera scissura,nannofossils
Orbulina bilobata,planktic_forams
Paragloborotalia acrostoma,planktic_forams
Denticulopsis hyalina,diatoms
Turborotalia cerroazulensis,planktic_forams
Lingulina seminuda,benthic_forams
Discoaster prepentaradiatus,nannofossils
"Jenkinsinella triseriata (Terquem, 1882)",planktic_forams
Cavitatus miocenicus,diatoms
Ellipsolithus distichus,nannofossils
Fasciculithus involutus,nannofossils
Anomalinoides orbiculus,benthic_forams
Radiolarian fragments,nannofossils
Truncorotalia crassaconica (DEX),planktic_forams
Phormocyrtis turgida,radiolarians
Nicklithus amplificus,nannofossils
"Turborotalia increbescens (Bandy, 1949)",planktic_forams
Sphenolithus ciperoensis,nannofossils
Subbotina triloculinoides,planktic_forams
Lophocyrtis exitelus,radiolarians
Dictyocha fibula,silicoflagellates
Thyrsocyrtis robusta,radiolarians
Planulina wuellerstorfi,benthic_forams
Globoturborotalita woodi _T_,planktic_forams
Hyalodiscus sp.,diatoms
Discoaster nodifer,nannofossils
Uvigerina spp.,benthic_forams
Eurydinium spp.,dinoflagellates
Helicosphaera bramlettei,nannofossils
Globoconella pliozea,planktic_forams
"Globanomalina planocompressa (Shutskaya), 1965",planktic_forams
Eisenackia margarita,dinoflagellates
