Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Orbulina universa	Neogloboquadrina pachyderma (dextral)	Globorotaloides hexagona	Globorotalia puncticulata	Globorotalia margaritae	Globorotalia crassula	Globorotalia crassaformis crassaformis	Globoquadrina altispira	Globigerinoides obliquus obliquus	Globigerinita glutinata	Globigerina bulloides	Globorotalia scitula	Globorotalia miocenica	Globigerinoides trilobus	Globigerina decoraperta	Globigerinoides ruber (white)	Neogloboquadrina humerosa	Neogloboquadrina acostaensis (dextral)	Globorotalia exilis	Globigerinoides sacculifer	Globorotalia crassaformis viola	Sphaeroidinellopsis seminulina	Globigerinoides conglobatus	Globorotalia pertenuis	Globigerinoides obliquus extremus	Globigerina apertura	Neogloboquadrina dutertrei	Globigerinella obesa	Globorotalia inflata	Globigerinella aequilateralis	Globigerina quinqueloba	Neogloboquadrina pachyderma (sinistral)	Globigerinoides ruber (pink)	Globigerina rubescens	Globigerina falconensis	Beella digitata	Sphaeroidinella dehiscens	Globorotalia tumida	Globorotalia truncatulinoides	Pulleniatina obliquiloculata	Globorotalia menardii	Globigerinoides tenellus	Globorotalia crassaformis hessi	Globigerinella calida	Comment

  SR	                 	                 	G. truncatulinoides	              	108	 658	A	  6	H	CC	  18.00	     53.4500	Weaver   	Planktonic Foraminifers                      	A              	G                 	R                	C                                    	                        	                         	                       	                     	                                      	                       	                                 	R                      	C                    	R                   	                      	R                       	                       	R                            	                         	                                      	                   	R                         	                               	                              	                           	                      	                                 	                    	                          	                    	C                   	R                            	R                      	C                                      	                            	                     	R                      	               	                         	                   	R                            	                            	                     	                        	                               	R                    	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	G. truncatulinoides	              	108	 658	A	  7	H	CC	  18.00	     59.7600	Weaver   	Planktonic Foraminifers                      	A              	G                 	R                	F                                    	                        	                         	                       	                     	                                      	                       	                                 	                       	A                    	R                   	                      	R                       	                       	R                            	                         	                                      	                   	R                         	                               	                              	                           	                      	                                 	                    	                          	                    	C                   	R                            	R                      	C                                      	R                           	                     	R                      	               	                         	                   	R                            	                            	R                    	R                       	R                              	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	G. truncatulinoides	              	108	 658	A	  8	H	CC	  11.00	     71.4800	Weaver   	Planktonic Foraminifers                      	A              	G                 	R                	C                                    	                        	                         	                       	                     	R                                     	                       	                                 	R                      	C                    	                    	                      	                        	                       	R                            	                         	R                                     	                   	R                         	                               	                              	                           	                      	                                 	                    	R                         	                    	C                   	R                            	R                      	R                                      	R                           	R                    	R                      	               	                         	                   	R                            	                            	R                    	R                       	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	G. truncatulinoides	              	108	 658	A	  9	H	CC	  13.00	     81.4600	Weaver   	Planktonic Foraminifers                      	C              	G                 	R                	C                                    	                        	                         	                       	                     	                                      	                       	                                 	R                      	F                    	R                   	                      	R                       	                       	R                            	                         	R                                     	                   	R                         	                               	                              	                           	                      	                                 	                    	R                         	                    	C                   	R                            	                       	R                                      	R                           	                     	                       	               	                         	                   	R                            	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	G. truncatulinoides	              	108	 658	A	 10	H	CC	  14.00	     90.2000	Weaver   	Planktonic Foraminifers                      	C              	G                 	R                	C                                    	R                       	                         	                       	                     	                                      	                       	                                 	R                      	C                    	                    	                      	R                       	                       	R                            	                         	                                      	                   	R                         	                               	                              	                           	                      	                                 	                    	R                         	                    	F                   	R                            	                       	                                       	R                           	                     	R                      	R              	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	G. truncatulinoides	              	108	 658	A	 11	H	CC	  33.00	    102.0600	Weaver   	Planktonic Foraminifers                      	C              	M                 	R                	C                                    	                        	                         	                       	                     	R                                     	                       	R                                	R                      	A                    	R                   	                      	R                       	                       	R                            	                         	R                                     	                   	R                         	R                              	                              	                           	                      	                                 	                    	R                         	                    	F                   	                             	R                      	F                                      	                            	                     	R                      	               	                         	                   	R                            	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	G. truncatulinoides	              	108	 658	A	 12	H	CC	  20.00	    111.8200	Weaver   	Planktonic Foraminifers                      	F              	M                 	R                	A                                    	                        	                         	                       	R                    	                                      	                       	                                 	R                      	F                    	R                   	                      	                        	                       	F                            	                         	                                      	                   	                          	R                              	                              	                           	                      	                                 	                    	F                         	                    	C                   	R                            	                       	R                                      	                            	                     	R                      	               	                         	                   	                             	R                           	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	G. truncatulinoides	              	108	 658	A	 13	H	CC	  20.00	    121.3300	Weaver   	Planktonic Foraminifers                      	A              	M                 	R                	F                                    	                        	                         	                       	R                    	R                                     	                       	                                 	R                      	F                    	R                   	                      	R                       	                       	F                            	                         	R                                     	                   	R                         	R                              	                              	                           	                      	                                 	                    	F                         	                    	C                   	R                            	                       	                                       	                            	R                    	R                      	               	                         	                   	R                            	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL6               	              	108	 658	A	 14	H	CC	  39.00	    131.3600	Weaver   	Planktonic Foraminifers                      	C              	M                 	R                	C                                    	                        	                         	                       	                     	                                      	                       	                                 	R                      	F                    	R                   	                      	                        	                       	R                            	                         	                                      	                   	R                         	R                              	                              	                           	                      	                                 	                    	F                         	                    	A                   	R                            	                       	R                                      	                            	R                    	                       	               	R                        	R                  	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL6               	              	108	 658	A	 15	H	CC	  32.00	    140.3700	Weaver   	Planktonic Foraminifers                      	C              	G                 	R                	A                                    	                        	                         	                       	                     	R                                     	                       	                                 	R                      	C                    	R                   	                      	R                       	                       	R                            	                         	R                                     	                   	                          	                               	                              	                           	                      	                                 	                    	R                         	                    	F                   	R                            	                       	R                                      	R                           	R                    	R                      	R              	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL6               	              	108	 658	A	 16	H	CC	  14.00	    148.6500	Weaver   	Planktonic Foraminifers                      	F              	G                 	R                	A                                    	                        	                         	                       	                     	                                      	                       	R                                	R                      	C                    	R                   	                      	R                       	                       	F                            	                         	                                      	                   	                          	R                              	                              	                           	                      	                                 	                    	R                         	                    	                    	R                            	R                      	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL6               	              	108	 658	A	 17	H	 3	 110.00	    152.3000	Weaver   	Planktonic Foraminifers                      	R              	P                 	P                	P                                    	                        	                         	                       	                     	                                      	                       	                                 	P                      	P                    	P                   	                      	P                       	                       	P                            	P                        	                                      	                   	P                         	                               	                              	                           	                      	                                 	                    	                          	                    	                    	P                            	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL6               	              	108	 658	A	 17	H	 5	 110.00	    155.3000	Weaver   	Planktonic Foraminifers                      	R              	P                 	                 	P                                    	P                       	                         	                       	                     	                                      	                       	P                                	P                      	P                    	P                   	                      	                        	                       	P                            	P                        	                                      	                   	                          	                               	                              	                           	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL5               	              	108	 658	A	 17	H	CC	  22.00	    156.6500	Weaver   	Planktonic Foraminifers                      	A              	G                 	R                	C                                    	                        	                         	                       	                     	R                                     	                       	R                                	R                      	C                    	R                   	F                     	R                       	R                      	                             	                         	                                      	                   	R                         	R                              	                              	                           	                      	                                 	                    	F                         	                    	R                   	R                            	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL5               	              	108	 658	A	 19	X	CC	  45.00	    169.3400	Weaver   	Planktonic Foraminifers                      	C              	G                 	R                	A                                    	                        	R                        	                       	                     	                                      	                       	                                 	R                      	C                    	R                   	R                     	R                       	R                      	R                            	                         	                                      	                   	R                         	                               	                              	                           	                      	                                 	                    	R                         	R                   	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL5               	              	108	 658	A	 20	X	CC	 145.00	    182.4900	Weaver   	Planktonic Foraminifers                      	F              	M                 	P                	P                                    	                        	P                        	                       	P                    	P                                     	                       	                                 	P                      	                     	                    	P                     	P                       	P                      	P                            	P                        	                                      	                   	                          	                               	                              	                           	                      	                                 	P                   	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL5               	              	108	 658	A	 21	X	CC	  19.00	    188.5200	Weaver   	Planktonic Foraminifers                      	R              	M                 	P                	P                                    	                        	                         	                       	P                    	                                      	                       	                                 	                       	P                    	                    	                      	P                       	P                      	P                            	P                        	                                      	                   	                          	                               	                              	                           	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL5               	              	108	 658	A	 22	X	CC	  29.00	    197.1900	Weaver   	Planktonic Foraminifers                      	A              	G                 	F                	C                                    	                        	R                        	                       	                     	R                                     	                       	F                                	F                      	F                    	                    	F                     	F                       	F                      	C                            	F                        	                                      	                   	R                         	                               	                              	                           	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL5               	              	108	 658	A	 23	X	CC	  22.00	    207.5800	Weaver   	Planktonic Foraminifers                      	C              	G                 	R                	C                                    	                        	R                        	                       	R                    	R                                     	                       	                                 	F                      	A                    	R                   	R                     	R                       	R                      	F                            	                         	                                      	                   	                          	                               	                              	                           	R                     	P                                	R                   	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL4               	              	108	 658	A	 24	X	CC	  22.00	    216.0400	Weaver   	Planktonic Foraminifers                      	F              	G                 	                 	P                                    	                        	P                        	                       	P                    	P                                     	                       	                                 	P                      	P                    	                    	                      	P                       	                       	P                            	P                        	                                      	                   	                          	                               	                              	                           	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL3               	              	108	 658	A	 25	X	CC	  24.00	    224.7300	Weaver   	Planktonic Foraminifers                      	F              	M                 	R                	C                                    	                        	C                        	                       	                     	R                                     	R                      	R                                	                       	F                    	R                   	R                     	R                       	F                      	R                            	R                        	                                      	                   	                          	                               	                              	                           	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL3               	              	108	 658	A	 26	X	CC	  24.00	    236.6700	Weaver   	Planktonic Foraminifers                      	C              	M                 	R                	F                                    	R                       	A                        	                       	R                    	F                                     	R                      	R                                	R                      	R                    	R                   	R                     	R                       	F                      	R                            	R                        	R                                     	                   	R                         	R                              	R                             	R                          	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL3               	              	108	 658	A	 27	X	CC	  24.00	    243.5200	Weaver   	Planktonic Foraminifers                      	R              	M                 	P                	P                                    	                        	P                        	                       	                     	P                                     	P                      	                                 	P                      	P                    	                    	P                     	                        	P                      	P                            	                         	                                      	                   	P                         	P                              	                              	                           	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL3               	              	108	 658	A	 28	X	CC	  55.00	    253.5400	Weaver   	Planktonic Foraminifers                      	R              	M                 	P                	P                                    	P                       	                         	                       	P                    	                                      	P                      	                                 	P                      	P                    	                    	P                     	P                       	P                      	P                            	P                        	P                                     	P                  	P                         	                               	                              	                           	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL3               	              	108	 658	A	 30	X	CC	  15.00	    270.4500	Weaver   	Planktonic Foraminifers                      	R              	P                 	P                	P                                    	P                       	C                        	                       	                     	P                                     	P                      	                                 	P                      	P                    	                    	P                     	P                       	P                      	P                            	                         	                                      	                   	                          	                               	                              	                           	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL3               	              	108	 658	A	 31	X	CC	  23.00	    275.9400	Weaver   	Planktonic Foraminifers                      	R              	P                 	                 	                                     	                        	P                        	                       	                     	P                                     	                       	                                 	                       	                     	                    	                      	                        	                       	                             	                         	                                      	                   	                          	                               	                              	                           	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL3               	              	108	 658	A	 32	X	CC	  21.00	    282.6500	Weaver   	Planktonic Foraminifers                      	R              	P                 	P                	P                                    	                        	P                        	                       	                     	P                                     	                       	P                                	                       	                     	P                   	P                     	P                       	P                      	                             	                         	                                      	                   	                          	                               	                              	                           	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

  SR	                 	                 	PL2               	              	108	 658	A	 33	X	CC	  23.00	    297.2600	Weaver   	Planktonic Foraminifers                      	F              	P                 	R                	C                                    	R                       	A                        	R                      	F                    	R                                     	R                      	C                                	F                      	F                    	                    	                      	                        	                       	                             	                         	                                      	                   	                          	                               	                              	                           	                      	                                 	                    	                          	                    	                    	                             	                       	                                       	                            	                     	                       	               	                         	                   	                             	                            	                     	                        	                               	                     	from ODP Leg 108 SR Chapter 5 Table 4 p 78

