Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina triloculinoides,Praemurica taurica,Parasubbotina varianta,Parasubbotina pseudobulloides,Globanomalina compressa,Eoglobigerina eobulloides,Eoglobigerina edita,Chiloguembelina midwayensis,Praemurica inconstans,Globoconusa daubjergensis,Eoglobigerina spiralis,Praemurica uncinata,Morozovella praeangulata,Morozovella conicotruncata,Globanomalina chapmani,Morozovella angulata,Subbotina velascoensis,Morozovella velascoensis,Subbotina hornibrooki,Globanomalina pseudomenardii,Acarinina subsphaerica,Subbotina triangularis,Morozovella occlusa,Morozovella acuta,Morozovella subbotinae,Acarinina soldadoensis,Acarinina primitiva,Subbotina patagonica,Morozovella gracilis,Chiloguembelina wilcoxensis,Acarinina coalingensis,Acarinina soldadoensis angulosa,Acarinina quetra,Subbotina linaperta,Morozovella marginodentata,Acarinina nitida,Acarinina broedermanni,Morozovella lensiformis,Morozovella formosa,Morozovella aequa,Pseudohastigerina micra,Morozovella aragonensis,Acarinina cuneicamerata,Acarinina pentacamerata,Turborotalia lozanoi,Globigerinatheka senni,Morozovella caucasica,Globigerinatheka subconglobata,Turborotalia griffinae,Subbotina inaequispira,Planorotalites pseudoscitulus,Acarinina bullbrooki,Globigerinatheka mexicana,Subbotina cryptomphala,Globigerinatheka kugleri,Acarinina spinuloinflata,Subbotina eocaena,Truncorotaloides topilensis,Turborotalia possagnoensis,Globigerina venezuelana,Truncorotaloides rohri,Subbotina hagni,Morozovella spinulosa,Guembelitrioides higginsi,Chiloguembelina cubensis,Subbotina frontosa,Morozovella lehneri,Hantkenina dumblei,Globigerinatheka index,Acarinina densa,Turborotalia pseudomayeri,Subbotina praeturritilina,Catapsydrax dissimilis,Turborotalia pomeroli,Globigerina corpulenta,Subbotina venezuelana,Turborotalia cerroazulensis,Globigerinatheka beckmanni,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P14           ,171,1051,A,  6,H,CC,  21.00,     53.6200,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,R                        ,                      ,                        ,                        ,                 ,                           ,                          ,R                      ,                      ,               ,                     ,                         ,                        ,                  ,P                  ,                  ,                      ,               ,                         ,R                        ,                      ,                     ,F                     ,                     ,R                          ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P14           ,171,1051,A,  7,H,CC,  18.00,     62.9000,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,R                        ,                      ,                        ,                        ,                 ,P                          ,                          ,F                      ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,F                        ,F                     ,                     ,F                     ,                     ,R                          ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P13           ,171,1051,A,  8,H,CC,  17.00,     72.5900,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,R                   ,R                        ,                      ,                        ,                        ,                 ,P                          ,                          ,F                      ,                      ,               ,P                    ,                         ,                        ,                  ,P                  ,                  ,                      ,               ,                         ,                         ,F                     ,                     ,F                     ,                     ,R                          ,P                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P13           ,171,1051,A,  9,H, 3,  65.00,     75.9500,Bellier  ,Planktonic Foraminifers                      ,A              ,VG                ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,F                   ,A                        ,                      ,                        ,                        ,                 ,                           ,R                         ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,F                        ,                      ,F                    ,                      ,                     ,                           ,R                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P13           ,171,1051,A,  9,H,CC,   0.00,     81.0900,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,R                   ,F                        ,                      ,                        ,                        ,                 ,                           ,                          ,R                      ,                      ,               ,R                    ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,F                     ,                     ,                      ,                     ,                           ,R                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 10,H,CC,   0.00,     91.0200,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,F                        ,                      ,                        ,                        ,                 ,F                          ,                          ,R                      ,                      ,               ,                     ,                         ,                        ,                  ,                   ,F                 ,                      ,               ,                         ,                         ,R                     ,                     ,F                     ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 11,H,CC,   0.00,    100.0300,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,F                  ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,A                        ,                      ,                        ,                        ,                 ,A                          ,                          ,R                      ,                      ,               ,R                    ,                         ,                        ,                  ,F                  ,F                 ,                      ,F              ,                         ,R                        ,                      ,R                    ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 12,H,CC,   0.00,    110.3500,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,F                             ,                      ,                      ,                             ,F                   ,F                        ,                      ,                        ,                        ,                 ,                           ,                          ,R                      ,R                     ,               ,R                    ,                         ,                        ,                  ,                   ,R                 ,                      ,               ,                         ,                         ,R                     ,                     ,R                     ,                     ,P                          ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 13,H,CC,  12.00,    119.9300,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,F                  ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,F                   ,F                        ,                      ,                        ,                        ,                 ,                           ,R                         ,F                      ,F                     ,               ,R                    ,                         ,                        ,                  ,                   ,R                 ,                      ,F              ,                         ,F                        ,                      ,F                    ,R                     ,R                    ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 14,H,CC,  29.00,    129.8100,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,                       ,                       ,P                      ,                    ,                      ,                     ,F                             ,                      ,                      ,                             ,F                   ,F                        ,                      ,                        ,                        ,F                ,R                          ,R                         ,F                      ,F                     ,R              ,R                    ,                         ,                        ,                  ,P                  ,R                 ,                      ,F              ,                         ,                         ,R                     ,R                    ,F                     ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 15,H,CC,  14.00,    138.9700,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,R                  ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,R                      ,                    ,                      ,                     ,F                             ,                      ,                      ,                             ,F                   ,F                        ,                      ,                        ,                        ,                 ,                           ,R                         ,                       ,R                     ,F              ,F                    ,                         ,                        ,                  ,F                  ,F                 ,                      ,F              ,                         ,R                        ,R                     ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 16,H,CC,  25.00,    148.8800,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,R                     ,                       ,                   ,                 ,                       ,                       ,                       ,R                      ,                    ,                      ,                     ,F                             ,                      ,F                     ,                             ,R                   ,A                        ,                      ,                        ,                        ,                 ,                           ,R                         ,                       ,R                     ,               ,F                    ,                         ,                        ,                  ,R                  ,R                 ,R                     ,               ,F                        ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 17,X,CC,  16.00,    156.8200,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,F                             ,                      ,F                     ,                             ,R                   ,R                        ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,R                     ,               ,F                    ,                         ,                        ,                  ,                   ,P                 ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 18,X,CC,  29.00,    167.1900,Bellier  ,Planktonic Foraminifers                      ,A              ,VG                ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,                       ,                       ,                       ,                    ,                      ,                     ,R                             ,                      ,F                     ,                             ,F                   ,F                        ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,F                     ,               ,A                    ,                         ,F                       ,                  ,F                  ,R                 ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 19,X,CC,  27.00,    177.5300,Bellier  ,Planktonic Foraminifers                      ,A              ,VG                ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,R                      ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,F                     ,F                            ,F                   ,R                        ,                      ,                        ,                        ,                 ,R                          ,                          ,                       ,F                     ,               ,F                    ,R                        ,F                       ,                  ,F                  ,R                 ,R                     ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 20,X,CC,  27.00,    187.1600,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,                       ,                       ,                       ,                    ,R                     ,                     ,                              ,                      ,R                     ,F                            ,F                   ,F                        ,                      ,                        ,                        ,                 ,R                          ,                          ,                       ,F                     ,               ,F                    ,                         ,F                       ,                  ,F                  ,R                 ,R                     ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 21,X,CC,  32.00,    196.8000,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,                       ,                       ,                       ,                    ,                      ,                     ,F                             ,                      ,                      ,F                            ,F                   ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,A                    ,F                        ,F                       ,                  ,F                  ,R                 ,R                     ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 22,X,CC,  25.00,    202.6500,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,                       ,                       ,                       ,                    ,                      ,                     ,R                             ,                      ,F                     ,F                            ,F                   ,F                        ,                      ,                        ,                        ,                 ,R                          ,R                         ,                       ,F                     ,               ,F                    ,R                        ,F                       ,                  ,F                  ,P                 ,R                     ,F              ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,A, 23,X,CC,  36.00,    215.9800,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,F                      ,                       ,                       ,                       ,                    ,                      ,                     ,F                             ,                      ,F                     ,F                            ,F                   ,A                        ,                      ,                        ,                        ,                 ,R                          ,                          ,                       ,                      ,               ,R                    ,                         ,R                       ,                  ,F                  ,R                 ,R                     ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
