Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina triloculinoides,Praemurica taurica,Parasubbotina varianta,Parasubbotina pseudobulloides,Globanomalina compressa,Eoglobigerina eobulloides,Eoglobigerina edita,Chiloguembelina midwayensis,Praemurica inconstans,Globoconusa daubjergensis,Eoglobigerina spiralis,Praemurica uncinata,Morozovella praeangulata,Morozovella conicotruncata,Globanomalina chapmani,Morozovella angulata,Subbotina velascoensis,Morozovella velascoensis,Subbotina hornibrooki,Globanomalina pseudomenardii,Acarinina subsphaerica,Subbotina triangularis,Morozovella occlusa,Morozovella acuta,Morozovella subbotinae,Acarinina soldadoensis,Acarinina primitiva,Subbotina patagonica,Morozovella gracilis,Chiloguembelina wilcoxensis,Acarinina coalingensis,Acarinina soldadoensis angulosa,Acarinina quetra,Subbotina linaperta,Morozovella marginodentata,Acarinina nitida,Acarinina broedermanni,Morozovella lensiformis,Morozovella formosa,Morozovella aequa,Pseudohastigerina micra,Morozovella aragonensis,Acarinina cuneicamerata,Acarinina pentacamerata,Turborotalia lozanoi,Globigerinatheka senni,Morozovella caucasica,Globigerinatheka subconglobata,Turborotalia griffinae,Subbotina inaequispira,Planorotalites pseudoscitulus,Acarinina bullbrooki,Globigerinatheka mexicana,Subbotina cryptomphala,Globigerinatheka kugleri,Acarinina spinuloinflata,Subbotina eocaena,Truncorotaloides topilensis,Turborotalia possagnoensis,Globigerina venezuelana,Truncorotaloides rohri,Subbotina hagni,Morozovella spinulosa,Guembelitrioides higginsi,Chiloguembelina cubensis,Subbotina frontosa,Morozovella lehneri,Hantkenina dumblei,Globigerinatheka index,Acarinina densa,Turborotalia pseudomayeri,Subbotina praeturritilina,Catapsydrax dissimilis,Turborotalia pomeroli,Globigerina corpulenta,Subbotina venezuelana,Turborotalia cerroazulensis,Globigerinatheka beckmanni,Comment
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1051,A, 49,X,CC,  33.00,    460.4600,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,R                     ,F                     ,                   ,                    ,F                   ,P                          ,                      ,                               ,                ,F                  ,R                         ,                ,                      ,R                      ,F                  ,R                ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1051,A, 50,X,CC,  47.00,    467.4000,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,F                     ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,F                     ,F                     ,                   ,                    ,F                   ,P                          ,                      ,                               ,                ,F                  ,R                         ,                ,                      ,R                      ,R                  ,F                ,R                      ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1051,A, 51,X,CC,  39.00,    476.5600,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,F                     ,F                     ,R                  ,                    ,F                   ,R                          ,                      ,                               ,                ,F                  ,F                         ,                ,R                     ,F                      ,P                  ,R                ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6a           ,171,1051,A, 52,X,CC,  41.00,    486.3900,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,R                ,F                     ,                      ,R                  ,                    ,F                   ,                           ,                      ,                               ,                ,F                  ,F                         ,                ,P                     ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6a           ,171,1051,A, 53,X,CC,  49.00,    495.9500,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,R                     ,                        ,                     ,                            ,                      ,                      ,                   ,F                ,F                     ,F                     ,R                  ,                    ,F                   ,R                          ,                      ,                               ,                ,F                  ,R                         ,R               ,R                     ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6a           ,171,1051,A, 54,X, 5,  83.00,    502.5300,Bellier  ,Planktonic Foraminifers                      ,C              ,P                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,F                     ,                        ,                     ,                            ,                      ,                      ,R                  ,R                ,                      ,R                     ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P5            ,171,1051,A, 54,X,CC,  43.00,    504.1500,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,P                       ,                     ,                            ,                      ,                      ,R                  ,R                ,R                     ,F                     ,P                  ,                    ,F                   ,                           ,                      ,                               ,                ,F                  ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P5            ,171,1051,A, 55,X, 4,  15.00,    509.9500,Bellier  ,Planktonic Foraminifers                      ,A              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,R                     ,R                       ,                     ,                            ,                      ,R                     ,R                  ,F                ,A                     ,F                     ,                   ,                    ,R                   ,                           ,                      ,R                              ,R               ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P5            ,171,1051,A, 55,X,CC,  19.00,    510.8400,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,R                     ,                        ,                     ,                            ,                      ,                      ,F                  ,F                ,F                     ,F                     ,R                  ,R                   ,R                   ,P                          ,R                     ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,Osangularia velascoensis and Aragonia velascoensis present; no true M. velascoensis; P5 based on M. occlusa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P5            ,171,1051,A, 56,X,CC,  52.00,    524.7200,Bellier  ,Planktonic Foraminifers                      ,F              ,P                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,R                     ,F                       ,                     ,                            ,                      ,                      ,F                  ,F                ,F                     ,R                     ,R                  ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P4            ,171,1051,A, 57,X,CC,  48.00,    534.3800,Bellier  ,Planktonic Foraminifers                      ,F              ,P                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,A                       ,                     ,R                           ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P4            ,171,1051,A, 58,X,CC,  34.00,    543.9100,Bellier  ,Planktonic Foraminifers                      ,F              ,P                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,F                       ,                     ,A                           ,                      ,                      ,F                  ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P4            ,171,1051,A, 59,X,CC,  42.00,    553.1200,Bellier  ,Planktonic Foraminifers                      ,C              ,P                 ,                         ,                  ,R                     ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,                          ,P                     ,                    ,                      ,A                       ,R                    ,P                           ,                      ,F                     ,A                  ,F                ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P4            ,171,1051,A, 60,X,CC,  34.00,    556.1600,Bellier  ,Planktonic Foraminifers                      ,C              ,P                 ,                         ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,F                         ,                      ,                    ,R                     ,A                       ,F                    ,R                           ,                      ,R                     ,F                  ,F                ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P4            ,171,1051,A, 61,X,CC,  42.00,    562.1300,Bellier  ,Planktonic Foraminifers                      ,C              ,P                 ,A                        ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,A                         ,                      ,R                   ,                      ,F                       ,R                    ,F                           ,R                     ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3b           ,171,1051,A, 62,X,CC,  60.00,    572.6300,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,R                        ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,F                         ,                      ,R                   ,                      ,F                       ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3b           ,171,1051,A, 63,X,CC,  34.00,    582.3000,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,P                        ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,P                         ,R                     ,P                   ,P                     ,R                       ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3a           ,171,1051,A, 64,X,CC,  62.00,    592.1500,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,R                        ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,R                         ,                      ,P                   ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P3a           ,171,1051,A, 65,X,CC,  37.00,    601.6400,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,P                        ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,                     ,                         ,                      ,                   ,                        ,P                         ,R                     ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P2            ,171,1051,A, 66,X,CC,  42.00,    611.3000,Bellier  ,Planktonic Foraminifers                      ,R              ,P                 ,R                        ,                  ,                      ,                             ,                       ,                         ,                   ,                           ,R                    ,                         ,                      ,P                  ,R                       ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P2            ,171,1051,A, 67,X,CC,  60.00,    620.0900,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,R                        ,                  ,                      ,F                            ,R                      ,                         ,                   ,                           ,F                    ,                         ,                      ,P                  ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P2            ,171,1051,A, 68,X,CC,  47.00,    624.8300,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                         ,                  ,                      ,F                            ,R                      ,                         ,                   ,                           ,R                    ,                         ,                      ,P                  ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P2            ,171,1051,A, 69,X,CC,  42.00,    625.2900,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                         ,                  ,                      ,R                            ,R                      ,                         ,                   ,                           ,R                    ,                         ,                      ,P                  ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P2            ,171,1051,A, 70,X,CC,  41.00,    631.2000,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,P                        ,                  ,                      ,R                            ,R                      ,                         ,                   ,                           ,F                    ,                         ,                      ,P                  ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P1c           ,171,1051,A, 71,X,CC,  28.00,    634.7800,Bellier  ,Planktonic Foraminifers                      ,C              ,P                 ,F                        ,                  ,F                     ,F                            ,F                      ,F                        ,R                  ,R                          ,R                    ,                         ,R                     ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,P1c           ,171,1051,A, 72,X,CC,  20.00,    642.4700,Bellier  ,Planktonic Foraminifers                      ,C              ,P                 ,F                        ,F                 ,                      ,F                            ,F                      ,                         ,F                  ,                           ,P                    ,R                        ,                      ,                   ,                        ,                          ,                      ,                    ,                      ,                        ,                     ,                            ,                      ,                      ,                   ,                 ,                      ,                      ,                   ,                    ,                    ,                           ,                      ,                               ,                ,                   ,                          ,                ,                      ,                       ,                   ,                 ,                       ,                       ,                       ,                       ,                    ,                      ,                     ,                              ,                      ,                      ,                             ,                    ,                         ,                      ,                        ,                        ,                 ,                           ,                          ,                       ,                      ,               ,                     ,                         ,                        ,                  ,                   ,                  ,                      ,               ,                         ,                         ,                      ,                     ,                      ,                     ,                           ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
