genus name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name,kingdom_taxon_id,kingdom_taxon_name
Thalassiosira,82177,Thalassiosira,genus,71204,Thalassiosiraceae,432628,Thalassiosirales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Thlalassiosira,,,,,,,,,,,,,,,
tabellaria,442336,Tabellaria,genus,442337,Tabellariaceae,442338,Tabellariales,69587,Bacillariophyceae,432613,Ochrophyta,28595,Life,,
Brigantedinium,264634,Brigantedinium,genus,277915,Peridiniaceae,277919,Peridiniales,321578,Dinophyceae,,,,,,
Dinoflagellate,,,,,,,,,,,,,,,
Dubridinium,,,,,,,,,,,,,,,
Echinidinium,436067,Echinidinium,genus,,,,,321578,Dinophyceae,,,,,,
Gymnodinium,340075,Gymnodinium,genus,,,,,321578,Dinophyceae,,,,,,
I.mpagidinium,,,,,,,,,,,,,,,
Islandinium,438175,Islandinium,genus,323951,Protoperidiniaceae,277919,Peridiniales,321578,Dinophyceae,,,,,,
Lejeunecysta,264642,Lejeunecysta,genus,323951,Protoperidiniaceae,277919,Peridiniales,321578,Dinophyceae,,,,,,
Nematosphaeropsis,264649,Nematosphaeropsis,genus,321603,Gonyaulacaceae,321606,Gonyaulacales,321578,Dinophyceae,,,,,,
O.,212579,Opisthokonta,unranked clade,,,,,,,,,28595,Life,,
Org,,,,,,,,,,,,,,,
Organic,,,,,,,,,,,,,,,
Pentapharsodinium,,,,,,,,,,,,,,,
Polykrikos,445345,Polykrikos,genus,445346,Polykrikaceae,,,321578,Dinophyceae,,,,,,
Protoperidinium,435343,Protoperidinium,genus,323951,Protoperidiniaceae,277919,Peridiniales,321578,Dinophyceae,,,,,,
Pyxidiniopsis,,,,,,,,,,,,,,,
Quinquecuspis,,,,,,,,,,,,,,,
Selenopemphix,208980,Selenopemphix,genus,323951,Protoperidiniaceae,277919,Peridiniales,321578,Dinophyceae,,,,,,
Spiniferites,264663,Spiniferites,genus,,,,,321578,Dinophyceae,,,,,,
Trinovantedinium,,,,,,,,,,,,,,,
Votadinium,445382,Votadinium,genus,323951,Protoperidiniaceae,277919,Peridiniales,321578,Dinophyceae,,,,,,
cf.,,,,,,,,,,,,,,,
impagidinium,276906,Impagidinium,genus,321603,Gonyaulacaceae,321606,Gonyaulacales,321578,Dinophyceae,,,,,,
Ebriopsis,450955,Ebriopsis,genus,450956,Ebriopsidaceae,450954,Ebriales,,,,,28595,Life,,
Bicolumnus,,,,,,,,,,,,,,,
Blackites,424333,Blackites,genus,420233,Rhabdosphaeraceae,87650,Syracosphaerales,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Braarudosphaera,87759,Braarudosphaera,genus,87659,Braarudosphaeraceae,,,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
C.,33815,Chordata,phylum,,,,,,,,,,,325038,Animalia
C.nitescens,,,,,,,,,,,,,,,
Calcidiscus,255405,Calcidiscus,genus,419763,Calcidiscaceae,443656,Coccosphaerales,,,,,,,,
Ch.,33815,Chordata,phylum,,,,,,,,,,,325038,Animalia
Clausicoccus,424053,Clausicoccus,genus,419751,Coccolithaceae,418930,Coccolithales,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Coccolithus,87684,Coccolithus,genus,,,,,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Coronocyclus,424279,Coronocyclus,genus,419751,Coccolithaceae,418930,Coccolithales,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Cryptococcolithus,424028,Cryptococcolithus,genus,419763,Calcidiscaceae,443656,Coccosphaerales,,,,,,,,
Cyclicargolithus,366219,Cyclicargolithus,genus,,,,,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
D.deflandrei,366224,Discoaster deflandrei,species,,,,,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Dictyococcites,255393,Dictyococcites,genus,419747,Noelaerhabdaceae,418931,Isochrysidales,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Discoaster,87682,Discoaster,genus,,,,,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
E.,306691,Eukaryota,unranked clade,,,,,,,,,28595,Life,,
Emiliania,170707,Emiliania,genus,61902,Praenuculidae,83704,Protobranchia,16005,Bivalvia,7805,Mollusca,,,325038,Animalia
Gephryocapsa,,,,,,,,,,,,,,,
Gephyrocapsa,421973,Gephyrocapsa,genus,419747,Noelaerhabdaceae,418931,Isochrysidales,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Helicosphaera,255396,Helicosphaera,genus,,,,,,,87644,Haptophyta,28595,Life,,
I.,56637,Insecta,class,,,,,,,18891,Arthropoda,,,325038,Animalia
Martini,,,,,,,,,,,,,,,
Minyalitha,,,,,,,,,,,,,,,
Minylitha,424501,Minylitha,genus,,,,,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Neococcolithus,,,,,,,,,,,,,,,
Orthorhabdus,424460,Orthorhabdus,genus,388309,Ceratolithaceae,,,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
P.,321562,Panbiota,unranked clade,,,,,,,,,,,,
Pontosphaera,87680,Pontosphaera,genus,,,,,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Pseudoemiliania,298168,Pseudoemiliania,genus,419747,Noelaerhabdaceae,418931,Isochrysidales,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Pyrociclus,,,,,,,,,,,,,,,
R.,125547,Reptiliomorpha,unranked clade,,,,,,,33815,Chordata,,,325038,Animalia
Reticulofenestra,255392,Reticulofenestra,genus,,,,,,,87644,Haptophyta,28595,Life,,
Schyphosphaera,,,,,,,,,,,,,,,
Scyphosphaera,424338,Scyphosphaera,genus,420114,Pontosphaeraceae,419259,Zygodiscales,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Scyposphaera,,,,,,,,,,,,,,,
Sphenolithus,255390,Sphenolithus,genus,,,,,418920,Coccolithophyceae,87644,Haptophyta,28595,Life,,
Transversipontis,,,,,,,,,,,,,,,
Umbilicosphaera,255407,Umbilicosphaera,genus,,,,,,,87644,Haptophyta,28595,Life,,
small,,,,,,,,,,,,,,,
Pseudocythere,24505,Pseudocythere,genus,,,23837,Podocopida,22826,Ostracoda,18891,Arthropoda,,,325038,Animalia
ostracod,,,,,,,,,,,,,,,
Bryozoan,,,,,,,,,,,,,,,
Echinoid,,,,,,,,,,,,,,,
Fish,,,,,,,,,,,,,,,
Holothurian,,,,,,,,,,,,,,,
Microbivalves,,,,,,,,,,,,,,,
Microgastropods,,,,,,,,,,,,,,,
Ostracods,,,,,,,,,,,,,,,
Otoliths,,,,,,,,,,,,,,,
Radiolarians,,,,,,,,,,,,,,,
Shell,,,,,,,,,,,,,,,
Botryococcus,264632,Botryococcus,genus,,,,,54452,Chlorophyceae,54811,Chlorophyta,28595,Life,,
Hallodinium,,,,,,,,,,,,,,,
Herbs,,,,,,,,,,,,,,,
Pediastrum,264972,Pediastrum,genus,,,,,54452,Chlorophyceae,54811,Chlorophyta,28595,Life,,
Pollen,,,,,,,,,,,,,,,
Reworked,,,,,,,,,,,,,,,
Shrubs,,,,,,,,,,,,,,,
Spores,,,,,,,,,,,,,,,
Tintinids,,,,,,,,,,,,,,,
Trees,,,,,,,,,,,,,,,
Acarinina,763,Acarinina,genus,,,,,,,288974,Foraminifera,,,212476,Rhizaria
Beella,951,Beella,genus,82191,Globigerinidae,,,,,288974,Foraminifera,,,212476,Rhizaria
Bolboforma,435401,Bolboforma,genus,,,,,69590,Chrysophyceae,,,28595,Life,,
