Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Turborotalita quinqueloba,Neogloboquadrina atlantica (sinistral),Globigerinita juvenilis,Globigerinita glutinata,Globigerina bulloides,Neogloboquadrina spp.,Neogloboquadrina pachyderma (sinistral),Globorotalia scitula,Globigerina venezuelana,Neogloboquadrina humerosa,Neogloboquadrina acostaensis,Tenuitellinata sp.,Globigerinella obesa,Tenuitella sp.,Neogloboquadrina dutertrei,Globigerinita uvula,Globorotalia inflata,Globigerina falconensis,Neogloboquadrina atlantica (dextral),Globoturborotalita rubescens,Globigerina sp. A,Streptochilus globigerum,Neogloboquadrina pachyderma (dextral),Tenuitella minutissima,Globoquadrina conglomerata,Neogloboquadrina praehumerosa,Globorotalia theyeri,Globigerinoides ruber,Tenuitella iota,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 21,X, 2, 114.00,    184.1400,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 21,X, 3,  46.00,    184.9600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,VR                                     ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 23,X, 1,  94.00,    200.7400,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 23,X, 4,  95.00,    205.2500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 23,X, 5,  94.00,    206.7400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,T                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,cf                  ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 23,X, 6,  95.00,    208.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,T             ,-                         ,T                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 24,X, 1,  96.00,    209.6600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,-                    ,T                    ,-                                      ,T                   ,-                      ,-                        ,-                           ,-                 ,-                   ,T             ,-                         ,-                  ,T                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 24,X, 2,  95.00,    211.1500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 24,X, 3,  93.00,    212.6300,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,T                    ,T                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 24,X, 4,  94.00,    214.1400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 24,X, 5,  92.00,    215.6200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,VR                       ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 24,X, 6,  95.00,    217.1500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 25,X, 1,  95.00,    218.5500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 25,X, 2,  94.00,    220.0400,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 25,X, 3,  94.00,    221.5400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,VR                                     ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,cf                  ,T                      ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 25,X, 4,  94.00,    223.0400,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 25,X, 5,  94.00,    224.5400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,T                  ,T                   ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 25,X, 6,  94.00,    226.0400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,VR                       ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 26,X, 1,  95.00,    227.4500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 26,X, 2,  95.00,    228.9500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 26,X, 3,  95.00,    230.4500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 26,X, 4,  95.00,    231.9500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 26,X, 5,  95.00,    233.4500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 27,X, 1, 105.00,    236.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,T                                     ,-                      ,T                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 27,X, 2,  95.00,    237.6500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,T             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 27,X, 3,  95.00,    239.1500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                                     ,-                      ,-                      ,-                    ,T                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,-                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 27,X, 4,  95.00,    240.6500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,T             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 27,X, 5,  95.00,    242.1500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 27,X, 6,  94.00,    243.6400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 28,X, 1,  95.00,    245.0500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 28,X, 2,  96.00,    246.5600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                                     ,-                      ,T                      ,-                    ,T                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,-                         ,-                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 28,X, 3,  95.00,    248.0500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,T                                     ,T                      ,T                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,-                 ,T                   ,-             ,T                         ,T                  ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 28,X, 4,  97.00,    249.5700,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,T                           ,-                 ,-                   ,-             ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 29,X, 1,  95.00,    253.7500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 31,X, 1,  95.00,    271.5500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,T                 ,-                   ,T             ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 31,X, 2,  95.00,    273.0500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,T                 ,T                   ,              ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 31,X, 4,  95.00,    276.0500,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,                  ,                    ,              ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 31,X, 5,  95.00,    277.5500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,-                        ,-                           ,                  ,                    ,              ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 31,X, 6,  95.00,    279.0500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,T                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,                  ,                    ,              ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 32,X, 1,  96.00,    280.4600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,                         ,                            ,                  ,                    ,              ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 33,X, 1,  94.00,    289.3400,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,                         ,                            ,                  ,                    ,              ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 33,X, 2,   3.00,    289.9300,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,                         ,                            ,                  ,                    ,              ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,A, 35,X, 1,  31.00,    306.5100,Spezzaferri,Planktonic Foraminifers                      ,B              ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,                         ,                            ,                  ,                    ,              ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica (sin.),              ,152, 918,A, 37,X, 1,  95.00,    316.0500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,T                                     ,-                      ,-                      ,-                    ,-                    ,-                                      ,-                   ,-                      ,                         ,                            ,                  ,                    ,              ,                          ,                   ,                    ,                       ,                                    ,                            ,                 ,                        ,                                     ,                      ,                          ,                             ,                    ,                     ,               ,From Leg 152SR; Ch 12; Table 5; p. 167
