Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Turborotalita quinqueloba,Neogloboquadrina atlantica (sinistral),Globigerinita juvenilis,Globigerinita glutinata,Globigerina bulloides,Neogloboquadrina spp.,Neogloboquadrina pachyderma (sinistral),Globorotalia scitula,Globigerina venezuelana,Neogloboquadrina humerosa,Neogloboquadrina acostaensis,Tenuitellinata sp.,Globigerinella obesa,Tenuitella sp.,Neogloboquadrina dutertrei,Globigerinita uvula,Globorotalia inflata,Globigerina falconensis,Neogloboquadrina atlantica (dextral),Globoturborotalita rubescens,Globigerina sp. A,Streptochilus globigerum,Neogloboquadrina pachyderma (dextral),Tenuitella minutissima,Globoquadrina conglomerata,Neogloboquadrina praehumerosa,Globorotalia theyeri,Globigerinoides ruber,Tenuitella iota,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 1,  95.00,      2.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 2,  10.00,      3.4000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,T                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 2,  45.00,      3.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 2,  95.00,      4.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,R                   ,-                      ,-                                   ,-                           ,-                ,-                       ,T                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 3,  10.00,      4.9000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,-                           ,R                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 3,  44.00,      5.2400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,-                           ,T                 ,-                   ,-             ,R                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 3,  95.00,      5.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 4,  16.00,      6.4100,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,VR                          ,-                 ,-                   ,-             ,T                         ,-                  ,VR                  ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 4,  45.00,      6.7000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,VR                     ,-                      ,-                    ,-                    ,VR                                     ,-                   ,-                      ,-                        ,-                           ,T                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 4,  95.00,      7.2000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,R                 ,cf                  ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 5,  17.00,      7.9700,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 5,  45.00,      8.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,VR                        ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 5,  96.00,      8.7600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 6,  19.00,      9.4900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,-                 ,T                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 6,  41.00,      9.7100,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 6,  95.00,     10.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,T                      ,T                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,-                           ,T                 ,T                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 7,  19.00,     10.4900,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,T                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  2,H, 7,  42.00,     10.7200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,T                    ,-                    ,A                                      ,T                   ,-                      ,T                        ,-                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,R                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  3,H, 2,  30.00,     12.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,R                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  3,H, 3,  28.00,     13.7300,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,T                      ,T                        ,-                           ,VR                ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  3,H, 4,  30.00,     15.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,T                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,T                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  3,H, 5,  30.00,     16.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,T                      ,T                    ,-                    ,T                                      ,-                   ,T                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,VR                    ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  3,H, 6,  29.00,     18.2400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,VR                     ,T                    ,-                    ,T                                      ,VR                  ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,T                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,VR                                   ,T                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  3,H, 7,  29.00,     19.7400,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,T                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,cf                           ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 1,  42.00,     21.2200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 1,  95.00,     21.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,VR                     ,-                      ,-                    ,-                    ,C                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,VR                          ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 1, 141.00,     22.2100,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,T                 ,T                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 2,  42.00,     22.7200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,R                           ,A                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 2,  95.00,     23.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 2, 141.00,     23.7100,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,T                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 3,  42.00,     24.2200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 3,  95.00,     24.7500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,T                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 3, 140.00,     25.2000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,VR                       ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 4,  42.00,     25.7200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,T                           ,T                 ,cf                  ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,T                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 4,  95.00,     26.2500,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,T                        ,-                           ,-                 ,T                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 4, 140.00,     26.7000,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,-                 ,-                   ,-             ,-                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 5,  42.00,     27.2200,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,T                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,-                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,-                                    ,T                     ,-                         ,T                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N.pachyderma(s. W&C),              ,152, 918,A,  4,H, 5,  96.00,     27.7600,Spezzaferri,Planktonic Foraminifers                      ,               ,                  ,-                        ,-                                     ,-                      ,-                      ,-                    ,-                    ,T                                      ,-                   ,-                      ,-                        ,T                           ,T                 ,-                   ,-             ,T                         ,-                  ,-                   ,-                      ,-                                   ,-                           ,-                ,-                       ,R                                    ,-                     ,-                         ,-                            ,-                   ,-                    ,-              ,From Leg 152SR; Ch 12; Table 5; p. 167
