Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina velascoensis,Subbotina patagonica,Pseudohastigerina wilcoxensis,Morozovella occlusa,Morozovella edgari,Morozovella aequa,Morozovella acuta,Globanomalina pseudoimitata,Chiloguembelina wilcoxensis,Acarinina wilcoxensis,Acarinina soldadoensis,Acarinina coalingensis,Acarinina berggreni,Morozovella subbotinae,Morozovella gracilis,Acarinina pseudotopilensis,Morozovella marginodentata,Morozovella formosa,Acarinina quetra,Paragloborotalia sp.,Globanomalina planoconica,Subbotina utilisindex,Catapsydrax dissimilis ciperoensis,Globigerina euapertura,Catapsydrax dissimilis,Turborotalia ampliapertura,Globoquadrina tripartita,Globoquadrina tapuriensis,Catapsydrax unicavus,Tenuitellinata angustiumbilicata,Tenuitella clemenciae,Paragloborotalia opima opima,Globorotaloides suteri,Globoquadrina sellii,Globoquadrina rohri,Globigerina prasaepis,Globigerina praebulloides,Dentoglobigerina yeguaensis,Dentoglobigerina pseudociperoensis,Dentoglobigerina globularis,Subbotina angiporoides,Paragloborotalia nana,Globorotaloides sp.,Subbotina gortanii,Dentoglobigerina galavisi,Paragloborotalia continuosa,Globigerina ciperoensis,Catapsydrax globiformis,Paragloborotalia mayeri,Dentoglobigerina baroemoenensis,Tenuitella gemma,Globoquadrina venezuelana,Globigerina anguliofficinalis,Cassigerinella chipolensis,Chiloguembelina cubensis,Paragloborotalia acrostoma,Paragloborotalia siakensis,Globigerinoides primordius,Paragloborotalia kugleri,Paragloborotalia pseudokugleri,Globoquadrina praedehiscens,Dentoglobigerina altispira,Globoquadrina dehiscens,Globoquadrina binaiensis,Globigerinoides trilobus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  4,H, 6,  85.00,     33.3500,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,+                           ,F                     ,F                   ,P                  ,                     ,                         ,                           ,                                  ,                           ,                      ,P                    ,                   ,+                 ,                         ,                           ,                       ,                       ,P                      ,                               ,                ,F                        ,                             ,                          ,                        ,P                         ,P                         ,                          ,+                       ,P                             ,P                          ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  4,H, 7,  58.00,     34.5800,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,                      ,R                     ,                          ,                        ,R                        ,R                   ,                                ,                     ,                            ,F                     ,F                   ,                   ,                     ,                         ,P                          ,                                  ,                           ,                      ,F                    ,                   ,                  ,                         ,                           ,                       ,                       ,F                      ,                               ,                ,F                        ,                             ,                          ,                        ,F                         ,                          ,                          ,                        ,                              ,F                          ,                          ,R                      ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  5,H, 1,  50.00,     35.0000,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,P                                 ,                      ,P                     ,                          ,F                       ,F                        ,                    ,                                ,                     ,                            ,                      ,R                   ,F                  ,F                    ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,R                          ,                       ,                       ,F                      ,                               ,                ,F                        ,                             ,                          ,                        ,F                         ,R                         ,                          ,                        ,R                             ,F                          ,                          ,F                      ,R                       ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  5,H, 2,  80.00,     36.8000,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,R                     ,                          ,F                       ,A                        ,                    ,                                ,                     ,                            ,F                     ,                    ,                   ,A                    ,                         ,                           ,                                  ,R                          ,                      ,A                    ,                   ,                  ,                         ,+                          ,                       ,                       ,F                      ,                               ,                ,                         ,                             ,                          ,                        ,                          ,F                         ,                          ,                        ,+                             ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  5,H, 4, 130.00,     40.3000,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,A                     ,                          ,                        ,R                        ,                    ,                                ,                     ,                            ,A                     ,                    ,A                  ,F                    ,                         ,                           ,                                  ,                           ,                      ,P                    ,                   ,                  ,                         ,                           ,F                      ,                       ,                       ,                               ,                ,F                        ,                             ,                          ,                        ,                          ,F                         ,                          ,F                       ,                              ,A                          ,R                         ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  5,H, 5,  60.00,     41.1000,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,F                     ,R                   ,R                  ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,R                          ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  5,H, 6,  30.00,     42.3000,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,R                       ,R                        ,                    ,                                ,R                    ,                            ,F                     ,R                   ,                   ,R                    ,                         ,                           ,                                  ,R                          ,                      ,F                    ,                   ,R                 ,                         ,                           ,R                      ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,F                         ,                          ,                          ,F                       ,                              ,R                          ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  5,H, 7,  30.00,     43.8000,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,R                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,R                      ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,P                       ,                              ,R                          ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  5,H,CC,  14.00,     44.4300,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,P                       ,                         ,                    ,                                ,                     ,                            ,P                     ,                    ,                   ,R                    ,                         ,                           ,                                  ,P                          ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,R                        ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  6,H, 1,  99.00,     44.9900,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,R                     ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,R                     ,                    ,                   ,F                    ,R                        ,                           ,                                  ,P                          ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,F                      ,                               ,                ,                         ,                             ,                          ,                        ,P                         ,                          ,                          ,R                       ,                              ,R                          ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  6,H, 2, 100.00,     46.5000,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,P                        ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,F                    ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,P                      ,                               ,                ,                         ,                             ,                          ,                        ,                          ,P                         ,                          ,                        ,                              ,F                          ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  6,H, 4, 100.00,     49.5000,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,R                        ,                    ,                                ,                     ,                            ,F                     ,R                   ,                   ,F                    ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,F                      ,                               ,                ,P                        ,                             ,                          ,                        ,                          ,                          ,                          ,P                       ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  6,H, 5,   5.00,     50.0500,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,A                                 ,                      ,A                     ,                          ,F                       ,F                        ,                    ,                                ,                     ,                            ,A                     ,                    ,                   ,A                    ,                         ,                           ,                                  ,F                          ,                      ,P                    ,                   ,                  ,F                        ,                           ,P                      ,                       ,A                      ,                               ,                ,F                        ,                             ,                          ,                        ,                          ,F                         ,                          ,R                       ,F                             ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  6,H, 6,  63.00,     52.1300,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,R                                 ,                      ,                      ,                          ,A                       ,A                        ,                    ,                                ,P                    ,                            ,R                     ,                    ,                   ,A                    ,                         ,A                          ,                                  ,                           ,                      ,P                    ,                   ,                  ,R                        ,                           ,                       ,                       ,F                      ,                               ,                ,R                        ,                             ,                          ,                        ,                          ,                          ,                          ,P                       ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  6,H,CC,  18.00,     53.9000,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,R                     ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,                      ,                    ,                   ,P                    ,                         ,                           ,                                  ,R                          ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,R                        ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  7,H, 1,  84.00,     54.3400,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,F                                 ,P                     ,F                     ,                          ,                        ,F                        ,                    ,                                ,                     ,                            ,F                     ,                    ,                   ,F                    ,                         ,                           ,                                  ,                           ,                      ,P                    ,                   ,                  ,                         ,                           ,                       ,                       ,F                      ,                               ,                ,F                        ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  7,H, 2,  26.00,     55.1000,planks   ,Planktonic Foraminifers                      ,R              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,F                                 ,R                     ,                      ,                          ,F                       ,F                        ,                    ,                                ,                     ,                            ,F                     ,                    ,                   ,F                    ,                         ,                           ,                                  ,                           ,                      ,P                    ,                   ,                  ,                         ,                           ,                       ,                       ,F                      ,R                              ,                ,                         ,                             ,                          ,                        ,F                         ,                          ,R                         ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  7,H, 3, 126.00,     57.6000,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,P                       ,                         ,P                   ,                                ,                     ,                            ,                      ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  7,H, 5,  80.00,     60.1400,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,F                        ,                    ,                                ,                     ,                            ,P                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,R                        ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  7,H, 6,  94.00,     61.7800,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,                        ,                         ,                    ,                                ,                     ,                            ,P                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,P                        ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  7,H, 7,  29.00,     62.6300,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,                      ,                          ,P                       ,                         ,                    ,                                ,                     ,                            ,R                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,P                    ,                   ,                  ,                         ,                           ,                       ,                       ,P                      ,                               ,                ,R                        ,                             ,                          ,                        ,                          ,P                         ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  8,H, 1,  49.00,     63.4900,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,F                     ,                      ,                          ,F                       ,F                        ,                    ,                                ,                     ,                            ,F                     ,                    ,                   ,                     ,                         ,                           ,                                  ,P                          ,                      ,                     ,                   ,R                 ,                         ,P                          ,                       ,                       ,                       ,                               ,                ,F                        ,                             ,                          ,                        ,R                         ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  8,H, 2,  50.00,     65.0000,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,                      ,P                     ,                          ,P                       ,                         ,                    ,                                ,                     ,                            ,P                     ,                    ,                   ,                     ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,                  ,                         ,                           ,                       ,                       ,                       ,                               ,                ,                         ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,199,1219,A,  8,H, 3,  50.00,     66.5000,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                      ,                    ,                             ,                   ,                  ,                 ,                 ,                           ,                           ,                     ,                      ,                      ,                   ,                      ,                    ,                          ,                          ,                   ,                ,                    ,                         ,                     ,                                  ,F                     ,F                     ,                          ,                        ,A                        ,                    ,                                ,R                    ,                            ,F                     ,                    ,                   ,A                    ,                         ,                           ,                                  ,                           ,                      ,                     ,                   ,F                 ,F                        ,                           ,R                      ,                       ,                       ,                               ,R               ,F                        ,                             ,                          ,                        ,                          ,                          ,                          ,                        ,                              ,                           ,                          ,                       ,                        ,                        ,       
