Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Neogloboquadrina mayeri	Globoquadrina venezuelana	Globoquadrina dehiscens	Globoquadrina baroemoenensis	Globigerinoides sicanus	Globigerinoides quadrilobatus	Globorotalia peripheroronda	Globigerinoides diminutus	Globorotalia siakensis	Globigerinoides subquadratus	Globigerinoides altiapertura	Sphaeroidinellopsis seminulina	Globorotalia birnageae	Globigerinoides sacculifer	Globigerinoides immaturus	Globigerinatella insueta	Zeaglobigerina druryi	Globigerinoides obliquus	Dentoglobigerina altispira	Zeaglobigerina decoraperta	Globorotalia praescitula	Orbulina suturalis	Dentoglobigerina globosa	Globorotalia peripheroacuta	Globigerinoides trilobus	Fohsella praefohsi	Fohsella peripheroacuta	Fohsella fohsi fohsi	Globorotalia praemenardii	Sphaeroidinellopsis kochi	Orbulina universa	Globorotalia fohsi lobata	Fohsella fohsi lobata	Globoconella conomiozea	Globorotalia menardii	Globigerina nepenthes	Globorotalia plesiotumida	Pulleniatina primalis	Neogloboquadrina humerosa	Globorotaloides hexagona	Globorotalia margaritae	Globigerinoides extremus	Globigerinoides ruber	Pulleniatina obliquiloculata	Neogloboquadrina dutertrei	Globorotalia scitula	Globorotalia inflata	Globorotalia bermudezi	Globigerinita glutinata	Globorotalia tumida	Globorotalia theyeri	Neogloboquadrina acostaensis	Globoconella conoidea	Globorotalia crassaformis	Globoconella inflata	Globigerinoides tenellus	Globigerinoides conglobatus	Globigerinoides bulloideus	Globigerinoides kennetti	Comment

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	  6	R	CC	  34.00	    215.1400	Ibaraki  	Planktonic Foraminifers                      	R              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	R                             	                      	                          	                         	                        	                     	                        	                          	R                         	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	R                           	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	  7	R	CC	  22.00	    222.3600	Ibaraki  	Planktonic Foraminifers                      	R              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	R                       	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	R                    	                         	                        	                       	                        	                     	                            	                          	R                   	                    	                      	                       	                   	                    	R                           	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	  8	R	CC	   0.00	    233.2100	Ibaraki  	Planktonic Foraminifers                      	R              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	R                             	                      	R                         	                         	                        	                     	                        	R                         	                          	                        	                  	                        	                           	R                       	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	R                    	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	R                           	                     	R                        	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	  9	R	CC	  22.00	    246.0500	Ibaraki  	Planktonic Foraminifers                      	R              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	                        	R                         	R                         	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	P                    	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 10	R	CC	  16.00	    253.3100	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	R                        	                        	                     	                        	                          	R                         	                        	                  	                        	                           	R                       	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	R                    	                         	                        	                       	                        	                     	                            	                          	R                   	                    	                      	                       	                   	                    	R                           	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 11	R	CC	  44.00	    264.3500	Ibaraki  	Planktonic Foraminifers                      	R              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	P                    	                         	                        	                       	R                       	                     	                            	                          	                    	                    	                      	                       	                   	                    	R                           	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 12	R	CC	  13.00	    272.1400	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	R                         	                         	                        	                     	R                       	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	R                   	                    	                      	                       	                   	                    	R                           	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 13	R	CC	  10.00	    282.7000	Ibaraki  	Planktonic Foraminifers                      	R              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	R                       	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	R                    	                         	                        	                       	R                       	R                    	                            	                          	                    	                    	                      	                       	                   	                    	R                           	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 14	R	CC	   8.00	    291.9500	Ibaraki  	Planktonic Foraminifers                      	R              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	R                       	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	R                   	                    	                      	                       	                   	                    	R                           	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 15	R	CC	  17.00	    303.9100	Ibaraki  	Planktonic Foraminifers                      	R              	P                 	                       	                         	                       	                            	                       	R                            	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	R                       	                          	                          	                        	                  	                        	                           	R                       	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	                     	                         	                        	                       	R                       	                     	                            	                          	R                   	                    	                      	                       	                   	                    	R                           	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 17	R	CC	  25.00	    317.5800	Ibaraki  	Planktonic Foraminifers                      	R              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	                        	R                         	R                         	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	R                    	                         	                        	                       	R                       	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 18	R	CC	  19.00	    327.1100	Ibaraki  	Planktonic Foraminifers                      	R              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	R                       	R                         	                          	                        	                  	                        	                           	R                       	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	R                    	                         	                        	                       	R                       	R                    	                            	                          	                    	                    	                      	                       	                   	                    	R                           	                     	                         	                    	                        	                           	                          	R                       	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 19	R	CC	  51.00	    338.3300	Ibaraki  	Planktonic Foraminifers                      	T              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	P                    	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	P                         	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 20	R	CC	  16.00	    350.7800	Ibaraki  	Planktonic Foraminifers                      	T              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	P                       	                          	P                         	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 22	R	CC	  17.00	    371.2100	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	P                    	                         	                        	                       	                        	                     	P                           	                          	R                   	                    	                      	                       	R                  	                    	                            	                     	R                        	R                   	R                       	R                          	                          	                        	       

  IR	                 	Pleistocene      	                  	N22           	170	1040	C	 23	R	CC	   0.00	    376.2000	Ibaraki  	Planktonic Foraminifers                      	R              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	R                       	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	                     	                         	                        	                       	                        	                     	                            	R                         	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Pleistocene      	                  	N22           	170	1040	C	 24	R	CC	  16.00	    385.6000	Ibaraki  	Planktonic Foraminifers                      	F              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	                     	                         	                        	                       	R                       	                     	R                           	R                         	                    	                    	                      	                       	R                  	                    	R                           	R                    	                         	                    	                        	                           	                          	                        	       

  IR	                 	Pleistocene      	                  	N22           	170	1040	C	 26	R	CC	  22.00	    405.7400	Ibaraki  	Planktonic Foraminifers                      	F              	M                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	R                         	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	R                       	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	                     	                         	                        	                       	                        	                     	                            	R                         	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Pleistocene      	                  	N22           	170	1040	C	 27	R	CC	  14.00	    417.3700	Ibaraki  	Planktonic Foraminifers                      	F              	M                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	R                         	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	R                       	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	R                    	R                           	R                         	                    	                    	R                     	                       	                   	R                   	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Pleistocene      	                  	N22           	170	1040	C	 28	R	CC	  20.00	    425.3000	Ibaraki  	Planktonic Foraminifers                      	F              	P                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	R                         	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	                     	                         	                        	                       	                        	R                    	R                           	R                         	                    	                    	                      	                       	R                  	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Pleistocene      	                  	N22           	170	1040	C	 29	R	 3	  97.00	    432.5700	Ibaraki  	Planktonic Foraminifers                      	F              	M                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	F                         	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	                     	                         	R                       	                       	                        	R                    	F                           	R                         	R                   	R                   	R                     	R                      	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Pleistocene      	                  	N22           	170	1040	C	 30	R	CC	  23.00	    446.7300	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                       	                         	                       	                            	                       	                             	                           	                         	                      	                            	                            	                              	                      	R                         	R                        	                        	                     	R                       	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	                     	                         	R                       	                       	                        	R                    	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	Pleistocene      	Late Pliocene    	                  	N19           	170	1040	C	 31	R	CC	  37.00	    454.1700	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                       	                         	                       	                            	                       	R                            	                           	                         	                      	                            	                            	                              	                      	R                         	                         	                        	                     	R                       	                          	                          	                        	                  	                        	                           	R                       	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	                         	R                    	R                        	R                       	R                      	R                       	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	Late Pliocene    	Late Miocene     	                  	N17           	170	1040	C	 34	R	CC	  23.00	    483.4600	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                       	R                        	                       	                            	                       	                             	                           	                         	                      	                            	                            	R                             	                      	                          	                         	                        	                     	R                       	R                         	R                         	                        	                  	R                       	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	                     	R                        	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Late Miocene     	                  	N14           	170	1040	C	 36	R	CC	   8.00	    502.3300	Ibaraki  	Planktonic Foraminifers                      	C              	M                 	R                      	F                        	R                      	                            	                       	                             	                           	                         	                      	                            	                            	R                             	                      	                          	                         	                        	                     	                        	R                         	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	R                    	R                    	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	Late Miocene     	Middle Miocene   	                  	N12           	170	1040	C	 37	R	CC	   0.00	    511.7600	Ibaraki  	Planktonic Foraminifers                      	A              	M                 	F                      	F                        	R                      	R                           	                       	                             	                           	R                        	F                     	R                           	                            	R                             	                      	                          	                         	                        	F                    	                        	R                         	                          	                        	                  	                        	                           	R                       	                  	                       	                    	                         	                         	R                	R                        	                     	R                      	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	Late Miocene     	Middle Miocene   	                  	N12           	170	1040	C	 38	R	 6	  33.00	    523.1300	Ibaraki  	Planktonic Foraminifers                      	A              	M                 	F                      	F                        	R                      	                            	                       	                             	                           	                         	R                     	R                           	                            	R                             	                      	R                         	                         	                        	R                    	                        	F                         	R                         	                        	                  	                        	                           	                        	                  	                       	F                   	                         	                         	R                	R                        	R                    	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	Late Miocene     	Middle Miocene   	                  	N12           	170	1040	C	 39	R	 5	  41.00	    531.3100	Ibaraki  	Planktonic Foraminifers                      	A              	M                 	                       	                         	R                      	                            	                       	                             	                           	                         	                      	                            	                            	R                             	                      	                          	                         	                        	                     	                        	F                         	                          	R                       	R                 	R                       	                           	                        	                  	                       	R                   	R                        	R                        	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N11           	170	1040	C	 40	R	CC	  14.00	    544.3100	Ibaraki  	Planktonic Foraminifers                      	A              	M                 	F                      	F                        	R                      	                            	                       	                             	                           	                         	R                     	                            	                            	R                             	                      	                          	F                        	                        	                     	R                       	F                         	                          	R                       	                  	R                       	R                          	R                       	R                 	R                      	R                   	R                        	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N11           	170	1040	C	 41	R	CC	  16.00	    553.9400	Ibaraki  	Planktonic Foraminifers                      	C              	G                 	F                      	F                        	                       	                            	                       	                             	                           	                         	R                     	                            	                            	R                             	                      	R                         	                         	                        	                     	                        	                          	                          	                        	R                 	                        	R                          	R                       	R                 	R                      	R                   	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N10           	170	1040	C	 42	R	CC	  12.00	    563.4600	Ibaraki  	Planktonic Foraminifers                      	A              	M                 	                       	F                        	F                      	R                           	                       	                             	R                          	                         	                      	                            	                            	R                             	                      	R                         	R                        	                        	R                    	                        	R                         	                          	                        	R                 	                        	R                          	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N9            	170	1040	C	 43	R	CC	  19.00	    568.5100	Ibaraki  	Planktonic Foraminifers                      	A              	M                 	R                      	F                        	                       	                            	R                      	                             	R                          	                         	R                     	                            	                            	R                             	R                     	                          	R                        	                        	                     	                        	                          	R                         	                        	R                 	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N9            	170	1040	C	 44	R	CC	  21.00	    579.3100	Ibaraki  	Planktonic Foraminifers                      	C              	M                 	R                      	R                        	                       	R                           	                       	                             	R                          	                         	R                     	R                           	R                           	                              	                      	R                         	                         	                        	R                    	R                       	R                         	R                         	R                       	R                 	R                       	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N8            	170	1040	C	 45	R	CC	  39.00	    590.0200	Ibaraki  	Planktonic Foraminifers                      	C              	M                 	R                      	R                        	R                      	                            	                       	                             	R                          	                         	R                     	                            	                            	                              	R                     	R                         	                         	                        	                     	R                       	R                         	R                         	R                       	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N8            	170	1040	C	 46	R	CC	  13.00	    598.8600	Ibaraki  	Planktonic Foraminifers                      	F              	M                 	R                      	R                        	                       	                            	                       	                             	R                          	                         	R                     	                            	                            	                              	                      	                          	R                        	                        	R                    	R                       	R                         	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N8            	170	1040	C	 47	R	CC	  19.00	    611.7800	Ibaraki  	Planktonic Foraminifers                      	F              	M                 	R                      	R                        	                       	                            	                       	                             	R                          	                         	R                     	                            	                            	                              	R                     	                          	R                        	                        	                     	                        	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N8            	170	1040	C	 48	R	CC	  13.00	    621.4500	Ibaraki  	Planktonic Foraminifers                      	C              	M                 	                       	R                        	R                      	R                           	                       	                             	R                          	                         	                      	R                           	R                           	                              	                      	                          	R                        	R                       	R                    	R                       	R                         	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N8            	170	1040	C	 49	R	 6	 129.00	    629.9900	Ibaraki  	Planktonic Foraminifers                      	A              	M                 	R                      	R                        	                       	R                           	R                      	                             	R                          	                         	R                     	                            	R                           	R                             	R                     	R                         	R                        	R                       	                     	                        	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N8            	170	1040	C	 50	R	 6	  18.00	    638.4800	Ibaraki  	Planktonic Foraminifers                      	R              	M                 	                       	                         	R                      	                            	R                      	                             	                           	                         	R                     	R                           	R                           	                              	                      	                          	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N8            	170	1040	C	 51	R	CC	  25.00	    646.5500	Ibaraki  	Planktonic Foraminifers                      	A              	M                 	R                      	R                        	                       	                            	R                      	                             	R                          	R                        	                      	                            	                            	                              	                      	                          	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

  IR	                 	Middle Miocene   	                  	N8            	170	1040	C	 52	R	 3	  30.00	    653.3000	Ibaraki  	Planktonic Foraminifers                      	C              	P                 	R                      	R                        	R                      	R                           	R                      	R                            	                           	                         	                      	                            	                            	                              	                      	                          	                         	                        	                     	                        	                          	                          	                        	                  	                        	                           	                        	                  	                       	                    	                         	                         	                 	                         	                     	                       	                     	                     	                         	                     	                         	                        	                       	                        	                     	                            	                          	                    	                    	                      	                       	                   	                    	                            	                     	                         	                    	                        	                           	                          	                        	       

