Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Valvulineria laevigata	Uvigerina senticosa	Uvigerina peregrina	Uvigerina auberiana	Stilostomella spp.	Pyrgo spp.	Pullenia bulloides	Oridorsalis umbonatus	Nuttallides umbonifera	Nonionella atlantica	Nodosaria spp.	Melonis sp.	Melonis pompilioides	Melonis barleeanus	Lagena spp.	Hoeglundina elegans	Gyroidinoides spp.	Globocassidulina subglobosa	Globobulimina affinis	Gavelinopsis translucens	Fontbotia wuellerstorfi	Epistominella exigua	Elphidium spp.	Eggerella bradyi	Cibicidoides kullenbergi	Chilostomella oolina	Cassidulina crassa	Cassidulina carinata	Bulimina marginata	Bulimina gr. costata	Bulimina alazanensis	Bulimina aculeata	Brizalina subaenariensis	Bolivinita quadrilatera	Bolivina pseudopunctata	Bolivina paula	Comment
  IR	                 	                 	                  	              	172	1055	C	  6	H	CC	  15.00	     56.5300	Poli     	Benthic Foraminifers                         	C              	G                 	-                     	-                  	-                  	-                  	-                 	-         	-                 	-                    	-                     	R                   	-             	-          	-                   	-                 	-          	-                  	-                 	-                          	-                    	F                       	-                      	-                   	R             	-               	-                       	-                   	-                 	-                   	-                 	-                   	-                   	-                	-                       	-                      	-                      	A             	       

  IR	                 	                 	                  	              	172	1055	C	  7	H	CC	  21.00	     66.0600	Poli     	Benthic Foraminifers                         	C              	G                 	R                     	-                  	-                  	-                  	-                 	-         	-                 	-                    	-                     	R                   	-             	-          	-                   	-                 	R          	-                  	T                 	F                          	-                    	R                       	-                      	-                   	R             	-               	T                       	-                   	R                 	C                   	C                 	F                   	-                   	-                	-                       	-                      	T                      	C             	       

  IR	                 	                 	                  	              	172	1055	C	  8	H	CC	  25.00	     75.4900	Poli     	Benthic Foraminifers                         	C              	G                 	R                     	-                  	-                  	-                  	-                 	-         	-                 	F                    	T                     	T                   	-             	-          	-                   	-                 	-          	-                  	-                 	R                          	-                    	R                       	T                      	T                   	F             	-               	-                       	-                   	T                 	T                   	-                 	T                   	-                   	-                	F                       	-                      	-                      	C             	       

  IR	                 	                 	                  	              	172	1055	C	  9	H	CC	  16.00	     82.4700	Poli     	Benthic Foraminifers                         	C              	G                 	T                     	-                  	T                  	-                  	-                 	-         	T                 	F                    	T                     	-                   	-             	-          	-                   	R                 	-          	-                  	-                 	R                          	T                    	-                       	T                      	-                   	R             	-               	-                       	-                   	T                 	R                   	F                 	F                   	-                   	-                	-                       	-                      	-                      	C             	       

  IR	                 	                 	                  	              	172	1055	C	 10	H	CC	  28.00	     92.7700	Poli     	Benthic Foraminifers                         	C              	G                 	R                     	-                  	-                  	T                  	-                 	-         	T                 	C                    	T                     	T                   	-             	-          	-                   	-                 	T          	-                  	T                 	R                          	T                    	R                       	T                      	-                   	T             	-               	-                       	-                   	R                 	R                   	-                 	-                   	-                   	-                	-                       	-                      	-                      	A             	       

  IR	                 	                 	                  	              	172	1055	C	 11	H	CC	  36.00	    102.2400	Poli     	Benthic Foraminifers                         	C              	G                 	R                     	-                  	-                  	-                  	-                 	R         	-                 	R                    	T                     	T                   	-             	-          	-                   	-                 	R          	-                  	-                 	F                          	R                    	T                       	-                      	-                   	R             	-               	T                       	T                   	-                 	C                   	R                 	R                   	-                   	-                	-                       	-                      	-                      	C             	       

  IR	                 	                 	                  	              	172	1055	C	 12	H	CC	  30.00	    110.7700	Poli     	Benthic Foraminifers                         	C              	G                 	-F                    	-                  	-                  	-                  	-                 	-         	-                 	-F                   	T                     	R                   	-             	-          	-                   	-                 	-          	-                  	-                 	R                          	-                    	T                       	-                      	T                   	-             	-               	-                       	-                   	R                 	C                   	F                 	T                   	-                   	-                	-                       	-                      	T                      	C             	       

  IR	                 	                 	                  	              	172	1055	C	 13	H	CC	  30.00	    121.3900	Poli     	Benthic Foraminifers                         	C              	G                 	R                     	-                  	-                  	T                  	T                 	-         	-                 	C                    	T                     	T                   	T             	-          	-                   	-                 	-          	-                  	-                 	C                          	R                    	F                       	-                      	-                   	F             	-               	-                       	R                   	R                 	C                   	R                 	-                   	-                   	-                	-                       	-                      	T                      	R             	       

  IR	                 	                 	                  	              	172	1055	C	 14	H	CC	  27.00	    120.7700	Poli     	Benthic Foraminifers                         	C              	G                 	F                     	-                  	-                  	-                  	-                 	-         	-                 	F                    	T                     	F                   	-             	-          	-                   	-                 	-          	-                  	-                 	F                          	-                    	T                       	-                      	F                   	T             	-               	-                       	-                   	T                 	C                   	A                 	T                   	-                   	-                	-                       	-                      	F                      	C             	       

