Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra minutula,Reticulofenestra minuta,Reticulofenestra pseudoumbilica(5-7microns),Pseudoemiliania ovata,Pseudoemiliania lacunosa,Helicosphaera carteri var. walichii,Gephyrocapsa spp. (small),Florisphaera profunda,Discoaster spp.,Discoaster brouweri,Coccolithus pelagicus,Calcidiscus leptoporus,Sphenolithus spp.,Calcidiscus macintyrei,Helicosphaera carteri,Gephyrocapsa oceanica,Gephyrocapsa muellerae,Gephyrocapsa caribbeanica,Ceratolithus cristatus,Syracosphaera spp.,Coccolithus pelagicus (with bar),Pontosphaera multipora,Gephyrocapsa large,Helicosphaera sellii,Umbilicosphaera sibogae var. sibogae,Umbilicosphaera sibogae var. foliosa,Gephyrocapsa omega,Syracosphaera pulchra,Reticulofenestra spp.,Reticulofenestra pseudoumbilica (>7microns),Cyclolithus annulus,Pontosphaera japonica,Discoaster quinqueramus,Umbellosphaera tenuis,Umbilicosphaera rotula,Rhabdosphaera clavigera,Reticulofenestra asanoi,Pontosphaera discopora,Emiliania huxleyi,Ceratolithus cristatus var. telesmus,Scyphosphaera apsteinii,Rhabdosphaera clavigera var. stylifera,Scapholithus fossilis,Helicosphaera inversa,Umbilicosphaera hulburtiana,Discoaster variabilis,Neosphaera coccolithomorpha,Scyphosphaera spp.,Oolithotus fragilis,Braarudosphaera bigelowii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN21              ,NN21          ,190,1175,A,  4,H,CC,  32.00,     36.0000,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,                        ,R                                  ,D                        ,A                    ,               ,                   ,R                    ,C                     ,                 ,                      ,F                    ,A                    ,C                     ,                         ,R                     ,F                 ,F                               ,R                     ,                  ,                    ,C                                   ,F                                   ,                  ,R                    ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,R                      ,                       ,                      ,C                ,                                    ,                       ,                                      ,F                    ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN21              ,NN21          ,190,1175,A,  5,H,CC,  33.00,     45.0300,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,                        ,F                                  ,D                        ,C                    ,               ,                   ,                     ,C                     ,F                ,                      ,F                    ,C                    ,C                     ,                         ,R                     ,F                 ,                                ,                      ,                  ,                    ,F                                   ,F                                   ,                  ,C                    ,                     ,                                           ,R                  ,F                    ,                       ,F                    ,                      ,                       ,                       ,                      ,A                ,R                                   ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,F                  ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN21          ,190,1175,A,  6,H,CC,  31.00,     55.2000,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,                        ,F                                  ,A                        ,C                    ,               ,                   ,R                    ,C                     ,                 ,                      ,F                    ,A                    ,C                     ,                         ,                      ,F                 ,R                               ,                      ,                  ,                    ,F                                   ,C                                   ,                  ,F                    ,                     ,                                           ,                   ,R                    ,                       ,                     ,                      ,                       ,                       ,                      ,C                ,R                                   ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN21          ,190,1175,A,  7,H,CC,  13.00,     64.2600,nannos   ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                                           ,                     ,                        ,F                                  ,D                        ,A                    ,               ,                   ,                     ,C                     ,                 ,                      ,                     ,A                    ,C                     ,                         ,                      ,                  ,                                ,                      ,                  ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,F                    ,                      ,                       ,                       ,                      ,C                ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN21          ,190,1175,A,  8,H,CC,  15.00,     73.8400,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,                        ,R                                  ,D                        ,A                    ,               ,                   ,R                    ,R                     ,                 ,                      ,R                    ,A                    ,C                     ,                         ,                      ,                  ,                                ,R                     ,                  ,                    ,F                                   ,R                                   ,                  ,F                    ,                     ,                                           ,                   ,R                    ,                       ,                     ,                      ,                       ,                       ,                      ,C                ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN21          ,190,1175,A,  9,H,CC,  37.00,     83.3100,nannos   ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                                           ,                     ,                        ,                                   ,D                        ,A                    ,               ,                   ,                     ,C                     ,                 ,                      ,F                    ,A                    ,F                     ,                         ,                      ,                  ,                                ,                      ,                  ,                    ,F                                   ,C                                   ,                  ,F                    ,                     ,                                           ,F                  ,                     ,                       ,F                    ,                      ,                       ,                       ,                      ,C                ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN21          ,190,1175,A, 10,H, 5, 121.00,     90.4100,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,                        ,F                                  ,D                        ,C                    ,               ,                   ,R                    ,C                     ,                 ,                      ,F                    ,A                    ,C                     ,                         ,R                     ,R                 ,                                ,                      ,                  ,                    ,F                                   ,C                                   ,                  ,R                    ,                     ,                                           ,                   ,R                    ,                       ,F                    ,                      ,F                      ,                       ,                      ,C                ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 10,H,CC,   8.00,     90.9000,Boeckel  ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                                           ,                     ,                        ,F                                  ,D                        ,C                    ,               ,                   ,R                    ,C                     ,                 ,                      ,F                    ,A                    ,C                     ,                         ,R                     ,R                 ,                                ,                      ,                  ,                    ,F                                   ,C                                   ,                  ,R                    ,                     ,                                           ,                   ,R                    ,                       ,F                    ,                      ,F                      ,                       ,                      ,C                ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN21              ,NN21          ,190,1175,A, 11,H,CC,  17.00,     95.0100,nannos   ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                                           ,                     ,rC                      ,                                   ,A                        ,A                    ,               ,                   ,                     ,                      ,                 ,                      ,                     ,A                    ,C                     ,                         ,                      ,                  ,                                ,                      ,                  ,                    ,                                    ,C                                   ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,C                ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN21              ,NN21          ,190,1175,A, 12,H,CC,  23.00,    110.3700,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,rR                      ,                                   ,D                        ,C                    ,R              ,                   ,R                    ,F                     ,R                ,                      ,                     ,C                    ,C                     ,C                        ,R                     ,                  ,R                               ,                      ,C                 ,                    ,R                                   ,                                    ,                  ,                     ,R                    ,                                           ,                   ,F                    ,                       ,F                    ,                      ,R                      ,                       ,                      ,F                ,R                                   ,                       ,R                                     ,R                    ,                     ,                           ,                     ,                           ,F                 ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN21              ,NN21          ,190,1175,A, 13,H,CC,  29.00,    120.3400,nannos   ,Nannofossils                                 ,C              ,VG                ,F                        ,                       ,                                           ,F                    ,                        ,                                   ,A                        ,A                    ,               ,                   ,                     ,F                     ,                 ,                      ,F                    ,C                    ,C                     ,A                        ,R                     ,                  ,R                               ,                      ,C                 ,                    ,F                                   ,                                    ,                  ,F                    ,R                    ,                                           ,F                  ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,F                ,                                    ,                       ,                                      ,                     ,R                    ,                           ,                     ,R                          ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN21              ,NN21          ,190,1175,A, 14,H,CC,  39.00,    129.5600,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,                        ,                                   ,D                        ,C                    ,               ,                   ,R                    ,F                     ,                 ,                      ,F                    ,A                    ,A                     ,A                        ,                      ,F                 ,                                ,                      ,C                 ,                    ,F                                   ,F                                   ,                  ,F                    ,                     ,                                           ,                   ,R                    ,                       ,                     ,                      ,                       ,                       ,F                     ,F                ,                                    ,                       ,                                      ,                     ,R                    ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 15,H, 4,  75.00,    134.5500,Boeckel  ,Nannofossils                                 ,C              ,G                 ,C                        ,                       ,                                           ,                     ,                        ,                                   ,A                        ,C                    ,               ,                   ,                     ,F                     ,                 ,                      ,F                    ,A                    ,A                     ,                         ,                      ,                  ,R                               ,F                     ,                  ,                    ,F                                   ,                                    ,                  ,F                    ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,F                    ,                           ,R                    ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN20              ,NN20          ,190,1175,A, 15,H,CC,  26.00,    139.3100,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,                        ,R                                  ,A                        ,C                    ,               ,                   ,                     ,F                     ,                 ,                      ,R                    ,F                    ,A                     ,A                        ,                      ,                  ,                                ,                      ,C                 ,                    ,                                    ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN20              ,NN20          ,190,1175,A, 16,H, 7,  49.00,    148.2900,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,                        ,                                   ,A                        ,C                    ,               ,                   ,R                    ,F                     ,                 ,                      ,F                    ,A                    ,A                     ,C                        ,                      ,                  ,                                ,                      ,                  ,                    ,                                    ,F                                   ,                  ,                     ,                     ,                                           ,                   ,R                    ,                       ,                     ,                      ,                       ,                       ,                      ,F                ,                                    ,                       ,                                      ,                     ,F                    ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN20              ,NN20          ,190,1175,A, 17,H,CC,   0.00,    157.8200,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,F                    ,rF                      ,                                   ,A                        ,C                    ,               ,                   ,                     ,C                     ,                 ,                      ,                     ,A                    ,A                     ,C                        ,                      ,                  ,                                ,                      ,C                 ,                    ,F                                   ,                                    ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,R                                   ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN20              ,NN20          ,190,1175,A, 18,H,CC,  25.00,    166.1200,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,                        ,                                   ,A                        ,A                    ,               ,                   ,                     ,F                     ,                 ,                      ,                     ,C                    ,A                     ,C                        ,                      ,F                 ,                                ,                      ,C                 ,                    ,                                    ,F                                   ,                  ,F                    ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,F                    ,                     ,F                          ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN20              ,NN20          ,190,1175,A, 19,H,CC,  19.00,    177.3700,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,                        ,R                                  ,A                        ,C                    ,               ,                   ,R                    ,                      ,                 ,                      ,R                    ,F                    ,D                     ,C                        ,R                     ,F                 ,R                               ,                      ,C                 ,                    ,                                    ,                                    ,                  ,F                    ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,F                      ,                       ,F                     ,                 ,                                    ,                       ,                                      ,R                    ,R                    ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 20,H, 3,  78.00,    180.5800,Boeckel  ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                                           ,                     ,R                       ,                                   ,A                        ,A                    ,F              ,                   ,                     ,F                     ,                 ,                      ,F                    ,C                    ,D                     ,                         ,                      ,                  ,                                ,                      ,                  ,                    ,C                                   ,F                                   ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,R                    ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 20,H,CC,   0.00,    185.5200,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,C                    ,C                       ,                                   ,A                        ,C                    ,               ,                   ,                     ,F                     ,                 ,                      ,                     ,C                    ,D                     ,C                        ,                      ,                  ,                                ,                      ,                  ,                    ,C                                   ,F                                   ,                  ,R                    ,F                    ,                                           ,                   ,                     ,                       ,                     ,                      ,R                      ,                       ,F                     ,                 ,                                    ,                       ,                                      ,                     ,R                    ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 21,H,CC,   0.00,    195.7800,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,C                    ,                        ,                                   ,A                        ,C                    ,               ,                   ,R                    ,C                     ,                 ,R                     ,F                    ,C                    ,A                     ,C                        ,R                     ,                  ,                                ,                      ,C                 ,                    ,F                                   ,F                                   ,                  ,F                    ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,R                      ,                       ,                      ,                 ,                                    ,                       ,                                      ,R                    ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 22,H,CC,  18.00,    204.6200,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,R                       ,R                                  ,A                        ,A                    ,               ,                   ,F                    ,C                     ,                 ,                      ,                     ,F                    ,A                     ,A                        ,                      ,                  ,                                ,                      ,C                 ,                    ,F                                   ,F                                   ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,R                    ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 23,X,CC,  51.00,    215.0200,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,                     ,F                       ,F                                  ,A                        ,A                    ,R              ,                   ,                     ,C                     ,                 ,                      ,F                    ,A                    ,A                     ,A                        ,R                     ,                  ,                                ,                      ,A                 ,                    ,F                                   ,F                                   ,                  ,F                    ,                     ,                                           ,                   ,R                    ,                       ,F                    ,                      ,R                      ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 25,X, 3,  71.00,    228.3100,Boeckel  ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                                           ,F                    ,F                       ,                                   ,A                        ,A                    ,               ,                   ,                     ,                      ,                 ,                      ,F                    ,A                    ,A                     ,                         ,                      ,                  ,F                               ,                      ,                  ,                    ,                                    ,C                                   ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,F                    ,                      ,                       ,                       ,                      ,                 ,                                    ,                       ,                                      ,                     ,R                    ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 25,X,CC,  38.00,    233.1600,Boeckel  ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                                           ,                     ,F                       ,                                   ,A                        ,A                    ,               ,                   ,                     ,C                     ,                 ,                      ,F                    ,A                    ,A                     ,A                        ,                      ,                  ,                                ,                      ,C                 ,                    ,                                    ,F                                   ,                  ,                     ,F                    ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,F                ,                                    ,                       ,                                      ,F                    ,R                    ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 26,X,CC,  34.00,    244.1000,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,F                    ,F                       ,                                   ,A                        ,F                    ,               ,                   ,                     ,F                     ,                 ,                      ,F                    ,C                    ,D                     ,C                        ,                      ,C                 ,                                ,                      ,C                 ,                    ,F                                   ,                                    ,                  ,                     ,F                    ,                                           ,                   ,R                    ,                       ,                     ,                      ,                       ,                       ,R                     ,C                ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 27,X,CC,  41.00,    253.7000,nannos   ,Nannofossils                                 ,C              ,VG                ,                         ,                       ,                                           ,C                    ,C                       ,                                   ,A                        ,A                    ,               ,                   ,                     ,F                     ,                 ,                      ,F                    ,A                    ,A                     ,                         ,                      ,                  ,                                ,R                     ,                  ,                    ,F                                   ,F                                   ,                  ,R                    ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,R                     ,C                ,                                    ,R                      ,R                                     ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 28,X,CC,  34.00,    263.2000,nannos   ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                                           ,C                    ,C                       ,                                   ,A                        ,A                    ,               ,                   ,F                    ,C                     ,                 ,                      ,                     ,C                    ,A                     ,C                        ,R                     ,                  ,R                               ,                      ,                  ,                    ,                                    ,C                                   ,                  ,                     ,                     ,                                           ,                   ,                     ,                       ,                     ,                      ,                       ,                       ,                      ,F                ,                                    ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1175,A, 29,X,CC,  45.00,    273.1500,nannos   ,Nannofossils                                 ,C              ,M                 ,C                        ,                       ,                                           ,F                    ,C                       ,R                                  ,D                        ,A                    ,               ,                   ,                     ,F                     ,                 ,                      ,F                    ,F                    ,C                     ,                         ,R                     ,                  ,R                               ,                      ,                  ,                    ,F                                   ,                                    ,                  ,F                    ,                     ,                                           ,R                  ,R                    ,                       ,                     ,                      ,                       ,                       ,R                     ,C                ,R                                   ,                       ,                                      ,                     ,                     ,                           ,                     ,                           ,                  ,                   ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
