Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Triquetrorhabdulus carinatus,Sphenolithus umbrellus,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolith (unspecified taxon or taxa),Reticulofenestra daviesii,Discoaster deflandrei,Dictyococcites bisectus,Cyclicargolithus floridanus,Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Coronocyclus nitescens,Coccolithus pelagicus,Coccolithus miopelagicus,Coccolithus eopelagicus,Clausicoccus fenestratus,Discoaster woodringii,Discoaster adamanteus,Sphenolithus dissimilis,Pontosphaera spp.,Helicosphaera spp.,Ilselithina fusa,Zygrhablithus bijugatus,Triquetrorhabdulus milowii,Discoaster aff. druggii,Reticulofenestrid taxa,Discoaster moorei,Discoaster extensus-dilatus group,Sphenolithus delphix,Discoaster formosus,Sphenolithus capricornutus,Triquetrorhabdulus serratus,Discoaster druggii,Thoracosphaera spp.,Sphenolithus dissimilis/belemnos,Triquetrorhabdulus challengeri,Sphenolithus pseudoheteromorphus,Reticulofenestra aff. pseudoumbilicus,Discoaster subsurculus,Discoaster variabilis,Discoaster musicus,Calcidiscus leptoporus,Dictyococcites spp.,Triquetrorhabdulus curvus,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster exilis,Sphenolithus milanettii,Coccolithus radiatus,Discoaster signus-tuberi,Geminilithella rotula,Discoaster brouweri,Calcidiscus premacintyrei,Discoaster intercalaris,Discoaster bollii,Discoaster kugleri,Reticulofenestra pseudoumbilicus,Triquetrorhabdulus rugosus/rioensis,Minylitha convallis,Discoaster triradiatus,Discoaster sp. 1,Discoaster prepentaradiatus,Discoaster pentaradiatus,Discoaster neohamatus,Discoaster loeblichii,Discoaster bellus,Catinaster coalitus,Discoaster hamatus,Discoaster calcaris,Catinaster calyculus,Calcidiscus macintyrei,Discoaster surculus,Discoaster quinqueramus/berggrenii,Discoaster asymmetricus,Discoaster pansus,Discoaster sp. 2,Amaurolithus primus,Amaurolithus delicatus,Amaurolithus amplificus,Amaurolithus tricorniculatus,Ceratolithus armatus,Ceratolithus rugosus,Ceratolithus acutus,Discoaster tamalis,Ceratolithus cristatus,Pseudoemiliania lacunosa,Syracosphaera spp.,Umbilicosphaera spp.,Gephyrocapsa (small),Helicosphaera sellii,Gephyrocapsa oceanica s.l.,Gephyrocapsa (large),Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 711,B,  5,H, 4, 100.00,     36.5000,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,C                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,D                  ,                         ,F                      ,                 ,                  ,                                ,F                                  ,F                  ,                      ,C               ,cf                         ,C                       ,                     ,R                    ,C                ,                   ,                  ,                   ,                    ,                      ,C                  ,C                                 ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 711,B,  5,H, 4, 125.00,     36.7500,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,D                  ,                         ,                       ,                 ,                  ,                                ,F                                  ,C                  ,                      ,C               ,cf                         ,C                       ,                     ,F                    ,C                ,                   ,                  ,                   ,                    ,                      ,R                  ,C                                 ,R                      ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 711,B,  5,H, 4, 145.00,     36.9500,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,R                                     ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,C                    ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,C                     ,F                ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,C                     ,C                  ,                         ,                          ,                     ,cf               ,                       ,                    ,                        ,                     ,A                  ,                         ,F                      ,C                ,                  ,C                               ,F                                  ,F                  ,                      ,                ,C                          ,C                       ,C                    ,R                    ,C                ,R                  ,F                 ,R                  ,F                   ,R                     ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 711,B,  5,H, 5,  20.00,     37.2000,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,F                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,                      ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,C                      ,cf               ,                  ,                                ,R                                  ,C                  ,R                     ,C               ,F                          ,C                       ,C                    ,R                    ,C                ,R                  ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 4,  94.00,     46.1400,Rio      ,Nannofossils                                 ,A              ,P                 ,                            ,                      ,                    ,                        ,C                                     ,                         ,F                    ,                       ,A                          ,                                         ,F                                        ,F                     ,C                    ,R                       ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,R                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,                  ,                      ,F                  ,                         ,C                         ,                     ,C                ,                       ,                    ,C                       ,                     ,cf                 ,                         ,cf                     ,                 ,                  ,R                               ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 4, 100.00,     46.2000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,C                                     ,                         ,F                    ,                       ,A                          ,                                         ,F                                        ,F                     ,C                    ,F                       ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,R                         ,                       ,R                     ,R                ,                                 ,                    ,                   ,                          ,                           ,                  ,R                  ,                                ,                              ,                                ,                                     ,                      ,C                    ,F                 ,                      ,F                  ,                         ,C                         ,                     ,F                ,                       ,                    ,C                       ,                     ,cf                 ,                         ,                       ,                 ,                  ,R                               ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 4, 125.00,     46.4500,Rio      ,Nannofossils                                 ,C              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,F                    ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,C                 ,                      ,                   ,                         ,                          ,                     ,C                ,                       ,                    ,                        ,                     ,                   ,                         ,cf                     ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 4, 150.00,     46.7000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,F                    ,                       ,A                          ,                                         ,                                         ,F                     ,C                    ,F                       ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,R                         ,                       ,F                     ,R                ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,C                 ,R                     ,F                  ,                         ,R                         ,                     ,C                ,                       ,                    ,R                       ,                     ,                   ,                         ,cf                     ,                 ,cf                ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 5,  25.00,     46.9500,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,R                                     ,                         ,F                    ,                       ,A                          ,                                         ,                                         ,F                     ,C                    ,R                       ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,A                     ,F                ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,C                 ,R                     ,A                  ,                         ,F                         ,                     ,C                ,                       ,                    ,F                       ,                     ,                   ,                         ,cf                     ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 5,  50.00,     47.2000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,R                                     ,                         ,R                    ,                       ,C                          ,                                         ,                                         ,                      ,F                    ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,F                         ,                       ,C                     ,R                ,R                                ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,C                    ,R                 ,                      ,A                  ,                         ,R                         ,                     ,F                ,                       ,C                   ,F                       ,                     ,cf                 ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 5,  70.00,     47.4000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,R                                     ,                         ,R                    ,                       ,A                          ,                                         ,                                         ,                      ,                     ,F                       ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,F                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,                      ,C                  ,                         ,F                         ,                     ,cf               ,                       ,                    ,C                       ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 5, 104.00,     47.7400,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,R                   ,                        ,C                                     ,                         ,C                    ,                       ,A                          ,                                         ,F                                        ,C                     ,C                    ,F                       ,                       ,                        ,                     ,                     ,                       ,                 ,R                 ,                ,                       ,                          ,                       ,C                     ,R                ,F                                ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,                      ,C                  ,                         ,C                         ,                     ,F                ,                       ,C                   ,F                       ,F                    ,                   ,                         ,                       ,                 ,cf                ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,Few reworked. from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 5, 150.00,     48.2000,Rio      ,Nannofossils                                 ,C              ,M                 ,                            ,                      ,                    ,                        ,R                                     ,                         ,R                    ,                       ,C                          ,                                         ,                                         ,                      ,C                    ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,F                ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,                      ,C                  ,                         ,C                         ,                     ,C                ,                       ,                    ,F                       ,                     ,                   ,                         ,                       ,cf               ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 6,   5.00,     48.2500,Rio      ,Nannofossils                                 ,C              ,P                 ,                            ,                      ,                    ,                        ,                                      ,                         ,C                    ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,C                    ,F                    ,                       ,                 ,                  ,                ,                       ,                          ,                       ,C                     ,R                ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,                      ,                   ,                         ,                          ,                     ,F                ,                       ,                    ,R                       ,                     ,cf                 ,                         ,cf                     ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 6,  70.00,     48.9000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,C                                     ,                         ,C                    ,                       ,A                          ,                                         ,                                         ,cf                    ,                     ,                        ,                       ,                        ,                     ,F                    ,                       ,                 ,                  ,                ,                       ,C                         ,                       ,                      ,C                ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,                      ,                   ,                         ,C                         ,                     ,C                ,                       ,F                   ,C                       ,                     ,cf                 ,R                        ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  6,H, 6, 140.00,     49.6000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,C                                     ,                         ,C                    ,                       ,A                          ,                                         ,F                                        ,                      ,                     ,F                       ,                       ,                        ,F                    ,                     ,                       ,                 ,F                 ,                ,                       ,                          ,                       ,C                     ,F                ,R                                ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,C                     ,F                  ,                         ,C                         ,                     ,C                ,                       ,F                   ,C                       ,F                    ,cf                 ,F                        ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  7,H, 1,   4.00,     50.3400,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,C                    ,                       ,A                          ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,F                    ,                       ,                 ,                  ,                ,                       ,                          ,C                      ,                      ,R                ,C                                ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,                  ,                      ,F                  ,                         ,C                         ,                     ,C                ,                       ,                    ,C                       ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 711,B,  7,H, 1,  44.00,     50.7400,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,A                    ,                       ,F                          ,                                         ,                                         ,                      ,F                    ,F                       ,                       ,                        ,                     ,F                    ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,F                ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,A                    ,C                 ,                      ,F                  ,                         ,cf                        ,                     ,R                ,                       ,                    ,C                       ,                     ,                   ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,                        ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
