Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Triquetrorhabdulus carinatus,Sphenolithus umbrellus,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolith (unspecified taxon or taxa),Reticulofenestra daviesii,Discoaster deflandrei,Dictyococcites bisectus,Cyclicargolithus floridanus,Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Coronocyclus nitescens,Coccolithus pelagicus,Coccolithus miopelagicus,Coccolithus eopelagicus,Clausicoccus fenestratus,Discoaster woodringii,Discoaster adamanteus,Sphenolithus dissimilis,Pontosphaera spp.,Helicosphaera spp.,Ilselithina fusa,Zygrhablithus bijugatus,Triquetrorhabdulus milowii,Discoaster aff. druggii,Reticulofenestrid taxa,Discoaster moorei,Discoaster extensus-dilatus group,Sphenolithus delphix,Discoaster formosus,Sphenolithus capricornutus,Triquetrorhabdulus serratus,Discoaster druggii,Thoracosphaera spp.,Sphenolithus dissimilis/belemnos,Triquetrorhabdulus challengeri,Sphenolithus pseudoheteromorphus,Reticulofenestra aff. pseudoumbilicus,Discoaster subsurculus,Discoaster variabilis,Discoaster musicus,Calcidiscus leptoporus,Dictyococcites spp.,Triquetrorhabdulus curvus,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster exilis,Sphenolithus milanettii,Coccolithus radiatus,Discoaster signus-tuberi,Geminilithella rotula,Discoaster brouweri,Calcidiscus premacintyrei,Discoaster intercalaris,Discoaster bollii,Discoaster kugleri,Reticulofenestra pseudoumbilicus,Triquetrorhabdulus rugosus/rioensis,Minylitha convallis,Discoaster triradiatus,Discoaster sp. 1,Discoaster prepentaradiatus,Discoaster pentaradiatus,Discoaster neohamatus,Discoaster loeblichii,Discoaster bellus,Catinaster coalitus,Discoaster hamatus,Discoaster calcaris,Catinaster calyculus,Calcidiscus macintyrei,Discoaster surculus,Discoaster quinqueramus/berggrenii,Discoaster asymmetricus,Discoaster pansus,Discoaster sp. 2,Amaurolithus primus,Amaurolithus delicatus,Amaurolithus amplificus,Amaurolithus tricorniculatus,Ceratolithus armatus,Ceratolithus rugosus,Ceratolithus acutus,Discoaster tamalis,Ceratolithus cristatus,Pseudoemiliania lacunosa,Syracosphaera spp.,Umbilicosphaera spp.,Gephyrocapsa (small),Helicosphaera sellii,Gephyrocapsa oceanica s.l.,Gephyrocapsa (large),Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN13b             ,              ,115, 711,B,  2,H, 4, 150.00,      8.1000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,R                      ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,F                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,F                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,R                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,                      ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,F                     ,C                       ,                  ,                    ,C                   ,                    ,F                         ,                    ,Rare reworked. from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN13b             ,              ,115, 711,B,  2,H, 5,  25.00,      8.3500,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,F                 ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,C                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,F                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,R                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,C                     ,R                  ,R                                 ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,C                     ,A                       ,                  ,                    ,F                   ,R                   ,R                         ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN13a             ,              ,115, 711,B,  2,H, 5,  50.00,      8.6000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,R                                        ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,C                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,F                    ,                  ,C                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,R                     ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,F                     ,                   ,F                                 ,R                      ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,C                     ,A                       ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN13a             ,              ,115, 711,B,  2,H, 5,  75.00,      8.8500,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,R                                     ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,F               ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,C                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,                       ,                 ,                  ,R                               ,                                   ,                   ,                      ,                ,                           ,R                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,F                     ,                   ,R                                 ,                       ,                 ,                ,R                  ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,A                       ,                  ,                    ,                    ,F                   ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN13a             ,              ,115, 711,B,  2,H, 5, 100.00,      9.1000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,R                    ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,C                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,R                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,R                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,C                     ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,R                     ,A                       ,                  ,                    ,                    ,                    ,                          ,                    ,Rare reworked. from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN13a             ,              ,115, 711,B,  2,H, 5, 125.00,      9.3500,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,F                    ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,R                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,C                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,F                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,C                     ,                   ,                                  ,R                      ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,R                     ,A                       ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN13a             ,              ,115, 711,B,  2,H, 5, 150.00,      9.6000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,F                    ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,R                 ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,C                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,F                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,C                     ,R                  ,                                  ,R                      ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,F                     ,A                       ,                  ,F                   ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12d             ,              ,115, 711,B,  2,H, 6,  25.00,      9.8500,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,C                    ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,C                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,C                     ,                ,                           ,F                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,F                     ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,F                     ,A                       ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12d             ,              ,115, 711,B,  2,H, 6,  50.00,     10.1000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,F                    ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,                      ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,C                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,C                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,R                     ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,F                     ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,R                     ,A                       ,                  ,                    ,F                   ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12d             ,              ,115, 711,B,  2,H, 6,  75.00,     10.3500,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,C                    ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,C                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,C                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,                      ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,F                     ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,F                     ,C                       ,                  ,R                   ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12d             ,              ,115, 711,B,  2,H, 6, 100.00,     10.6000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,F                    ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,R                 ,                ,                       ,                          ,                       ,C                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,C                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,A                  ,                         ,R                      ,                 ,                  ,                                ,                                   ,                   ,R                     ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,F                     ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,                            ,                    ,                    ,                   ,                  ,F                     ,C                       ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12d             ,              ,115, 711,B,  2,H, 6, 125.00,     10.8500,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,                     ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,F                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,                     ,                  ,F                     ,                   ,                         ,                          ,                     ,                 ,                       ,R                   ,                        ,                     ,D                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,R                     ,                ,                           ,R                       ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,R                     ,                   ,                                  ,                       ,                 ,                ,                   ,R                     ,                       ,                            ,                    ,                    ,                   ,                  ,                      ,F                       ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12d             ,              ,115, 711,B,  2,H, 6, 150.00,     11.1000,Rio      ,Nannofossils                                 ,A              ,M                 ,                            ,                      ,                    ,                        ,                                      ,                         ,                     ,                       ,                           ,                                         ,                                         ,                      ,F                    ,                        ,                       ,                        ,                     ,                     ,                       ,                 ,                  ,                ,                       ,                          ,                       ,R                     ,                 ,                                 ,                    ,                   ,                          ,                           ,                  ,                   ,                                ,                              ,                                ,                                     ,                      ,R                    ,                  ,F                     ,                   ,                         ,                          ,                     ,                 ,                       ,                    ,                        ,                     ,D                  ,                         ,                       ,                 ,                  ,                                ,                                   ,                   ,R                     ,                ,                           ,                        ,                     ,                     ,                 ,                   ,                  ,                   ,                    ,C                     ,                   ,                                  ,                       ,                 ,                ,                   ,                      ,                       ,R                           ,R                   ,                    ,cf                 ,                  ,F                     ,C                       ,                  ,                    ,                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 20. microfiche in back pocket.
