leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
59,448,A,1,3,77.0,79.0,0.00,3.78, 1,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RCALC0050,Calocycletta costata,PRESENT,  ,1,b45a0d54fbeacf3f56247f166b54a5a9,59-448A-1-3
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RCALC0070,Calocycletta robusta,ABUNDANT,  ,1,97f37b49ca35a39fbadedb9b68d1253b,59-448A-3-CC
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RCANN0070,Cannartus prismaticus,FEW,  ,1,492e240113407986b593486506794f88,59-448A-3-CC
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0030,Dorcadospyris ateuchus,FEW,  ,1,fa719ae448f15eba27b2e636dad94886,59-448A-3-CC
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0040,Dorcadospyris circulus,FEW,  ,1,0843ec218b6ccf3d315b21f4e6d8c8f3,59-448A-3-CC
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0110,Dorcadospyris papilio,RARE,  ,1,f2f1c3029134c917dee4c30c7c18f0b7,59-448A-3-CC
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0140,Dorcadospyris praeforcipata,RARE,  ,1,a797ca688078907d2836934ed2513efd,59-448A-3-CC
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0170,Dorcadospyris riedeli,FEW,  ,1,5af4c537f5b6c36169a4824235d1baa8,59-448A-3-CC
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0200,Dorcadospyris triceros,PRESENT,  ,1,bfa2668684d9b623675e549c924bfc4a,59-448A-3-CC
59,448,A,4,6,6.0,8.0,71.50,79.07, 3,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RCALC0070,Calocycletta robusta,COMMON,  ,1,458cc68417a6a03ca6d98356b9c188cc,59-448A-4-6
59,448,A,4,6,6.0,8.0,71.50,79.07, 3,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RDORC0030,Dorcadospyris ateuchus,COMMON,  ,1,0bb1d7ac741238882da7e0b7f3121f08,59-448A-4-6
59,448,A,4,6,6.0,8.0,71.50,79.07, 3,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RDORC0110,Dorcadospyris papilio,RARE,  ,1,ed2b7e6639723c90f7e9190a7e0821f7,59-448A-4-6
59,448,A,4,CC,,,71.50,80.80, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,,,,,NO AGE GIVEN,583,RCALC0070,Calocycletta robusta,FEW,  ,1,fd62798b7cb5c228f69531da02b174c1,59-448A-4-CC
59,448,A,4,CC,,,71.50,80.80, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,,,,,NO AGE GIVEN,583,RCANN0070,Cannartus prismaticus,RARE,  ,1,297de06d724ec3077053d2b01778ce25,59-448A-4-CC
59,448,A,4,CC,,,71.50,80.80, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,,,,,NO AGE GIVEN,583,RDORC0040,Dorcadospyris circulus,FEW,  ,1,ff74716079e3836efa3e916201432bbd,59-448A-4-CC
59,448,A,4,CC,,,71.50,80.80, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,,,,,NO AGE GIVEN,583,RDORC0110,Dorcadospyris papilio,RARE,  ,1,055fca5ebf69cc1c776e138c5d254c80,59-448A-4-CC
59,448,A,4,CC,,,71.50,80.80, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,,,,,NO AGE GIVEN,583,RDORC0170,Dorcadospyris riedeli,ABUNDANT,  ,1,003a8457e958f1aae531ba7772e56d94,59-448A-4-CC
