Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Naviculopsis lata	Distephanus speculum speculum (6-sided; multiwindowed)	Distephanus speculum speculum (6-sided)	Distephanus crux	Bachmannocena apiculata	Corbisema triacantha	Distephanus speculum pentagonus	Distephanus speculum speculum (7-sided; multiwindowed)	Dictyocha pygmaea	Distephanus longispinus	Dictyocha aspera	Distephanus speculum speculum (eight-sided; multiwindowed)	Cannopilus antarcticus	Bachmannocena paulschulzi	Distephanus speculum speculum (7-sided)	Bachmannocena circulus	Distephanus speculum pentagonus (multiwindowed)	Distephanus crux hannai	Distephanus boliviensis (six-sided)	Dictyocha fibula	Distephanus speculum speculum f. varians	Distephanus speculum speculum f. pseudofibula	Distephanus speculum speculum f. pseudocrux	Distephanus speculum speculum f. notabilis	Bachmannocena diodon	Distephanus speculum speculum f. pseudopentagonus	Distephanus boliviensis (seven-sided)	Distephanus boliviensis (eight-sided)	Distephanus boliviensis (notabilid)	Distephanus crux (multiwindowed)	Naviculopsis biapiculata	Dictyocha pumila	Dictyocha messanensis stapedia (fibulid)	Dictyocha medusa	Distephanus boliviensis (multiwindowed)	Distephanus boliviensis (varianid)	Distephanus boliviensis (pseudofibulid)	Distephanus speculum speculum (eight-sided)	Comment

  SR	Early Pliocene   	                 	D. speculum speculum	              	120	 751	A	  3	H	 3	  10.00	     17.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	34                                     	                	                       	                    	2                              	                                                      	1                	                       	                	                                                          	                      	                         	2                                      	                      	                                               	                       	192                                	                	                                        	                                             	                                           	                                          	                    	                                                 	5                                    	                                     	                                   	                                	                        	                	                                        	                	8                                      	                                  	                                       	                                           	Number of aberrants = 3; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Pliocene   	                 	D. speculum speculum	              	120	 751	A	  3	H	 4	  10.00	     18.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	1                                                     	143                                    	2               	                       	                    	1                              	                                                      	126              	                       	12              	                                                          	                      	                         	1                                      	                      	                                               	                       	12                                 	                	                                        	1                                            	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	1               	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 6; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Pliocene   	                 	D. speculum speculum	              	120	 751	A	  3	H	 5	  10.00	     20.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	1                                                     	291                                    	                	                       	                    	5                              	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	1                                  	                	1                                       	                                             	                                           	1                                         	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 2; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Pliocene   	                 	D. speculum speculum	              	120	 751	A	  4	H	 3	  10.00	     26.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	1                                      	                	                       	                    	1                              	                                                      	3                	                       	15              	                                                          	                      	                         	                                       	                      	                                               	                       	191                                	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	2                                  	                                	                        	                	19                                      	68              	                                       	                                  	                                       	                                           	Number of aberrants = 4; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Pliocene   	                 	D. speculum speculum	              	120	 751	A	  4	H	 5	  10.00	     29.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	97                                     	183             	                       	1                   	3                              	                                                      	3                	                       	                	                                                          	                      	1                        	2                                      	                      	                                               	                       	                                   	                	                                        	1                                            	                                           	1                                         	2                   	                                                 	                                     	                                     	                                   	                                	1                       	1               	2                                       	5               	                                       	                                  	                                       	                                           	Number of aberrants = 1; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Pliocene   	                 	D. speculum speculum	              	120	 751	A	  5	H	 1	  10.00	     33.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	1                                                     	159                                    	113             	                       	                    	12                             	                                                      	4                	                       	                	                                                          	                      	2                        	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 3; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Pliocene   	                 	D. speculum speculum	              	120	 751	A	  5	H	 2	  10.00	     34.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	1                                                     	159                                    	138             	                       	                    	2                              	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	1                               	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 2; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Pliocene   	                 	D. pseudofibula   	              	120	 751	A	  5	H	 3	  10.00	     36.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	3                                                     	19                                     	                	                       	                    	20                             	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	218                                	                	17                                      	6                                            	2                                          	9                                         	                    	                                                 	5                                    	                                     	1                                  	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 5; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Pliocene   	                 	D. pseudofibula   	              	120	 751	A	  5	H	 4	  10.00	     37.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	1                                                     	24                                     	                	                       	1                   	9                              	                                                      	21               	                       	6               	                                                          	                      	                         	                                       	                      	                                               	                       	67                                 	                	96                                      	33                                           	                                           	39                                        	                    	1                                                	1                                    	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 3; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Late Miocene     	                 	D. pseudofibula   	              	120	 751	A	  5	H	 5	  10.00	     39.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	35                                     	                	                       	                    	1                              	                                                      	3                	                       	2               	                                                          	                      	                         	                                       	                      	                                               	                       	14                                 	                	110                                     	65                                           	                                           	66                                        	1                   	1                                                	1                                    	1                                    	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 1; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Late Miocene     	                 	D. pseudofibula   	              	120	 751	A	  6	H	 1	  10.00	     42.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	4                                      	                	                       	                    	                               	                                                      	3                	                       	39              	                                                          	                      	                         	                                       	                      	                                               	                       	4                                  	                	30                                      	10                                           	2                                          	13                                        	4                   	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Late Miocene     	                 	D. longispinus    	              	120	 751	A	  6	H	 2	  10.00	     44.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	10                                     	                	                       	                    	                               	                                                      	                 	                       	                	                                                          	                      	                         	1                                      	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Late Miocene     	                 	D. longispinus    	              	120	 751	A	  6	H	 5	  10.00	     48.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	14                                     	                	                       	                    	                               	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Late Miocene     	                 	D. longispinus    	              	120	 751	A	  7	H	 2	  10.00	     53.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	6                                      	4               	                       	                    	                               	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Late Miocene     	                 	D. longispinus    	              	120	 751	A	  7	H	 5	  10.00	     58.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	26                                     	                	                       	                    	                               	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Late Miocene     	                 	D. longispinus    	              	120	 751	A	  8	H	 4	  10.00	     66.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	24                                     	                	                       	                    	21                             	                                                      	6                	                       	3               	                                                          	                      	                         	1                                      	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 1; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Late Miocene     	                 	D. longispinus    	              	120	 751	A	  9	H	 1	  10.00	     71.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	7                                      	1               	                       	                    	5                              	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Late Miocene     	                 	D. longispinus    	              	120	 751	A	  9	H	 4	  10.00	     75.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	12                                     	3               	                       	                    	29                             	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 1; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Late Miocene     	                 	D. longispinus    	              	120	 751	A	  9	H	 7	  10.00	     80.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	5                                      	2               	                       	                    	11                             	                                                      	                 	                       	                	                                                          	                      	                         	1                                      	                      	                                               	                       	                                   	5               	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Late Miocene     	                 	D. longispinus    	              	120	 751	A	 10	H	 4	  10.00	     85.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	6                                      	4               	                       	                    	19                             	                                                      	3                	1                      	13              	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 3; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Middle Miocene   	                 	D. longispinus    	              	120	 751	A	 11	H	 4	  10.00	     94.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	13                                     	6               	                       	                    	17                             	                                                      	                 	1                      	                	                                                          	                      	                         	                                       	                      	2                                              	4                      	2                                  	9               	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 3; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Middle Miocene   	                 	D. longispinus    	              	120	 751	A	 12	H	 1	  10.00	     99.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	2                                      	2               	                       	                    	                               	                                                      	                 	                       	                	                                                          	                      	                         	                                       	14                    	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Middle Miocene   	                 	D. longispinus    	              	120	 751	A	 12	H	 4	  10.00	    104.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	4                                      	                	                       	                    	                               	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Miocene    	                 	C. triacantha     	              	120	 751	A	 13	H	 4	  10.00	    113.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	2                                      	1               	                       	1                   	                               	                                                      	                 	1                      	                	                                                          	                      	                         	2                                      	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 1; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Miocene    	                 	C. triacantha     	              	120	 751	A	 15	H	 2	  10.00	    129.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	1                                                     	8                                      	1               	                       	                    	                               	2                                                     	                 	                       	                	                                                          	                      	1                        	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Miocene    	                 	C. triacantha     	              	120	 751	A	 15	H	 5	  10.00	    134.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	4                                                     	4                                      	2               	1                      	                    	3                              	                                                      	                 	2                      	                	1                                                         	1                     	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 1; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Miocene    	                 	C. triacantha     	              	120	 751	A	 16	H	 4	  10.00	    142.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	5                                                     	6                                      	                	                       	2                   	2                              	                                                      	2                	2                      	1               	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 1; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Miocene    	                 	C. triacantha     	              	120	 751	A	 17	H	 2	  10.00	    148.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	                                                      	1                                      	1               	                       	1                   	1                              	                                                      	11               	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Miocene    	                 	C. triacantha     	              	120	 751	A	 17	H	 4	   2.00	    151.7200	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	8                	1                                                     	                                       	4               	                       	8                   	                               	1                                                     	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 1; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Miocene    	                 	C. triacantha     	              	120	 751	A	 17	H	 6	  10.00	    154.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	                 	5                                                     	30                                     	                	5                      	4                   	1                              	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Miocene    	                 	C. triacantha     	              	120	 751	A	 18	H	 2	  10.00	    158.3000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	6                	1                                                     	2                                      	                	6                      	3                   	                               	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

  SR	Early Miocene    	                 	C. triacantha     	              	120	 751	A	 18	H	 5	  10.00	    162.8000	McCartney	Silicoflagellates/Ebridians/Actiniscidians   	               	                  	28               	2                                                     	8                                      	36              	18                     	                    	                               	                                                      	                 	                       	                	                                                          	                      	                         	                                       	                      	                                               	                       	                                   	                	                                        	                                             	                                           	                                          	                    	                                                 	                                     	                                     	                                   	                                	                        	                	                                        	                	                                       	                                  	                                       	                                           	Number of aberrants = 2; from ODP Leg 120 SR Vol 2 Chapter 42 Table 5 p 822-823

