Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra cf. pseudoumbilica,Pseudoemiliania lacunosa,Helicosphaera sellii,Helicosphaera carteri,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Discolithina japonica,Pontosphaera pacifica,Braarudosphaera bigelowii,Gephyrocapsa sp.,Gephyrocapsa oceanica,Gephyrocapsa ericsonii,Syracosphaera mediterranea,Syracosphaera pulchra,Gephyrocapsa caribbeanica,Emiliania huxleyi,Comment
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  2,H, 6,  52.00,     11.0500,Spiegler ,Nannofossils                                 ,F              ,M                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,F                     ,                     ,                     ,                         ,                ,R                    ,C                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  2,H,CC,  18.00,     12.8300,Spiegler ,Nannofossils                                 ,C              ,G                 ,                                   ,                        ,                    ,F                    ,R                    ,                      ,F                     ,                     ,                     ,                         ,                ,C                    ,C                     ,                          ,                     ,                         ,C                ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  3,H, 2,  70.00,     14.7000,Spiegler ,Nannofossils                                 ,C              ,G                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,F                     ,                     ,                     ,                         ,                ,C                    ,A                     ,R                         ,                     ,                         ,F                ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  3,H, 3, 131.00,     16.8100,Spiegler ,Nannofossils                                 ,F              ,M                 ,                                   ,                        ,                    ,F                    ,F                    ,                      ,F                     ,                     ,                     ,                         ,                ,R                    ,C                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  3,H, 5,  60.00,     19.1000,Spiegler ,Nannofossils                                 ,R              ,P                 ,                                   ,                        ,                    ,R                    ,R                    ,                      ,R                     ,                     ,                     ,                         ,                ,                     ,F                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  3,H,CC,  41.00,     22.6600,Spiegler ,Nannofossils                                 ,C              ,G                 ,                                   ,                        ,                    ,C                    ,R                    ,                      ,F                     ,                     ,                     ,                         ,                ,F                    ,A                     ,F                         ,                     ,                         ,C                ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  4,H, 1,  37.00,     22.3700,Spiegler ,Nannofossils                                 ,C              ,G                 ,                                   ,                        ,                    ,C                    ,F                    ,                      ,C                     ,                     ,                     ,R                        ,                ,F                    ,C                     ,R                         ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  4,H, 2,  70.00,     24.2000,Spiegler ,Nannofossils                                 ,C              ,G                 ,                                   ,                        ,                    ,F                    ,C                    ,                      ,C                     ,                     ,                     ,                         ,                ,F                    ,C                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  4,H, 4, 109.00,     27.5900,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,R                    ,                     ,                      ,R                     ,                     ,                     ,                         ,                ,                     ,F                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  4,H, 5,  68.00,     28.6800,Spiegler ,Nannofossils                                 ,R              ,M                 ,                                   ,                        ,                    ,R                    ,R                    ,                      ,R                     ,                     ,                     ,                         ,                ,                     ,F                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  4,H, 6,  66.00,     30.1600,Spiegler ,Nannofossils                                 ,R              ,M                 ,                                   ,                        ,                    ,R                    ,R                    ,                      ,R                     ,                     ,                     ,                         ,                ,R                    ,F                     ,                          ,                     ,                         ,R                ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN21              ,              ,141, 861,C,  4,H,CC,  50.00,     31.7700,Spiegler ,Nannofossils                                 ,F              ,G                 ,                                   ,                        ,                    ,R                    ,                     ,                      ,R                     ,                     ,                     ,                         ,                ,                     ,C                     ,                          ,                     ,                         ,F                ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  5,H, 2,  10.00,     31.9000,Spiegler ,Nannofossils                                 ,F              ,M                 ,                                   ,                        ,                    ,F                    ,                     ,                      ,F                     ,                     ,                     ,                         ,                ,F                    ,C                     ,R                         ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  5,H, 3, 129.00,     34.5900,Spiegler ,Nannofossils                                 ,F              ,M                 ,                                   ,                        ,                    ,R                    ,R                    ,                      ,F                     ,                     ,                     ,                         ,                ,R                    ,C                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  5,H, 4,  70.00,     35.5000,Spiegler ,Nannofossils                                 ,R              ,P                 ,                                   ,                        ,                    ,                     ,                     ,                      ,                      ,                     ,                     ,                         ,                ,                     ,R                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  5,H, 5,  59.00,     36.8900,Spiegler ,Nannofossils                                 ,C              ,G                 ,                                   ,                        ,                    ,R                    ,F                    ,                      ,R                     ,                     ,                     ,                         ,                ,F                    ,A                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  5,H, 6, 130.00,     39.1000,Spiegler ,Nannofossils                                 ,R              ,M                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,                      ,                     ,                     ,                         ,R               ,                     ,R                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  5,H, 7,   5.00,     39.3500,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,R                    ,F                    ,                      ,                      ,                     ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  5,H, 7,  10.00,     39.4000,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,                     ,F                    ,                      ,                      ,                     ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  5,H,CC,  42.00,     42.1100,Spiegler ,Nannofossils                                 ,R              ,P                 ,                                   ,                        ,                    ,                     ,F                    ,                      ,R                     ,                     ,                     ,T                        ,R               ,                     ,R                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  6,H, 2,  38.00,     42.8800,Spiegler ,Nannofossils                                 ,F              ,G                 ,                                   ,                        ,T                   ,                     ,R                    ,                      ,F                     ,                     ,                     ,                         ,                ,cf                   ,F                     ,R                         ,R                    ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  6,H, 2,  77.00,     43.2700,Spiegler ,Nannofossils                                 ,R              ,M                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,                      ,                     ,                     ,                         ,                ,                     ,R                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  6,H, 3,  56.00,     44.5600,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,R                    ,F                    ,                      ,R                     ,                     ,                     ,                         ,                ,cf                   ,R                     ,R                         ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  6,H, 5,  67.00,     47.6700,Spiegler ,Nannofossils                                 ,R              ,M                 ,                                   ,                        ,                    ,                     ,                     ,                      ,                      ,                     ,                     ,                         ,                ,                     ,R                     ,                          ,                     ,R                        ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  6,H,CC,  32.00,     51.2000,Spiegler ,Nannofossils                                 ,R              ,P                 ,                                   ,                        ,                    ,                     ,F                    ,                      ,R                     ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  7,H, 3,  39.00,     53.8900,Spiegler ,Nannofossils                                 ,F              ,G                 ,                                   ,                        ,                    ,                     ,F                    ,                      ,F                     ,                     ,                     ,                         ,                ,F                    ,F                     ,                          ,R                    ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C,  8,H,CC,  51.00,     70.3900,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,R                    ,F                    ,                      ,R                     ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C, 10,H, 5,  68.00,     77.6800,Spiegler ,Nannofossils                                 ,R              ,M                 ,                                   ,                        ,                    ,R                    ,R                    ,                      ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C, 12,X, 1, 103.00,     91.1300,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,R                    ,R                    ,                      ,R                     ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C, 12,X,CC,  11.00,     92.7900,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,R                     ,                     ,                     ,                         ,                ,                     ,F                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C, 13,X, 1,  66.00,    100.4600,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,R                     ,                     ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C, 13,X,CC,  12.00,    101.0700,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,R                     ,                     ,                     ,                         ,                ,R                    ,                      ,                          ,                     ,R                        ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C, 14,X, 2,  42.00,    111.3200,Spiegler ,Nannofossils                                 ,R              ,M                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,                      ,                     ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C, 14,X,CC,  15.00,    112.5300,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,F                    ,F                    ,                      ,F                     ,R                    ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C, 15,X, 2,   6.00,    120.5600,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,                      ,                     ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C, 15,X, 3, 123.00,    123.2300,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,                      ,                     ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C, 15,X, 4,  51.00,    124.0100,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,                     ,R                    ,                      ,                      ,                     ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 861,C, 15,X, 5,  69.00,    125.6900,Spiegler ,Nannofossils                                 ,C              ,G                 ,                                   ,                        ,                    ,                     ,C                    ,                      ,F                     ,                     ,                     ,                         ,C               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 15,X,CC,  17.00,    126.7800,Spiegler ,Nannofossils                                 ,F              ,G                 ,                                   ,F                       ,                    ,F                    ,R                    ,                      ,F                     ,                     ,                     ,                         ,                ,                     ,C                     ,R                         ,R                    ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 16,X, 2,  49.00,    130.8900,Spiegler ,Nannofossils                                 ,R              ,M                 ,                                   ,                        ,                    ,R                    ,R                    ,                      ,                      ,                     ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 16,X, 3,  84.00,    132.7400,Spiegler ,Nannofossils                                 ,C              ,G                 ,                                   ,F                       ,                    ,                     ,F                    ,                      ,F                     ,                     ,                     ,                         ,R               ,                     ,F                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 16,X, 4,  30.00,    133.7000,Spiegler ,Nannofossils                                 ,F              ,G                 ,                                   ,                        ,                    ,F                    ,F                    ,                      ,F                     ,                     ,                     ,                         ,cf              ,                     ,                      ,R                         ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 16,X, 4,  89.00,    134.2900,Spiegler ,Nannofossils                                 ,F              ,G                 ,                                   ,                        ,                    ,                     ,F                    ,                      ,F                     ,                     ,                     ,                         ,R               ,                     ,F                     ,R                         ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 16,X,CC,  11.00,    136.0900,Spiegler ,Nannofossils                                 ,F              ,M                 ,                                   ,                        ,                    ,R                    ,C                    ,                      ,F                     ,                     ,                     ,                         ,                ,                     ,F                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 17,X, 1,  60.00,    139.3000,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,R                    ,                     ,                      ,R                     ,                     ,                     ,                         ,                ,R                    ,R                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 17,X, 2,  29.00,    140.4900,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,R                       ,                    ,                     ,R                    ,                      ,R                     ,                     ,                     ,                         ,                ,                     ,R                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 17,X,CC,  21.00,    141.3400,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,R                    ,                     ,                      ,F                     ,                     ,                     ,                         ,                ,                     ,F                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 18,X, 2,  60.00,    150.6000,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,R                       ,                    ,                     ,                     ,                      ,R                     ,                     ,                     ,                         ,                ,R                    ,F                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 18,X, 3, 127.00,    152.7700,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,R                    ,R                    ,                      ,                      ,                     ,                     ,                         ,                ,cf                   ,R                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 18,X, 4,  59.00,    153.5900,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,R                    ,                     ,                      ,                      ,                     ,                     ,                         ,R               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 18,X,CC,  15.00,    154.1800,Spiegler ,Nannofossils                                 ,F              ,G                 ,                                   ,                        ,                    ,R                    ,F                    ,                      ,F                     ,                     ,                     ,                         ,R               ,                     ,F                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 19,X, 1,  59.00,    158.8900,Spiegler ,Nannofossils                                 ,F              ,G                 ,                                   ,R                       ,                    ,R                    ,F                    ,                      ,F                     ,                     ,                     ,                         ,                ,R                    ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,NN19              ,              ,141, 861,C, 19,X,CC,  17.00,    159.1800,Spiegler ,Nannofossils                                 ,C              ,G                 ,                                   ,R                       ,                    ,R                    ,F                    ,                      ,F                     ,                     ,                     ,                         ,                ,cf                   ,C                     ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 25,X,CC,  34.00,    217.5400,Spiegler ,Nannofossils                                 ,R              ,M                 ,                                   ,R                       ,                    ,                     ,R                    ,R                     ,                      ,                     ,                     ,                         ,                ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,NN18          ,141, 861,C, 27,X,CC,  17.00,    226.4500,Spiegler ,Nannofossils                                 ,R              ,G                 ,                                   ,                        ,                    ,                     ,R                    ,R                     ,R                     ,                     ,                     ,                         ,F               ,                     ,                      ,                          ,                     ,                         ,                 ,from ODP Leg 141 SR; Chapter 14; Table 7; p. 204-206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
