Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Catapsydrax dissimilis,Catapsydrax unicavus,Globigerina bulloides,Globigerina ciperoensis,Globigerina parabulloides,Globigerina umbilicata,Globigerinita glutinata,Globigerinita uvula,Globoquadrina duterei,Globorotalia incisa,Globorotalia (Globoconella) praescitula,Globorotalia (Hirsutella) scitula,Globorotalia suterae,Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica praeatlantica,Neogloboquadrina dutertri subcretacea,Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma(dex),Orbulina universa,Turborotalia quinqueloba,pc_fossil_group,physical_constituent_name,pc_fossil_name,pc_abundance_name_mode,pc_preservation_name_average,File Data,eodp_id
323-U1341B-11H-CC-PAL-FORAM37,323,U1341,B,11,11-CC,H,CC,PAL,FORAM37,0,0,104.15,104.15,"few diatoms, few IRD, few sponge spicules",G [323_PF],R,,,,,,,,,,,,,,,,,R,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,27d049bcf48dbf256a1460e1faec63e6
323-U1341B-12H-CC-PAL-FORAM79,323,U1341,B,12,12-CC,H,CC,PAL,FORAM79,0,2,113.49,113.51,"dominant IRD, abundant diatoms, few sponge spicules",G [323_PF],A,,,,,,,,,,,,,,,,,A,,,,,,,,,,8b83b04c4af9b2356c805ac20183a46d
323-U1341B-13H-CC-PAL-FORAM84,323,U1341,B,13,13-CC,H,CC,PAL,FORAM84,0,2,123.14,123.16,"dominant IRD, abundant diatoms, few sponge spicules",G [323_PF],P,,,,,,,,,,,,,,,,,P,P,,,,,,,,,1da3df5a42e52d93a9bc56f23e09c57d
323-U1341B-14H-CC-PAL-FORAM89,323,U1341,B,14,14-CC,H,CC,PAL,FORAM89,0,2,132.74,132.76,"dominant IRD, abundant diatoms, few sponge spicules",G [323_PF],R,,,,,,,,,,,,,,,,,R,R,,,,,,,,,8d2f1f727c6eac002d765638e56e898c
323-U1341B-15H-CC-PAL-FORAM55,323,U1341,B,15,15-CC,H,CC,PAL,FORAM55,0,0,142.26,142.26,"dominant IRD, abundant diatoms, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,02c01c6eeb4df98d275e9dbe10830f7d
323-U1341B-16H-CC-PAL-FORAM60,323,U1341,B,16,16-CC,H,CC,PAL,FORAM60,0,0,151.58,151.58,"dominant IRD, abundant diatoms, few sponge spicules",M [323_PF],F,,,,,,,,,,,,,,,,,,F,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,9474f13fbbe966b045dadddb3dab5bca
323-U1341B-17H-CC-PAL-FORAM65,323,U1341,B,17,17-CC,H,CC,PAL,FORAM65,0,0,158.09,158.09,"dominant diatoms, abundant IRD, few sponge spicules",G [323_PF],F,,,,,,F,,,,,,,,,,,R,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,,6282038ff6ad09d7c6355dac43150734
323-U1341B-18H-CC-PAL-FORAM70,323,U1341,B,18,18-CC,H,CC,PAL,FORAM70,0,0,166.71,166.71,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,edf4889808eebebd2701e2a54d1802f4
323-U1341B-19H-CC-PAL-FORAM46,323,U1341,B,19,19-CC,H,CC,PAL,FORAM46,0,0,176.55,176.55,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,beb18ad19addfa7b43b22af7841a9237
323-U1341B-20H-CC-PAL-FORAM51,323,U1341,B,20,20-CC,H,CC,PAL,FORAM51,0,0,180.07,180.07,abundant sponge spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,792f349959849ef2f2498a706c5c98c2
323-U1341B-21H-CC-PAL-FORAM56,323,U1341,B,21,21-CC,H,CC,PAL,FORAM56,0,0,190.62,190.62,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,83e083ea2edfbc0cbfd430d53bf76f49
323-U1341B-22H-CC-PAL-FORAM61,323,U1341,B,22,22-CC,H,CC,PAL,FORAM61,0,0,199.87,199.87,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,05f955ad42c7f34809f4531fbcdf4e84
323-U1341B-23H-CC-PAL-FORAM16,323,U1341,B,23,23-CC,H,CC,PAL,FORAM16,0,0,209.68,209.68,"dominant IRD, abundant diatoms, few sponge spicules",P [323_PF],P,,,,,,,,,,,,,,,,,P,,,,,,,,,,ecbed9cc9009084d49b86c3350298e95
323-U1341B-24H-CC-PAL-FORAM21,323,U1341,B,24,24-CC,H,CC,PAL,FORAM21,0,0,218.83,218.83,"dominant diatoms, few IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,20e96a98a057f1829ad707bc29a5d250
323-U1341B-25H-CC-PAL-FORAM26,323,U1341,B,25,25-CC,H,CC,PAL,FORAM26,0,0,228.42,228.42,"dominant diatoms, few IRD, abundant sponge spicules",G [323_PF],P,,,,,,,,,,,,,,,,,,P,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,,448ff8dc497579b177a8328555d19fb5
323-U1341B-26H-CC-PAL-FORAM31,323,U1341,B,26,26-CC,H,CC,PAL,FORAM31,0,0,238.11,238.11,"dominant diatoms, few IRD, few sponge spicules",M [323_PF],A,,,,,,,,,,,,,,,,,R,A,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,,be70df002aa409ee6eb5c420556649f2
323-U1341B-27H-CC-PAL-FORAM36,323,U1341,B,27,27-CC,H,CC,PAL,FORAM36,0,0,247.5,247.5,"dominant diatoms, few IRD, abundant sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,932bb6bbecf97821c98332558ee40c42
323-U1341B-28H-CC-PAL-FORAM36,323,U1341,B,28,28-CC,H,CC,PAL,FORAM36,0,0,257.09,257.09,"dominant IRD, abundant diatoms, few sponge spicules",M [323_PF],R,,,,,,,,,,,,,,,,,P,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,6e88077c9130b430c41953d09eefbe36
323-U1341B-29H-CC-PAL-FORAM41,323,U1341,B,29,29-CC,H,CC,PAL,FORAM41,0,0,265.92,265.92,"dominant diatoms, few IRD, abundant sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,f722a8c2b60fcb9688e5a025d6daf2a9
323-U1341B-30H-CC-PAL,323,U1341,B,30,30-CC,H,CC,PAL,,0,0,276.09,276.09,"dominant diatoms, few IRD, abundant sponge spicules some lumps of spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,f7f092ee2f6b63c292f692f7d0a63515
323-U1341B-31H-CC-PAL-FORAM51,323,U1341,B,31,31-CC,H,CC,PAL,FORAM51,0,0,283.71,283.71,"dominant boubblewalled glas shards, abundant sponge spicules w/ some lumps of spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,2248ccc71bb0d22070add669549c6958
323-U1341B-32H-CC-PAL-FORAM84,323,U1341,B,32,32-CC,H,CC,PAL,FORAM84,0,0,291.56,291.56,"dominant IRD, abundant diatoms, few sponge spicules w/ some lumps of spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,41e688a7e3de60f99e4470ee2df6966a
323-U1341B-33H-CC-PAL-FORAM89,323,U1341,B,33,33-CC,H,CC,PAL,FORAM89,0,0,301.13,301.13,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,8506715abd4cda423d34461d62a71d1d
323-U1341B-34H-CC-PAL-FORAM94,323,U1341,B,34,34-CC,H,CC,PAL,FORAM94,0,0,307.22,307.22,"dominant IRD, abundant diatoms, few sponge spicules w/ some lumps of spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,b7f88282864486bb7dc91c4d2feabe50
323-U1341B-35H-CC-PAL,323,U1341,B,35,35-CC,H,CC,PAL,,0,0,316.65,316.65,"dominant IRD, abundant diatoms, few sponge spicules w/ some lumps of spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,147493f612e4306273d7bbd85085d617
323-U1341B-36H-CC-PAL-FORAM35,323,U1341,B,36,36-CC,H,CC,PAL,FORAM35,0,0,325.83,325.83,"dominant foraminifera, few sponge spicules",G [323_PF],F,,,,,,R,,F,,,,,,,,,,F,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,b0369ce9419636430bec35a47849dcec
323-U1341B-37H-CC-PAL-FORAM40,323,U1341,B,37,37-CC,H,CC,PAL,FORAM40,0,0,335.18,335.18,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,f92d90337a870d9a1fb453dae2b77d16
323-U1341B-38H-CC-PAL-FORAM48,323,U1341,B,38,38-CC,H,CC,PAL,FORAM48,0,0,345.68,345.68,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,d114cf3b997791b1500404fb8216f3d4
323-U1341B-39H-CC-PAL58-FORAM53,323,U1341,B,39,39-CC,H,CC,PAL58,FORAM53,0,0,354.99,354.99,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,488e8b56e7e842f44f2fa0fc7493a9aa
323-U1341B-40H-CC-PAL41-FORAM58,323,U1341,B,40,40-CC,H,CC,PAL41,FORAM58,0,0,358.01,358.01,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,05c3456ab569738c9f0f1810cb250a35
323-U1341B-41H-CC-PAL53-FORAM93,323,U1341,B,41,41-CC,H,CC,PAL53,FORAM93,0,0,366.14,366.14,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,079e2c0915274172254a0c49a644be69
323-U1341B-42H-CC-PAL-FORAM57,323,U1341,B,42,42-CC,H,CC,PAL,FORAM57,0,0,375.58,375.58,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,3f1b61fbc78cf1e92859957a13e5d660
323-U1341B-43H-CC-PAL-FORAM62,323,U1341,B,43,43-CC,H,CC,PAL,FORAM62,0,0,385.38,385.38,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,5ec7ea3999545df283684b37598f31f3
323-U1341B-44H-CC-PAL-FORAM67,323,U1341,B,44,44-CC,H,CC,PAL,FORAM67,0,0,395.02,395.02,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,fb1be23b49680cf8a0f47528dcef145e
323-U1341B-45H-CC-PAL-FORAM72,323,U1341,B,45,45-CC,H,CC,PAL,FORAM72,0,0,403.49,403.49,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,0dddb6aba234d5a69cb073bb00edc5f3
323-U1341B-46H-CC-PAL-FORAM77,323,U1341,B,46,46-CC,H,CC,PAL,FORAM77,0,0,413.6,413.6,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,7caff03d2919804636b893b2b4de1655
323-U1341B-47H-CC-PAL-FORAM88,323,U1341,B,47,47-CC,H,CC,PAL,FORAM88,0,0,414.43,414.43,"dominant diatoms, few IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,de482e365e6972bc887eb46af0976453
323-U1341B-48H-CC-PAL-FORAM84,323,U1341,B,48,48-CC,H,CC,PAL,FORAM84,0,0,422.74,422.74,"dominant diatoms, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,daaac526c3ab5fbeba0ae8ed27b7e7b5
323-U1341B-49H-CC-PAL-FORAM89,323,U1341,B,49,49-CC,H,CC,PAL,FORAM89,0,0,423.19,423.19,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,498ed620cbdda9e284a34afc20de1e1e
323-U1341B-50H-CC-PAL-FORAM49,323,U1341,B,50,50-CC,H,CC,PAL,FORAM49,0,0,431.08,431.08,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,f21d2f8a98426274e124132c79b1c283
323-U1341B-51H-CC-PAL-FORAM54,323,U1341,B,51,51-CC,H,CC,PAL,FORAM54,0,0,438.94,438.94,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,8add15d98b10a4b456893a14dbd5f399
323-U1341B-52H-CC-PAL-FORAM59,323,U1341,B,52,52-CC,H,CC,PAL,FORAM59,0,0,448.76,448.76,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,4161fe164de74b48683c2b97d62504cf
323-U1341B-53H-CC-PAL-FORAM64,323,U1341,B,53,53-CC,H,CC,PAL,FORAM64,0,0,457.7,457.7,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,3b7e28bee06c30be8e86c456eacdc569
323-U1341B-54H-CC-PAL-FORAM69,323,U1341,B,54,54-CC,H,CC,PAL,FORAM69,0,0,458.23,458.23,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,07d9497ee2646122e64b83364bc1abc0
323-U1341B-55H-CC-PAL74-FORAM71,323,U1341,B,55,55-CC,H,CC,PAL74,FORAM71,0,0,458.3,458.3,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,eb968fa39a282d47959b36ed2cb54a68
323-U1341B-56H-CC-PAL4-FORAM76,323,U1341,B,56,56-CC,H,CC,PAL4,FORAM76,0,0,458.4,458.4,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,8c0b779dd3468a3163807ca1a3cd7c16
323-U1341B-57X-CC-PAL-FORAM81,323,U1341,B,57,57-CC,X,CC,PAL,FORAM81,0,0,467.23,467.23,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,c451fc536995bb767f7f9f4e193fca1d
323-U1341B-58X-CC-PAL-FORAM86,323,U1341,B,58,58-CC,X,CC,PAL,FORAM86,0,0,476.65,476.65,dominant boubblewalled glas shards,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,c012758ab90c9a1492df4d8e4141c251
323-U1341B-59X-CC-PAL-FORAM91,323,U1341,B,59,59-CC,X,CC,PAL,FORAM91,0,0,486.67,486.67,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,89cbe8d34f6e2fec74a2667ac7a75780
323-U1341B-60X-CC-PAL-FORAM77,323,U1341,B,60,60-CC,X,CC,PAL,FORAM77,0,0,496.36,496.36,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,989bdb7227b34fdd7566c92894bf0df8
323-U1341B-61X-CC-PAL-FORAM34,323,U1341,B,61,61-CC,X,CC,PAL,FORAM34,0,0,504.24,504.24,"dominant diatoms, abundant IRD, rare sponge spicules",G [323_PF],R,,,,,,,,,,,,,,,,,,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,48125bb7fdc2fb30706816b06ffb8ed3
323-U1341B-62X-CC-PAL-FORAM39,323,U1341,B,62,62-CC,X,CC,PAL,FORAM39,0,0,515.62,515.62,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,5ba180c6a59e309326e7f66fe8bb5ebd
323-U1341B-63X-CC-PAL-FORAM46,323,U1341,B,63,63-CC,X,CC,PAL,FORAM46,0,0,525.36,525.36,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,f9ecc7061c7fd45a11e93830553c8672
323-U1341B-64X-CC-PAL-FORAM63,323,U1341,B,64,64-CC,X,CC,PAL,FORAM63,0,0,534.76,534.76,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,f7afd635d91e21e0e639296f05f6fb35
323-U1341B-65X-CC-PAL-FORAM72,323,U1341,B,65,65-CC,X,CC,PAL,FORAM72,0,0,542.92,542.92,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,3fdbf8ff05febd3dbd23a4562d0f7dd1
323-U1341B-66X-CC-PAL-FORAM27,323,U1341,B,66,66-CC,X,CC,PAL,FORAM27,0,0,549.26,549.26,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,403a8a7610c4524e6a846024a25b9ed4
323-U1341B-67X-CC-PAL-FORAM32,323,U1341,B,67,67-CC,X,CC,PAL,FORAM32,0,0,563.58,563.58,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,5cdc587eaca4948fa2e323d0ff9d5e85
323-U1341B-68X-CC-PAL-FORAM37,323,U1341,B,68,68-CC,X,CC,PAL,FORAM37,0,0,573.38,573.38,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,6e85951c8d6d61461a63072437458db9
323-U1341B-69X-CC-PAL-FORAM76,323,U1341,B,69,69-CC,X,CC,PAL,FORAM76,0,0,573.52,573.52,"dominant diatoms, few IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,bb428db1088c4235fd5158540394846b
323-U1341B-70X-CC-PAL-FORAM81,323,U1341,B,70,70-CC,X,CC,PAL,FORAM81,0,0,592.15,592.15,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,2d22c867a5b810e310e85617ad20dd1c
