Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Catapsydrax dissimilis,Catapsydrax unicavus,Globigerina bulloides,Globigerina ciperoensis,Globigerina parabulloides,Globigerina umbilicata,Globigerinita glutinata,Globigerinita uvula,Globoquadrina duterei,Globorotalia incisa,Globorotalia (Globoconella) praescitula,Globorotalia (Hirsutella) scitula,Globorotalia suterae,Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica praeatlantica,Neogloboquadrina dutertri subcretacea,Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma(dex),Orbulina universa,Turborotalia quinqueloba,pc_fossil_group,physical_constituent_name,pc_fossil_name,pc_abundance_name_mode,pc_preservation_name_average,File Data
323-U1341C-11H-CC-PAL-FORAM11,323,U1341,C,11,11-CC,H,CC,PAL,FORAM11,0,0,96.93,96.93,"dominant datoms, few IRD, rare sponge spic",G [323_PF],D,,,,,,P,,,,,,,,,,,D,A,,P,,,,,,
323-U1341C-12H-CC-PAL-FORAM16,323,U1341,C,12,12-CC,H,CC,PAL,FORAM16,0,0,105.64,105.64,"dominant ird, few diatoms, rare sponge spic",G [323_PF],A,,,,,,,,,,,,,,,,,A,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,
323-U1341C-13H-CC-PAL-FORAM21,323,U1341,C,13,13-CC,H,CC,PAL,FORAM21,0,0,115.05,115.05,"dominant ird, few diatoms, rare sponge spic",M [323_PF],A,,,,,,,,,,,,,,,,,A,,,,,,,,,
323-U1341C-14H-CC-PAL-FORAM26,323,U1341,C,14,14-CC,H,CC,PAL,FORAM26,0,0,124.56,124.56,"dominant ird, few diatoms, rare sponge spic",M [323_PF],R,,,,,,,,,,,,,,,,,R,,,,,,,,,
323-U1341C-15H-CC-PAL-FORAM31,323,U1341,C,15,15-CC,H,CC,PAL,FORAM31,0,0,133.96,133.96,"dominant ird, few diatoms, rare sponge spic",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341C-16H-CC-PAL-FORAM89,323,U1341,C,16,16-CC,H,CC,PAL,FORAM89,0,0,139.55,139.55,"dominant ird, few diatoms, rare sponge spic",M [323_PF],R,,,,,,,,,,,,,,,,,R,P,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,
323-U1341C-17H-CC-PAL-FORAM94,323,U1341,C,17,17-CC,H,CC,PAL,FORAM94,0,0,147.08,147.08,"dominant ird, few diatoms, rare sponge spic",P [323_PF],F,,,,,,,,,,,,,,,,,,A,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,
323-U1341C-18H-CC-PAL-FORAM99,323,U1341,C,18,18-CC,H,CC,PAL,FORAM99,0,0,157.0,157.0,"dominant ird, few diatoms, rare sponge spic",G [323_PF],F,,,,,,R,,,,,,,,,,,,F,,,,,,,,
323-U1341C-19H-CC-PAL-FORAM4,323,U1341,C,19,19-CC,H,CC,PAL,FORAM4,0,0,166.5,166.5,"dominant ird, few diatoms, rare sponge spic",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341C-20H-CC-PAL-FORAM9,323,U1341,C,20,20-CC,H,CC,PAL,FORAM9,0,0,175.98,175.98,"dominant diatoms, abundant IRD, few sponge spicules",G [323_PF],P,,,,,,,,,,,,,,,,,,P,,,,,,,,
323-U1341C-21H-CC-PAL-FORAM34,323,U1341,C,21,21-CC,H,CC,PAL,FORAM34,0,0,185.45,185.45,"dominant diatoms, abundant IRD, few sponge spicules",M [323_PF],A,,,,,,,,,,,,,,,,,,A,,,,,,,,
323-U1341C-23H-CC-PAL-FORAM39,323,U1341,C,23,23-CC,H,CC,PAL,FORAM39,0,0,196.96,196.96,,M [323_PF],A,,,,,,,,,,,,,,,,,P,A,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,
323-U1341C-24H-CC-PAL-FORAM78,323,U1341,C,24,24-CC,H,CC,PAL,FORAM78,0,0,201.58,201.58,"dominant diatoms, few IRD, few sponge spicules",P [323_PF],D,,,,,,,,,,,,,,,,,,A,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,
323-U1341C-25H-CC-PAL-FORAM83,323,U1341,C,25,25-CC,H,CC,PAL,FORAM83,0,0,211.17,211.17,"dominant diatoms, few IRD, few sPicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341C-26H-CC-PAL-FORAM88,323,U1341,C,26,26-CC,H,CC,PAL,FORAM88,0,0,220.82,220.82,"abundant diatoms and sPicules, fragments of wood?",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341C-27H-CC-PAL-FORAM25,323,U1341,C,27,27-CC,H,CC,PAL,FORAM25,0,0,230.44,230.44,"abundant diatoms and sponge spicules w/ lumps of spicules, fragments of wood?",G [323_PF],A,,,,,,R,,,,,,,,,,,F,F,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,
