Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Circodiscus (Porodiscus) circularis,Cycladophora nakasekoi,Cycladophora sakaii,Lithelius barbatus,Lychnocanoma parallelipes,Acrobotrys tritubus,Acrosphaera spinosa,Actinomma delicatulum,Actinomma leptodermum,Antarctissa denticulata,Anthocyrtidium angulare,Anthocyrtidium ophirense,Bortyostrobus auritus/australis,Botryostrobus aquilonaris,Botryostrobus miralestense,Calocycletta costata,Calocycletta virginis,Ceratospyris borealis,Cycladophora bicornis,Cycladophora davisiana,Cyrtocapsella cornuta,Cyrtocapsella japonica,Cyrtocapsella tetrapera,Dendrospyris?,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyocoryne profunda,Dictyophimus bullatus,Dictyophimus hirundo,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Dorcadospyris simplex,Euchitonia furcata/elegans,Euchitonia triangulatum,Eucyrtidium asanoi,Eucyrtidium calvertense,Eucyrtidium diaphanes,Eucyrtidium inflatum,Eucyrtidium matuyamai,Giraffospyris angulata,Heliodiscus astericus,Hexacontium enthacanthus,Hymeniastrum euclidis,Lamprocyclas junonis,Lamprocyrtis hannai,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Larcopyle buetschlii,Liriospyris reticulata,Lithelius minor,Lithopera neotera,Lithopera renzae,Lithopera thornbergi,Lychnocanoma nipponica magnacornuta,Lychnocanoma sakaii,Octopyle/Tetrapyle Group,Phomostichoartus corbula,Phormostichoartus doliolum,Phormostichoartus fistula,Porodiscus (?) sp. B,Prunopyle antartica,Pterocanium praetextum,Pterocanium prismatium,Pterocanium sp.,Pterocorys group,Pterocorys minythorax,Siphostichartus corona,Sphaeropyle langii,Sphaeropyle robusta,Spongaster berminghami,Spongaster pentas,Spongaster tetras,Spongopyle osculosa,Spongurus (?) sp.,Spongurus cf. elliptica,Spongurus pylomaticus,Stichocorys armata,Stichocorys delmontensis,Stichocorys diploconus,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wollfii,Stylacontarium acquilonium,Stylatractus universus,Stylochlamydium asteriscus,Thecosphaera akitaensis,Thecosphaera japonica,Theocorys redondoensis,Theocorythium trachelium,Theocorythium vetulum,Tholospyris scaphipes,Comments,Ship File Links,Shore File Links,File Data,eodp_id
341-U1417A-10H-CC-PAL,341,U1417,A,10,10-CC,H,CC,PAL,0,22,76.08,76.3,B. aquilonaris,Botyrostrobus aquilonaris,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22af2546d879b32dad32c44190d310fd
341-U1417A-11H-CC-PAL,341,U1417,A,11,11-CC,H,CC,PAL,0,11,83.67,83.78,S. universus,Stylatractus universus,"LO Stylatractus universus (Kamikuri et al., 2007)",M,R,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,R,,,,,,,,,F,R,,,,,,,,,,,,e161d762ba7617ac49442e80005c7d21
341-U1417A-12H-CC-PAL,341,U1417,A,12,12-CC,H,CC,PAL,0,19,95.13,95.32,S. universus,Stylatractus universus,,G,A,,,,,,,,R,R,,,,,A,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,A,R,,F,,,,,,,C,C,,,,,,,,,,,,10ad5db98d208777650a4c763f14fc1f
341-U1417A-13H-CC-PAL,341,U1417,A,13,13-CC,H,CC,PAL,0,14,104.35,104.49,S. universus,Stylatractus universus,,G,A,,,,,,,,,C,,,,,C,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,R,,,,,,,,,,,,,A,,,,,A,,,R,,,,,,,C,R,,,,,,,,,,,,e9b7a84bfd6556329af93658b63b0563
341-U1417A-14H-CC-PAL,341,U1417,A,14,14-CC,H,CC,PAL,0,4,113.91,113.95,S. universus,Stylatractus universus,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f819c57648497bdd6f14cfe9ded470a7
341-U1417A-15H-CC-PAL,341,U1417,A,15,15-CC,H,CC,PAL,0,4,123.45,123.49,S. universus,Stylatractus universus,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71412696daf36aacd1a974e1f3153969
341-U1417A-16H-CC-PAL,341,U1417,A,16,16-CC,H,CC,PAL,0,39,133.11,133.5,S. universus,Stylatractus universus,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42f212608833fec189f675f57344310a
341-U1417A-17H-7-PAL,341,U1417,A,17,17-7,H,7,PAL,0,70,142.25,142.95,S. universus,Stylatractus universus,,G,A,,,,,,,,C,C,,,,F,R,,,,F,R,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,A,,,,,,,,,,,,,,F,,,,C,,,,,A,C,R,R,,,,,,,R,R,,,C,,,,,,,,,d3f033c35d37c99637ab4914c6753d3a
341-U1417A-18H-CC-PAL,341,U1417,A,18,18-CC,H,CC,PAL,0,34,149.37,149.71,E. matuyamai,Eucyrtidium matuyamai,"LO Eucyrtidium matuyamai (Kamikuri et al., 2007)",M,C,,,,,,,,C,R,,,,,F,,,,C,,A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,F,,,,,F,,,,,,,,,,,,,A,,,,,C,A,R,F,,,,,,,F,A,,,R,,,,,,,,,4d42a2a2e51a7f8682afba7c3a5fbf5b
341-U1417A-19H-CC-PAL,341,U1417,A,19,19-CC,H,CC,PAL,0,32,157.32,157.64,E. matuyamai,Eucyrtidium matuyamai,,G,C,,,,,,,,F,F,,,,,R,,,,F,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,F,,R,,,,,,F,,,,R,,,,R,,,,C,,,,,R,C,,R,,,,,,,A,F,,,C,,,,,,,,,0843d3ae7143cc84238b37647256c377
341-U1417A-20H-CC-PAL,341,U1418,A,20,20-CC,H,CC,PAL,0,19,158.4,158.59,E. matuyamai,Eucyrtidium matuyamai,,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,f3716aa45d26e71b197174d7aaff0203
341-U1417A-21H-CC-PAL,341,U1419,A,21,21-CC,H,CC,PAL,0,39,162.86,163.25,E. matuyamai,Eucyrtidium matuyamai,"LO Sphaeropyle robusta (Kamikuri et al., 2007)",M,C,,,,,,,,F,R,,,,R,,,,,F,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,F,,C,,,,,,,,,,,,,,C,,,,F,R,,,,A,A,,C,,,,,,,C,F,,,F,,,,,,,,,309eb1b372791156b64c0b6be8744eb2
