Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Catapsydrax dissimilis,Catapsydrax unicavus,Globigerina bulloides,Globigerina ciperoensis,Globigerina parabulloides,Globigerina umbilicata,Globigerinita glutinata,Globigerinita uvula,Globoquadrina duterei,Globorotalia incisa,Globorotalia (Globoconella) praescitula,Globorotalia (Hirsutella) scitula,Globorotalia suterae,Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica praeatlantica,Neogloboquadrina dutertri subcretacea,Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma(dex),Orbulina universa,Turborotalia quinqueloba,pc_fossil_group,physical_constituent_name,pc_fossil_name,pc_abundance_name_mode,pc_preservation_name_average,File Data,eodp_id
323-U1343E-19H-CC-PAL-FORAM15,323,U1343,E,19,19-CC,H,CC,PAL,FORAM15,0,0,155.87,155.87,"dominant IRD, abundant diatoms, pyrite, large rock fragments > 0.5 cm",G,F,,,,,,,,,,,,,,,,,F,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,032421ba408a8583a47479c29ce28f78
323-U1343E-20H-CC-PAL-FORAM20,323,U1343,E,20,20-CC,H,CC,PAL,FORAM20,0,0,164.89,164.89,"dominant IRD, abundant diatoms, pyrite",G,A,,,,,,R,,,,,,,,,,,A,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,,373db08476e9dabdeda8f65b613933ea
323-U1343E-21H-CC-PAL-FORAM25,323,U1343,E,21,21-CC,H,CC,PAL,FORAM25,0,0,175.07,175.07,"yellow forams, dominant IRD, abundant diatoms, pyrite, large rock fragment >5mm",M,D,,,,,,,,,,,,,,,,,D,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,497e2f48b1bc95a911ea6ca53bb71faa
323-U1343E-22H-CC-PAL-FORAM30,323,U1343,E,22,22-CC,H,CC,PAL,FORAM30,0,0,183.76,183.76,"yellow forams, dominant IRD, abundant diatoms, pyrite",M,R,,,,,,,,,,,,,,,,,R,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,,198fb4ad30cb3e48a76a514b7c93fab8
323-U1343E-23H-CC-PAL-FORAM35,323,U1343,E,23,23-CC,H,CC,PAL,FORAM35,0,0,193.31,193.31,"abundant yellow forams, dominant IRD",M,F,,,,,,,,,,,,,,,,,R,F,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,,5dbceb81723f887587ad509120249ad8
323-U1343E-24H-CC-PAL-FORAM39,323,U1343,E,24,24-CC,H,CC,PAL,FORAM39,0,0,197.47,197.47,dominant IRD,G,A,,,,,,,,,,,,,,,,,A,,,,,,,,,,fe9462d7444f2343f8e77dd6d5653ef8
323-U1343E-25H-CC-PAL-FORAM44,323,U1343,E,25,25-CC,H,CC,PAL,FORAM44,0,0,207.99,207.99,dominant IRD,G,A,,,,,,,,,,,,,,,,,A,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,,304a6221baf6d5337cefc46b80f80564
323-U1343E-26H-CC-PAL-FORAM49,323,U1343,E,26,26-CC,H,CC,PAL,FORAM49,0,0,217.04,217.04,"yellow forams, dominant IRD",G,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,dbdffb972dde9dc2d7b2fe0b7a317dd2
323-U1343E-27H-CC-PAL-FORAM54,323,U1343,E,27,27-CC,H,CC,PAL,FORAM54,0,0,226.01,226.01,bubblewalled glass shards,G,F,,,,,,,,,,,,,,,,,F,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,89dd4af454f22620da5a1b5c4b61d737
323-U1343E-28H-CC-PAL-FORAM59,323,U1343,E,28,28-CC,H,CC,PAL,FORAM59,0,0,234.72,234.72,mica,M,F,,,,,,,,,,,,,,,,,F,P,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,69d5728f27f24a417c02a84577f64708
323-U1343E-29H-CC-PAL-FORAM32,323,U1343,E,29,29-CC,H,CC,PAL,FORAM32,0,0,245.49,245.49,"pyrite tubes, mica",G,F,,,,,,,,,,,,,,,,,,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,,27785c4e10f73d30f54c47c386d32795
323-U1343E-30H-CC-PAL-FORAM37,323,U1343,E,30,30-CC,H,CC,PAL,FORAM37,0,0,254.21,254.21,"pyrite tubes, mica, fragments of wood?",G,R,,,,,,,,,,,,,,,,,P,P,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,4f308f42e22ea936ed320cb4270fd054
323-U1343E-31H-CC-PAL-FORAM42,323,U1343,E,31,31-CC,H,CC,PAL,FORAM42,0,0,263.75,263.75,"pyrite tubes, mica",G,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,ef399027fcb655eb5ab9b3ed86ba44c3
323-U1343E-32H-CC-PAL-FORAM47,323,U1343,E,32,32-CC,H,CC,PAL,FORAM47,0,0,272.49,272.49,mica,G,R,,,,,,,,,,,,,,,,,,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,fb5829eec8ce7270fdf509e688a5b51f
323-U1343E-33H-CC-PAL-FORAM39,323,U1343,E,33,33-CC,H,CC,PAL,FORAM39,0,0,282.2,282.2,"pyrite tubes, mica",G,R,,,,,,,,,,,,,,,,,,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,aa016aee9aa60c2644d944136437898f
323-U1343E-34H-CC-PAL-FORAM44,323,U1343,E,34,34-CC,H,CC,PAL,FORAM44,0,0,291.18,291.18,"pyrite tubes, mica",M,R,,,,,,,,,,,,,,,,,,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,f3b637004935a661bc21bc16b23aaba0
323-U1343E-35H-CC-PAL-FORAM49,323,U1343,E,35,35-CC,H,CC,PAL,FORAM49,0,0,301.39,301.39,pyrite tubes,M,F,,,,,,,,,,,,,,,,,,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,,7d401233dd410699e61b8f88b8edfa85
323-U1343E-36H-CC-PAL-FORAM54,323,U1343,E,36,36-CC,H,CC,PAL,FORAM54,0,0,311.1,311.1,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,627a9c3e7d0a1a283cb88e08a91ccf60
323-U1343E-37H-CC-PAL-FORAM48,323,U1343,E,37,37-CC,H,CC,PAL,FORAM48,0,0,320.19,320.19,mica,G,D,,,,,,P,,,,,,,,,,,F,A,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",D [323_PFs],,,41c34e1a04431ba867729d141aeb2eda
323-U1343E-38H-CC-PAL-FORAM53,323,U1343,E,38,38-CC,H,CC,PAL,FORAM53,0,0,329.74,329.74,"dominant IRD, pyrite, mica, fragments from bivalves",G,R,,,,,,,,,,,,,,,,,R,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,,3743f314f190c7473b22f19e2329d428
323-U1343E-39H-CC-PAL-FORAM49,323,U1343,E,39,39-CC,H,CC,PAL,FORAM49,0,0,338.41,338.41,"pyrite, fragments of wood?",G,P,,,,,,,,,,,,,,,,,,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,,ca059585d79615312625abb2d2d01d96
323-U1343E-40H-CC-PAL-FORAM54,323,U1343,E,40,40-CC,H,CC,PAL,FORAM54,0,0,346.74,346.74,"abundant IRD, mica",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,3337e81b4ed1e05e72a1e3cb6b18f895
323-U1343E-41H-CC-PAL-FORAM59,323,U1343,E,41,41-CC,H,CC,PAL,FORAM59,0,0,354.32,354.32,pyrite,M,F,,,,,,,,,,,,,,,,,,F,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,,ceccd0d87bcb9cb78dc3cdc75a42af8e
323-U1343E-42X-CC-PAL-FORAM64,323,U1343,E,42,42-CC,X,CC,PAL,FORAM64,0,0,359.57,359.57,"abundant IRD, mica",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,bbb55665a1115041bce24ad7976c2b49
323-U1343E-43X-CC-PAL-FORAM80,323,U1343,E,43,43-CC,X,CC,PAL,FORAM80,0,0,367.32,367.32,"yellow forams, abundant IRD",M,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,422467b83dcff09fdc9c51a515f1830f
323-U1343E-44X-CC-PAL-FORAM85,323,U1343,E,44,44-CC,X,CC,PAL,FORAM85,0,0,376.59,376.59,"abundant IRD, mica, pyrite",M,P,,,,,,,,,,,,,,,,,,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,,50223cafd517e85e8d81404db667a625
323-U1343E-45X-CC-PAL-FORAM90,323,U1343,E,45,45-CC,X,CC,PAL,FORAM90,0,0,388.26,388.26,"abundant IRD, mica, pyrite",M,R,,,,,,,,,,,,,,R,,,,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,,63d87faa2d5f612785149f74e217fb17
323-U1343E-46H-CC-PAL-FORAM95,323,U1343,E,46,46-CC,H,CC,PAL,FORAM95,0,0,398.57,398.57,"abundant IRD, mica, pyrite",M,R,,,,,,,,,,,,,,,,,,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,7d0b0c5b3fc98e0025a6959d0bcb90c1
323-U1343E-47H-CC-PAL-FORAM0,323,U1343,E,47,47-CC,H,CC,PAL,FORAM0,0,0,405.99,405.99,"abundant IRD, mica, pyrite",M,A,,,,,,,,,,,,,,R,,,,A,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,4302df4e3b3e3a24362f9982b0e7f05f
323-U1343E-48H-CC-PAL-FORAM67,323,U1343,E,48,48-CC,H,CC,PAL,FORAM67,0,0,412.33,412.33,,M,A,,,,,,,,,,,,,,P,,,,A,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,e897ac9600ccd5474b3eaf1ebd8dd600
323-U1343E-49H-CC-PAL-FORAM72,323,U1343,E,49,49-CC,H,CC,PAL,FORAM72,0,0,418.44,418.44,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,b6716429b41ce97a4f9d19ea6bc49f3d
323-U1343E-50X-CC-PAL-FORAM77,323,U1343,E,50,50-CC,X,CC,PAL,FORAM77,0,0,428.5,428.5,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,1393765ade8fd4273ac878b5c7416be3
323-U1343E-51X-CC-PAL-FORAM82,323,U1343,E,51,51-CC,X,CC,PAL,FORAM82,0,0,435.85,435.85,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,dfbce8022665427ee2a61d9d9c067ce5
323-U1343E-52X-CC-PAL-FORAM87,323,U1343,E,52,52-CC,X,CC,PAL,FORAM87,0,0,446.16,446.16,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,e1e85d591c8ce95e265631d57c6bc4e8
323-U1343E-53X-CC-PAL-FORAM92,323,U1343,E,53,53-CC,X,CC,PAL,FORAM92,0,0,455.88,455.88,,G,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,d640456744bb8007b8b4923351f00ee2
323-U1343E-54X-CC-PAL-FORAM97,323,U1343,E,54,54-CC,X,CC,PAL,FORAM97,0,0,463.39,463.39,,G,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,d612999340cb0a0b141b275a95bdee68
323-U1343E-55X-CC-PAL-FORAM37,323,U1343,E,55,55-CC,X,CC,PAL,FORAM37,0,0,475.6,475.6,abundant IRD,G,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,65441ff4d8721186797777fb13faf0d5
323-U1343E-56X-CC-PAL-FORAM42,323,U1343,E,56,56-CC,X,CC,PAL,FORAM42,0,0,482.57,482.57,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,a09aaaefc06148db85f4f17ce62f38b5
323-U1343E-57X-CC-PAL-FORAM47,323,U1343,E,57,57-CC,X,CC,PAL,FORAM47,0,0,493.97,493.97,abundant IRD,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,78d84a47fac367bb66ec4f3aaa014144
323-U1343E-58X-CC-PAL-FORAM52,323,U1343,E,58,58-CC,X,CC,PAL,FORAM52,0,0,502.88,502.88,abundant IRD,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,1a74cb5c3f5aa3811da94f87b970ee7e
323-U1343E-59X-CC-PAL-FORAM57,323,U1343,E,59,59-CC,X,CC,PAL,FORAM57,0,0,512.52,512.52,abundant IRD,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,193acc72769be48398eac0819ecf9193
323-U1343E-60X-CC-PAL-FORAM62,323,U1343,E,60,60-CC,X,CC,PAL,FORAM62,0,0,521.9,521.9,abundant IRD,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,3b567459497132d029914c981ee8d107
323-U1343E-61X-CC-PAL-FORAM62,323,U1343,E,61,61-CC,X,CC,PAL,FORAM62,0,0,532.41,532.41,abundant IRD,G,F,,,,,,,,,,,,,,,,,,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,,66789b95904847933c359648449aef63
323-U1343E-62X-CC-PAL-FORAM67,323,U1343,E,62,62-CC,X,CC,PAL,FORAM67,0,0,541.78,541.78,"Dominant IRD, pyrite",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,1bee6cab7a46caa36e087fc92ed69423
323-U1343E-63X-CC-PAL-FORAM72,323,U1343,E,63,63-CC,X,CC,PAL,FORAM72,0,0,550.54,550.54,"Dominant IRD, pyrite",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,4fcaba170f6fd54f4b15066d384373ba
323-U1343E-64X-CC-PAL-FORAM77,323,U1343,E,64,64-CC,X,CC,PAL,FORAM77,0,0,561.05,561.05,"Dominant IRD, pyrite",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,ccc0d07f7d677f9fcb7394178e5210f6
323-U1343E-65X-CC-PAL-FORAM82,323,U1343,E,65,65-CC,X,CC,PAL,FORAM82,0,0,568.77,568.77,Dominant IRD,M,R,,,,,,,,,,,,,,,,,,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,64c2b39b2b25141a448e1652da158e69
323-U1343E-66X-CC-PAL-FORAM99,323,U1343,E,66,66-CC,X,CC,PAL,FORAM99,0,0,581.04,581.04,Dominant IRD,M,P,,,,,,,,,,,,,,,,,,P,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,,259fd1f872b364dbf960866cca3358b2
323-U1343E-67X-CC-PAL-FORAM4,323,U1343,E,67,67-CC,X,CC,PAL,FORAM4,0,0,588.5,588.5,Dominant IRD,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,c874f837179dc00bd131782e3e7a9f58
323-U1343E-68X-CC-PAL-FORAM9,323,U1343,E,68,68-CC,X,CC,PAL,FORAM9,0,0,599.26,599.26,"Dominant IRD, pyrite, yellow tests",M,R,,,,,,,,,,,,,,,,,,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,56cf40e6175e6ad70c35f43430893940
323-U1343E-69X-CC-PAL-FORAM17,323,U1343,E,69,69-CC,X,CC,PAL,FORAM17,0,0,606.84,606.84,"Dominant IRD, pyrite, yellow tests",M,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,b0d6488fec49bcc2cc6949baf5018187
323-U1343E-70X-CC-PAL-FORAM16,323,U1343,E,70,70-CC,X,CC,PAL,FORAM16,0,0,617.9,617.9,"Dominant IRD, pyrite",M,P,,,,,,,,,,,,,,,,,,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,,875614275fe8c5ac29bc09d4b4bb17b2
323-U1343E-70X-CC-PAL-FORAM22,323,U1343,E,70,70-CC,X,CC,PAL,FORAM22,0,0,617.9,617.9,"Dominant IRD, pyrite, brown tests",M,R,,,,,,,,,,,,,,,,,,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,c9c13a9bdfd5053632b6d1dfd9b36621
323-U1343E-71X-CC-PAL-FORAM23,323,U1343,E,71,71-CC,X,CC,PAL,FORAM23,0,0,628.16,628.16,"Dominant IRD, pyrite",G,P,,,,,,,,,,,,,,,,,,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P [323_PFs],,,1bdf417496038db54749561d0ecf7a21
323-U1343E-72X-CC-PAL-FORAM40,323,U1343,E,72,72-CC,X,CC,PAL,FORAM40,0,0,634.44,634.44,"Dominant IRD, pyrite",M,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,1fe954200aae3bdc76246d5593a35993
323-U1343E-73X-CC-PAL-FORAM45,323,U1343,E,73,73-CC,X,CC,PAL,FORAM45,0,0,643.79,643.79,"Dominant IRD, pyrite, yellow tests",G,F,,,,,,,,,,,,,,,,,,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F [323_PFs],,,9ab06f89f63abaf5fad45f7ac1a86726
323-U1343E-74X-CC-PAL-FORAM50,323,U1343,E,74,74-CC,X,CC,PAL,FORAM50,0,0,657.41,657.41,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,d8081394d385827c44b8755aa3006439
323-U1343E-75X-CC-PAL-FORAM55,323,U1343,E,75,75-CC,X,CC,PAL,FORAM55,0,0,667.09,667.09,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,83c7f6d7ff451d8c66e73a561f7979ca
323-U1343E-76X-CC-PAL-FORAM95,323,U1343,E,76,76-CC,X,CC,PAL,FORAM95,0,0,674.96,674.96,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,8696d4ebef8b471e314a7c1b83debd12
323-U1343E-77X-CC-PAL-FORAM0,323,U1343,E,77,77-CC,X,CC,PAL,FORAM0,0,0,686.37,686.37,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,77ea5b1f8c804d912718c163102506f5
323-U1343E-78X-CC-PAL-FORAM6,323,U1343,E,78,78-CC,X,CC,PAL,FORAM6,0,0,695.2,695.2,"Dominant IRD, pyrite",G,R,,,,,,,,,,,,,,,,,,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R [323_PFs],,,34ba6e5e710c07b57f1ce8409ee3a149
