Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Neobiscutum spp.,Coccolithus pelagicus,Cruciplacolithus primus,Cruciplacolithus intermedius,Chiasmolithus danicus,Prinsius tenuiculus,Fasciculithus magnus,Ellipsolithus macellus,Toweius pertusus,Sphenolithus moriformis,Neochiastozygus perfectus,Fasciculithus ullii,Fasciculithus tympaniformis,Sphenolithus anarrhopus,Discoaster mohleri,Heliolithus kleinpellii,Heliolithus cantabriae,Fasciculithus richardii,Discoaster multiradiatus,Fasciculithus alanii,Ericsonia robusta,Rhomboaster spp.,Rhomboaster bramlettei,Fasciculithus spp.,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (>14µm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (>10 µm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Triquetrorhabdulus carinatus,Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Bomolithus elegans,Bomolithus megastypus,Bomolithus supremus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (>13µm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus bownii,Coccolithus cachaoi,Coccolithus eopelagicus ( >14µm),Coronocyclus nitescens, Cruciplacolithus asymmetricus,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus latipons,Cyclagelosphaera reinhardtii,Cyclicargolithus abisectus (11 µm),Cyclicargolithus floridanus (5-11µm),Cyclicargolithus floridanus small (<5µm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (<10µm),Discoaster anartios,Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ericsonia robusta (small),Ericsonia subpertusa,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus shaubii,Fasciculithus clinatus,Futyania petalosus,Goniolithus fluckigeri,Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternilithus duocavus,Lanternithus minutus,Lapideacassis sp.,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius apertus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus modestus,Neochiastozygus rosenkrantzii,Neochiastozygus saepes,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus cruciatus,Neocrepidolithus dirimosus,Neocrepidolithus fossus,Neocrepidolithus neocrassus,Octolithus multiplus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Prinsius martinii,Prinsius bisulcus,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14µm),Reticulofenestra dictyoda  (3-10µm),Reticulofenestra lockeri,Reticulofenestra minuta (<3µm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Semihololithus biskayae,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Comments,File Data,
342-U1406A-18H-CC-PAL,342,U1406,A,18,18-CC,H,CC,PAL,,0,5,164.68,164.73,NP23,"NP23 - Sphenolithus predistentus (Gradstein et al., 2012)",,M [P07],A [A22],,,C [A23],,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,Freq [A23],,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],Freq [A23],,,,Freq [A23],R [A23],,,,,,,Freq [A23],A [A23],,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,R [A23],,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A23],C [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-19H-1-W 97/99-PAL,342,U1406,A,19,19-1,H,1,W,97/99-PAL,0,2,165.67,165.69,NP23,"NP23 - Sphenolithus predistentus (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,-,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,F,,,,,,,,,A,,,,,,,,,,R,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-19H-2-W 75/75-NANNO,342,U1406,A,19,19-2,H,2,W,75/75-NANNO,0,0,166.95,166.95,NP23,"NP23 - Sphenolithus predistentus (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,F,,,,,,,,,A,,,,,,,,,,R,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-19H-3-W 75/75-NANNO,342,U1406,A,19,19-3,H,3,W,75/75-NANNO,0,0,168.45,168.45,NP23,"NP23 - Sphenolithus predistentus (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,-,,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,F,,,,,,,,,A,,,,,,,,,,F,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-19H-6-PAL,342,U1406,A,19,19-6,H,6,PAL,,0,5,173.74,173.79,NP23,"NP23 - Sphenolithus predistentus (Gradstein et al., 2012)",, M,A [A22],,,C [A23],,,,,,,,C [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freq [A23],,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,Freq [A23],,,,,,,,,,,,R [A23],,,,Freq [A23],R [A23],,,,,,,,A [A23],,,,,,,,,,Freq [A23],,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,C [A23],C [A23],,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,
342-U1406A-20H-CC-PAL,342,U1406,A,20,20-CC,H,CC,PAL,,0,6,181.7,181.76,NP22,"NP22 - Helicosphaera reticulata (Gradstein et al., 2012)","T Reticulofenestra umbilicus (>14 µm) ( Gradstein et al., 2012)",G [P07],A [A22],,,C [A23],,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freq [A23],,,,,,,,,Freq [A23],,,,,,,,,,,,,C [A23],,,,,,,,,,,Freq [A23],,,,,,,,,,,R [A23],Freq [A23],,,,Freq [A23],R [A23],,,,,,,,A [A23],,,,,,,,,,Freq [A23],,,,,,,,R [A23],,,,,R [A23],,,,,,,,,,,,,,,,Freq [A23],,,,,,,, R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-21H-4-W 75/75-NANNO,342,U1406,A,21,21-4,H,4,W,75/75-NANNO,0,0,186.08,186.08,NP22,"NP22 - Helicosphaera reticulata (Gradstein et al., 2012)","T Isthmolithus recurvus ( Gradstein et al., 2012)",G,A,,,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,C,F,,,,1,,,,C,,,,,,,,,,,,F,C,,,,,,,,,,,F,,,,,,,,,,,,C,,,,F,R,,,,,,,,A,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,A,,,,,,,,,,,,1,,,,?R,,,,,,,,,,,,,,,,
342-U1406A-21H-CC-PAL,342,U1406,A,21,21-CC,H,CC,PAL,,0,5,191.48,191.53,NP22,"NP22 - Helicosphaera reticulata (Gradstein et al., 2012)",,G [P07],A [A22],,,C [A23],,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A23],Freq [A23],,,,,,,,C [A23],,,,,,,,,,,,,C [A23],,,,,R [A23],,,,,,Freq [A23],,,,,,,,,,,Freq [A23],C [A23],,,,Freq [A23],,,,,,,,,A [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,C [A23],,,,,,,,R [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A23],,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-22H-2-W 150/150-NANNO,342,U1406,A,22,22-2,H,2,W,150/150-NANNO,0,0,194.16,194.16,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)","T Coccolithus formosus ( Gradstein et al., 2012)",G,A,,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,R,,,R,,,,,,,,,,,,F,C,,,,,C,,,,,,F,,,,,,,,,,,,A,,,,F,,,,,,,,,A,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,F,,F,,,,,,?1,F,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,A,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
342-U1406A-22H-5-W 30/30-NANNO,342,U1406,A,22,22-5,H,5,W,30/30-NANNO,0,0,197.46,197.46,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)",,G,A,,,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,F,,,F,,,,,,,,,,,,F,C,,,,,C,,,,,,F,,,,,,,,,,,R,A,,,,F,R,,,,,,,,A,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,,A,,,,,,,,,,,`,,,,,,,,,,,,,,,,,,,,,
342-U1406A-22H-6-W 26/26-NANNO,342,U1406,A,22,22-6,H,6,W,26/26-NANNO,0,0,198.72,198.72,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)",,G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,C,,,,,F,,,F,,,,,,,,,,,,F,C,,,,,F,,,,,,R,,,,,,,,,,,,A,,,,,,,,,,,,,A,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-22H-CC-PAL,342,U1406,A,22,22-CC,H,CC,PAL,,0,5,199.26,199.31,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)",,G [P07],A [A22],,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A23],,,C [A23],C [A23],,,,,C [A23],,,,,,,,,,,,,,,,C [A23],,,,,C [A23],,,,,,,,,,,,,,,,,,Freq [A23],,,,Freq [A23],,,,,,,,,A [A23],,,,,,,,,,Freq [A23],,,,,,,,Freq [A23],,,,,Freq [A23],,,,,,,,,,,,,,,,Freq [A23],,,,,,,,,Freq [A23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A23],,,,,,,,,,,,,,,,,,,,R [A23],,,,,,,,,,,,,,,,
