Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Actinomma boreale,Actinomma medianum,Amphimelissa setosa,Axoprunum acquilonium,Botryostrobus aquilonaris,Ceratospyris borealis,Collosphaera pyloma,Cycladophora cornutoides,Cycladophora cosma,Cycladophora davisiana,Cycladophora sakaii,Cyrtocapsella japonica,Dendrospyris sakaii,Dictyophimus bullatus,Dictyophimus hirundo,Eucyrtidium asanoi,Eucyrtidium inflatum,Eucyrtidium matuyamai,Lamprocyrtis heteroporos,Larcopyle buetschlii,Lipmanella redondoensis,Lithelius barbatus,Lychnocanomma magnacornuta,Lychnocanomma nipponica sakaii,Lychnocanomma parallelipes,Phormostichoartus fistula,Porodiscus circularis,Sphaeropyle langii/robusta group,Spongodiscus sp.,Spongopyle osculosa,Spongotrochus glacialis,Spongurus pylomaticus,Stichocorys delmontensis,Stichocorys peregrina,Stylatractus universus,Stylochlamydium venustum,Stylodictya validispina,Thecosphaera akitaensis,physical_constituent_name,pc_fossil_name,pc_fossil_group,pc_abundance_name_mode,pc_preservation_name_average,File Data,eodp_id
323-U1340A-11H-CC-PAL-RADS6,323,U1340,A,11,11-CC,H,CC,PAL,RADS6,0,0,99.42,99.42,,G [323_Rs],F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e2b418848c364bda89fdad53bc3cddd
323-U1340A-12H-CC-PAL-RADS11,323,U1340,A,12,12-CC,H,CC,PAL,RADS11,0,0,108.78,108.78,,M [323_Rs],F,,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,F,,F,,,,,F,F,,,,,,,,891713809c679ec870b90e2aa4b47526
323-U1340A-13H-CC-PAL-RADS13,323,U1340,A,13,13-CC,H,CC,PAL,RADS13,0,0,118.53,118.53,,G [323_Rs],C,,,,,,C,,,,C,,,,,F,,,,,,,,,,,,,,C,F,F,,,,,F,F,,,,,,,,a6dcf5ee6e4b1bab2205ab9039429dda
323-U1340A-14H-CC-PAL-RADS18,323,U1340,A,14,14-CC,H,CC,PAL,RADS18,0,0,127.89,127.89,,G [323_Rs],F,,,,,,F,,,,F,,,,,F,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,b48f52ad336e52155fdc41a6be9b9c79
323-U1340A-15H-CC-PAL-RADS23,323,U1340,A,15,15-CC,H,CC,PAL,RADS23,0,0,137.12,137.12,,G [323_Rs],C,,,,,,C,,,,A,,,,,F,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,8ee52de9696f7400f8b87ee33af1d65d
323-U1340A-16H-CC-PAL-RADS72,323,U1340,A,16,16-CC,H,CC,PAL,RADS72,0,0,146.94,146.94,,G [323_Rs],C,,,,,,C,,,,A,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,1b677d2dc969075a5d075d7eccea07ea
323-U1340A-17H-CC-PAL-RADS17,323,U1340,A,17,17-CC,H,CC,PAL,RADS17,0,0,156.48,156.48,,M [323_Rs],F,,,,,,F,,,,A,,,,,F,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,9a29c31ea18985d5cf82a9b1a6a8958c
323-U1340A-18H-CC-PAL-RADS22,323,U1340,A,18,18-CC,H,CC,PAL,RADS22,0,0,165.89,165.89,,M [323_Rs],C,F,,,F,,C,,,,F,,,,,F,,,F,,F,,,,,,,,F,F,F,F,,,,,,,,,,,,,,721f4096263be1a89dd5f4613b9f3a5e
323-U1340A-19H-CC-PAL-RADS29,323,U1340,A,19,19-CC,H,CC,PAL,RADS29,0,0,175.45,175.45,,M [323_Rs],F,F,,,,,F,,,,F,,,,,F,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,1f8ecc1a70e4976b88c434a62a093276
323-U1340A-20H-CC-PAL-RADS34,323,U1340,A,20,20-CC,H,CC,PAL,RADS34,0,0,184.72,184.72,,G [323_Rs],F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,d9b1cdc32f0d2b5564260d94f87e854d
323-U1340A-21H-CC-PAL-RADS58,323,U1340,A,21,21-CC,H,CC,PAL,RADS58,0,0,185.61,185.61,,M [323_Rs],F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad63d2f58611db291d7813ff6d2b3077
323-U1340A-23H-CC-PAL-RADS18,323,U1340,A,23,23-CC,H,CC,PAL,RADS18,0,0,196.34,196.34,,M [323_Rs],F,F,,,F,,F,,F,,,,,,,,,,F,,,,,,,,,,,,F,,,,,F,,,,,,,,,,8e77d8c7e03450d32ce077047377536e
323-U1340A-24H-CC-RADS23,323,U1340,A,24,24-CC,H,CC,RADS23,,0,0,205.97,205.97,,M [323_Rs],C,C,,,F,F,C,,,,F,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,53be2c883f8eea30841801d7c20dbc5e
323-U1340A-25H-CC-PAL-RADS26,323,U1340,A,25,25-CC,H,CC,PAL,RADS26,0,0,215.6,215.6,,M [323_Rs],F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bd7de0bc25881a002722f20fb658420
323-U1340A-26H-CC-PAL-RADS31,323,U1340,A,26,26-CC,H,CC,PAL,RADS31,0,0,225.13,225.13,,P [323_Rs],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47331592321e99abc4e968375e1468ae
323-U1340A-27H-CC-PAL-RADS9,323,U1340,A,27,27-CC,H,CC,PAL,RADS9,0,0,234.62,234.62,,M [323_Rs],F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,63134490382434a21902ad1fdf51eab3
323-U1340A-28H-CC-PAL-RADS41,323,U1340,A,28,28-CC,H,CC,PAL,RADS41,0,0,243.98,243.98,,M [323_Rs],F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,F,,,,,,,,53ff6b2762559828e6e4707b8e8b6678
323-U1340A-29H-CC-PAL-RADS31,323,U1340,A,29,29-CC,H,CC,PAL,RADS31,0,0,253.51,253.51,,M [323_Rs],F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf1f43bf13c1061a7c0a55172a8cdf10
323-U1340A-30H-CC-PAL-RADS36,323,U1340,A,30,30-CC,H,CC,PAL,RADS36,0,0,263.06,263.06,,M [323_Rs],F,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2edd8d7f4c5364a51a7c3ab7c0912de7
323-U1340A-31H-CC-PAL-RADS12,323,U1340,A,31,31-CC,H,CC,PAL,RADS12,0,0,272.57,272.57,,M [323_Rs],C,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,F,F,,,,,,,0571bb4ca6e6cc88450097db023a451e
323-U1340A-32H-CC-PAL-RADS84,323,U1340,A,32,32-CC,H,CC,PAL,RADS84,0,0,282.07,282.07,,M [323_Rs],F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c6f55910c8132276b0e97a4312426a9
323-U1340A-33H-CC-PAL-RADS10,323,U1340,A,33,33-CC,H,CC,PAL,RADS10,0,0,291.66,291.66,,M [323_Rs],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cc460fc896457dba77693fffda4e713
323-U1340A-34H-CC-PAL13     -RADS81,323,U1340,A,34,34-CC,H,CC,PAL13,RADS81,0,0,300.36,300.36,,M [323_Rs],F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,d6bba14afbe5ce6f481f8a9526a05d79
323-U1340A-35H-CC-PAL-RADS86,323,U1340,A,35,35-CC,H,CC,PAL,RADS86,0,0,310.58,310.58,,M [323_Rs],F,,,,F,,F,,,,F,,,,,,,,,,,,,,,,,,,,F,F,,,,,,F,F,,,,,,,1384ceaa4efb5d357298da03b7f86f1e
323-U1340A-36H-CC-PAL-RADS63,323,U1340,A,36,36-CC,H,CC,PAL,RADS63,0,0,318.2,318.2,,M [323_Rs],F,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,61e9d9622c501bd369c98bbbc45a9c07
323-U1340A-37H-CC-PAL-RADS68,323,U1340,A,37,37-CC,H,CC,PAL,RADS68,0,0,327.26,327.26,,M [323_Rs],F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,9384d0c7a4e18c3434c101199dd206ea
323-U1340A-38H-CC-PAL-RADS73,323,U1340,A,38,38-CC,H,CC,PAL,RADS73,0,0,333.45,333.45,,M [323_Rs],F,,,,,,F,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,4b6f25d342a13628700dd1050deb9b7b
323-U1340A-39H-CC-PAL,323,U1340,A,39,39-CC,H,CC,PAL,,0,0,343.55,343.55,,M [323_Rs],F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,9d36361c9eac490487e968a746153a76
323-U1340A-40H-CC-PAL,323,U1340,A,40,40-CC,H,CC,PAL,,0,0,351.33,351.33,,M [323_Rs],F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,F,F,,,,,,F,,,,,,,2c51dd7b5d503f723b93645a934603d1
323-U1340A-41H-CC-PAL,323,U1340,A,41,41-CC,H,CC,PAL,,0,0,354.63,354.63,,M [323_Rs],F,,,,,,F,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ae30ebe15b434cbf44c38e9bf3d968a
323-U1340A-42H-CC-PAL-RADS58,323,U1340,A,42,42-CC,H,CC,PAL,RADS58,0,0,358.58,358.58,,M [323_Rs],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,0516c4db47c94b1d1507480d4519f347
323-U1340A-43X-CC-PAL-RADS68,323,U1340,A,43,43-CC,X,CC,PAL,RADS68,0,0,358.7,358.7,,M [323_Rs],F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488b07092e2615a40b44a28c9b713c0
323-U1340A-44X-CC-PAL-RADS11,323,U1340,A,44,44-CC,X,CC,PAL,RADS11,0,0,365.09,365.09,,M [323_Rs],F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,837718390c43e3d932e4f5371b6067f7
323-U1340A-45X-CC-PAL-RADS17,323,U1340,A,45,45-CC,X,CC,PAL,RADS17,0,0,374.64,374.64,,P [323_Rs],F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93d63c9a52754d3a64f18a503acc423e
323-U1340A-46X-CC-PAL-RADS22,323,U1340,A,46,46-CC,X,CC,PAL,RADS22,0,0,386.71,386.71,,M [323_Rs],F,,,,F,,F,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,58b54db9d8db01ff4e19b5195f7036c6
323-U1340A-47X-CC-PAL-RADS27,323,U1340,A,47,47-CC,X,CC,PAL,RADS27,0,0,399.41,399.41,,P [323_Rs],F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74a6da1f95e9300560501689b1fb2f8a
323-U1340A-48X-CC-PAL-RADS32,323,U1340,A,48,48-CC,X,CC,PAL,RADS32,0,0,409.22,409.22,,M [323_Rs],F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,F,,,,,,,4e6b200589cee9d2c2620570c9f626da
323-U1340A-49X-CC-PAL-RADS71,323,U1340,A,49,49-CC,X,CC,PAL,RADS71,0,0,417.96,417.96,,M [323_Rs],F,F,,,F,,F,,F,,F,,,,,,,,,,,,,,,,,,,,F,F,,,,,,F,,,,,,,,cdbd1cc3290fe22a21dfd3945eb7fa8e
323-U1340A-50X-CC-PAL-RADS76,323,U1340,A,50,50-CC,X,CC,PAL,RADS76,0,0,425.06,425.06,,M [323_Rs],F,F,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,1994f86d744c9adf3adb903712eb0860
323-U1340A-51X-CC-PAL-RADS81,323,U1340,A,51,51-CC,X,CC,PAL,RADS81,0,0,435.51,435.51,,M [323_Rs],F,F,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,a91ecdaee14f9f7c75483fa8697c648c
323-U1340A-52X-CC-PAL-RADS86,323,U1340,A,52,52-CC,X,CC,PAL,RADS86,0,0,447.68,447.68,,G [323_Rs],F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,F,F,,,,,,,935ba280015579d72210419610b5f19e
323-U1340A-53X-CC-PAL-RADS91,323,U1340,A,53,53-CC,X,CC,PAL,RADS91,0,0,457.62,457.62,,G [323_Rs],F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,50815058b285ea078f8e787bb8dde87f
323-U1340A-54X-CC-PAL-RADS73,323,U1340,A,54,54-CC,X,CC,PAL,RADS73,0,0,457.72,457.72,,M [323_Rs],F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,F,F,,,,,,,ceceabbf5563aabb6d255e223089e87a
323-U1340A-55X-CC-PAL-RADS78,323,U1340,A,55,55-CC,X,CC,PAL,RADS78,0,0,476.23,476.23,,M [323_Rs],F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dedb7dd25144cef5340d485ea447831
323-U1340A-56X-CC-PAL-RADS83,323,U1340,A,56,56-CC,X,CC,PAL,RADS83,0,0,486.08,486.08,,M [323_Rs],F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,b8574c5207b454900c1a600fa2453be6
323-U1340A-57X-CC-PAL-RADS88,323,U1340,A,57,57-CC,X,CC,PAL,RADS88,0,0,492.82,492.82,,P [323_Rs],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,41ae07a9faf7a191cfe7cec55b18064a
323-U1340A-58X-CC-PAL-RADS93,323,U1340,A,58,58-CC,X,CC,PAL,RADS93,0,0,495.9,495.9,,M [323_Rs],F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,93e68c389aab12664e2511b03136c8ca
323-U1340A-59X-CC-PAL-RADS95,323,U1340,A,59,59-CC,X,CC,PAL,RADS95,0,0,515.1,515.1,,M [323_Rs],F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,,F,F,,,,,,,10383ea074f68a43faed5b6cc863deb7
