Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Acervulinid taxa,Agglutinates (indeterminant fragments),Ammobaculites sp.,Ammonia beccarii,Ammonia sp.,Ammonia tepida,Amphicoryna spp.,Amphistegina gibbosa ,Amphistegina lessonii,Amphistegina radiata,Amphistegina sp.,Astacolus sp.,Asterigerina sp.,Bigenerina sp.,Biloculina sp.,Bolivina spp.,Bolivinita quadrilatera,Bulimina aculeata,Bulimina costata,Bulimina marginata,Bulimina pupoides,Bulimina sp.,Cassidulina sp.,Cassidulina teretis,Chilostomella sp.,Cibicides  bradyi,Cibicides pachyderma,Cibicides refulgens,Cibicides sp.,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides lobatulus,Cibicidoides mundulus,Cibicidoides pachyderma,Cibicidoides robertsonianus,Cibicidoides spp.,Cibicidoides wuellerstorfi,Cornuspira sp.,Cribrononion kerguelenense,Cribrononion sp.,Cyclorbiculina compressa,Cymbaloporetta sp.,Dentalina advena,Dentalina inornata,Dentalina sp.,Dentalina subemaciata,Dentalina subsoluta,Discorbina sp.,Dorothia exilis,Eggerella sp.,Ehrenbergina sp.,Elphidium excavatum,Eponides repandus,Fissurina marginata,Fissurina orbignyana,Fissurina semimarginata,Fissurina sp.,Fissurina wiesneri,Florilus spp.,Fursenkoina sp.,Gavelinopsis sp.,Globobulimina sp.,Globocassidulina sp.,Globocassidulina subglobosa,Gyroidinoides soldanii,Gyroidinoides spp,Hauerinella inconstans,Heterostegina sp.,Hoeglundina elegans,Karreriella bradyi,Lagena laevis,Lagena sp.,Lagena striata,Laticarinina pauperata,Lenticulina iota,Lenticulina orbicularis,Lenticulina peregrina,Lenticulina spp.,Liebusella soldanii,Lingulina seminuda,Marinittiella sp.,Melonis spp.,Myllostomella costai,Myllostomella huygaensis,Myllostomella spp.?,Nodosaria albatrossi,Nodosaria sp. ,Oolina melo,Oolina spp.,Oridorsalis umbonatus,Orthomorphina cf. jedlitschkai,Orthomorphina perversa,Orthomorphina sp.,Osangularia spp.,Parasorites orbitolitoides,Peneroplis sp.,Planctostoma luculenta,Planispirinoides bucculentus,Planulina ariminensis,Planulina sp.,Pleurostomella alternans,Pleurostomella sp.,Proxifrons inaequalis,Pullenia bulloides,Pyrgo comata,Pyrgo depressa,Pyrgo elongata,Pyrgo murrhina,Pyrgo serrata,Pyrgo sp.,Pyrgoella irregularis,Pyrgoella sp.,Pyrulina cylindroides,Quinqueloculina agglutinans,Quinqueloculina bicostata,Quinqueloculina bosciana,Quinqueloculina bradyana,Quinqueloculina candeiana,Quinqueloculina granulocostata,Quinqueloculina seminulum,Quinqueloculina sp.,Rectobolivina sp.,Rectoglandulina sp.,Reophax sp.,Robertina bradyi,Robertina sp. A,Robertinoides spp.,Rupertina stabilis,Sigmavirgulina tortuosa,Sigmoilopsis spp.,Siphonina bradyana,Siphonina sp.,Siphonodosaria cooperensis,Siphonodosaria insecta,Siphonodosaria pomuligera,Siphonodosaria sargrinensis,Siphonodosaria sp.,Siphouvigerina ampullacea,Sphaerogypsina globulus,Sphaeroidina bulloides,Spirillina sp.,Spiroloculina sp.,Stilostomella antillea,Stilostomella fistuca,Stilostomella sp.,Trifarina sp.,Triloculina insignis,Triloculina spp.,Uvigerina auberiana,Uvigerina cf. canariensis,Uvigerina hispida,Uvigerina hollicki,Uvigerina peregrina,Uvigerina peregrina f. parvula,Uvigerina sp.,Vaginulina americana,Vertebralina sp.,Virgulina cf texturata,Vulvulina pennatula,Comment,File Data
340-U1400C-12H-CC-PAL-FORAMB,340,U1400,C,12,12-CC,H,CC,PAL,FORAMB,0,0,103.51,103.51,VG [P27],P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-13H-CC-PAL-FORAMB,340,U1400,C,13,13-CC,H,CC,PAL,FORAMB,0,0,111.46,111.46,VG [P27],F [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,R [A29],R [A29],,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-14H-CC-PAL-FORAMB,340,U1400,C,14,14-CC,H,CC,PAL,FORAMB,0,0,115.01,115.01,P [P27],P [A29],,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-15H-CC-PAL-FORAMB,340,U1400,C,15,15-CC,H,CC,PAL,FORAMB,0,0,124.63,124.63,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-16H-CC-PAL-FORAMB,340,U1400,C,16,16-CC,H,CC,PAL,FORAMB,0,0,134.17,134.17,VG [P27],R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-17H-CC-PAL-FORAMB,340,U1400,C,17,17-CC,H,CC,PAL,FORAMB,0,0,143.81,143.81,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-18H-CC-PAL-FORAMB,340,U1400,C,18,18-CC,H,CC,PAL,FORAMB,0,0,152.61,152.61,G [P27],F [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A29],,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,F [A29],,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-19H-CC-PAL-FORAMB,340,U1400,C,19,19-CC,H,CC,PAL,FORAMB,0,0,162.84,162.84,M [P27],P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-20H-CC-PAL-FORAMB,340,U1400,C,20,20-CC,H,CC,PAL,FORAMB,0,0,172.37,172.37,VG [P27],P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-21H-CC-PAL-FORAMB,340,U1400,C,21,21-CC,H,CC,PAL,FORAMB,0,0,181.76,181.76,VG [P27],R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-22H-CC-PAL-FORAMB,340,U1400,C,22,22-CC,H,CC,PAL,FORAMB,0,0,191,191,VG [P27],P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-23X-1-PAL-FORAMB,340,U1400,C,23,23-1,H,1,PAL,FORAMB,0,0,191.9,191.9,VG [P27],P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-24X-CC-PAL-FORAMB,340,U1400,C,24,24-CC,H,CC,PAL,FORAMB,0,0,199.5,199.5,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-25X-CC-PAL-FORAMB,340,U1400,C,25,25-CC,H,CC,PAL,FORAMB,0,0,206.42,206.42,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-26X-CC-PAL-FORAMB,340,U1400,C,26,26-CC,H,CC,PAL,FORAMB,0,0,216.99,216.99,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-27X-CC-PAL-FORAMB,340,U1400,C,27,27-CC,H,CC,PAL,FORAMB,0,0,234.99,234.99,G [P27],F [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-28X-CC-PAL-FORAMB,340,U1400,C,28,28-CC,H,CC,PAL,FORAMB,0,0,236.47,236.47,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-29X-CC-PAL-FORAMB,340,U1400,C,29,29-CC,H,CC,PAL,FORAMB,0,0,250.68,250.68,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-30X-CC-PAL-FORAMB,340,U1400,C,30,30-CC,H,CC,PAL,FORAMB,0,0,258.66,258.66,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-31X-CC-PAL-FORAMB,340,U1400,C,31,31-CC,H,CC,PAL,FORAMB,0,0,273.28,273.28,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-32X-CC-PAL-FORAMB,340,U1400,C,32,32-CC,H,CC,PAL,FORAMB,0,0,281.87,281.87,G [P27],P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-33X-CC-PAL-FORAMB,340,U1400,C,33,33-CC,H,CC,PAL,FORAMB,0,0,286.69,286.69,G [P27],F [A29],,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A29],,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-34X-CC-PAL-FORAMB,340,U1400,C,34,34-CC,H,CC,PAL,FORAMB,0,0,289.9,289.9,M [P27],R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-35X-CC-PAL-FORAMB,340,U1400,C,35,35-CC,H,CC,PAL,FORAMB,0,0,299.7,299.7,G [P27],F [A29],,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-36X-CC-PAL-FORAMB,340,U1400,C,36,36-CC,H,CC,PAL,FORAMB,0,0,309.71,309.71,G [P27],F [A29],,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A29],,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-37X-CC-PAL-FORAMB,340,U1400,C,37,37-CC,H,CC,PAL,FORAMB,0,0,313.75,313.75,VG [P27],P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-38X-CC-PAL-FORAMB,340,U1400,C,38,38-CC,H,CC,PAL,FORAMB,0,0,330.38,330.38,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-39X-CC-PAL-FORAMB,340,U1400,C,39,39-CC,H,CC,PAL,FORAMB,0,0,338.5,338.5,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-40X-CC-PAL-FORAMB,340,U1400,C,40,40-CC,H,CC,PAL,FORAMB,0,0,344.81,344.81,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-41X-CC-PAL-FORAMB,340,U1400,C,41,41-CC,H,CC,PAL,FORAMB,0,0,354.3,354.3,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-42X-CC-PAL-FORAMB,340,U1400,C,42,42-CC,H,CC,PAL,FORAMB,0,0,364.56,364.56,M [P27],F [A29],,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-43X-1-PAL-FORAMB,340,U1400,C,43,43-1,H,1,PAL,FORAMB,0,0,370.06,370.06,P [P27],F [A29],,,,,,,,,,,P [A29],,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
