Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Bacinella irregularis,Textulariid taxa,Vercorsella sp. cf. V. arenata,Miliolid taxa,Debarina sp. cf. D. hahounerensis,Valvulineria ? n. sp. 1,Novalesia producta,Nezzazata sp. C,Istriloculina unspecified taxon,Foraminifers (attached),Bdelloidina sp. cf. B. urgonensis,Glomospira unspecified taxon,Voloshinoides ? sp. D,Verneuilinidae taxa,Vercorsella sp. cf. V. scarsellai,Vercorsella sp. cf. V. immaturata,Foraminifers (planispiral taxa),Ammobaculites celatus,Cuneolina sliteri,Vercorsella sp.,Praechrysalidina sp. cf. P. infracretacea,Orbitolinid taxa,Orbitolina sp.,Tubiphytes sp.,Belorussiella sp.,Arenobulimina cochleata,Cayeuxia sp.,Lituola stogguloides,Orbitolina (Mesorbitolina) texana oculata,Voloshinoides ? sp. C,Nezzazata isabellae,Sabaudia minuta,Pseudonummoloculina aurigerica,Cuneolina parva,Hagenowina sp.,Arenobulimina sp.cf. A.chapmani,Nummoloculina(?) sp.,Cuneolina sp. cf. C. pavonia,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A,  8,R, 1,  29.00,     67.2900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,F                             ,             ,                                 ,                       ,                  ,               ,                               ,R                      ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,R                ,               ,                                         ,                ,              ,              ,                 ,                       ,F           ,                    ,                                         ,                     ,F                  ,               ,                              ,C              ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A,  9,R, 1,   0.00,     76.6000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,F                             ,F            ,                                 ,                       ,                  ,               ,F                              ,                       ,                                 ,                            ,                     ,                   ,C                                ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,C           ,                    ,                                         ,                     ,                   ,               ,                              ,R              ,F             ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 10,R, 1,  19.00,     86.3900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,C            ,                                 ,                       ,                  ,               ,R                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,R                ,               ,                                         ,                ,              ,              ,                 ,                       ,F           ,                    ,                                         ,                     ,R                  ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 11,R, 1,   0.00,     95.9000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R               ,R                             ,             ,                                 ,                       ,                  ,               ,R                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,R                ,               ,                                         ,                ,              ,              ,                 ,                       ,C           ,                    ,                                         ,                     ,F                  ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 12,R, 1,  28.00,    105.7800,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,R                             ,             ,                                 ,                       ,                  ,               ,R                              ,                       ,                                 ,R                           ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,R              ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,R                  ,               ,                              ,               ,              ,R                              ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 13,R, 1,  12.00,    115.2200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,C            ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,C           ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 14,R, 1,   4.00,    124.8400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,R              ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,F                  ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 15,R, 1,   7.00,    134.4700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R               ,                              ,F            ,                                 ,                       ,                  ,               ,F                              ,                       ,                                 ,                            ,                     ,R                  ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,F                  ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 16,R, 1,   4.00,    144.0400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,VA                   ,F               ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 19,R, 1,   5.00,    173.1500,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,F            ,                                 ,                       ,                  ,               ,F                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,R                ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 20,R, 1,   0.00,    182.8000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R               ,                              ,             ,                                 ,                       ,                  ,               ,C                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,R                  ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 21,R, 1,   8.00,    192.5800,Arnaud-Vanneau,Benthic Foraminifers                         ,B              ,                  ,                     ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,R              ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 22,M, 1,   0.00,    202.2000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,A            ,                                 ,                       ,R                 ,               ,C                              ,                       ,                                 ,                            ,                     ,                   ,R                                ,                                 ,R                              ,                     ,C                ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,R                  ,R              ,R                             ,C              ,R             ,F                              ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 23,M, 1,  22.00,    207.1200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,                              ,A            ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,R                                ,                                 ,R                              ,                     ,C                ,F              ,                                         ,                ,              ,              ,                 ,                       ,F           ,                    ,                                         ,                     ,                   ,R              ,R                             ,C              ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 24,M, 1,   0.00,    216.6000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,R                              ,                     ,R                ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,C                  ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 26,M, 1,  22.00,    236.1200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,C               ,C             ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 28,M, 1,   3.00,    255.2300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,C                    ,R               ,                              ,             ,                                 ,                       ,                  ,               ,                               ,C                      ,F                                ,                            ,                     ,R                  ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,F                  ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 30,M, 1,  11.00,    274.6100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,R               ,              ,              ,                 ,                       ,            ,                    ,R                                        ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 31,M, 1,  37.00,    284.4700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,C               ,              ,              ,                 ,                       ,            ,                    ,C                                        ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 34,M, 1,  26.00,    312.8600,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,R                  ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 35,M, 1,   2.00,    322.2200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,R                  ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,R                    ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 36,M, 1, 106.00,    332.9600,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,R            ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,F                  ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,                  ,              ,144, 878,A, 38,M, 1,  13.00,    351.3300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R               ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,R                  ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,C               ,              ,R             ,                 ,                       ,            ,                    ,?                                        ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,Albian           ,                  ,              ,144, 878,A, 39,M, 1,  13.00,    361.0300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,R                  ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,Albian           ,                  ,              ,144, 878,A, 41,M, 1,   5.00,    380.2500,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,F                  ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,R                ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,Albian           ,                  ,              ,144, 878,A, 42,M, 1,  15.00,    389.9500,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,R            ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,R                           ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,R           ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,Albian           ,                  ,              ,144, 878,A, 43,M, 1,   2.00,    399.3200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,                              ,C            ,                                 ,                       ,                  ,               ,C                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,F                ,               ,                                         ,                ,              ,              ,                 ,                       ,A           ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 44,M, 2,  98.00,    408.5800,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,C                    ,                ,                              ,             ,                                 ,                       ,                  ,               ,R                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 45,M, 3,   5.00,    411.7500,Arnaud-Vanneau,Benthic Foraminifers                         ,B              ,                  ,                     ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,C             ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 46,M, 2,  37.00,    420.2300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,R                             ,C            ,                                 ,                       ,                  ,               ,F                              ,A                      ,C                                ,                            ,                     ,                   ,                                 ,F                                ,F                              ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 47,R, 2,  24.00,    429.9400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,                              ,C            ,                                 ,                       ,                  ,               ,F                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,F                                ,C                              ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 48,R, 2,  30.00,    437.2700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,                              ,A            ,                                 ,                       ,                  ,R              ,C                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 49,R, 1, 127.00,    446.3700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,A               ,F                             ,VA           ,                                 ,A                      ,                  ,C              ,C                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,C                                ,C                              ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 50,R, 1,  99.00,    455.7900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,                              ,C            ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,F                              ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 51,R, 2,   5.00,    465.9200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,A               ,F                             ,VA           ,                                 ,C                      ,                  ,               ,A                              ,                       ,                                 ,                            ,                     ,                   ,R                                ,C                                ,C                              ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
