Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Turborotalia pseudoampliapertura,Turborotalia increbescens,Tenuitella gemma,Subbotina utilisindex,Subbotina praeturritilina,Subbotina angiporoides angiporoides,Subbotina angiporoides,Pseudohastigerina naguewichiensis,Pseudohastigerina micra,Pseudohastigerina barbadoensis,Paragloborotalia opima nana,Globorotaloides suteri,Globoquadrina tripartita,Globoquadrina tapuriensis,Globigerina venezuelana,Globigerina sp. aff. G. ampliapertura,Globigerina euapertura,Globigerina ampliapertura,Dentoglobigerina galavisi,Chiloguembelinid (unspecified taxon or taxa),Catapsydrax martini,Cassigerinella chipolensis,Tenuitella angustiumbilicata,Paragloborotalia pseudocontinuosa,Globorotaloides sp. 1,Globigerina prasaepis,Dentoglobigerina sp. aff. D. larmeui,Dentoglobigerina larmeui,Catapsydrax unicavus,Catapsydrax sp.,Catapsydrax dissimilis dissimilis,Tenuitella clemenciae,Globorotaloides variabilis,Globigerina ouachitaensis,Dentoglobigerina galavisi/baroemoenensis,Dentoglobigerina baroemoenensis,Turborotalia pseudoampliapertura/increbescens,Paragloborotalia siakensis,Globoquadrina tripartita/sellii,Globoquadrina sellii,Globigerina praebulloides occlusa,Globigerina officinalis,Cassigerinella globulosa,Cassigerinella martinezpicoi,Tenuitella munda,Subbotina gortanii,Globoquadrina praedehiscens,Dentoglobigerina globularis,Globoquadrina rohri,Globorotaloides permicus,Tenuitella clemenciae/munda,Subbotina brazieri,Paragloborotalia sp.,Paragloborotalia opima opima,Globorotalia obesa,Globigerinita juvenilis,Globigerina angulisuturalis,Globigerina anguliofficinalis,Dentoglobigerina globularis/altispira globosa,Dentoglobigerina altispira globosa,Catapsydrax dissimilis ciperoensis,Protentella sp. 1,Protentella sp.,Paragloborotalia semivera,Globigerinita juvenilis/uvula,Globigerina sp. 2,Globigerina sp. 1,Globigerina praebulloides,Globigerina ciperoensis,Protentella clavaticamerata,Globoquadrina binaiensis,Globigerinoides primordius,Globigerinoides praeprimordius,Globorotalia pseudokugleri,Globigerina woodi,Globigerina fariasi,Globorotalia pseudokugleri (ancestral form),Globigerinella? sp.,Globigerina ciperoensis ottnangiensis,Globorotaloides sp. 2,Globorotalia obesa/praesiphonifera,Globorotalia opima nana,Globorotalia mayeri/siakensis,Globoquadrina venezuelana,Globigerina angustiumbilicata,Catapsydrax dissimilis,Protentella navazuelensis,Globoquadrina praedehiscens/dehiscens,Globoquadrina dehiscens,Globorotalia kugleri,Dentoglobigerina altispira altispira,Protentella sp. aff. P. prolixa,Globorotalia pseudokugleri/kugleri,Globorotaloides sp. aff. G. stainforthi,Globigerinita uvula,Globigerinoides quadrilobatus s.l.,Globigerinoides altiaperturus,Globigerinoides obliquus obliquus,Globigerinoides ruber s.l.,Globigerinita glutinata,Globigerinatella insueta,Catapsydrax stainforthi,Sphaeroidinellopsis disjuncta,Praeorbulina sicana,Praeorbulina glomerosa curva,Globigerinoides diminutus,Globigerinoides bisphericus,Praeorbulina transitoria,Praeorbulina glomerosa glomerosa,Globorotalia peripheroronda,Globorotalia scitula,Globorotalia praescitula,Globigerinoides mitra,Orbulina universa,Orbulina suturalis,Globigerinella praesiphonifera,Globorotalia praefohsi,Globorotalia peripheroacuta,Sphaeroidinellopsis kochi,Globorotalia miozea,Globorotalia fohsi lobata,Globorotalia fohsi fohsi,Sphaeroidinellopsis seminulina,Globoturborotalita nepenthes,Globorotaloides hexagona,Globigerinella siphonifera,Globorotalia menardii s.l.,Globorotalia limbata,Globigerinoides obliquus extremus,Neogloboquadrina acostaensis,Candeina nitida,Neogloboquadrina humerosa,Pulleniatina primalis,Globorotalia tumida tumida,Globorotalia plesiotumida,Globorotalia juanai,Globigerinoides conglobatus,Globorotalia margaritae,Pulleniatina obliquiloculata,Globorotalia tumida flexuosa,Sphaeroidinella dehiscens,Globoquadrina conglomerata,Globorotalia crassaformis,Globigerinoides elongatus,Neogloboquadrina dutertrei,Globigerinoides fistulosus,Globorotalia tosaensis,Globorotalia truncatulinoides,Globigerinella calida,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,P21a              ,              ,115, 707,A, 17,H, 1,  38.00,    151.3800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                                ,                         ,A               ,                     ,+                        ,                                   ,                      ,                                 ,                       ,                              ,+                          ,C                     ,                        ,+                        ,+                      ,                                     ,+                     ,                         ,                         ,A                                           ,+                  ,+                         ,A                           ,+                                ,+                    ,+                    ,+                                   ,                        ,+                   ,+              ,+                                ,+                    ,+                         ,+                        ,                                        ,+                              ,                                             ,+                         ,                               ,+                   ,                                 ,R                      ,                        ,                            ,+               ,                  ,                           ,+                          ,+                  ,cf                      ,+                          ,+                 ,+                   ,+                           ,+                 ,R                      ,+                          ,+                            ,+                                            ,R                                 ,+                                 ,                 ,               ,                         ,                             ,                 ,                 ,                         ,                       ,                           ,                        ,                          ,                              ,                          ,                 ,                   ,                                           ,                   ,                                     ,                     ,                                  ,                       ,                             ,                         ,                             ,                      ,                         ,                                     ,                       ,                    ,                                    ,                               ,                                  ,                                       ,                   ,                                  ,                             ,                                 ,                          ,                       ,                        ,                       ,                             ,                   ,                            ,                         ,                           ,                        ,                                ,                           ,                    ,                        ,                     ,                 ,                  ,                              ,                      ,                           ,                         ,                   ,                         ,                        ,                              ,                            ,                        ,                          ,                          ,                    ,                                 ,                            ,               ,                         ,                     ,                          ,                         ,                   ,                           ,                       ,                            ,                            ,                         ,                          ,                         ,                         ,                          ,                          ,                      ,                             ,                     ,reworking few. contamination few. from 115 SR. Chapter 19. Table 3. pages 285-287.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,P20               ,              ,115, 707,A, 20,X, 1,  38.00,    174.0800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,+                               ,+                        ,+               ,+                    ,                         ,                                   ,+                     ,                                 ,                       ,                              ,+                          ,+                     ,                        ,+                        ,                       ,+                                    ,+                     ,+                        ,+                        ,+                                           ,+                  ,+                         ,+                           ,+                                ,+                    ,+                    ,+                                   ,                        ,+                   ,               ,                                 ,+                    ,                          ,+                        ,+                                       ,+                              ,+                                            ,+                         ,+                              ,+                   ,                                 ,+                      ,+                       ,+                           ,+               ,                  ,                           ,                           ,+                  ,+                       ,                           ,                  ,                    ,                            ,                  ,                       ,                           ,                             ,                                             ,                                  ,                                  ,                 ,               ,                         ,                             ,                 ,                 ,                         ,                       ,                           ,                        ,                          ,                              ,                          ,                 ,                   ,                                           ,                   ,                                     ,                     ,                                  ,                       ,                             ,                         ,                             ,                      ,                         ,                                     ,                       ,                    ,                                    ,                               ,                                  ,                                       ,                   ,                                  ,                             ,                                 ,                          ,                       ,                        ,                       ,                             ,                   ,                            ,                         ,                           ,                        ,                                ,                           ,                    ,                        ,                     ,                 ,                  ,                              ,                      ,                           ,                         ,                   ,                         ,                        ,                              ,                            ,                        ,                          ,                          ,                    ,                                 ,                            ,               ,                         ,                     ,                          ,                         ,                   ,                           ,                       ,                            ,                            ,                         ,                          ,                         ,                         ,                          ,                          ,                      ,                             ,                     ,reworking very few. contamination very few. from 115 SR. Chapter 19. Table 3. pages 285-287.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,P20               ,              ,115, 707,A, 20,X, 2,  38.00,    175.5800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,+                               ,+                        ,+               ,+                    ,+                        ,                                   ,+                     ,                                 ,                       ,                              ,+                          ,+                     ,                        ,+                        ,                       ,                                     ,+                     ,cf                       ,+                        ,A                                           ,+                  ,+                         ,                            ,+                                ,+                    ,                     ,+                                   ,+                       ,+                   ,+              ,                                 ,+                    ,                          ,+                        ,                                        ,+                              ,+                                            ,+                         ,                               ,+                   ,                                 ,+                      ,+                       ,+                           ,                ,                  ,                           ,                           ,+                  ,                        ,                           ,                  ,                    ,                            ,                  ,                       ,                           ,                             ,                                             ,                                  ,                                  ,                 ,               ,                         ,                             ,                 ,                 ,                         ,                       ,                           ,                        ,                          ,                              ,                          ,                 ,                   ,                                           ,                   ,                                     ,                     ,                                  ,                       ,                             ,                         ,                             ,                      ,                         ,                                     ,                       ,                    ,                                    ,                               ,                                  ,                                       ,                   ,                                  ,                             ,                                 ,                          ,                       ,                        ,                       ,                             ,                   ,                            ,                         ,                           ,                        ,                                ,                           ,                    ,                        ,                     ,                 ,                  ,                              ,                      ,                           ,                         ,                   ,                         ,                        ,                              ,                            ,                        ,                          ,                          ,                    ,                                 ,                            ,               ,                         ,                     ,                          ,                         ,                   ,                           ,                       ,                            ,                            ,                         ,                          ,                         ,                         ,                          ,                          ,                      ,                             ,                     ,reworking very few. from 115 SR. Chapter 19. Table 3. pages 285-287.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,P20               ,              ,115, 707,A, 20,X, 3,  38.00,    177.0800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,F                               ,                         ,+               ,+                    ,                         ,+                                  ,+                     ,                                 ,                       ,                              ,                           ,+                     ,                        ,+                        ,                       ,+                                    ,                      ,                         ,+                        ,+                                           ,+                  ,+                         ,                            ,+                                ,+                    ,+                    ,+                                   ,                        ,+                   ,               ,                                 ,+                    ,                          ,                         ,                                        ,+                              ,                                             ,                          ,+                              ,                    ,                                 ,+                      ,+                       ,+                           ,+               ,+                 ,cf                         ,+                          ,                   ,                        ,                           ,                  ,                    ,                            ,                  ,                       ,                           ,                             ,                                             ,                                  ,                                  ,                 ,               ,                         ,                             ,                 ,                 ,                         ,                       ,                           ,                        ,                          ,                              ,                          ,                 ,                   ,                                           ,                   ,                                     ,                     ,                                  ,                       ,                             ,                         ,                             ,                      ,                         ,                                     ,                       ,                    ,                                    ,                               ,                                  ,                                       ,                   ,                                  ,                             ,                                 ,                          ,                       ,                        ,                       ,                             ,                   ,                            ,                         ,                           ,                        ,                                ,                           ,                    ,                        ,                     ,                 ,                  ,                              ,                      ,                           ,                         ,                   ,                         ,                        ,                              ,                            ,                        ,                          ,                          ,                    ,                                 ,                            ,               ,                         ,                     ,                          ,                         ,                   ,                           ,                       ,                            ,                            ,                         ,                          ,                         ,                         ,                          ,                          ,                      ,                             ,                     ,from 115 SR. Chapter 19. Table 3. pages 285-287.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,P19               ,              ,115, 707,A, 21,X, 1,  38.00,    183.7800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,+                               ,                         ,+               ,F                    ,                         ,+                                  ,+                     ,C                                ,                       ,C                             ,                           ,+                     ,+                       ,                         ,                       ,F                                    ,R                     ,                         ,                         ,A                                           ,R                  ,+                         ,+                           ,                                 ,+                    ,                     ,+                                   ,                        ,+                   ,+              ,                                 ,+                    ,                          ,                         ,                                        ,                               ,                                             ,                          ,                               ,cf                  ,                                 ,+                      ,                        ,                            ,+               ,                  ,                           ,                           ,                   ,                        ,                           ,                  ,                    ,                            ,                  ,                       ,                           ,                             ,                                             ,                                  ,                                  ,                 ,               ,                         ,                             ,                 ,                 ,                         ,                       ,                           ,                        ,                          ,                              ,                          ,                 ,                   ,                                           ,                   ,                                     ,                     ,                                  ,                       ,                             ,                         ,                             ,                      ,                         ,                                     ,                       ,                    ,                                    ,                               ,                                  ,                                       ,                   ,                                  ,                             ,                                 ,                          ,                       ,                        ,                       ,                             ,                   ,                            ,                         ,                           ,                        ,                                ,                           ,                    ,                        ,                     ,                 ,                  ,                              ,                      ,                           ,                         ,                   ,                         ,                        ,                              ,                            ,                        ,                          ,                          ,                    ,                                 ,                            ,               ,                         ,                     ,                          ,                         ,                   ,                           ,                       ,                            ,                            ,                         ,                          ,                         ,                         ,                          ,                          ,                      ,                             ,                     ,from 115 SR. Chapter 19. Table 3. pages 285-287.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,P19               ,              ,115, 707,A, 21,X, 2,  38.00,    185.2800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,+                               ,                         ,+               ,+                    ,+                        ,+                                  ,+                     ,C                                ,+                      ,C                             ,+                          ,+                     ,+                       ,                         ,+                      ,cf                                   ,                      ,+                        ,                         ,A                                           ,+                  ,+                         ,+                           ,+                                ,+                    ,+                    ,+                                   ,                        ,+                   ,               ,                                 ,+                    ,                          ,                         ,                                        ,                               ,                                             ,                          ,+                              ,                    ,                                 ,                       ,                        ,VR                          ,                ,                  ,                           ,                           ,                   ,                        ,                           ,                  ,                    ,                            ,                  ,                       ,                           ,                             ,                                             ,                                  ,                                  ,                 ,               ,                         ,                             ,                 ,                 ,                         ,                       ,                           ,                        ,                          ,                              ,                          ,                 ,                   ,                                           ,                   ,                                     ,                     ,                                  ,                       ,                             ,                         ,                             ,                      ,                         ,                                     ,                       ,                    ,                                    ,                               ,                                  ,                                       ,                   ,                                  ,                             ,                                 ,                          ,                       ,                        ,                       ,                             ,                   ,                            ,                         ,                           ,                        ,                                ,                           ,                    ,                        ,                     ,                 ,                  ,                              ,                      ,                           ,                         ,                   ,                         ,                        ,                              ,                            ,                        ,                          ,                          ,                    ,                                 ,                            ,               ,                         ,                     ,                          ,                         ,                   ,                           ,                       ,                            ,                            ,                         ,                          ,                         ,                         ,                          ,                          ,                      ,                             ,                     ,from 115 SR. Chapter 19. Table 3. pages 285-287.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,P19               ,              ,115, 707,A, 21,X, 3,  38.00,    186.7800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,F                               ,                         ,+               ,+                    ,+                        ,                                   ,+                     ,+                                ,+                      ,+                             ,+                          ,+                     ,+                       ,                         ,                       ,R                                    ,                      ,+                        ,                         ,+                                           ,+                  ,+                         ,+                           ,+                                ,+                    ,+                    ,+                                   ,                        ,                    ,               ,                                 ,+                    ,                          ,                         ,                                        ,                               ,+                                            ,cf/R                      ,R                              ,VR                  ,R                                ,+                      ,+                       ,                            ,                ,                  ,                           ,                           ,                   ,                        ,                           ,                  ,                    ,                            ,                  ,                       ,                           ,                             ,                                             ,                                  ,                                  ,                 ,               ,                         ,                             ,                 ,                 ,                         ,                       ,                           ,                        ,                          ,                              ,                          ,                 ,                   ,                                           ,                   ,                                     ,                     ,                                  ,                       ,                             ,                         ,                             ,                      ,                         ,                                     ,                       ,                    ,                                    ,                               ,                                  ,                                       ,                   ,                                  ,                             ,                                 ,                          ,                       ,                        ,                       ,                             ,                   ,                            ,                         ,                           ,                        ,                                ,                           ,                    ,                        ,                     ,                 ,                  ,                              ,                      ,                           ,                         ,                   ,                         ,                        ,                              ,                            ,                        ,                          ,                          ,                    ,                                 ,                            ,               ,                         ,                     ,                          ,                         ,                   ,                           ,                       ,                            ,                            ,                         ,                          ,                         ,                         ,                          ,                          ,                      ,                             ,                     ,from 115 SR. Chapter 19. Table 3. pages 285-287.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,P18               ,              ,115, 707,A, 21,X, 4,  38.00,    188.2800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,F                               ,                         ,+               ,C                    ,                         ,+                                  ,+                     ,F                                ,                       ,F                             ,+                          ,+                     ,+                       ,+                        ,                       ,                                     ,+                     ,                         ,+                        ,+                                           ,F                  ,R                         ,+                           ,+                                ,+                    ,+                    ,+                                   ,                        ,+                   ,+              ,F                                ,+                    ,+                         ,+                        ,+                                       ,cf/R                           ,                                             ,                          ,                               ,                    ,                                 ,                       ,                        ,                            ,                ,                  ,                           ,                           ,                   ,                        ,                           ,                  ,                    ,                            ,                  ,                       ,                           ,                             ,                                             ,                                  ,                                  ,                 ,               ,                         ,                             ,                 ,                 ,                         ,                       ,                           ,                        ,                          ,                              ,                          ,                 ,                   ,                                           ,                   ,                                     ,                     ,                                  ,                       ,                             ,                         ,                             ,                      ,                         ,                                     ,                       ,                    ,                                    ,                               ,                                  ,                                       ,                   ,                                  ,                             ,                                 ,                          ,                       ,                        ,                       ,                             ,                   ,                            ,                         ,                           ,                        ,                                ,                           ,                    ,                        ,                     ,                 ,                  ,                              ,                      ,                           ,                         ,                   ,                         ,                        ,                              ,                            ,                        ,                          ,                          ,                    ,                                 ,                            ,               ,                         ,                     ,                          ,                         ,                   ,                           ,                       ,                            ,                            ,                         ,                          ,                         ,                         ,                          ,                          ,                      ,                             ,                     ,from 115 SR. Chapter 19. Table 3. pages 285-287.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,P18               ,              ,115, 707,A, 21,X, 5,  38.00,    189.7800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,F                               ,                         ,+               ,+                    ,                         ,+                                  ,+                     ,+                                ,+                      ,+                             ,+                          ,+                     ,                        ,                         ,+                      ,                                     ,                      ,                         ,+                        ,F                                           ,+                  ,                          ,+                           ,+                                ,+                    ,+                    ,+                                   ,+                       ,+                   ,+              ,+                                ,                     ,                          ,                         ,                                        ,                               ,                                             ,                          ,                               ,                    ,                                 ,                       ,                        ,                            ,                ,                  ,                           ,                           ,                   ,                        ,                           ,                  ,                    ,                            ,                  ,                       ,                           ,                             ,                                             ,                                  ,                                  ,                 ,               ,                         ,                             ,                 ,                 ,                         ,                       ,                           ,                        ,                          ,                              ,                          ,                 ,                   ,                                           ,                   ,                                     ,                     ,                                  ,                       ,                             ,                         ,                             ,                      ,                         ,                                     ,                       ,                    ,                                    ,                               ,                                  ,                                       ,                   ,                                  ,                             ,                                 ,                          ,                       ,                        ,                       ,                             ,                   ,                            ,                         ,                           ,                        ,                                ,                           ,                    ,                        ,                     ,                 ,                  ,                              ,                      ,                           ,                         ,                   ,                         ,                        ,                              ,                            ,                        ,                          ,                          ,                    ,                                 ,                            ,               ,                         ,                     ,                          ,                         ,                   ,                           ,                       ,                            ,                            ,                         ,                          ,                         ,                         ,                          ,                          ,                      ,                             ,                     ,from 115 SR. Chapter 19. Table 3. pages 285-287.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,P18               ,              ,115, 707,A, 21,X, 6,  38.00,    191.2800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,+                               ,+                        ,+               ,A                    ,+                        ,+                                  ,A                     ,+                                ,+                      ,+                             ,+                          ,+                     ,+                       ,+                        ,+                      ,+                                    ,+                     ,+                        ,+                        ,R                                           ,+                  ,+                         ,                            ,                                 ,                     ,                     ,                                    ,                        ,                    ,               ,                                 ,                     ,                          ,                         ,                                        ,                               ,                                             ,                          ,                               ,                    ,                                 ,                       ,                        ,                            ,                ,                  ,                           ,                           ,                   ,                        ,                           ,                  ,                    ,                            ,                  ,                       ,                           ,                             ,                                             ,                                  ,                                  ,                 ,               ,                         ,                             ,                 ,                 ,                         ,                       ,                           ,                        ,                          ,                              ,                          ,                 ,                   ,                                           ,                   ,                                     ,                     ,                                  ,                       ,                             ,                         ,                             ,                      ,                         ,                                     ,                       ,                    ,                                    ,                               ,                                  ,                                       ,                   ,                                  ,                             ,                                 ,                          ,                       ,                        ,                       ,                             ,                   ,                            ,                         ,                           ,                        ,                                ,                           ,                    ,                        ,                     ,                 ,                  ,                              ,                      ,                           ,                         ,                   ,                         ,                        ,                              ,                            ,                        ,                          ,                          ,                    ,                                 ,                            ,               ,                         ,                     ,                          ,                         ,                   ,                           ,                       ,                            ,                            ,                         ,                          ,                         ,                         ,                          ,                          ,                      ,                             ,                     ,reworking very few. contamination very few. from 115 SR. Chapter 19. Table 3. pages 285-287.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
