Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygodiscus diplogrammus	Zeugrhabdotus embergeri	Watznaueria ovata	Watznaueria fossacincta	Watznaueria biporta	Watznaueria barnesae	Vagalapilla stradneri	Tubodiscus jurapelagicus	Tetrapodorhabdus coptensis	Rotelapillus laffittei	Rhagodiscus pseudoangustus	Rhagodiscus infinitus	Rhagodiscus asper	Retecapsa angustiforata	Reinhardtites scutula	Polypodorhabdus madingleyensis	Pickelhaube furtiva	Percivalia fenestrata	Palaeopontosphaera salebrosa	Palaeopontosphaera dubia	Nannoconus steinmannii steinmannii	Nannoconus globulus	Nannoconus abundans	Microstaurus quadratus	Microstaurus chiastius	Markalius circumradiatus	Manivitella pemmatoidea	Flabellites oblongus	Ethmorhabdus anglicus	Ellipsagelosphaera britannica	Cyclagelosphaera margerelii	Conusphaera rothii	Calcicalathina sp. A	Biscutum rotatorium	Assipetra terebrodentarius	Assipetra infracretacea	Zygodiscus xenotus	Zeugrhabdotus choffatii	Speetonia colligata	Rhagodiscus splendens	Rhagodiscus angustus	Rhagodiscus achylostaurion	Retecapsa schizobrachiata	Nannoconus ligius	Nannoconus kamptneri kamptneri	Nannoconus bermudezi	Micrantholithus hoschulzii	Lithraphidites carniolensis	Cruciellipsis cuvillieri	Cretarhabdus conicus	Tegumentum stradneri	Micrantholithus obtusus	Conusphaera mexicana mexicana	Chiastozygus tenuis	Braarudosphaera bigelowii	Zeugrhabdotus erectus	Diazomatolithus lehmanii	Zygodiscus elegans	Vagalapilla sp. 2	Vagalapilla sp. 1	Staurolithites mutterlosei	Lithraphidites bollii	Hayesites irregularis	Axopodorhabdus dietzmannii	Calcicalathina oblongata	Tubodiscus verenae	Nannoconus bucheri	Miravetesina favula	Ellipsagelosphaera spp. (small)	Palaeopontosphaera sp. 1	Eprolithus floralis	Cyclagelosphaera deflandrei	Corollithion achylosum	Chiastozygus litterarius	Bukrylithus ambiguus	Zygrhablithus bijugatus	Tribrachiatus orthostylus	Thoracosphaera sp.	Sphenolithus moriformis	Rhabdosphaera inflata	Reticulofenestra spp. (small)	Reticulofenestra dictyoda	Pseudotriquetrorhabdulus inversus	Pemma papillatum	Neococcolithes dubius	Nannotetrina fulgens	Nannotetrina cristata	Micrantholithus spp.	Discoaster sublodoensis	Discoaster multiradiatus	Discoaster lodoensis	Discoaster barbadiensis	Coccolithus pelagicus	Coccolithus formosus	Coccolithus eopelagicus	Clausicoccus sp.	Clausicoccus fenestratus	Chiasmolithus titus	Chiasmolithus solitus	Chiasmolithus nitidus	Chiasmolithus grandis	Chiasmolithus expansus	Campylosphaera dela	Calcidiscus protoannulus	Pentaster sp.	Nannotetrina sp.	Discoaster saipanensis	Discoaster binodosus	Nannotetrina alata	Discoaster tanii tanii	Discoaster tanii nodifer	Blackites spinosus	Blackites tenuis	Pontosphaera multipora	Chiasmolithus gigas	Pyrocyclus hermosus	Pedinocyclus larvalis	Ericsonia robusta	Sphenolithus radians	Sphenolithus furcatolithoides	Helicosphaera seminulum	Chiasmolithus consuetus	Bramletteius serraculoides	Cyclicargolithus floridanus	Lanternithus minutus	Helicosphaera bramlettei	Sphenolithus editus	Helicosphaera salebrosa	Discoaster bifax	Dictyococcites retiformis	Dictyococcites bisectus	Comment

  SR	Middle Eocene    	                 	NP15              	              	149	 897	D	  2	R	 1	  42.00	    607.2200	Liu      	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	R                        	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	C                      	                         	F                 	F                      	                     	C                            	C                        	F                                	F               	                     	                    	F                    	                    	                       	                        	                    	F                      	A                    	C                   	R                      	F               	F                       	R                  	F                    	R                    	F                    	R                     	F                  	F                       	             	                	R                     	R                   	                  	                      	R                       	R                 	                	R                     	R                  	                   	                     	                 	R                   	F                            	                       	                       	F                         	F                          	R                   	R                       	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP15              	              	149	 897	D	  2	R	 2	 100.00	    609.3000	Liu      	Nannofossils                                 	C              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	                         	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	C                      	                         	F                 	F                      	                     	C                            	C                        	F                                	R               	                     	R                   	R                    	                    	                       	                        	                    	F                      	A                    	C                   	R                      	F               	R                       	R                  	F                    	R                    	F                    	R                     	R                  	R                       	             	                	F                     	R                   	                  	                      	R                       	R                 	R               	R                     	R                  	                   	                     	                 	R                   	R                            	                       	R                      	R                         	F                          	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP15              	              	149	 897	D	  2	R	 3	  97.00	    610.7700	Liu      	Nannofossils                                 	C              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	                         	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	F                      	                         	R                 	F                      	                     	F                            	C                        	R                                	                	R                    	                    	R                    	                    	                       	                        	                    	F                      	C                    	F                   	F                      	R               	R                       	R                  	R                    	R                    	R                    	                      	R                  	R                       	             	R               	F                     	                    	                  	                      	R                       	                  	                	                      	                   	                   	                     	R                	R                   	R                            	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP15              	              	149	 897	D	  2	R	 4	   4.00	    611.1500	Liu      	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	                         	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	C                      	                         	R                 	C                      	                     	C                            	A                        	C                                	                	R                    	R                   	F                    	                    	                       	                        	                    	F                      	A                    	C                   	F                      	F               	R                       	R                  	F                    	R                    	F                    	R                     	F                  	F                       	             	R               	F                     	                    	R                 	                      	R                       	R                 	                	                      	F                  	R                  	                     	                 	R                   	R                            	R                      	R                      	R                         	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP15              	              	149	 897	D	  2	R	 5	   8.00	    612.6900	Liu      	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	F                        	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	F                      	                         	R                 	F                      	                     	C                            	A                        	F                                	F               	R                    	R                   	F                    	                    	                       	                        	                    	F                      	A                    	C                   	F                      	R               	F                       	R                  	F                    	R                    	F                    	R                     	F                  	F                       	             	R               	F                     	                    	R                 	                      	R                       	R                 	                	                      	R                  	R                  	                     	R                	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP15              	              	149	 897	D	  2	R	 5	  25.00	    612.8600	Liu      	Nannofossils                                 	C              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	R                        	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	R                      	R                        	F                 	F                      	                     	F                            	A                        	F                                	R               	                     	R                   	F                    	                    	                       	                        	R                   	F                      	A                    	C                   	F                      	R               	R                       	F                  	F                    	F                    	R                    	                      	F                  	R                       	             	R               	F                     	R                   	                  	R                     	R                       	                  	R               	                      	R                  	R                  	R                    	R                	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP15              	              	149	 897	D	  2	R	CC	  14.00	    613.0500	Liu      	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	                         	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	F                      	                         	F                 	F                      	R                    	A                            	A                        	C                                	R               	R                    	F                   	F                    	                    	                       	                        	                    	F                      	A                    	C                   	F                      	R               	R                       	F                  	F                    	F                    	R                    	                      	F                  	R                       	             	R               	F                     	R                   	F                 	R                     	R                       	R                 	R               	R                     	R                  	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP15              	              	149	 897	D	  3	R	 1	  49.00	    616.9900	Liu      	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	F                        	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	C                      	                         	F                 	F                      	                     	A                            	A                        	A                                	F               	R                    	R                   	R                    	R                   	                       	                        	R                   	F                      	A                    	C                   	F                      	F               	F                       	F                  	F                    	F                    	R                    	R                     	F                  	F                       	             	R               	F                     	                    	R                 	                      	R                       	R                 	                	R                     	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP15              	              	149	 897	D	  3	R	 1	 130.00	    617.8000	Liu      	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	F                        	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	C                      	                         	F                 	F                      	                     	C                            	C                        	C                                	F               	R                    	R                   	R                    	R                   	                       	                        	                    	F                      	A                    	C                   	F                      	F               	F                       	F                  	F                    	F                    	R                    	R                     	F                  	F                       	R            	R               	F                     	R                   	R                 	                      	R                       	R                 	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP15              	              	149	 897	D	  3	R	 2	  47.00	    618.4700	Liu      	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	F                        	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	A                      	                         	R                 	F                      	R                    	A                            	A                        	A                                	C               	                     	R                   	R                    	R                   	                       	                        	R                   	F                      	A                    	F                   	F                      	F               	F                       	F                  	C                    	F                    	R                    	R                     	F                  	F                       	             	R               	F                     	R                   	R                 	                      	R                       	R                 	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP14              	              	149	 897	D	  3	R	 2	 140.00	    619.4000	Liu      	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	F                        	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	A                      	                         	R                 	F                      	F                    	C                            	A                        	C                                	R               	R                    	                    	F                    	R                   	                       	                        	                    	C                      	A                    	C                   	F                      	F               	F                       	F                  	C                    	F                    	F                    	F                     	F                  	F                       	             	R               	F                     	R                   	R                 	                      	                        	R                 	R               	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP14              	              	149	 897	D	  3	R	 3	  70.00	    620.2000	Liu      	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	F                        	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	A                      	                         	F                 	F                      	F                    	C                            	A                        	C                                	                	R                    	                    	F                    	                    	R                      	                        	R                   	C                      	A                    	C                   	F                      	F               	F                       	F                  	C                    	F                    	F                    	F                     	F                  	F                       	             	R               	F                     	F                   	R                 	R                     	F                       	R                 	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP14              	              	149	 897	D	  3	R	 3	 113.00	    620.6300	Liu      	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	F                        	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	C                      	                         	R                 	R                      	F                    	C                            	A                        	C                                	C               	R                    	                    	                     	                    	R                      	R                       	                    	C                      	C                    	F                   	F                      	F               	F                       	F                  	F                    	F                    	F                    	F                     	F                  	F                       	R            	R               	F                     	R                   	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Middle Eocene    	                 	NP14              	              	149	 897	D	  3	R	 4	  22.00	    621.2700	Liu      	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	                    	                     	                        	                          	                      	                          	                     	                 	                       	                     	                              	                   	                     	                            	                        	                                  	                   	                   	                      	                      	                        	                       	                    	                     	                             	                           	                  	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	                          	                           	                        	                    	                    	                       	                             	                   	R                        	                     	                        	                  	                 	                 	                          	                     	                     	                          	                        	                  	                  	                   	                               	                        	                   	                           	                      	                        	                    	C                      	R                        	F                 	F                      	F                    	C                            	A                        	F                                	R               	R                    	R                   	R                    	R                   	R                      	F                       	F                   	C                      	C                    	C                   	F                      	F               	F                       	F                  	F                    	F                    	F                    	R                     	F                  	R                       	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 3. Table 4. page 68.

  SR	Late Aptian      	                 	CC7b              	              	149	 897	D	  6	R	 3	  28.00	    648.2800	de Kaenel	Nannofossils                                 	A              	X                 	R                      	F                      	                 	F                      	                   	F                   	R                    	R                       	                          	                      	R                         	+                    	F                	                       	R                    	+                             	R                  	                     	                            	F                       	                                  	                   	                   	                      	F                     	R                       	R                      	R                   	                     	                             	R                          	                  	+                   	R                  	+                         	                       	R                 	                       	                   	                     	R                   	                          	                         	                 	                              	                    	                          	R                          	                        	                    	R                   	                       	                             	                   	                         	                     	F                       	R                 	                 	                 	+                         	                     	R                    	+                         	                        	                  	                  	                   	R                              	R                       	R                  	R                          	R                     	R                       	+                   	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

  SR	Late Aptian      	                 	CC7b              	              	149	 897	D	  6	R	CC	   3.00	    648.6400	de Kaenel	Nannofossils                                 	A              	P                 	                       	                       	                 	                       	                   	C                   	                     	                        	                          	+                     	                          	                     	C                	R                      	F                    	                              	                   	R                    	                            	                        	F                                 	                   	                   	F                     	R                     	                        	                       	                    	                     	                             	R                          	+                 	                    	                   	                          	                       	                  	                       	                   	                     	                    	                          	                         	                 	                              	                    	R                         	C                          	                        	                    	                    	R                      	R                            	                   	                         	                     	                        	+                 	                 	                 	                          	                     	+                    	                          	                        	                  	                  	                   	                               	+                       	                   	                           	                      	                        	                    	                       	                         	                  	                       	                     	                             	                         	                                 	                	                     	                    	                     	                    	                       	                        	                    	                       	                     	                    	                       	                	                        	                   	                     	                     	                     	                      	                   	                        	             	                	                      	                    	                  	                      	                        	                  	                	                      	                   	                   	                     	                 	                    	                             	                       	                       	                          	                           	                    	                        	                   	                       	                	                         	                       	from 149 SR. Chapter 2. Table 4. page 40.

