Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Phormostichoartus marylandicus,Eucyrtidium diaphanes,Didymocyrtis (?) bassanii,Artophormis gracilis,Theocorys spongoconus,Eucyrtidium sp.,Didymocyrtis prismatica,Theocyrtis annosa,Calocycletta robusta,Calocycletta serrata,Tristylospyris triceros,Lychnocanoma elongata,Calocycletta virginis,Stichocorys delmontensis,Cyrtocapsella tetrapera,Cyrtocapsella cornuta,Cyrtocapsella japonica,Didymocyrtis tubaria,Didymocyrtis violina,Stichocorys wolffii,Didymocyrtis laticonus,Didymocyrtis mammifera,Phormostichoartus corbula,Lithopera neotera,Liriospyris parkerae,Diartus petterssoni,Calocycletta caepa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 13,H, 6,  60.00,    119.1000,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,                       ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,+                        ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 14,H, 2,  60.00,    122.6000,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,+                        ,                 ,                    ,                   ,?                 ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 14,H, 4,  60.00,    125.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,+                        ,+                ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 14,H, 6,  60.00,    128.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,+                        ,                 ,                    ,T                  ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 15,H, 2,  60.00,    132.1000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 15,H, 4,  60.00,    135.1000,Nigrini  ,Radiolarians                                 ,F              ,P                 ,                              ,                     ,                         ,                    ,                     ,               ,T                      ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 15,H, 6,  60.00,    138.1000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,                       ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,                         ,                 ,                    ,?                  ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 16,H, 2,  60.00,    141.6000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 16,H, 4,  60.00,    144.6000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 16,H, 6,  60.00,    147.6000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,+                     ,                    ,                    ,                   ,+                     ,                      ,                         ,                 ,                    ,                   ,+                 ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 17,H, 2,  60.00,    151.1000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,+                     ,                    ,                    ,                   ,+                     ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 17,H, 4,  60.00,    154.1000,Nigrini  ,Radiolarians                                 ,R              ,P-M               ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,+                     ,                    ,                    ,                   ,+                     ,                      ,+                        ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 17,H, 6,  60.00,    157.1000,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,                       ,                     ,+                     ,                    ,                    ,                   ,                      ,                      ,+                        ,                 ,                    ,                   ,?                 ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 18,H, 2,  60.00,    160.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,                       ,                     ,+                     ,                    ,                    ,                   ,+                     ,                      ,+                        ,+                ,                    ,                   ,?                 ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 18,H, 4,  55.00,    163.5500,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,+                        ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 19,H, 2,  60.00,    170.1000,Nigrini  ,Radiolarians                                 ,F              ,G                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,                       ,                     ,+                     ,                    ,                    ,                   ,+                     ,                      ,+                        ,+                ,                    ,                   ,+                 ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 19,H, 6,  60.00,    176.1000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,                       ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 20,H, 2,  60.00,    179.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,+                      ,                     ,+                     ,                    ,                    ,                   ,+                     ,                      ,+                        ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 20,H, 4,  60.00,    182.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,T                      ,                     ,                      ,                    ,                    ,+                  ,+                     ,                      ,+                        ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 20,H, 6,  13.00,    185.1300,Nigrini  ,Radiolarians                                 ,C              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,+                      ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 21,H, 2,  60.00,    189.1000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,+                      ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,                         ,+                ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 21,H, 4,  60.00,    192.1000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,T                       ,                       ,                     ,?                     ,                    ,                    ,                   ,+                     ,                      ,                         ,?                ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 21,H, 6,  60.00,    195.1000,Nigrini  ,Radiolarians                                 ,C              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,T                       ,                       ,                     ,+                     ,                    ,                    ,                   ,+                     ,                      ,+                        ,+                ,                    ,T                  ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 22,H, 2,  60.00,    198.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,+                      ,                     ,+                     ,                    ,                    ,                   ,+                     ,                      ,+                        ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 22,H, 4,  60.00,    201.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,T                      ,                     ,                      ,                    ,                    ,T                  ,+                     ,                      ,+                        ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 23,H, 2,  60.00,    205.1000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,+                      ,T                    ,                      ,                    ,                    ,                   ,                      ,                      ,+                        ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 23,H, 4,  60.00,    208.1000,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,T                      ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 23,H, 6,  60.00,    211.1000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,T                       ,                       ,                     ,+                     ,                    ,                    ,                   ,                      ,                      ,+                        ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 24,H, 2,  60.00,    214.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,T                    ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,+                      ,                     ,+                     ,                    ,                    ,                   ,+                     ,                      ,+                        ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 25,X, 2,  60.00,    224.1000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,+                      ,                     ,                      ,                    ,                    ,                   ,+                     ,                      ,+                        ,                 ,                    ,+                  ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 25,X, 4,  60.00,    227.1000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,-                    ,+                       ,+                      ,+                    ,+                     ,                    ,                    ,?                  ,+                     ,?                     ,F                        ,                 ,                    ,T                  ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 25,X, 6,  60.00,    230.1000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,+                       ,+                      ,+                    ,                      ,                    ,                    ,                   ,+                     ,                      ,F                        ,                 ,                    ,T                  ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 26,X, 2,  60.00,    233.4000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,-                    ,                        ,+                      ,                     ,                      ,                    ,                    ,                   ,                      ,+                     ,+                        ,+                ,                    ,-                  ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 26,X, 4,  60.00,    236.4000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,-                    ,                        ,+                      ,                     ,                      ,                    ,                    ,                   ,+                     ,+                     ,+                        ,+                ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 904,A, 26,X, 6,  60.00,    239.4000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,?                        ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,-                    ,+                       ,+                      ,                     ,                      ,                    ,                    ,                   ,                      ,                      ,-                        ,-                ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. alata (RN5)    ,              ,150, 904,A, 27,X, 2,  60.00,    243.0000,Nigrini  ,Radiolarians                                 ,C              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,+                    ,F                       ,+                      ,+                    ,                      ,                    ,                    ,+                  ,+                     ,+                     ,-                        ,-                ,+                   ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. alata (RN5)    ,              ,150, 904,A, 27,X, 4,  58.00,    245.9800,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,+                        ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,+                    ,+                       ,+                      ,                     ,                      ,                    ,                    ,                   ,                      ,+                     ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. alata (RN5)    ,              ,150, 904,A, 27,X, 6,  60.00,    249.0000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,-                    ,                        ,-                      ,                     ,                      ,-                   ,                    ,                   ,+                     ,                      ,-                        ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. alata (RN5)    ,              ,150, 904,A, 28,X, 2,  60.00,    252.4000,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                              ,-                    ,+                        ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,-                    ,+                       ,+                      ,                     ,                      ,-                   ,                    ,                   ,-                     ,+                     ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. alata (RN5)    ,              ,150, 904,A, 28,X, 4,  60.00,    255.4000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,-                    ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,+                    ,?                       ,+                      ,                     ,?                     ,+                   ,                    ,                   ,-                     ,+                     ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. wolffii (RN3)  ,C. costata (RN4),150, 904,A, 28,X, 6,  60.00,    257.9000,Nigrini  ,Radiolarians                                 ,F              ,P                 ,                              ,+                    ,T                        ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,+                    ,                        ,+                      ,                     ,                      ,                    ,+                   ,                   ,-                     ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. wolffii (RN3)  ,C. costata (RN4),150, 904,A, 29,X, 2,  60.00,    262.2000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,                     ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,+                    ,                        ,+                      ,+                    ,                      ,+                   ,+                   ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. wolffii (RN3)  ,C. costata (RN4),150, 904,A, 29,X, 4,  58.00,    265.1800,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,+                    ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,+                    ,?                       ,+                      ,+                    ,+                     ,+                   ,?                   ,+                  ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. wolffii (RN3)  ,C. costata (RN4),150, 904,A, 29,X, 6,  60.00,    268.2000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,-                             ,+                    ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,+                    ,                        ,+                      ,+                    ,                      ,                    ,+                   ,+                  ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
