Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stylosphaera radiosa	Stylatractus santaeannae	Hexastylus spp.	Heliodiscus(?) sp. B	Actinomma sp. B	Stylosphaera sp. B	Siphocampe sp.	Orosphaera sp.	Lychnocanoma conica	Lamprocyclas sp.	Cenosphaera sp.	Carpocanarium papillosum	Amphistylus angelinus	Stylosphaera sp. C	Cycladophora sp.	Ceratocyrtis stigi	Prunopyle hayesi	Cyrtocapsella tetrapera	Corythospyris fiscella	Spongodiscus craticulatus	Lithartractus timmsi?	Actinomma magnifenestra	Hexalonche philosophica?	Cyrtocapsella longithorax	Cycladophora golli golli	Stylatractus universus	Stylacontarium bispiculum	Stauroxiphos communis	Eucyrtidium cienkowskii	Cycladophora golli regipileus	Stylatractus neptunus	Prunopyle sp. B	Dendrospyris stabilis	Acrosphaera spp.	Triceraspyris coronata	Eucyrtidium calvertense	Eucyrtidium punctatum	Stylosphaera sp. A	Eucyrtidium sp. B	Saturnalis circularis	Lampromitra coronata	Druppatractus hastatus	Dictyophimus crisiae	Desmospyris rhodospyroides	Circodiscus ellipticus	Lychnocanoma sp. B	Lamprocyclas aegles	Ceratocyrtis sp.	Calocyclas disparidens	Velicucullus sp.	Thyrsocyrtis clausa	Pterocanium sp.	Pterocanium korotnevi	Lamprocyrtis (?) cf. hannai	Hexacontium cf. enthacanthum	Gondwanaria deflandrei	Prunopyle sp. D	Eucyrtidium sp. A	Calocyclas humerus	Stylatractus universus var. transparum	Lithomelissa stigi	Spongoplegma sp.	Pterocanium charybdeum trilobum	Cyrtocapsella japonica	Velicucullus cf. oddgurneri	Stichocorys peregrina	Heliodiscus sp. A	Rhopalastrum spp.	Didymocyrtis/Diartus spp.	Acrosphaera mercurius	Spongomelissa dilli	Peripyramis circumtexta	Actinomma golownini	Trissocyclid sp. A	Stylodictya validispina	Spongopyle osculosa	Dendrospyris rhodospyroides	Stichopileum bicorne?	Cornutella profunda	Cornutella clathrata	Cyrtocapsella cornuta	Cycladophora spongothorax	Antarctissa deflandrei	Rhopalodictyum sp.	Prunopyle titan	Lithocarpium polyacantha	Collosphaerid sp. B	Cycladophora bicornis	Eucyrtidium pseudoinflatum	Dendrospyris megalocephalis	Acrosphaera australis	Siphonosphaera vesuvius	Dendrospyris cf. megalocephalis	Antarctissa denticulata	Lychnocanium grande	Anthocyrtidium sp.	Spongotrochus glacialis	Cycladophora pliocenica	Acrosphaera labrata	Antarctissa cylindrica	Amphymenium challengerae	Antarctissa strelkovi	Desmospyris spongiosa	Helotholus vema	Cycladophora davisiana	Triceraspyris antarctica	Comment

  SR	                 	                 	A. golownini      	              	120	 747	A	  7	H	 2	  45.00	     58.4500	Abelmann-Gersonde	Radiolarians                                 	T              	P                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	F                    	                  	                	                  	R               	                       	                      	                         	                     	                       	                        	                         	                        	                      	                         	                     	C                      	                             	                     	               	                     	                	F                     	                       	                     	                  	                 	                     	                    	                      	                    	C                         	                      	                  	                   	                	                      	                	                   	R              	C                    	                           	R                           	                      	               	                 	C                 	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	F                  	T                 	                       	                   	R                          	F                    	                   	                    	                     	R                        	F                     	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	A. golownini      	              	120	 747	A	  7	H	 3	  45.00	     59.9500	Abelmann-Gersonde	Radiolarians                                 	T              	P                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	F                    	                  	                	                  	T               	+                      	                      	                         	A                    	                       	                        	                         	+                       	                      	                         	                     	T                      	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	                    	+                     	                    	F                         	                      	                  	                   	                	                      	                	                   	               	F                    	                           	T                           	                      	               	                 	R                 	                                      	R                 	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	C                  	                  	                       	                   	T                          	                     	                   	                    	                     	+                        	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	A. golownini      	              	120	 747	A	  7	H	 4	  45.00	     61.4500	Abelmann-Gersonde	Radiolarians                                 	F              	P                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	T                       	T                    	                  	                	                  	R               	                       	                      	                         	F                    	                       	                        	                         	                        	R                     	                         	T                    	R                      	                             	R                    	               	                     	                	                      	                       	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	R                           	                      	               	                 	R                 	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	F                  	                  	                       	                   	R                          	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	A. golownini      	              	120	 747	A	  7	H	 5	  45.00	     62.9500	Abelmann-Gersonde	Radiolarians                                 	F              	M-G               	                    	                        	               	                    	               	                  	              	              	                   	                	               	T                       	R                    	                  	                	                  	                	                       	                      	                         	                     	                       	                        	                         	                        	                      	                         	F                    	R                      	                             	R                    	               	                     	                	                      	F                      	                     	                  	                 	                     	                    	T                     	                    	                          	                      	T                 	                   	                	                      	                	                   	R              	                     	                           	C                           	                      	               	                 	F                 	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	R                  	                  	                       	                   	R                          	                     	R                  	T                   	R                    	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	A. golownini      	              	120	 747	A	  7	H	 6	  45.00	     64.4500	Abelmann-Gersonde	Radiolarians                                 	R              	P-M               	                    	R                       	               	                    	               	                  	              	              	                   	                	               	T                       	R                    	                  	                	T                 	F               	                       	                      	                         	A                    	                       	+                       	                         	                        	                      	                         	R                    	C                      	                             	R                    	               	                     	                	R                     	R                      	                     	                  	                 	R                    	                    	R                     	                    	A                         	                      	R                 	                   	R               	                      	R               	                   	R              	C                    	                           	                            	                      	               	                 	F                 	                                      	                  	                	                               	R                     	                           	                     	                 	F                	                         	                     	                   	                       	F                  	                  	R                      	                   	R                          	R                    	R                  	T                   	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	A. golownini      	              	120	 747	A	  7	H	 7	  45.00	     65.9500	Abelmann-Gersonde	Radiolarians                                 	R              	M                 	                    	                        	               	                    	R              	                  	              	              	                   	                	               	                        	T                    	                  	                	                  	R               	                       	                      	                         	                     	                       	                        	                         	                        	                      	                         	T                    	R                      	                             	R                    	               	                     	                	                      	                       	                     	                  	                 	                     	                    	R                     	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	R                           	                      	               	                 	R                 	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	R                  	T                 	                       	                   	R                          	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	C. humerus        	              	120	 747	A	  7	H	CC	  17.00	     66.4000	Abelmann-Gersonde	Radiolarians                                 	R              	P                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	R                       	                     	                  	                	                  	R               	R                      	                      	                         	F                    	                       	                        	                         	                        	R                     	                         	R                    	R                      	                             	T                    	               	                     	                	                      	F                      	                     	                  	                 	+                    	                    	                      	                    	C                         	                      	R                 	                   	                	                      	                	                   	T              	                     	                           	R                           	R                     	               	                 	R                 	                                      	                  	                	                               	                      	T                          	R                    	                 	                 	R                        	                     	                   	R                      	R                  	R                 	R                      	R                  	R                          	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	C. humerus        	              	120	 747	A	  8	H	 1	  45.00	     66.4500	Abelmann-Gersonde	Radiolarians                                 	R              	P                 	                    	                        	               	                    	               	                  	              	              	C                  	                	               	T                       	R                    	                  	                	                  	F               	T                      	                      	                         	R                    	                       	                        	                         	                        	                      	                         	                     	F                      	T                            	R                    	               	                     	                	                      	                       	                     	                  	                 	                     	                    	T                     	                    	F                         	+                     	R                 	                   	                	                      	                	                   	T              	                     	                           	                            	                      	               	                 	F                 	                                      	                  	                	                               	                      	                           	R                    	                 	                 	                         	                     	T                  	                       	+                  	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	C. humerus        	              	120	 747	A	  8	H	 2	  45.00	     67.9500	Abelmann-Gersonde	Radiolarians                                 	R              	P                 	                    	                        	               	                    	               	                  	              	              	C                  	                	               	T                       	R                    	                  	                	                  	                	                       	                      	                         	R                    	                       	                        	                         	                        	                      	F                        	                     	F                      	                             	T                    	               	                     	                	                      	                       	                     	                  	                 	                     	                    	R                     	                    	                          	                      	R                 	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	T                  	R                      	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	C. humerus        	              	120	 747	A	  8	H	 3	  45.00	     69.4500	Abelmann-Gersonde	Radiolarians                                 	T              	P                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	T                       	                     	                  	                	                  	                	T                      	                      	                         	                     	                       	                        	                         	                        	                      	                         	                     	R                      	                             	T                    	               	                     	                	                      	                       	                     	R                 	                 	                     	                    	                      	                    	                          	                      	F                 	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	C. humerus        	              	120	 747	A	  8	H	 4	  45.00	     70.9500	Abelmann-Gersonde	Radiolarians                                 	R              	P                 	                    	                        	               	                    	               	T                 	              	              	F                  	                	               	R                       	R                    	                  	                	                  	                	C                      	                      	                         	C                    	                       	                        	                         	+                       	R                     	C                        	T                    	                       	T                            	R                    	               	                     	                	                      	R                      	+                    	R                 	                 	                     	                    	R                     	                    	R                         	                      	T                 	                   	                	                      	                	                   	               	                     	R                          	                            	                      	               	                 	T                 	                                      	                  	                	                               	F                     	T                          	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	C. humerus        	              	120	 747	A	  8	H	 5	  45.00	     72.4500	Abelmann-Gersonde	Radiolarians                                 	T              	P                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	T                       	                     	                  	                	                  	                	                       	                      	                         	                     	                       	                        	                         	                        	                      	                         	                     	                       	                             	                     	               	                     	                	                      	                       	                     	T                 	                 	                     	                    	                      	                    	                          	                      	T                 	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	C. humerus        	              	120	 747	A	  8	H	 6	  45.00	     73.9500	Abelmann-Gersonde	Radiolarians                                 	R              	M                 	                    	F                       	               	                    	R              	T                 	              	              	C                  	                	               	R                       	F                    	                  	                	                  	R               	C                      	                      	                         	F                    	F                      	R                       	                         	                        	                      	F                        	R                    	T                      	                             	R                    	R              	                     	                	+                     	F                      	                     	                  	                 	+                    	                    	R                     	                    	                          	F                     	R                 	                   	                	                      	+               	+                  	T              	                     	R                          	                            	                      	               	R                	T                 	                                      	                  	                	                               	                      	                           	                     	T                	R                	R                        	+                    	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	C. humerus        	              	120	 747	A	  8	H	CC	  24.00	     75.6300	Abelmann-Gersonde	Radiolarians                                 	A              	M                 	                    	                        	               	                    	T              	T                 	              	              	F                  	                	               	R                       	C                    	                  	                	                  	                	F                      	                      	                         	C                    	                       	                        	                         	                        	                      	                         	F                    	C                      	                             	R                    	               	                     	                	                      	C                      	F                    	R                 	                 	R                    	                    	F                     	                    	                          	                      	R                 	                   	                	                      	                	                   	F              	                     	T                          	R                           	                      	               	F                	T                 	                                      	                  	                	                               	                      	T                          	F                    	T                	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768

  SR	                 	                 	E. punctatum      	              	120	 747	A	  9	H	 2	  45.00	     76.0400	Lazarus  	Radiolarians                                 	C              	M                 	                    	F                       	               	                    	               	                  	              	              	R                  	                	               	                        	F                    	                  	                	                  	                	C                      	                      	                         	C                    	                       	F                       	R                        	                        	                      	C                        	                     	F                      	                             	                     	               	                     	                	                      	R                      	+                    	                  	                 	                     	                    	R                     	                    	                          	R                     	                  	R                  	                	                      	                	R                  	               	                     	                           	                            	                      	               	                 	                  	                                      	+                 	                	                               	R                     	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	E. punctatum      	              	120	 747	A	  9	H	 3	  45.00	     77.5400	Lazarus  	Radiolarians                                 	F/C            	P-M               	                    	R                       	               	                    	               	                  	              	              	F                  	                	               	                        	F                    	                  	                	                  	R               	C                      	                      	                         	F                    	                       	R                       	                         	                        	                      	C                        	                     	R                      	                             	                     	               	                     	                	                      	F                      	F                    	                  	                 	                     	                    	R                     	                    	                          	R                     	                  	+                  	                	                      	+               	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	R               	+                              	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	E. punctatum      	              	120	 747	A	  9	H	 4	  45.00	     79.0400	Lazarus  	Radiolarians                                 	C              	P-M               	                    	F                       	               	                    	               	                  	              	              	+                  	                	               	                        	F                    	                  	                	                  	F               	C                      	                      	                         	F                    	R                      	F                       	R                        	                        	                      	C                        	                     	F                      	                             	                     	               	                     	                	                      	F                      	                     	                  	                 	                     	                    	F                     	                    	                          	F                     	                  	                   	                	                      	                	R                  	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	E. punctatum      	              	120	 747	A	  9	H	 5	  45.00	     80.5400	Lazarus  	Radiolarians                                 	C              	M                 	                    	F                       	               	                    	               	                  	              	              	R                  	                	               	                        	F                    	                  	                	                  	                	C                      	                      	                         	F                    	                       	F                       	                         	                        	                      	C                        	                     	R                      	                             	                     	               	                     	                	                      	F                      	+                    	                  	                 	                     	                    	                      	                    	                          	R                     	                  	+                  	                	                      	R               	                   	               	                     	                           	                            	                      	               	R                	                  	+                                     	+                 	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790
