Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Hedbergella sp.	Rotalipora greenhornensis	Hedbergella planispira	Dicarinella algeriana	Whiteinella aprica	Praeglobotruncana stephani	Heterohelix moremani	Hedbergella delrioensis	Globigerinelloides ultramicrus	Rotalipora deeckei	Rotalipora cushmani	Praeglobotruncana gibba	Praeglobotruncana aumalensis	Dicarinella hagni	Whiteinella baltica	Heterohelix reussi	Helvetoglobotruncana helvetica	Dicarinella imbricata	Dicarinella canaliculata	Whiteinella brittonensis	Marginotruncana sigali	Whiteinella sp.	Whiteinella praehelvetica	Marginotruncana sinuosa	Marginotruncana schneegansi	Marginotruncana pseudolinneiana	Dicarinella primitiva	Heterohelix globulosa	Hedbergella holmdelensis	Globigerinelloides messinae	Globigerinelloides bollii	Heterohelix carinata	Pseudotextularia elegans	Globotruncana ventricosa	Globotruncana arca	Contusotruncana fornicata	Globotruncanita stuartiformis	Globotruncana mariei	Contusotruncana patelliformis	Globotruncanita elevata	Globotruncana orientalis	Globotruncana rosetta	Globotruncana bulloides	Pseudoguembelina costulata	Heterohelix striata	Globotruncana linneiana	Rugoglobigerina sp.	Hedbergella monmouthensis	Globotruncanita subspinosa	Rugoglobigerina rugosa	Rugoglobigerina hexacamerata	Laeviheterohelix dentata	Globotruncanita stuarti	Globotruncana aegyptiaca	Comment

  SR	Campanian        	                 	                  	              	143	 869	B	 12	R	CC	   4.00	    236.6400	Sliter   	Planktonic Foraminifers                      	F              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	+                          	                         	                    	                        	                        	+                 	+                        	+                            	                    	                             	+                      	                        	                     	+                      	                          	                   	+                      	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 13	R	 4	  41.00	    251.1100	Sliter   	Planktonic Foraminifers                      	F              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	+                    	                        	                           	+                        	                    	                        	                        	+                 	+                        	+                            	+                   	                             	                       	                        	                     	+                      	+                         	+                  	                       	+                  	+                        	+                         	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 13	R	 4	  44.00	    251.1400	Sliter   	Planktonic Foraminifers                      	F              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	+                 	+                        	cf                           	+                   	                             	                       	                        	                     	                       	                          	                   	+                      	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 13	R	CC	   7.00	    251.5100	Sliter   	Planktonic Foraminifers                      	F              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	+                        	                    	                        	                        	+                 	                         	+                            	                    	                             	                       	                        	                     	                       	+                         	+                  	+                      	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 14	R	CC	  22.00	    256.0200	Sliter   	Planktonic Foraminifers                      	VR             	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	cf                  	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 15	R	CC	  16.00	    272.0400	Sliter   	Planktonic Foraminifers                      	C              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	+                 	+                        	+                            	+                   	                             	                       	+                       	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 16	R	CC	  12.00	    276.1500	Sliter   	Planktonic Foraminifers                      	C              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	+                 	+                        	+                            	+                   	+                            	                       	                        	+                    	+                      	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 17	R	CC	  10.00	    286.8100	Sliter   	Planktonic Foraminifers                      	F              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	+                        	                             	+                   	+                            	                       	                        	+                    	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 19	R	CC	  24.00	    308.1900	Sliter   	Planktonic Foraminifers                      	VR             	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	cf                       	+                            	                    	                             	+                      	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 20	R	CC	  23.00	    319.0900	Sliter   	Planktonic Foraminifers                      	F              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	+                 	+                        	+                            	+                   	                             	+                      	cf                      	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 22	R	 3	  26.00	    335.8600	Sliter   	Planktonic Foraminifers                      	R              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	+                       	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 23	R	CC	  15.00	    345.9500	Sliter   	Planktonic Foraminifers                      	A              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	+                 	+                        	+                            	+                   	+                            	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Campanian        	                 	                  	              	143	 869	B	 25	R	CC	   9.00	    366.1800	Sliter   	Planktonic Foraminifers                      	R              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	+                    	                        	                           	                         	                    	+                       	+                       	cf                	+                        	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Santonian        	Campanian        	                  	              	143	 869	B	 28	R	CC	  21.00	    391.3100	Sliter   	Planktonic Foraminifers                      	R              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	+                    	+                       	                           	                         	+                   	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Santonian        	                 	                  	              	143	 869	B	 30	R	 1	  24.00	    410.6400	Sliter   	Planktonic Foraminifers                      	R              	P                 	               	                         	+                     	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	+                 	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	+                    	+                       	+                          	+                        	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Coniacian        	                 	                  	              	143	 869	B	 31	R	 1	  72.00	    420.8200	Sliter   	Planktonic Foraminifers                      	A              	P                 	               	+                        	                      	                     	+                 	                          	                    	                       	                              	                  	+                  	+                      	                            	                 	+                  	+                 	                              	+                    	+                       	+                       	+                     	               	+                        	+                      	+                          	+                              	+                    	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	                 	                 	                  	              	143	 869	B	 32	R	 1	  80.00	    430.6000	Sliter   	Planktonic Foraminifers                      	F              	P                 	               	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	+              	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Turonian         	                 	                  	              	143	 869	B	 34	R	 1	 142.00	    450.5200	Sliter   	Planktonic Foraminifers                      	F              	P                 	               	                         	                      	+                    	+                 	                          	+                   	+                      	                              	                  	                   	+                      	                            	                 	+                  	+                 	+                             	+                    	+                       	+                       	+                     	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Turonian         	                 	                  	              	143	 869	B	 35	R	 1	  44.00	    459.2400	Sliter   	Planktonic Foraminifers                      	F              	P                 	               	                         	                      	+                    	+                 	                          	                    	+                      	                              	                  	                   	+                      	                            	+                	+                  	+                 	+                             	+                    	+                       	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Cenomanian       	                 	                  	              	143	 869	B	 36	R	 3	  13.00	    471.5300	Sliter   	Planktonic Foraminifers                      	F              	P                 	               	+                        	                      	                     	                  	+                         	                    	                       	                              	+                 	+                  	+                      	+                           	cf               	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Cenomanian       	                 	                  	              	143	 869	B	 37	R	CC	  42.00	    478.5200	Sliter   	Planktonic Foraminifers                      	R              	P                 	               	+                        	+                     	                     	                  	                          	+                   	+                      	+                             	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Cenomanian       	                 	                  	              	143	 869	B	 44	R	 1	 127.00	    546.8700	Sliter   	Planktonic Foraminifers                      	F              	P                 	               	+                        	                      	+                    	                  	+                         	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Cenomanian       	                 	                  	              	143	 869	B	 49	R	CC	  28.00	    593.7800	Sliter   	Planktonic Foraminifers                      	VR             	M                 	               	+                        	                      	                     	+                 	+                         	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Cenomanian       	                 	                  	              	143	 869	B	 50	R	 2	  80.00	    605.5000	Sliter   	Planktonic Foraminifers                      	R              	P                 	               	cf                       	+                     	+                    	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Cenomanian       	                 	                  	              	143	 869	B	 52	R	 5	  12.00	    628.5200	Sliter   	Planktonic Foraminifers                      	R              	P                 	+              	cf                       	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

  SR	Cenomanian       	                 	                  	              	143	 869	B	 57	R	 2	 122.00	    673.4200	Sliter   	Planktonic Foraminifers                      	R              	P                 	+              	                         	                      	                     	                  	                          	                    	                       	                              	                  	                   	                       	                            	                 	                   	                  	                              	                     	                        	                        	                      	               	                         	                       	                           	                               	                     	                     	                        	                           	                         	                    	                        	                        	                  	                         	                             	                    	                             	                       	                        	                     	                       	                          	                   	                       	                   	                         	                          	                      	                            	                        	                       	                        	from Leg 143 SR; Chapter 2; Table 3; p 18

