Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphaeroidinellopsis seminulina	Sphaeroidinellopsis paenedehiscens	Orbulina universa	Orbulina bilobata	Neogloboquadrina humerosa	Globorotalia scitula	Globorotalia margaritae primitiva	Globorotalia margaritae margaritae	Globorotalia juanai	Globoquadrina altispira altispira	Globigerinoides trilobus	Globigerinoides sacculifer	Globigerinoides obliquus	Globigerinoides immaturus	Globigerinoides extremus	Globigerinita glutinata	Globigerinella obesa	Globigerinella aequilateralis	Globigerina nepenthes	Globigerina decoraperta	Globorotalia menardii	Globorotalia cibaoensis	Globigerinoides conglobatus	Globigerina falconensis	Globorotalia situla group	Globorotalia plesiotumida	Sphaeroidinellopsis sp.	Globigerinoides quadrilobatus	Globigerinoides ruber	Candeina nitida	Globorotalia multicamerata	Globigerina bulloides	Sphaeroidinella dehiscens	Neogloboquadrina pseudopima	Globorotalia margaritae evoluta	Globorotalia crassula	Neogloboquadrina dutertrei	Neogloboquadrina continuosa	Globorotalia crassaformis viola	Globorotalia crassaformis ronda	Globorotalia crassaformis crassaformis	Globorotalia cf. Gr. multicamerata	Globorotalia cf. Gr. miocenica	Globigerina incisa	Pulleniatina praecursor	Pulleniatina obliquiloculata	Globorotalia truncatulinoides	Globorotalia tosaensis	Globorotalia cf. Gr. truncatulinoides	Globigerina rubescens	Globigerina cf. incisa	Globorotalia tumida	Globorotalia flexuosa	Globorotalia cf. Gr. flexuosa	Globorotalia crassaformis cf. hessi	Hastigerina pelagica	Globorotalia inflata	Globorotalia bermudezi	Globorotalia crassaformis hessi	Beella digitata	Globorotalia miocenica	Comment

  SR	Pleistocene      	                 	G. c. viola       	              	101	 633	A	  3	H	 3	  25.00	     21.5500	Melillo  	Planktonic Foraminifers                      	               	G                 	                              	                                  	F                	                 	                         	                    	                                 	                                  	                   	                                 	R                       	R                         	                        	F                        	                        	R                      	                    	F                            	                     	                       	                     	                       	R                          	R                      	                         	                         	                       	                             	F                    	T              	                          	T                    	F                        	R                          	                               	                     	R                         	R                          	                               	                               	                                      	                                  	                              	                  	                       	R                           	F                            	                      	                                     	R                    	                      	                   	                     	                             	                                   	                    	R                   	R                     	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-37

  SR	Pleistocene      	                 	G. c. viola       	              	101	 633	A	  3	H	CC	   4.00	     27.8100	Melillo  	Planktonic Foraminifers                      	               	G                 	                              	                                  	F                	                 	                         	R                   	                                 	                                  	                   	                                 	R                       	R                         	                        	F                        	                        	R                      	                    	F                            	                     	                       	                     	                       	R                          	                       	                         	                         	                       	R                            	C                    	               	                          	                     	C                        	R                          	                               	                     	R                         	R                          	                               	R                              	T                                     	                                  	                              	                  	                       	C                           	C                            	R                     	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-38

  SR	Pleistocene      	                 	G. c. viola       	              	101	 633	A	  4	H	 1	  25.00	     28.2500	Melillo  	Planktonic Foraminifers                      	               	M                 	                              	                                  	F                	                 	                         	R                   	                                 	                                  	                   	                                 	R                       	F                         	                        	C                        	                        	R                      	R                   	R                            	                     	                       	R                    	                       	R                          	                       	                         	                         	                       	R                            	C                    	               	                          	R                    	R                        	                           	                               	                     	R                         	R                          	                               	R                              	T                                     	                                  	                              	                  	                       	R                           	F                            	T                     	                                     	F                    	                      	                   	                     	                             	                                   	R                   	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-39

  SR	Pleistocene      	                 	G. c. viola       	              	101	 633	A	  4	H	 3	   2.00	     31.0200	Melillo  	Planktonic Foraminifers                      	               	G                 	                              	                                  	F                	                 	R                        	T                   	                                 	                                  	                   	                                 	R                       	R                         	                        	F                        	                        	R                      	                    	R                            	                     	                       	                     	                       	R                          	                       	                         	                         	                       	R                            	F                    	               	                          	                     	C                        	T                          	                               	                     	                          	                           	T                              	T                              	                                      	                                  	                              	T                 	                       	C                           	F                            	R                     	R                                    	                     	R                     	                   	                     	                             	T                                  	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-40

  SR	Pleistocene      	                 	G. c. viola       	              	101	 633	A	  4	H	 5	  25.00	     34.2500	Melillo  	Planktonic Foraminifers                      	               	G                 	                              	                                  	F                	                 	                         	                    	                                 	                                  	                   	                                 	F                       	R                         	                        	F                        	                        	R                      	                    	F                            	                     	R                      	R                    	                       	R                          	                       	                         	                         	                       	R                            	F                    	R              	                          	                     	C                        	R                          	                               	                     	T                         	T                          	                               	                               	T                                     	                                  	                              	R                 	                       	F                           	T                            	                      	                                     	T                    	R                     	R                  	R                    	F                            	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-41

  SR	Pleistocene      	                 	G. c. viola       	              	101	 633	A	  4	H	 7	  11.00	     37.1100	Melillo  	Planktonic Foraminifers                      	               	G                 	                              	                                  	                 	                 	                         	                    	                                 	                                  	                   	                                 	R                       	R                         	                        	F                        	                        	R                      	R                   	F                            	                     	R                      	                     	                       	R                          	R                      	                         	                         	                       	                             	F                    	T              	                          	                     	C                        	                           	                               	                     	F                         	F                          	                               	                               	R                                     	                                  	                              	R                 	                       	F                           	T                            	R                     	R                                    	R                    	R                     	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-42

  SR	Pleistocene      	                 	G. c. viola       	              	101	 633	A	  5	H	 1	  25.00	     37.8500	Melillo  	Planktonic Foraminifers                      	               	G                 	                              	                                  	C                	                 	R                        	T                   	                                 	                                  	                   	                                 	                        	R                         	                        	C                        	                        	R                      	R                   	F                            	                     	R                      	                     	                       	R                          	F                      	                         	                         	                       	                             	F                    	R              	                          	                     	C                        	                           	                               	                     	R                         	R                          	                               	                               	R                                     	                                  	                              	R                 	                       	F                           	R                            	R                     	R                                    	R                    	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-43

  SR	Pleistocene      	                 	G. c. viola       	              	101	 633	A	  5	H	 3	  25.00	     40.8500	Melillo  	Planktonic Foraminifers                      	               	G                 	                              	                                  	F                	                 	T                        	                    	                                 	                                  	                   	                                 	                        	                          	                        	R                        	                        	R                      	R                   	R                            	                     	F                      	                     	                       	R                          	R                      	T                        	                         	                       	                             	F                    	R              	                          	                     	F                        	                           	                               	                     	                          	                           	F                              	                               	                                      	                                  	                              	                  	r                      	F                           	F                            	T                     	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-44

  SR	Pliocene         	                 	G. exilis         	              	101	 633	A	  5	H	 5	 129.00	     44.8900	Melillo  	Planktonic Foraminifers                      	               	G                 	                              	                                  	C                	                 	R                        	                    	                                 	                                  	                   	                                 	                        	F                         	                        	F                        	                        	F                      	F                   	R                            	                     	F                      	F                    	                       	F                          	R                      	R                        	                         	                       	                             	F                    	R              	                          	                     	C                        	                           	                               	                     	R                         	R                          	F                              	C                              	R                                     	R                                 	T                             	R                 	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-45

  SR	Early Pliocene   	                 	G. m. evoluta     	              	101	 633	A	  5	H	 6	  18.00	     45.2800	Melillo  	Planktonic Foraminifers                      	               	M                 	                              	R                                 	C                	R                	R                        	                    	                                 	R                                 	                   	F                                	                        	T                         	                        	C                        	F                       	R                      	R                   	R                            	                     	R                      	                     	                       	F                          	R                      	                         	                         	                       	F                            	R                    	R              	                          	                     	T                        	R                          	R                              	R                    	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-46

  SR	Early Pliocene   	                 	G. m. evoluta     	              	101	 633	A	  5	H	CC	   7.00	     47.1700	Melillo  	Planktonic Foraminifers                      	               	G                 	                              	F                                 	C                	R                	R                        	                    	                                 	R                                 	                   	F                                	F                       	                          	                        	F                        	F                       	R                      	R                   	R                            	F                    	R                      	                     	                       	F                          	                       	                         	                         	                       	R                            	R                    	               	                          	                     	R                        	R                          	R                              	R                    	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-47

  SR	Early Pliocene   	                 	                  	              	101	 633	A	  6	H	 3	  25.00	     50.4500	Melillo  	Planktonic Foraminifers                      	               	P                 	                              	P                                 	P                	                 	                         	                    	                                 	                                  	                   	P                                	                        	                          	                        	P                        	P                       	                       	                    	                             	P                    	                       	                     	P                      	P                          	                       	                         	                         	P                      	P                            	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-48

  SR	Early Pliocene   	                 	                  	              	101	 633	A	  6	H	CC	  54.00	     56.7100	Melillo  	Planktonic Foraminifers                      	               	P                 	                              	                                  	P                	                 	                         	                    	                                 	                                  	                   	P                                	                        	                          	                        	                         	P                       	                       	                    	                             	P                    	                       	                     	                       	                           	                       	                         	                         	P                      	                             	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-49

  SR	Early Pliocene   	                 	                  	              	101	 633	A	  7	H	 3	  25.00	     60.1500	Melillo  	Planktonic Foraminifers                      	               	M                 	                              	R                                 	F                	                 	                         	                    	                                 	                                  	                   	R                                	R                       	                          	                        	F                        	R                       	R                      	                    	                             	R                    	R                      	                     	R                      	R                          	                       	                         	                         	                       	R                            	                     	               	                          	                     	R                        	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-50

  SR	Early Pliocene   	                 	                  	              	101	 633	A	  7	H	CC	   8.00	     66.3800	Melillo  	Planktonic Foraminifers                      	               	M                 	                              	                                  	F                	                 	                         	                    	                                 	                                  	                   	R                                	C                       	                          	                        	F                        	C                       	R                      	                    	                             	R                    	R                      	                     	                       	R                          	F                      	                         	                         	                       	C                            	                     	               	R                         	R                    	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-51

  SR	Early Pliocene   	                 	                  	              	101	 633	A	  8	H	 3	  25.00	     69.6500	Melillo  	Planktonic Foraminifers                      	               	P                 	                              	                                  	P                	                 	                         	                    	                                 	P                                 	                   	P                                	                        	                          	                        	                         	P                       	P                      	                    	                             	P                    	                       	                     	                       	                           	                       	                         	                         	P                      	P                            	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-52

  SR	Early Pliocene   	                 	                  	              	101	 633	A	  8	H	CC	   9.00	     72.8200	Melillo  	Planktonic Foraminifers                      	               	                  	                              	                                  	P                	                 	                         	                    	                                 	                                  	                   	                                 	                        	                          	                        	                         	                        	                       	                    	                             	                     	                       	                     	                       	                           	                       	                         	                         	                       	P                            	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-53

  SR	Early Pliocene   	                 	                  	              	101	 633	A	 11	X	CC	  37.00	     94.1700	Melillo  	Planktonic Foraminifers                      	               	P                 	                              	                                  	                 	                 	                         	                    	                                 	                                  	                   	                                 	                        	                          	                        	                         	P                       	                       	                    	                             	                     	                       	                     	                       	                           	                       	                         	                         	P                      	                             	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-54

  SR	Early Pliocene   	                 	                  	              	101	 633	A	 12	X	CC	  13.00	    103.2300	Melillo  	Planktonic Foraminifers                      	               	P                 	                              	                                  	                 	                 	                         	                    	                                 	P                                 	                   	                                 	                        	                          	                        	                         	                        	                       	                    	                             	P                    	                       	                     	                       	                           	                       	                         	                         	P                      	                             	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-55

  SR	Early Pliocene   	                 	                  	              	101	 633	A	 13	X	 3	  25.00	    115.9500	Melillo  	Planktonic Foraminifers                      	               	M                 	                              	F                                 	C                	R                	R                        	                    	                                 	R                                 	                   	F                                	                        	R                         	R                       	R                        	C                       	R                      	F                   	F                            	R                    	F                      	                     	R                      	R                          	R                      	                         	                         	                       	                             	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-56

  SR	Early Pliocene   	                 	                  	              	101	 633	A	 13	X	CC	  31.00	    117.1900	Melillo  	Planktonic Foraminifers                      	               	M                 	                              	C                                 	F                	R                	                         	                    	                                 	R                                 	                   	F                                	F                       	R                         	R                       	R                        	F                       	R                      	F                   	F                            	F                    	F                      	                     	F                      	                           	R                      	                         	                         	                       	F                            	                     	T              	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-57

  SR	Early Pliocene   	                 	                  	              	101	 633	A	 14	X	 3	  25.00	    125.5500	Melillo  	Planktonic Foraminifers                      	               	P                 	                              	                                  	P                	R                	                         	                    	                                 	                                  	                   	                                 	                        	                          	                        	P                        	P                       	                       	P                   	P                            	P                    	                       	                     	                       	P                          	R                      	                         	                         	                       	P                            	P                    	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-58

  SR	Early Pliocene   	                 	                  	              	101	 633	A	 14	X	CC	  42.00	    126.1100	Melillo  	Planktonic Foraminifers                      	               	P                 	F                             	F                                 	F                	R                	R                        	                    	                                 	R                                 	                   	F                                	F                       	                          	R                       	F                        	F                       	R                      	F                   	F                            	F                    	R                      	                     	F                      	                           	                       	                         	                         	                       	                             	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-59

  SR	Early Pliocene   	                 	G. m. margaritae  	              	101	 633	A	 15	X	CC	  32.00	    137.7100	Melillo  	Planktonic Foraminifers                      	               	M                 	F                             	C                                 	R                	                 	                         	                    	F                                	R                                 	                   	F                                	                        	R                         	R                       	F                        	F                       	                       	                    	                             	R                    	                       	                     	                       	C                          	                       	                         	T                        	                       	R                            	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-60

  SR	Early Pliocene   	                 	G. m. margaritae  	              	101	 633	A	 16	X	CC	   7.00	    151.0800	Melillo  	Planktonic Foraminifers                      	               	P                 	R                             	F                                 	F                	                 	R                        	                    	                                 	                                  	                   	F                                	F                       	R                         	R                       	F                        	R                       	R                      	F                   	F                            	R                    	F                      	                     	F                      	                           	                       	                         	                         	                       	                             	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-61

  SR	Early Pliocene   	                 	G. m. margaritae  	              	101	 633	A	 17	X	CC	  39.00	    152.1500	Melillo  	Planktonic Foraminifers                      	               	P                 	F                             	R                                 	F                	R                	                         	                    	                                 	R                                 	                   	R                                	P                       	                          	R                       	F                        	R                       	R                      	R                   	F                            	R                    	R                      	                     	R                      	                           	R                      	                         	                         	                       	                             	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-62

  SR	Early Pliocene   	                 	G. m. margaritae  	              	101	 633	A	 18	X	CC	  36.00	    161.1300	Melillo  	Planktonic Foraminifers                      	               	P                 	                              	                                  	P                	P                	                         	                    	                                 	                                  	                   	                                 	                        	                          	                        	                         	P                       	                       	                    	                             	                     	                       	                     	                       	                           	R                      	                         	                         	                       	                             	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-63

  SR	Early Pliocene   	                 	G. m. margaritae  	              	101	 633	A	 19	X	CC	  38.00	    171.2400	Melillo  	Planktonic Foraminifers                      	               	P                 	                              	                                  	P                	                 	                         	                    	                                 	                                  	                   	                                 	                        	                          	                        	                         	                        	                       	                    	                             	                     	                       	                     	                       	                           	                       	                         	                         	P                      	P                            	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-64

  SR	Early Pliocene   	                 	G. m. margaritae  	              	101	 633	A	 21	X	CC	  31.00	    191.2200	Melillo  	Planktonic Foraminifers                      	               	P                 	F                             	F                                 	F                	R                	R                        	                    	                                 	                                  	                   	R                                	F                       	                          	F                       	F                        	R                       	F                      	R                   	                             	R                    	R                      	                     	                       	F                          	                       	F                        	cf                       	                       	                             	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-66

  SR	Early Pliocene   	                 	G. m. margaritae  	              	101	 633	A	 22	X	CC	  37.00	    205.2900	Melillo  	Planktonic Foraminifers                      	               	G                 	F                             	F                                 	F                	R                	                         	                    	                                 	                                  	F                  	F                                	R                       	R                         	F                       	F                        	F                       	R                      	R                   	R                            	F                    	F                      	R                    	F                      	F                          	R                      	                         	                         	                       	                             	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-67

  SR	Early Pliocene   	                 	G. m. margaritae  	              	101	 633	A	 23	X	 1	  62.00	    208.8200	Melillo  	Planktonic Foraminifers                      	               	M                 	F                             	F                                 	F                	R                	R                        	R                   	R                                	R                                 	R                  	F                                	F                       	R                         	R                       	F                        	R                       	R                      	F                   	R                            	R                    	R                      	                     	                       	                           	                       	                         	                         	                       	                             	                     	               	                          	                     	                         	                           	                               	                     	                          	                           	                               	                               	                                      	                                  	                              	                  	                       	                            	                             	                      	                                     	                     	                      	                   	                     	                             	                                   	                    	                    	                      	                               	               	                      	from Melillo; ODP 101 SR Ch 1 Fig 9 p 32-68

