Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Toweius? sp. 1,Sphenolithus spiniger,Sphenolithus radians,Sphenolithus moriformis,Sphenolithus furcatolithoides,Scapholithus rhombiformis,Reticulofenestra samodurovii,Reticulofenestra dictyoda,Pseudotriquetrorhabdulus inversus,Pontosphaera scissura,Pontosphaera latoculata,Pedinocyclus larvalis,Nannotetrina sp. (small),Markalius sp. 2,Markalius sp. 1,Lophodolithus acutus,Helicosphaera seminulum,Helicosphaera lophota,Helicosphaera heezenii,Ericsonia formosa,Discoaster saipanensis,Discoaster deflandrei,Discoaster barbadiensis,Cyclicargolithus floridanus,Cruciplacolithus spp.,Coccolithus pelagicus,Coccolithus eopelagicus,Chiasmolithus solitus,Chiasmolithus grandis,Chiasmolithus gigas,Chiasmolithus consuetus,Campylosphaera dela,Calcidiscus protoannulus,Calcidiscus kingii,Bramletteius serraculoides,Braarudosphaera bigelowii,Pontosphaera formosa,Pemma basquensis,Markalius inversus,Lophodolithus mochlophorus,Lanternithus minutus,Holococcolith type A,Ericsonia pacifica,Discoaster germanicus,Discoaster distinctus,Cyclolithella kalianata,Cruciplacolithus vanheckae,Cruciplacolithus staurion,Coccolithus sp.1,Chiasmolithus titus,Transversopontis pax,Pontosphaera pectinata,Nannotetrina alata,Discoaster nodifer,Cruciplacolithus cruciformis,Sphenolithus pseudoradians,Pontosphaera segmenta,Pontosphaera ocellata,Micrantholithus altus,Chiasmolithus expansus,Nannotetrina austriacus,Chiasmolithus medius,Discoaster bifax,Nannotetrina spinosus,Transversopontis fimbriatus,Reticulofenestra umbilica,Pemma papillatum,Cribrocentrum reticulatum,Helicosphaera compacta,Discoaster tanii,Micrantholithus procerus,Triquetrorhabdulus rugosus/rioensis,Sphenolith (unspecified taxon or taxa),Scyphosphaera spp.,Reticulofenestrid taxa,Helicosphaera carteri,Geminilithella rotula,Discoaster variabilis,Discoaster triradiatus,Discoaster surculus,Discoaster sp. 2,Discoaster sp. 1,Discoaster quinqueramus/berggrenii,Discoaster pentaradiatus,Discoaster brouweri,Dictyococcites spp.,Coccolithus radiatus,Calcidiscus macintyrei,Calcidiscus leptoporus,Amaurolithus primus,Amaurolithus delicatus,Thoracosphaera spp.,Reticulofenestra pseudoumbilicus,Pontosphaera spp.,Amaurolithus amplificus,Discoaster asymmetricus,Discoaster neohamatus,Discoaster intercalaris,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus rugosus,Discoaster tristellifer,Amaurolithus tricorniculatus,Discoaster decorus,Syracosphaera spp.,Pseudoemiliania lacunosa,Helicosphaera sellii,Discoaster tamalis,Rhabdosphaera spp.,Umbilicosphaera spp.,Gephyrocapsa (small),Ceratolithus cristatus,Gephyrocapsa sp. 3,Gephyrocapsa oceanica s.l.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 713,A,  4,R, 2, 130.00,     23.6000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,              ,                     ,                    ,                       ,                             ,                         ,                            ,                         ,                                 ,                     ,                       ,                     ,                        ,               ,               ,                    ,                       ,                     ,                      ,                 ,                      ,                     ,                       ,                           ,                     ,C                    ,                       ,                     ,                     ,                   ,                       ,                   ,                        ,                  ,                          ,                         ,                    ,                ,                  ,                          ,                    ,                    ,                  ,                     ,                     ,                       ,                          ,                         ,                ,                   ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,R                                  ,C                                     ,R                 ,C                     ,C                    ,C                    ,C                    ,R                     ,C                  ,F               ,C               ,A                                 ,C                       ,C                  ,F                  ,F                   ,R                     ,C                     ,R                  ,R                     ,R                  ,R                               ,                 ,F                      ,                       ,                     ,R                      ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 15. Table 22. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 713,A,  4,R, 3, 130.00,     25.1000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,              ,                     ,                    ,                       ,                             ,                         ,                            ,                         ,                                 ,                     ,                       ,                     ,                        ,               ,               ,                    ,                       ,                     ,                      ,                 ,                      ,                     ,                       ,                           ,                     ,C                    ,                       ,                     ,                     ,                   ,                       ,                   ,                        ,                  ,                          ,                         ,                    ,                ,                  ,                          ,                    ,                    ,                  ,                     ,                     ,                       ,                          ,                         ,                ,                   ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,F                                  ,C                                     ,F                 ,C                     ,C                    ,C                    ,R                    ,R                     ,C                  ,F               ,C               ,C                                 ,C                       ,C                  ,C                  ,F                   ,F                     ,C                     ,R                  ,                      ,                   ,C                               ,R                ,R                      ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 15. Table 22. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 713,A,  4,R, 4,  50.00,     25.8000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,              ,                     ,                    ,                       ,                             ,                         ,                            ,                         ,                                 ,                     ,                       ,                     ,                        ,               ,               ,                    ,                       ,                     ,                      ,                 ,                      ,                     ,                       ,                           ,                     ,C                    ,                       ,                     ,                     ,                   ,                       ,                   ,                        ,                  ,                          ,                         ,                    ,                ,                  ,                          ,                    ,                    ,                  ,                     ,                     ,                       ,                          ,                         ,                ,                   ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,F                                  ,C                                     ,F                 ,C                     ,C                    ,C                    ,F                    ,R                     ,C                  ,F               ,C               ,C                                 ,F                       ,C                  ,C                  ,R                   ,F                     ,C                     ,R                  ,R                     ,F                  ,F                               ,F                ,F                      ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 15. Table 22. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 713,A,  4,R, 4, 130.00,     26.6000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,              ,                     ,                    ,                       ,                             ,                         ,                            ,                         ,                                 ,                     ,                       ,                     ,                        ,               ,               ,                    ,                       ,                     ,                      ,                 ,                      ,                     ,                       ,                           ,                     ,C                    ,                       ,                     ,                     ,                   ,                       ,                   ,                        ,                  ,                          ,                         ,                    ,                ,                  ,                          ,                    ,                    ,                  ,                     ,                     ,                       ,                          ,                         ,                ,                   ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,F                                  ,C                                     ,R                 ,C                     ,C                    ,C                    ,C                    ,                      ,C                  ,F               ,C               ,C                                 ,C                       ,C                  ,C                  ,R                   ,R                     ,C                     ,R                  ,F                     ,R                  ,R                               ,R                ,R                      ,                       ,F                    ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 15. Table 22. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 713,A,  4,R, 5,  50.00,     27.3000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,              ,                     ,                    ,                       ,                             ,                         ,                            ,                         ,                                 ,                     ,                       ,                     ,                        ,               ,               ,                    ,                       ,                     ,                      ,                 ,                      ,                     ,                       ,                           ,                     ,F                    ,                       ,                     ,                     ,                   ,                       ,                   ,                        ,                  ,                          ,                         ,                    ,                ,                  ,                          ,                    ,                    ,                  ,                     ,                     ,                       ,                          ,                         ,                ,                   ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,F                                  ,A                                     ,R                 ,C                     ,C                    ,F                    ,                     ,R                     ,C                  ,R               ,C               ,C                                 ,R                       ,C                  ,C                  ,R                   ,F                     ,C                     ,F                  ,R                     ,R                  ,                                ,R                ,cf                     ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 15. Table 22. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 713,A,  4,R, 5, 130.00,     28.1000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,              ,                     ,                    ,                       ,                             ,                         ,                            ,                         ,                                 ,                     ,                       ,                     ,                        ,               ,               ,                    ,                       ,                     ,                      ,                 ,                      ,                     ,                       ,                           ,                     ,F                    ,                       ,                     ,                     ,                   ,                       ,                   ,                        ,                  ,                          ,                         ,                    ,                ,                  ,                          ,                    ,                    ,                  ,                     ,                     ,                       ,                          ,                         ,                ,                   ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,F                                  ,C                                     ,R                 ,C                     ,C                    ,C                    ,F                    ,                      ,C                  ,R               ,C               ,C                                 ,C                       ,C                  ,C                  ,F                   ,F                     ,C                     ,R                  ,R                     ,R                  ,                                ,R                ,cf                     ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 15. Table 22. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 713,A,  4,R, 6,  50.00,     28.8000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,              ,                     ,                    ,                       ,                             ,                         ,                            ,                         ,                                 ,                     ,                       ,                     ,                        ,               ,               ,                    ,                       ,                     ,                      ,                 ,                      ,                     ,                       ,                           ,                     ,F                    ,                       ,                     ,                     ,                   ,                       ,                   ,                        ,                  ,                          ,                         ,                    ,                ,                  ,                          ,                    ,                    ,                  ,                     ,                     ,                       ,                          ,                         ,                ,                   ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,F                                  ,C                                     ,F                 ,C                     ,C                    ,C                    ,                     ,R                     ,C                  ,R               ,C               ,C                                 ,F                       ,C                  ,C                  ,R                   ,F                     ,C                     ,F                  ,R                     ,F                  ,R                               ,R                ,cf                     ,R                      ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 15. Table 22. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 713,A,  4,R, 6, 130.00,     29.6000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,              ,                     ,                    ,                       ,                             ,                         ,                            ,                         ,                                 ,                     ,                       ,                     ,                        ,               ,               ,                    ,                       ,                     ,                      ,                 ,                      ,                     ,                       ,                           ,                     ,F                    ,                       ,                     ,                     ,                   ,                       ,                   ,                        ,                  ,                          ,                         ,                    ,                ,                  ,                          ,                    ,                    ,                  ,                     ,                     ,                       ,                          ,                         ,                ,                   ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,R                                  ,C                                     ,F                 ,C                     ,C                    ,C                    ,C                    ,R                     ,C                  ,R               ,C               ,C                                 ,C                       ,C                  ,C                  ,R                   ,R                     ,C                     ,F                  ,R                     ,F                  ,R                               ,R                ,cf                     ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 15. Table 22. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9b              ,              ,115, 713,A,  4,R, 7,  20.00,     30.0000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,              ,                     ,                    ,                       ,                             ,                         ,                            ,                         ,                                 ,                     ,                       ,                     ,                        ,               ,               ,                    ,                       ,                     ,                      ,                 ,                      ,                     ,                       ,                           ,                     ,C                    ,                       ,                     ,                     ,                   ,                       ,                   ,                        ,                  ,                          ,                         ,                    ,                ,                  ,                          ,                    ,                    ,                  ,                     ,                     ,                       ,                          ,                         ,                ,                   ,                    ,                      ,                  ,                  ,                            ,                          ,                     ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,                         ,                ,                         ,                      ,                ,                        ,R                                  ,C                                     ,F                 ,C                     ,C                    ,C                    ,C                    ,R                     ,C                  ,R               ,C               ,C                                 ,C                       ,C                  ,C                  ,R                   ,F                     ,C                     ,R                  ,R                     ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 15. Table 22. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14b             ,              ,115, 713,A,  5,R, 1,  40.00,     30.9000,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,              ,5.0%                 ,F                   ,1.0%                   ,4.0%                         ,                         ,6.0%                        ,                         ,F                                ,                     ,                       ,F                    ,                        ,               ,2.0%           ,                    ,R                      ,R                    ,1.0%                  ,1.0%             ,F                     ,                     ,10.0%                  ,36.0%                      ,F                    ,14.0%                ,F                      ,                     ,F                    ,                   ,                       ,3.0%               ,1.0%                    ,R                 ,F                         ,                         ,                    ,                ,R                 ,                          ,R                   ,F                   ,                  ,                     ,                     ,                       ,R                         ,                         ,F               ,F                  ,                    ,                      ,                  ,                  ,                            ,F                         ,F                    ,                     ,R                    ,                      ,                       ,                    ,                ,                     ,                           ,5.0%                     ,                ,2.0%                     ,F                     ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14b             ,              ,115, 713,A,  5,R, 2,  40.00,     32.4000,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,              ,8.0%                 ,F                   ,3.0%                   ,9.0%                         ,                         ,2.0%                        ,                         ,1.0%                             ,                     ,                       ,F                    ,                        ,               ,3.0%           ,                    ,R                      ,F                    ,2.0%                  ,1.0%             ,1.0%                  ,                     ,15.0%                  ,22.0%                      ,F                    ,13.0%                ,F                      ,                     ,F                    ,                   ,                       ,3.0%               ,2.0%                    ,R                 ,1.0%                      ,R                        ,                    ,                ,F                 ,                          ,                    ,1.0%                ,                  ,                     ,                     ,R                      ,F                         ,                         ,1.0%            ,F                  ,                    ,                      ,                  ,R                 ,                            ,F                         ,F                    ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,1.0%                     ,R               ,1.0%                     ,R                     ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14b             ,              ,115, 713,A,  5,R, 3,  40.00,     33.9000,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,              ,7.0%                 ,R                   ,3.0%                   ,8.0%                         ,                         ,F                           ,                         ,F                                ,                     ,                       ,F                    ,                        ,R              ,3.0%           ,                    ,F                      ,F                    ,F                     ,3.0%             ,F                     ,                     ,17.0%                  ,25.0%                      ,F                    ,16.0%                ,F                      ,                     ,F                    ,                   ,                       ,1.0%               ,2.0%                    ,R                 ,F                         ,                         ,                    ,                ,F                 ,                          ,                    ,2.0%                ,                  ,                     ,                     ,                       ,                          ,                         ,1.0%            ,F                  ,                    ,                      ,                  ,F                 ,R                           ,F                         ,F                    ,                     ,R                    ,                      ,                       ,                    ,                ,                     ,                           ,F                        ,                ,1.0%                     ,R                     ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14b             ,              ,115, 713,A,  5,R,CC,   0.00,     34.9300,Okada    ,Nannofossils                                 ,A              ,G                 ,2.0%                   ,              ,3.0%                 ,F                   ,4.0%                   ,2.0%                         ,                         ,1.0%                        ,                         ,F                                ,                     ,                       ,R                    ,                        ,               ,1.0%           ,                    ,F                      ,F                    ,1.0%                  ,1.0%             ,2.0%                  ,F                    ,16.0%                  ,44.0%                      ,F                    ,11.0%                ,F                      ,                     ,F                    ,                   ,                       ,F                  ,F                       ,R                 ,F                         ,                         ,                    ,                ,R                 ,                          ,                    ,2.0%                ,                  ,                     ,                     ,                       ,                          ,                         ,F               ,1.0%               ,                    ,                      ,                  ,F                 ,                            ,1.0%                      ,R                    ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,1.0%                     ,R               ,F                        ,                      ,R               ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14b             ,              ,115, 713,A,  6,R, 1,  40.00,     40.5000,Okada    ,Nannofossils                                 ,A              ,M                 ,4.0%                   ,              ,14.0%                ,F                   ,5.0%                   ,13.0%                        ,                         ,2.0%                        ,                         ,F                                ,                     ,                       ,F                    ,                        ,               ,1.0%           ,                    ,                       ,R                    ,F                     ,2.0%             ,1.0%                  ,                     ,11.0%                  ,22.0%                      ,F                    ,7.0%                 ,F                      ,                     ,F                    ,                   ,                       ,2.0%               ,1.0%                    ,F                 ,3.0%                      ,                         ,                    ,                ,R                 ,                          ,R                   ,1.0%                ,R                 ,                     ,                     ,                       ,                          ,                         ,F               ,F                  ,                    ,                      ,                  ,F                 ,                            ,F                         ,F                    ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,2.0%                     ,R               ,F                        ,R                     ,                ,R                       ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP14b             ,              ,115, 713,A,  6,R, 2,  29.00,     41.8900,Okada    ,Nannofossils                                 ,A              ,M                 ,1.0%                   ,              ,9.0%                 ,F                   ,5.0%                   ,13.0%                        ,                         ,2.0%                        ,                         ,                                 ,                     ,                       ,F                    ,                        ,               ,2.0%           ,                    ,R                      ,R                    ,F                     ,2.0%             ,F                     ,                     ,15.0%                  ,19.0%                      ,F                    ,13.0%                ,1.0%                   ,                     ,F                    ,                   ,                       ,4.0%               ,2.0%                    ,F                 ,1.0%                      ,                         ,R                   ,                ,F                 ,                          ,R                   ,3.0%                ,R                 ,                     ,                     ,                       ,                          ,                         ,F               ,1.0%               ,                    ,                      ,                  ,F                 ,                            ,F                         ,R                    ,                     ,                     ,                      ,                       ,                    ,                ,                     ,                           ,2.0%                     ,R               ,R                        ,R                     ,                ,                        ,                                   ,                                      ,                  ,                      ,                     ,                     ,                     ,                      ,                   ,                ,                ,                                  ,                        ,                   ,                   ,                    ,                      ,                      ,                   ,                      ,                   ,                                ,                 ,                       ,                       ,                     ,                       ,                   ,                    ,                    ,                       ,                            ,                  ,                  ,                        ,                    ,                  ,                  ,                    ,                    ,                      ,                  ,                          ,from 115 SR. Chapter 14. Table 14. pages 162-164.
