Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sponge spicules,Coscinodiscus marginatus,Denticulopsis lauta,Actinocyclus ingens  var. nodus,Thalassiosira spp. (native type),Synedra jouseana,Denticulopsis hustedtii,Denticulopsis dimorpha,Coscinodiscus nodulifer,Thalassionema nitzschioides,Denticulopsis lauta s.l.,Actinocyclus ingens,Denticulopsis hyalina,Thalassiothrix longissima,Thalassiosira cf. T. leptopus,Thalassionema nitzschioides  var. parva,Paralia sulcata,Hemidiscus cuneiformis,Coscinodiscus sp.,Actinocyclus tsugaruensis,Neodenticula cf. N. seminae,Actinocyclus oculatus,Denticulopsis praedimorpha,Thalassiosira yabei,Thalassionema hirosakiensis,Rhizosolenia barboi,Thalassionema schraderi,Thalassiothrix spp.,Synedra sp.,Hemiaulus polymorphus,Neodenticula koizumii,Thalassiosira convexa,Denticulopsis praelauta,Stephanopyxis turris,Nitzschia rolandii,Actinoptychus senarius,Thalassiosira oestrupii,Neodenticula kamtschatica,Comment
  IR,                 ,                 ,                  ,              ,167,1014,A, 42,X,CC,  12.00,    372.1400,Maruyama ,Diatoms                                      ,T              ,P                 ,+              ,+                       ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,+                  ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 44,X,CC,  72.00,    391.8900,Maruyama ,Diatoms                                      ,T              ,P                 ,               ,                        ,                   ,                               ,                                ,                ,+                      ,                      ,                       ,+                          ,+                       ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 45,X,CC, 119.00,    400.9400,Maruyama ,Diatoms                                      ,T              ,P                 ,               ,                        ,                   ,                               ,+                               ,+               ,+                      ,+                     ,+                      ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 46,X,CC,  39.00,    410.6700,Maruyama ,Diatoms                                      ,T              ,P                 ,               ,+                       ,                   ,+                              ,                                ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 47,X,CC,  46.00,    419.8700,Maruyama ,Diatoms                                      ,T              ,P                 ,F              ,+                       ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 48,X,CC,  30.00,    427.5500,Maruyama ,Diatoms                                      ,T              ,P                 ,+              ,+                       ,+                  ,+                              ,                                ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 49,X,CC,  36.00,    438.8000,Maruyama ,Diatoms                                      ,T              ,P                 ,F              ,+                       ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 50,X,CC,  28.00,    447.3600,Maruyama ,Diatoms                                      ,T              ,P                 ,F              ,+                       ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
