Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygodiscus xenotus	Watznaueria barnesae	Thoracosphaera operculata	Stradneria crenulata	Rhagodiscus angustus	Reinhardtites levis	Prediscosphaera stoveri	Prediscosphaera honjoi	Prediscosphaera arkhangelskyi	Placozygus sigmoides	Phanulithus obscurus	Nephrolithus frequens	Monomarginatus quaternarius	Monomarginatus pectinatus	Misceomarginatus pleniporus	Micula decussata	Lucianorhabdus cayeuxii	Lithraphidites carniolensis	Kamptnerius magnificus	Glaukolithus compactus	Gartnerago obliquum	Eiffellithus gorkae	Cribrosphaerella ? daniae	Cribrosphaerella ehrenbergii	Cretarhabdus conicus	Biscutum magnum	Biscutum dissimilis	Arkhangelskiella specillata	Arkhangelskiella cymbiformis	Ahmuellerella octoradiata	Prediscosphaera cretacea	Microrhabdulus decoratus	Eiffellithus turriseiffelii	Chiastozygus garrisonii	Prediscosphaera spinosa	Chiastozygus sp.	Nephrolithus corystus	Markalius inversus	Prediscosphaera bukryi	Placozygus fibuliformis	Broinsonia enormis	Biscutum constans	Biscutum castrorum	Prediscosphaera grandis	Vekshinella parma	Thoracosphaera sp.	Chiastozygus litterarius	Prediscosphaera intercisa	Cretarhabdus angustiforatus	Lithraphidites quadratus	placolith (small)	Zygolithus sp. (rotated cross)	Zygolithus crux	Zygodiscus spiralis	Zygodiscus sigmoides	Zygodiscus diplogrammus	Zygodiscus compactus	Tranolithus phacelosus	Thoracosphaera spp.	Prinsius tenuiculum / dimorphosus	Nephrolithus frequens miniporus	Nephrolithus frequens frequens	Neocrepidolithus neocrassus	Neocrepidolithus fossus	Neocrepidolithus cruciatus	Markalius apertus	Lapideacassis sp.	Gartnerago spp.	Futyania petalosa	Eiffellithus sp.	Cyclagelosphaera reinhardtii/C. alta	Cruciplacolithus tenuis (> 7 microns)	Cruciplacolithus primus (> 5 microns)	Cruciplacolithus primus (< 5 microns )	Cribrosphaerella daniae	Cretarhabdus conicus	Corollithion rhombicus	Coccolithus pelagicus/C. cavus	Chiastozygus amphipons	Braarudosphaera bigelowii	Biscutum notaculum	Bidiscus rotatorius	Biantholithus sparsus	Acuturris scotus	Helicolithus trabeculatus	Comment

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  10.00	    357.9000	Pospichal	Nannofossils                                 	F              	M                 	                  	6                   	                         	                    	                    	1                  	55                     	                      	                             	                    	0                   	                     	                           	                         	                           	37              	                       	                           	25                    	                      	                   	                   	                         	2                           	                    	               	                   	                           	37                          	29                       	16                      	                        	6                          	                       	0                      	19              	0                    	5                 	                      	                       	                  	0                	4                 	                       	                 	                  	                        	                         	                           	0                       	2                	1                             	11             	13                 	70                  	0                      	2                   	0                     	15                 	0                                	19                             	76                            	0                          	0                      	3                         	0                	0                	9              	0                	8               	2                                   	0                                    	0                                    	0                                     	40                     	12                  	1                     	0                             	24                    	0                        	0                 	0                  	0                    	2               	                         	R.levis & Z.compactus are reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  12.00	    357.9200	Pospichal	Nannofossils                                 	F              	M                 	                  	4                   	                         	                    	                    	1                  	47                     	                      	                             	                    	0                   	                     	                           	                         	                           	71              	                       	                           	35                    	                      	                   	                   	                         	0                           	                    	               	                   	                           	59                          	26                       	13                      	                        	3                          	                       	0                      	7               	0                    	4                 	                      	                       	                  	0                	1                 	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	3              	19                 	23                  	1                      	0                   	0                     	2                  	0                                	20                             	76                            	0                          	0                      	3                         	0                	0                	2              	0                	3               	1                                   	0                                    	0                                    	0                                     	31                     	5                   	0                     	0                             	37                    	0                        	0                 	1                  	0                    	1               	                         	R.levis & Z.diplogrammus are reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  19.00	    357.9900	Pospichal	Nannofossils                                 	C              	M                 	                  	0                   	                         	                    	                    	0                  	14                     	                      	                             	                    	0                   	                     	                           	                         	                           	5               	                       	                           	2                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	10                          	2                        	3                       	                        	0                          	                       	0                      	0               	0                    	31                	                      	                       	                  	0                	27                	                       	                 	                  	                        	                         	                           	0                       	2                	0                             	27             	3                  	260                 	0                      	0                   	0                     	82                 	0                                	2                              	13                            	2                          	0                      	7                         	0                	0                	2              	0                	0               	3                                   	0                                    	0                                    	0                                     	3                      	0                   	0                     	0                             	0                     	0                        	0                 	0                  	1                    	1               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  30.00	    358.1000	Pospichal	Nannofossils                                 	C              	M                 	                  	0                   	                         	                    	                    	0                  	7                      	                      	                             	                    	0                   	                     	                           	                         	                           	5               	                       	                           	4                     	                      	                   	                   	                         	1                           	                    	               	                   	                           	5                           	2                        	1                       	                        	1                          	                       	0                      	0               	0                    	48                	                      	                       	                  	0                	44                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	3              	0                  	258                 	0                      	0                   	0                     	96                 	0                                	1                              	10                            	0                          	0                      	9                         	2                	0                	0              	0                	0               	0                                   	0                                    	0                                    	0                                     	2                      	1                   	0                     	0                             	2                     	0                        	0                 	0                  	0                    	1               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  39.00	    358.1900	Pospichal	Nannofossils                                 	C              	G                 	                  	1                   	                         	                    	                    	0                  	7                      	                      	                             	                    	0                   	                     	                           	                         	                           	4               	                       	                           	4                     	                      	                   	                   	                         	1                           	                    	               	                   	                           	7                           	5                        	2                       	                        	1                          	                       	0                      	2               	0                    	55                	                      	                       	                  	0                	90                	                       	                 	                  	                        	                         	                           	0                       	1                	0                             	6              	0                  	214                 	1                      	0                   	1                     	15                 	0                                	0                              	13                            	0                          	0                      	60                        	0                	0                	0              	0                	0               	0                                   	0                                    	0                                    	0                                     	7                      	2                   	0                     	0                             	2                     	0                        	0                 	0                  	1                    	1               	                         	T.phacelosus & Z.diplogrammus are reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  44.00	    358.2400	Pospichal	Nannofossils                                 	R              	P                 	                  	0                   	                         	                    	                    	0                  	0                      	                      	                             	                    	0                   	                     	                           	                         	                           	0               	                       	                           	0                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	1                           	0                        	0                       	                        	0                          	                       	0                      	0               	0                    	4                 	                      	                       	                  	0                	20                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	1              	0                  	1                   	0                      	0                   	0                     	8                  	0                                	1                              	1                             	1                          	0                      	0                         	0                	0                	0              	0                	0               	0                                   	0                                    	0                                    	0                                     	0                      	1                   	0                     	0                             	0                     	0                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  48.00	    358.2800	Pospichal	Nannofossils                                 	F              	M                 	                  	0                   	                         	                    	                    	0                  	12                     	                      	                             	                    	0                   	                     	                           	                         	                           	6               	                       	                           	4                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	6                           	2                        	5                       	                        	0                          	                       	0                      	0               	0                    	20                	                      	                       	                  	0                	47                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	0                  	340                 	0                      	0                   	0                     	40                 	0                                	0                              	8                             	0                          	0                      	4                         	0                	1                	0              	0                	0               	1                                   	0                                    	0                                    	0                                     	5                      	2                   	0                     	0                             	1                     	0                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  52.00	    358.3200	Pospichal	Nannofossils                                 	F              	M                 	                  	0                   	                         	                    	                    	0                  	2                      	                      	                             	                    	0                   	                     	                           	                         	                           	0               	                       	                           	2                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	7                           	0                        	3                       	                        	0                          	                       	0                      	0               	0                    	14                	                      	                       	                  	0                	29                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	0                  	369                 	0                      	0                   	0                     	59                 	0                                	1                              	4                             	0                          	0                      	12                        	0                	0                	0              	0                	0               	1                                   	0                                    	0                                    	0                                     	2                      	0                   	0                     	0                             	0                     	1                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  56.00	    358.3600	Pospichal	Nannofossils                                 	R              	P                 	                  	1                   	                         	                    	                    	0                  	0                      	                      	                             	                    	0                   	                     	                           	                         	                           	4               	                       	                           	2                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	2                           	0                        	2                       	                        	0                          	                       	0                      	0               	0                    	5                 	                      	                       	                  	0                	12                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	0                  	57                  	0                      	1                   	0                     	6                  	0                                	0                              	3                             	0                          	0                      	4                         	0                	0                	0              	0                	0               	0                                   	0                                    	0                                    	0                                     	0                      	0                   	0                     	0                             	1                     	1                        	0                 	0                  	0                    	0               	                         	Z.compactus is reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  60.00	    358.4000	Pospichal	Nannofossils                                 	C              	M                 	                  	0                   	                         	                    	                    	0                  	6                      	                      	                             	                    	0                   	                     	                           	                         	                           	3               	                       	                           	2                     	                      	                   	                   	                         	1                           	                    	               	                   	                           	10                          	1                        	3                       	                        	0                          	                       	0                      	0               	0                    	27                	                      	                       	                  	0                	91                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	1                  	293                 	0                      	0                   	0                     	34                 	0                                	0                              	12                            	2                          	0                      	5                         	0                	0                	1              	0                	0               	4                                   	0                                    	0                                    	0                                     	3                      	3                   	0                     	0                             	1                     	0                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  64.00	    358.4400	Pospichal	Nannofossils                                 	C              	M                 	                  	4                   	                         	                    	                    	0                  	42                     	                      	                             	                    	0                   	                     	                           	                         	                           	39              	                       	                           	39                    	                      	                   	                   	                         	3                           	                    	               	                   	                           	35                          	12                       	7                       	                        	0                          	                       	2                      	4               	0                    	22                	                      	                       	                  	0                	38                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	4                  	149                 	0                      	0                   	0                     	20                 	0                                	7                              	71                            	2                          	0                      	6                         	0                	0                	2              	0                	0               	4                                   	0                                    	0                                    	0                                     	19                     	7                   	0                     	0                             	20                    	3                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  68.00	    358.4800	Pospichal	Nannofossils                                 	C              	M                 	                  	0                   	                         	                    	                    	0                  	46                     	                      	                             	                    	0                   	                     	                           	                         	                           	14              	                       	                           	32                    	                      	                   	                   	                         	1                           	                    	               	                   	                           	34                          	13                       	8                       	                        	3                          	                       	0                      	4               	0                    	12                	                      	                       	                  	0                	37                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	8                  	125                 	0                      	0                   	0                     	35                 	0                                	7                              	66                            	0                          	0                      	4                         	0                	0                	1              	0                	0               	5                                   	0                                    	0                                    	0                                     	21                     	6                   	0                     	0                             	10                    	0                        	0                 	0                  	0                    	4               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  70.00	    358.5000	Pospichal	Nannofossils                                 	C              	M                 	                  	3                   	                         	                    	                    	1                  	63                     	                      	                             	                    	0                   	                     	                           	                         	                           	22              	                       	                           	21                    	                      	                   	                   	                         	4                           	                    	               	                   	                           	51                          	10                       	9                       	                        	1                          	                       	0                      	2               	0                    	16                	                      	                       	                  	0                	31                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	6                  	135                 	0                      	0                   	0                     	15                 	0                                	4                              	90                            	0                          	0                      	0                         	0                	0                	2              	0                	0               	6                                   	0                                    	0                                    	0                                     	12                     	6                   	0                     	0                             	11                    	0                        	0                 	0                  	0                    	0               	                         	R.levis is reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  72.00	    358.5200	Pospichal	Nannofossils                                 	C              	P                 	                  	0                   	                         	                    	                    	0                  	19                     	                      	                             	                    	0                   	                     	                           	                         	                           	72              	                       	                           	30                    	                      	                   	                   	                         	1                           	                    	               	                   	                           	61                          	4                        	15                      	                        	1                          	                       	0                      	0               	0                    	40                	                      	                       	                  	0                	65                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	8                  	89                  	0                      	1                   	0                     	22                 	0                                	5                              	39                            	1                          	0                      	2                         	0                	0                	0              	0                	0               	6                                   	0                                    	0                                    	0                                     	25                     	1                   	0                     	0                             	8                     	0                        	0                 	0                  	X                    	1               	                         	Z.compactus is reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  73.00	    358.5300	Pospichal	Nannofossils                                 	F              	M                 	                  	1                   	                         	                    	                    	0                  	61                     	                      	                             	                    	0                   	                     	                           	                         	                           	23              	                       	                           	14                    	                      	                   	                   	                         	2                           	                    	               	                   	                           	43                          	8                        	6                       	                        	1                          	                       	0                      	2               	0                    	10                	                      	                       	                  	0                	25                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	10                 	139                 	0                      	0                   	0                     	38                 	0                                	6                              	71                            	1                          	0                      	0                         	0                	0                	1              	0                	1               	3                                   	0                                    	0                                    	0                                     	21                     	12                  	0                     	0                             	3                     	0                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Maestrichtian    	                 	CC26              	              	121	 752	B	 11	R	 3	  73.00	    358.5300	Resiwati 	Nannofossils                                 	R              	M                 	F                 	R                   	R                        	                    	                    	                   	F                      	                      	                             	                    	                    	F                    	                           	                         	                           	F               	F                      	                           	R                     	                      	                   	                   	                         	                            	                    	               	                   	R                          	R                           	R                        	R                       	R                       	                           	                       	                       	                	                     	F                 	                      	C                      	F                 	                 	                  	                       	                 	                  	                        	                         	F                          	                        	                 	                              	               	                   	                    	                       	                    	                      	                   	                                 	                               	                              	                           	                       	                          	                 	                 	               	                 	                	                                    	                                     	                                     	                                      	                       	                    	                      	                              	                      	                         	                  	                   	                     	                	                         	occurrence C. conicus is uncertain from ODP Leg 121 SR Chapter 5 Table 1 p 146-147

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  75.00	    358.5500	Pospichal	Nannofossils                                 	R              	P                 	                  	0                   	                         	                    	                    	0                  	11                     	                      	                             	                    	0                   	                     	                           	                         	                           	77              	                       	                           	31                    	                      	                   	                   	                         	2                           	                    	               	                   	                           	46                          	2                        	12                      	                        	1                          	                       	0                      	0               	0                    	14                	                      	                       	                  	0                	3                 	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	2                  	174                 	0                      	0                   	0                     	46                 	0                                	2                              	45                            	0                          	0                      	0                         	0                	0                	3              	0                	0               	3                                   	0                                    	0                                    	0                                     	17                     	5                   	0                     	0                             	4                     	0                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  76.00	    358.5600	Pospichal	Nannofossils                                 	R              	P                 	                  	0                   	                         	                    	                    	0                  	1                      	                      	                             	                    	0                   	                     	                           	                         	                           	5               	                       	                           	2                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	7                           	1                        	1                       	                        	0                          	                       	0                      	0               	0                    	0                 	                      	                       	                  	0                	0                 	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	0                  	9                   	0                      	0                   	0                     	8                  	0                                	0                              	11                            	0                          	0                      	0                         	0                	0                	0              	0                	0               	0                                   	0                                    	0                                    	0                                     	4                      	0                   	0                     	0                             	0                     	0                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  80.00	    358.6000	Pospichal	Nannofossils                                 	R              	P                 	                  	0                   	                         	                    	                    	0                  	0                      	                      	                             	                    	0                   	                     	                           	                         	                           	0               	                       	                           	0                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	0                           	0                        	0                       	                        	1                          	                       	0                      	0               	0                    	0                 	                      	                       	                  	0                	0                 	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	0                  	1                   	0                      	0                   	0                     	2                  	0                                	0                              	0                             	0                          	0                      	0                         	0                	0                	0              	0                	0               	0                                   	0                                    	0                                    	0                                     	0                      	0                   	0                     	0                             	0                     	0                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 3	  82.00	    358.6200	Pospichal	Nannofossils                                 	C              	P                 	                  	4                   	                         	                    	                    	0                  	54                     	                      	                             	                    	0                   	                     	                           	                         	                           	93              	                       	                           	59                    	                      	                   	                   	                         	2                           	                    	               	                   	                           	76                          	10                       	27                      	                        	4                          	                       	0                      	2               	0                    	3                 	                      	                       	                  	0                	11                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	15                 	21                  	0                      	0                   	0                     	4                  	0                                	5                              	70                            	0                          	0                      	0                         	0                	0                	1              	0                	2               	0                                   	0                                    	0                                    	0                                     	24                     	13                  	0                     	0                             	10                    	0                        	0                 	0                  	0                    	4               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404
