leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code
59,448,,1,2,11.0,13.0,0.00,1.62, 1,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,PRESENT,  ,1
59,448,,3,2,95.0,97.0,14.50,16.96,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,COMMON,  ,1
59,448,,3,2,95.0,97.0,14.50,16.96,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,FEW,  ,1
59,448,,3,2,95.0,97.0,14.50,16.96,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1
59,448,,3,2,95.0,97.0,14.50,16.96,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,COMMON,  ,2
59,448,,3,4,145.0,147.0,14.50,20.46,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,3,4,145.0,147.0,14.50,20.46,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1
59,448,,3,4,145.0,147.0,14.50,20.46,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0050,Cannartus mammifer,RARE,  ,1
59,448,,3,4,145.0,147.0,14.50,20.46,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,RARE,  ,1
59,448,,3,4,145.0,147.0,14.50,20.46,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0100,Cannartus violina,COMMON,  ,1
59,448,,3,4,145.0,147.0,14.50,20.46,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,ABUNDANT,  ,1
59,448,,3,4,145.0,147.0,14.50,20.46,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,ABUNDANT,  ,1
59,448,,3,4,145.0,147.0,14.50,20.46,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,COMMON,  ,1
59,448,,3,4,145.0,147.0,14.50,20.46,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,COMMON,  ,1
59,448,,3,4,145.0,147.0,14.50,20.46,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,RARE,  ,1
59,448,,3,4,145.0,147.0,14.50,20.46,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,ABUNDANT,  ,2
59,448,,3,CC,,,14.50,21.95,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,3,CC,,,14.50,21.95,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1
59,448,,3,CC,,,14.50,21.95,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0050,Cannartus mammifer,RARE,  ,1
59,448,,3,CC,,,14.50,21.95,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,COMMON,  ,1
59,448,,3,CC,,,14.50,21.95,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0100,Cannartus violina,RARE,  ,1
59,448,,3,CC,,,14.50,21.95,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,1
59,448,,3,CC,,,14.50,21.95,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,FEW,  ,1
59,448,,3,CC,,,14.50,21.95,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,COMMON,  ,1
59,448,,3,CC,,,14.50,21.95,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,RARE,  ,1
59,448,,3,CC,,,14.50,21.95,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1
59,448,,3,CC,,,14.50,21.95,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,ABUNDANT,  ,2
59,448,,4,1,68.0,70.0,24.00,24.69,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,4,1,68.0,70.0,24.00,24.69,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1
59,448,,4,1,68.0,70.0,24.00,24.69,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0050,Cannartus mammifer,RARE,  ,1
59,448,,4,1,68.0,70.0,24.00,24.69,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,RARE,  ,1
59,448,,4,1,68.0,70.0,24.00,24.69,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0100,Cannartus violina,FEW,  ,1
59,448,,4,1,68.0,70.0,24.00,24.69,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,1
59,448,,4,1,68.0,70.0,24.00,24.69,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,COMMON,  ,1
59,448,,4,1,68.0,70.0,24.00,24.69,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,RARE,  ,1
59,448,,4,1,68.0,70.0,24.00,24.69,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,RARE,  ,1
59,448,,4,1,68.0,70.0,24.00,24.69,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1
59,448,,4,1,68.0,70.0,24.00,24.69,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,ABUNDANT,  ,2
59,448,,4,2,4.0,6.0,24.00,25.55,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,4,2,4.0,6.0,24.00,25.55,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0050,Cannartus mammifer,RARE,  ,1
59,448,,4,2,4.0,6.0,24.00,25.55,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,FEW,  ,1
59,448,,4,2,4.0,6.0,24.00,25.55,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0090,Cannartus tubarius,PRESENT,  ,1
59,448,,4,2,4.0,6.0,24.00,25.55,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0100,Cannartus violina,FEW,  ,1
59,448,,4,2,4.0,6.0,24.00,25.55,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,1
59,448,,4,2,4.0,6.0,24.00,25.55,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,FEW,  ,1
59,448,,4,2,4.0,6.0,24.00,25.55,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,FEW,  ,1
59,448,,4,2,4.0,6.0,24.00,25.55,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0180,Dorcadospyris simplex,PRESENT,  ,1
59,448,,4,2,4.0,6.0,24.00,25.55,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,FEW,  ,1
59,448,,4,2,4.0,6.0,24.00,25.55,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,COMMON,  ,2
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0050,Cannartus mammifer,RARE,  ,1
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,COMMON,  ,1
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0090,Cannartus tubarius,FEW,  ,1
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0100,Cannartus violina,COMMON,  ,1
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,1
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,FEW,  ,1
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,FEW,  ,1
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,PRESENT,  ,1
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RLYCO0090,Lychnocanoma elongata,PRESENT,  ,2
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,RARE,  ,2
59,448,,4,2,70.0,72.0,24.00,26.21,13,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,COMMON,  ,2
59,448,,4,5,77.0,79.0,24.00,30.78,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,PRESENT,  ,1
59,448,,4,5,77.0,79.0,24.00,30.78,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0050,Cannartus mammifer,PRESENT,  ,1
59,448,,4,5,77.0,79.0,24.00,30.78,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,FEW,  ,1
59,448,,4,5,77.0,79.0,24.00,30.78,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0090,Cannartus tubarius,FEW,  ,1
59,448,,4,5,77.0,79.0,24.00,30.78,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0100,Cannartus violina,RARE,  ,1
59,448,,4,5,77.0,79.0,24.00,30.78,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,1
59,448,,4,5,77.0,79.0,24.00,30.78,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,RARE,  ,1
59,448,,4,5,77.0,79.0,24.00,30.78,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,RARE,  ,1
59,448,,4,5,77.0,79.0,24.00,30.78,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0180,Dorcadospyris simplex,COMMON,  ,1
59,448,,4,5,77.0,79.0,24.00,30.78,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1
59,448,,4,5,77.0,79.0,24.00,30.78,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,ABUNDANT,  ,2
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,RARE,  ,1
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,FEW,  ,1
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RCANN0090,Cannartus tubarius,FEW,  ,1
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RCANN0100,Cannartus violina,FEW,  ,1
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,FEW,  ,1
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,FEW,  ,1
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RDORC0030,Dorcadospyris ateuchus,PRESENT,  ,1
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RDORC0180,Dorcadospyris simplex,COMMON,  ,1
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RLYCO0090,Lychnocanoma elongata,PRESENT,  ,1
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,2
59,448,,4,CC,,,24.00,33.10,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,POOL,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,COMMON,  ,2
59,448,,5,1,77.0,79.0,33.50,34.28,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,FEW,  ,1
59,448,,5,1,77.0,79.0,33.50,34.28,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,COMMON,  ,1
59,448,,5,1,77.0,79.0,33.50,34.28,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCANN0090,Cannartus tubarius,PRESENT,  ,1
59,448,,5,1,77.0,79.0,33.50,34.28,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCANN0100,Cannartus violina,RARE,  ,1
59,448,,5,1,77.0,79.0,33.50,34.28,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,RARE,  ,1
59,448,,5,1,77.0,79.0,33.50,34.28,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,RARE,  ,1
59,448,,5,1,77.0,79.0,33.50,34.28,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RDORC0030,Dorcadospyris ateuchus,RARE,  ,1
59,448,,5,1,77.0,79.0,33.50,34.28,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RDORC0180,Dorcadospyris simplex,COMMON,  ,1
59,448,,5,1,77.0,79.0,33.50,34.28,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,RARE,  ,1
59,448,,5,1,77.0,79.0,33.50,34.28,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,RARE,  ,1
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,RARE,  ,1
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCALC0080,Calocycletta serrata,PRESENT,  ,1
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,RARE,  ,1
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCANN0090,Cannartus tubarius,PRESENT,  ,1
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCANN0100,Cannartus violina,RARE,  ,1
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,RARE,  ,1
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,RARE,  ,1
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RDORC0030,Dorcadospyris ateuchus,RARE,  ,1
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,RARE,  ,1
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RDORC0180,Dorcadospyris simplex,RARE,  ,2
59,448,,5,CC,,,33.50,35.00,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,RARE,  ,2
59,448,,6,1,75.0,77.0,43.00,43.76, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCALC0080,Calocycletta serrata,RARE,  ,1
59,448,,6,1,75.0,77.0,43.00,43.76, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1
59,448,,6,1,75.0,77.0,43.00,43.76, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,COMMON,  ,1
59,448,,6,1,75.0,77.0,43.00,43.76, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCANN0090,Cannartus tubarius,RARE,  ,1
59,448,,6,1,75.0,77.0,43.00,43.76, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,COMMON,  ,1
59,448,,6,1,75.0,77.0,43.00,43.76, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RDORC0030,Dorcadospyris ateuchus,FEW,  ,1
59,448,,6,1,75.0,77.0,43.00,43.76, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RDORC0180,Dorcadospyris simplex,COMMON,  ,1
59,448,,6,3,5.0,7.0,43.00,46.06, 3,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,PRESENT,  ,1
59,448,,6,3,5.0,7.0,43.00,46.06, 3,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,PRESENT,  ,1
59,448,,6,3,5.0,7.0,43.00,46.06, 3,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RDORC0030,Dorcadospyris ateuchus,PRESENT,  ,1
59,448,,6,4,4.0,6.0,43.00,47.55, 6,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCALC0080,Calocycletta serrata,RARE,  ,1
59,448,,6,4,4.0,6.0,43.00,47.55, 6,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1
