Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Thoracosphaera saxea,Sphenolithus moriformis,Reticulofenestra umbilica,Reticulofenestra daviesii,Neococcolithes dubius,Helicosphaera sp.,Ericsonia sp.,Ericsonia formosa,Discoaster sp.,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus marismontium,Cyclicargolithus floridanus,Cribrocentrum reticulatum,Coronocyclus nitescens,Coccolithus pelagicus-eopelagicus,Chiasmolithus sp.,Chiasmolithus oamaruensis,Calcidiscus kingii,Blackites spinosus,Reticulofenestra samodurovii,Reticulofenestra hillae,Clausicoccus fenestratus,Clausicoccus sp. cf. C.fenestratus,Bramletteius serraculoides,Discoaster tanii,Clausicoccus obrutus,Isthmolithus recurvus,Reticulofenestra oamaruensis,Chiasmolithus altus,Clausicoccus subdistichus,Pedinocyclus larvalis,Reticulofenestra sp. (small),Cyclicargolithus cf. abisectus,Cyclicargolithus abisectus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 703,A, 12,H, 1,  20.00,    100.1000,Madile   ,Nannofossils                                 ,A              ,P                 ,F                      ,                    ,R                      ,F                        ,A                        ,                     ,                 ,F            ,                 ,              ,F                       ,F                      ,                             ,A                          ,                         ,C                     ,A                                ,F                ,                         ,                  ,R                 ,                            ,R                      ,                        ,                                  ,                          ,                ,                    ,                     ,                            ,C                  ,                         ,                     ,                            ,                              ,F                         ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 703,A, 12,H, 2,  22.00,    101.6200,Madile   ,Nannofossils                                 ,A              ,P                 ,C                      ,                    ,                       ,F                        ,A                        ,                     ,R                ,C            ,                 ,              ,R                       ,F                      ,                             ,C                          ,                         ,C                     ,A                                ,F                ,                         ,                  ,R                 ,                            ,F                      ,                        ,                                  ,                          ,                ,R                   ,                     ,                            ,A                  ,F                        ,                     ,                            ,                              ,F                         ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 703,A, 12,H, 3,  22.00,    103.1200,Madile   ,Nannofossils                                 ,A              ,P                 ,R                      ,                    ,                       ,F                        ,A                        ,                     ,                 ,R            ,                 ,              ,R                       ,F                      ,                             ,A                          ,                         ,C                     ,A                                ,C                ,                         ,                  ,R                 ,                            ,F                      ,                        ,                                  ,                          ,                ,                    ,                     ,                            ,C                  ,R                        ,                     ,                            ,                              ,F                         ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 703,A, 12,H, 4,   2.00,    104.4200,Madile   ,Nannofossils                                 ,A              ,P                 ,                       ,                    ,R                      ,1                        ,A                        ,                     ,                 ,F            ,                 ,              ,F                       ,C                      ,                             ,A                          ,                         ,R                     ,A                                ,C                ,                         ,                  ,F                 ,                            ,F                      ,R                       ,                                  ,                          ,                ,R                   ,                     ,                            ,A                  ,R                        ,                     ,                            ,                              ,R                         ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 703,A, 12,H, 4,  24.00,    104.6400,Madile   ,Nannofossils                                 ,A              ,P                 ,F                      ,                    ,                       ,F                        ,A                        ,                     ,R                ,F            ,                 ,R             ,F                       ,F                      ,                             ,C                          ,                         ,F                     ,A                                ,F                ,                         ,                  ,F                 ,                            ,F                      ,R                       ,                                  ,                          ,                ,                    ,                     ,                            ,A                  ,R                        ,                     ,                            ,F                             ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 703,A, 12,H, 5,  21.00,    106.1100,Madile   ,Nannofossils                                 ,A              ,P                 ,R                      ,                    ,                       ,F                        ,A                        ,                     ,                 ,F            ,                 ,              ,F                       ,F                      ,                             ,C                          ,                         ,C                     ,C                                ,F                ,                         ,                  ,F                 ,                            ,R                      ,F                       ,                                  ,                          ,                ,R                   ,                     ,                            ,C                  ,R                        ,                     ,R                           ,R                             ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 703,A, 12,H, 5,  62.00,    106.5200,Madile   ,Nannofossils                                 ,A              ,P                 ,C                      ,                    ,                       ,C                        ,A                        ,                     ,                 ,F            ,                 ,              ,F                       ,F                      ,                             ,C                          ,                         ,C                     ,A                                ,F                ,                         ,                  ,C                 ,                            ,R                      ,A                       ,                                  ,                          ,                ,R                   ,                     ,                            ,A                  ,R                        ,                     ,                            ,R                             ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 703,A, 12,H, 6,   2.00,    107.4200,Madile   ,Nannofossils                                 ,A              ,P                 ,F                      ,                    ,R                      ,C                        ,A                        ,                     ,                 ,F            ,                 ,              ,F                       ,A                      ,                             ,A                          ,                         ,F                     ,A                                ,F                ,                         ,                  ,F                 ,                            ,F                      ,A                       ,                                  ,                          ,                ,R                   ,                     ,                            ,A                  ,R                        ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 703,A, 12,H, 6,  21.00,    107.6100,Madile   ,Nannofossils                                 ,A              ,P                 ,                       ,                    ,R                      ,F                        ,A                        ,                     ,                 ,F            ,                 ,              ,F                       ,F                      ,                             ,C                          ,                         ,C                     ,A                                ,C                ,                         ,                  ,R                 ,                            ,F                      ,A                       ,                                  ,                          ,                ,R                   ,R                    ,                            ,C                  ,R                        ,                     ,R                           ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 703,A, 12,H, 7,  21.00,    109.1100,Madile   ,Nannofossils                                 ,A              ,P                 ,F                      ,R                   ,                       ,F                        ,A                        ,                     ,                 ,F            ,                 ,              ,R                       ,F                      ,                             ,C                          ,                         ,F                     ,C                                ,C                ,                         ,                  ,F                 ,                            ,F                      ,A                       ,                                  ,R                         ,                ,R                   ,C                    ,                            ,A                  ,R                        ,                     ,C                           ,R                             ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 703,A, 13,H, 1,  88.00,    110.2800,Madile   ,Nannofossils                                 ,A              ,P                 ,F                      ,R                   ,                       ,A                        ,A                        ,                     ,                 ,F            ,R                ,              ,F                       ,C                      ,                             ,C                          ,                         ,R                     ,A                                ,C                ,F                        ,                  ,                  ,                            ,F                      ,C                       ,                                  ,                          ,                ,F                   ,F                    ,                            ,F                  ,                         ,R                    ,                            ,                              ,                          ,Reworking; from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,CP16b         ,114, 703,A, 13,H, 2,  43.00,    111.3300,Madile   ,Nannofossils                                 ,A              ,M                 ,F                      ,                    ,                       ,A                        ,A                        ,                     ,                 ,F            ,R                ,              ,F                       ,C                      ,                             ,C                          ,                         ,                      ,A                                ,C                ,R                        ,                  ,F                 ,                            ,F                      ,C                       ,                                  ,                          ,                ,F                   ,F                    ,                            ,R                  ,                         ,R                    ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,CP16b         ,114, 703,A, 13,H, 2,  88.00,    111.7800,Madile   ,Nannofossils                                 ,A              ,M                 ,F                      ,                    ,R                      ,C                        ,A                        ,                     ,                 ,F            ,R                ,              ,F                       ,C                      ,                             ,C                          ,                         ,                      ,A                                ,A                ,R                        ,                  ,R                 ,                            ,F                      ,F                       ,                                  ,                          ,                ,F                   ,R                    ,                            ,R                  ,                         ,R                    ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,CP16b         ,114, 703,A, 13,H, 3,  34.00,    112.7400,Madile   ,Nannofossils                                 ,A              ,P                 ,F                      ,                    ,                       ,F                        ,A                        ,                     ,                 ,F            ,R                ,              ,F                       ,C                      ,                             ,C                          ,                         ,                      ,A                                ,F                ,R                        ,                  ,F                 ,                            ,F                      ,F                       ,                                  ,                          ,R               ,                    ,F                    ,                            ,R                  ,                         ,F                    ,                            ,                              ,                          ,Reworking; from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,CP16b         ,114, 703,A, 13,H, 4,  60.00,    114.5000,Madile   ,Nannofossils                                 ,A              ,M                 ,F                      ,                    ,R                      ,C                        ,C                        ,                     ,R                ,F            ,                 ,              ,F                       ,C                      ,                             ,C                          ,                         ,R                     ,A                                ,F                ,R                        ,                  ,F                 ,                            ,F                      ,R                       ,                                  ,                          ,                ,R                   ,F                    ,                            ,R                  ,                         ,R                    ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,CP16b         ,114, 703,A, 13,H, 4,  74.00,    114.6400,Madile   ,Nannofossils                                 ,A              ,P                 ,R                      ,                    ,                       ,A                        ,C                        ,                     ,                 ,R            ,                 ,              ,F                       ,C                      ,R                            ,C                          ,                         ,F                     ,A                                ,R                ,R                        ,                  ,                  ,                            ,A                      ,R                       ,                                  ,                          ,                ,                    ,C                    ,VR                          ,                   ,R                        ,                     ,                            ,                              ,                          ,Reworking; from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,CP16b         ,114, 703,A, 13,H, 4,  85.00,    114.7500,Madile   ,Nannofossils                                 ,A              ,P                 ,F                      ,                    ,                       ,A                        ,                         ,                     ,                 ,F            ,R                ,              ,F                       ,C                      ,                             ,C                          ,                         ,R                     ,A                                ,F                ,R                        ,                  ,F                 ,                            ,F                      ,F                       ,                                  ,                          ,                ,R                   ,F                    ,R                           ,R                  ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,CP16b         ,114, 703,A, 13,H, 4, 130.00,    115.2000,Madile   ,Nannofossils                                 ,A              ,M                 ,R                      ,                    ,R                      ,C                        ,C                        ,                     ,R                ,F            ,R                ,              ,F                       ,C                      ,R                            ,C                          ,                         ,R                     ,A                                ,R                ,R                        ,                  ,R                 ,                            ,F                      ,R                       ,                                  ,                          ,R               ,R                   ,F                    ,R                           ,R                  ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15b             ,              ,114, 703,A, 15,H, 1, 144.00,    129.8400,Madile   ,Nannofossils                                 ,A              ,P                 ,F                      ,1                   ,R                      ,C                        ,C                        ,                     ,                 ,F            ,R                ,              ,F                       ,F                      ,                             ,C                          ,                         ,F                     ,A                                ,R                ,                         ,                  ,F                 ,R                           ,F                      ,R                       ,                                  ,                          ,                ,                    ,F                    ,R                           ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15b             ,              ,114, 703,A, 15,H, 2,  40.00,    130.3000,Madile   ,Nannofossils                                 ,A              ,P                 ,F                      ,R                   ,                       ,A                        ,C                        ,                     ,                 ,F            ,                 ,              ,C                       ,A                      ,R                            ,C                          ,                         ,                      ,A                                ,                 ,                         ,                  ,F                 ,                            ,A                      ,R                       ,                                  ,                          ,                ,R                   ,C                    ,R                           ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15b             ,              ,114, 703,A, 15,H, 2,  80.00,    130.7000,Madile   ,Nannofossils                                 ,A              ,M                 ,F                      ,F                   ,R                      ,A                        ,C                        ,                     ,R                ,F            ,R                ,              ,F                       ,F                      ,R                            ,A                          ,                         ,C                     ,A                                ,R                ,R                        ,                  ,F                 ,                            ,C                      ,                        ,                                  ,R                         ,                ,                    ,F                    ,R                           ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15b             ,              ,114, 703,A, 15,H, 2, 130.00,    131.2000,Madile   ,Nannofossils                                 ,A              ,P                 ,R                      ,F                   ,R                      ,F                        ,C                        ,                     ,                 ,F            ,                 ,              ,F                       ,F                      ,                             ,C                          ,R                        ,R                     ,A                                ,F                ,                         ,                  ,R                 ,                            ,R                      ,R                       ,                                  ,                          ,                ,R                   ,F                    ,R                           ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15b             ,              ,114, 703,A, 15,H, 3,  40.00,    131.8000,Madile   ,Nannofossils                                 ,A              ,M                 ,F                      ,F                   ,                       ,A                        ,C                        ,                     ,                 ,F            ,R                ,R             ,F                       ,A                      ,R                            ,A                          ,R                        ,F                     ,A                                ,F                ,F                        ,R                 ,R                 ,R                           ,F                      ,R                       ,                                  ,                          ,                ,                    ,F                    ,R                           ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15b             ,              ,114, 703,A, 15,H, 3,  80.00,    132.2000,Madile   ,Nannofossils                                 ,A              ,P                 ,R                      ,R                   ,                       ,A                        ,F                        ,                     ,                 ,R            ,R                ,              ,F                       ,C                      ,                             ,C                          ,F                        ,R                     ,A                                ,R                ,F                        ,                  ,R                 ,                            ,R                      ,                        ,                                  ,R                         ,                ,                    ,R                    ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,Reworking; from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15a             ,              ,114, 703,A, 15,H, 4,  80.00,    133.7000,Madile   ,Nannofossils                                 ,A              ,P                 ,R                      ,R                   ,F                      ,A                        ,C                        ,                     ,                 ,F            ,R                ,              ,A                       ,A                      ,                             ,C                          ,C                        ,F                     ,A                                ,F                ,C                        ,                  ,                  ,                            ,R                      ,F                       ,                                  ,                          ,                ,R                   ,                     ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,Reworking; from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15a             ,              ,114, 703,A, 15,H, 4,  95.00,    133.8500,Madile   ,Nannofossils                                 ,A              ,P                 ,C                      ,R                   ,                       ,A                        ,R                        ,                     ,                 ,R            ,                 ,R             ,C                       ,A                      ,R                            ,C                          ,C                        ,R                     ,A                                ,F                ,C                        ,                  ,F                 ,                            ,R                      ,R                       ,                                  ,R                         ,                ,                    ,                     ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15a             ,              ,114, 703,A, 15,H, 4, 116.00,    134.0600,Madile   ,Nannofossils                                 ,A              ,M                 ,C                      ,R                   ,R                      ,A                        ,R                        ,                     ,                 ,R            ,                 ,              ,F                       ,C                      ,R                            ,C                          ,C                        ,F                     ,A                                ,F                ,A                        ,                  ,R                 ,                            ,F                      ,                        ,R                                 ,                          ,                ,                    ,                     ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15a             ,              ,114, 703,A, 15,H, 5,  40.00,    134.8000,Madile   ,Nannofossils                                 ,A              ,P                 ,C                      ,                    ,                       ,A                        ,C                        ,                     ,                 ,R            ,                 ,              ,C                       ,A                      ,                             ,C                          ,C                        ,F                     ,A                                ,F                ,C                        ,R                 ,R                 ,                            ,R                      ,                        ,                                  ,                          ,R               ,                    ,                     ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15a             ,              ,114, 703,A, 15,H, 5,  80.00,    135.2000,Madile   ,Nannofossils                                 ,A              ,M                 ,F                      ,R                   ,                       ,A                        ,F                        ,                     ,                 ,R            ,                 ,              ,C                       ,A                      ,R                            ,C                          ,A                        ,F                     ,A                                ,F                ,C                        ,                  ,R                 ,                            ,F                      ,                        ,                                  ,R                         ,                ,                    ,                     ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15a             ,              ,114, 703,A, 15,H, 5, 130.00,    135.7000,Madile   ,Nannofossils                                 ,A              ,M                 ,R                      ,F                   ,R                      ,A                        ,F                        ,                     ,                 ,R            ,                 ,              ,C                       ,A                      ,                             ,C                          ,A                        ,F                     ,A                                ,F                ,A                        ,R                 ,F                 ,                            ,F                      ,R                       ,                                  ,                          ,                ,                    ,                     ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15a             ,              ,114, 703,A, 15,H, 6,  80.00,    136.7000,Madile   ,Nannofossils                                 ,A              ,M                 ,1                      ,R                   ,R                      ,A                        ,F                        ,R                    ,                 ,F            ,R                ,              ,C                       ,A                      ,R                            ,C                          ,A                        ,R                     ,A                                ,F                ,A                        ,                  ,F                 ,                            ,F                      ,                        ,                                  ,F                         ,                ,                    ,                     ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,Reworking; from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15a             ,              ,114, 703,A, 15,H, 6,  95.00,    136.8500,Madile   ,Nannofossils                                 ,A              ,P                 ,C                      ,R                   ,R                      ,A                        ,R                        ,R                    ,                 ,R            ,R                ,              ,F                       ,C                      ,R                            ,A                          ,A                        ,F                     ,A                                ,R                ,A                        ,                  ,F                 ,                            ,R                      ,                        ,                                  ,F                         ,R               ,                    ,                     ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15a             ,              ,114, 703,A, 16,X, 1,  20.00,    138.1000,Madile   ,Nannofossils                                 ,A              ,P                 ,C                      ,R                   ,R                      ,A                        ,F                        ,                     ,                 ,             ,R                ,              ,F                       ,C                      ,R                            ,A                          ,C                        ,R                     ,A                                ,F                ,A                        ,                  ,R                 ,                            ,R                      ,                        ,                                  ,R                         ,                ,                    ,                     ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15a             ,              ,114, 703,A, 16,X, 1,  44.00,    138.3400,Madile   ,Nannofossils                                 ,A              ,P                 ,F                      ,R                   ,R                      ,C                        ,R                        ,R                    ,                 ,F            ,R                ,              ,F                       ,A                      ,R                            ,C                          ,C                        ,F                     ,A                                ,F                ,A                        ,                  ,F                 ,                            ,R                      ,                        ,                                  ,R                         ,R               ,R                   ,                     ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15a             ,              ,114, 703,A, 16,X, 1,  80.00,    138.7000,Madile   ,Nannofossils                                 ,A              ,P                 ,C                      ,F                   ,                       ,A                        ,F                        ,F                    ,                 ,R            ,                 ,R             ,F                       ,A                      ,R                            ,C                          ,A                        ,R                     ,A                                ,R                ,A                        ,                  ,F                 ,                            ,F                      ,R                       ,                                  ,R                         ,R               ,R                   ,                     ,                            ,                   ,                         ,                     ,                            ,                              ,                          ,Reworking; from ODP Leg 114 SR Chapter 8 Table 2 p.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
