Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus heteromorphus,Helicosphaera carteri,Discoaster variabilis,Discoaster sp. sec. calc.,Discoaster exilis,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Sphenolithus abies,Reticulofenestra sp. (small),Discolithina multipora,Discoaster deflandrei,Cyclicargolithus abisectus,Reticulofenestra pseudoumbilicus,Discoaster sp. cf. D. brouweri,Sphenolithus moriformis,Cyclococcolithus rotula,Discoaster sp. cf. D. variabilis,Discoaster sp. cf. D. deflandrei (with web),Cyclococcolithus macintyrei,Catinaster coalitus,Helicosphaera euphratis,Discoaster sp. cf. D. surculus,Discoaster brouweri,Cyclococcolithus leptoporus,Discoaster sp. cf. D. kugleri,Gephyrocapsa oceanica,Gephyrocapsa aperta,Helicosphaera sellii,Pseudoemiliania lacunosa,Cyclococcolithus sp. cf. C. leptoporus,Syracosphaera pulchra,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,NN20              ,              ,112, 683,A,  3,H,CC,  15.00,     19.3400,Martini  ,Nannofossils                                 ,               ,M                 ,                          ,F                    ,                     ,                         ,                 ,                           ,R                    ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,R                          ,                             ,F                    ,C                  ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,NN20              ,              ,112, 683,A,  4,H,CC,  24.00,     31.0800,Martini  ,Nannofossils                                 ,               ,M/G               ,                          ,R                    ,                     ,                         ,                 ,                           ,R                    ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,R                          ,                             ,F                    ,C                  ,                    ,                        ,                                      ,R                    ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,NN20              ,              ,112, 683,A,  5,H,CC,  25.00,     35.5700,Martini  ,Nannofossils                                 ,               ,M/G               ,                          ,R                    ,                     ,                         ,                 ,                           ,                     ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,R                          ,                             ,F                    ,A                  ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,NN20              ,              ,112, 683,A,  6,H, 4,  20.00,     44.9000,Martini  ,Nannofossils                                 ,               ,M/G               ,                          ,F                    ,                     ,                         ,                 ,                           ,                     ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,R                          ,                             ,R                    ,A                  ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,NN20              ,              ,112, 683,A,  6,H,CC,  37.00,     50.7200,Martini  ,Nannofossils                                 ,               ,M/G               ,                          ,R                    ,                     ,                         ,                 ,                           ,                     ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,R                          ,                             ,F                    ,A                  ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,NN20              ,              ,112, 683,A,  7,H, 4,  95.00,     55.1500,Martini  ,Nannofossils                                 ,               ,M                 ,                          ,F                    ,                     ,                         ,                 ,                           ,R                    ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,R                          ,                             ,F                    ,A                  ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,NN19              ,              ,112, 683,A,  7,H,CC,  14.00,     59.3500,Martini  ,Nannofossils                                 ,               ,M                 ,                          ,R                    ,                     ,                         ,                 ,                           ,R                    ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,R                          ,                             ,F                    ,C                  ,                    ,R                       ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,NN19              ,              ,112, 683,A,  8,H,CC,  29.00,     69.4100,Martini  ,Nannofossils                                 ,               ,P                 ,                          ,                     ,                     ,                         ,                 ,                           ,                     ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,R                    ,R                  ,                    ,                        ,R                                     ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,NN19              ,              ,112, 683,A,  9,H, 5,   2.00,     74.7200,Martini  ,Nannofossils                                 ,               ,M/G               ,                          ,R                    ,                     ,                         ,                 ,                           ,                     ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,C                    ,R                  ,                    ,A                       ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 683,A, 14,X,CC,  11.00,    117.3900,Martini  ,Nannofossils                                 ,               ,M                 ,                          ,R                    ,                     ,                         ,                 ,                           ,R                    ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,R                    ,F                  ,R                   ,                        ,                                      ,                     ,                 ,Miocene reworked from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 683,A, 15,X, 1,   2.00,    125.7200,Martini  ,Nannofossils                                 ,               ,G                 ,                          ,C                    ,                     ,                         ,                 ,                           ,                     ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,R                          ,                             ,C                    ,A                  ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN18              ,              ,112, 683,A, 19,X,CC,  25.00,    164.7000,Martini  ,Nannofossils                                 ,               ,M                 ,                          ,R                    ,                     ,                         ,                 ,                           ,R                    ,F                       ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,R                          ,                   ,                       ,                              ,R                  ,R                          ,                             ,F                    ,C                  ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN6               ,NN7           ,112, 683,A, 27,X, 1, 116.00,    240.8600,Martini  ,Nannofossils                                 ,               ,P/M               ,                          ,                     ,                     ,                         ,F                ,                           ,F                    ,R                       ,                  ,F                           ,                      ,                     ,                          ,F                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,R                  ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,zonal assignment is uncertain; from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN6               ,NN7           ,112, 683,A, 27,X,CC,  12.00,    241.1500,Martini  ,Nannofossils                                 ,               ,P/M               ,                          ,R                    ,                     ,                         ,F                ,                           ,F                    ,R                       ,                  ,F                           ,                      ,                     ,                          ,C                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,R                            ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,zonal assignment is uncertain; from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN6               ,              ,112, 683,A, 28,X, 1,  56.00,    249.7600,Martini  ,Nannofossils                                 ,               ,M                 ,                          ,                     ,                     ,                         ,R                ,                           ,R                    ,C                       ,F                 ,A                           ,                      ,                     ,                          ,A                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,R                          ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,zonal assignment is uncertain; from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN6               ,              ,112, 683,A, 28,X,CC,  18.00,    252.2500,Martini  ,Nannofossils                                 ,               ,P/M               ,                          ,                     ,                     ,                         ,R                ,                           ,F                    ,C                       ,F                 ,C                           ,                      ,R                    ,                          ,C                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,R                  ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,zonal assignment is uncertain; from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN6               ,              ,112, 683,A, 29,X, 1,  17.00,    258.8700,Martini  ,Nannofossils                                 ,               ,P/M               ,                          ,                     ,F                    ,                         ,R                ,                           ,R                    ,R                       ,F                 ,C                           ,                      ,F                    ,                          ,C                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,R                             ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,zonal assignment is uncertain; from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN6               ,              ,112, 683,A, 29,X,CC,  14.00,    260.1400,Martini  ,Nannofossils                                 ,               ,P/M               ,                          ,                     ,                     ,R                        ,                 ,                           ,                     ,R                       ,R                 ,C                           ,                      ,                     ,                          ,C                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,zonal assignment is uncertain; from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN8               ,              ,112, 683,A, 30,X, 1, 112.00,    269.3200,Martini  ,Nannofossils                                 ,               ,M                 ,                          ,R                    ,                     ,                         ,R                ,                           ,F                    ,F                       ,F                 ,C                           ,                      ,                     ,                          ,C                               ,                              ,                       ,R                      ,                                ,                                           ,                           ,R                  ,R                      ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN8               ,              ,112, 683,A, 30,X,CC,  23.00,    270.7200,Martini  ,Nannofossils                                 ,               ,M                 ,                          ,F                    ,                     ,                         ,                 ,                           ,F                    ,R                       ,F                 ,F                           ,                      ,R                    ,                          ,C                               ,                              ,                       ,                       ,                                ,                                           ,                           ,R                  ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN6               ,              ,112, 683,A, 31,X, 2,  10.00,    279.3000,Martini  ,Nannofossils                                 ,               ,P/M               ,                          ,F                    ,                     ,                         ,R                ,                           ,C                    ,F                       ,F                 ,C                           ,                      ,R                    ,                          ,C                               ,                              ,R                      ,                       ,R                               ,                                           ,R                          ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,zonal assignment is uncertain; from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN6               ,              ,112, 683,A, 31,X,CC,  15.00,    279.5300,Martini  ,Nannofossils                                 ,               ,M                 ,                          ,R                    ,                     ,                         ,R                ,                           ,R                    ,F                       ,F                 ,C                           ,                      ,                     ,                          ,C                               ,                              ,                       ,                       ,R                               ,R                                          ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,zonal assignment is uncertain; from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN6               ,              ,112, 683,A, 32,X,CC,  15.00,    288.3400,Martini  ,Nannofossils                                 ,               ,P                 ,                          ,                     ,                     ,                         ,                 ,                           ,R                    ,                        ,                  ,R                           ,                      ,                     ,                          ,R                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,zonal assignment is uncertain; from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN6               ,              ,112, 683,A, 33,X,CC,  19.00,    305.5500,Martini  ,Nannofossils                                 ,               ,P/M               ,                          ,R                    ,                     ,                         ,R                ,                           ,F                    ,R                       ,F                 ,C                           ,                      ,                     ,R                         ,C                               ,                              ,                       ,                       ,R                               ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN6               ,              ,112, 683,A, 39,X, 2, 106.00,    356.2600,Martini  ,Nannofossils                                 ,               ,M                 ,                          ,                     ,                     ,                         ,R                ,C                          ,F                    ,F                       ,R                 ,C                           ,                      ,                     ,F                         ,C                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN6               ,              ,112, 683,A, 39,X,CC,  22.00,    360.7300,Martini  ,Nannofossils                                 ,               ,P/M               ,                          ,                     ,                     ,R                        ,F                ,C                          ,F                    ,R                       ,R                 ,C                           ,                      ,                     ,F                         ,F                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN5               ,              ,112, 683,A, 40,X, 1, 104.00,    364.2400,Martini  ,Nannofossils                                 ,               ,P/M               ,R                         ,F                    ,                     ,R                        ,R                ,F                          ,F                    ,                        ,R                 ,C                           ,R                     ,                     ,                          ,                                ,                              ,R                      ,R                      ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN5               ,              ,112, 683,A, 40,X, 3, 121.00,    367.4100,Martini  ,Nannofossils                                 ,               ,P/M               ,R                         ,R                    ,R                    ,R                        ,R                ,R                          ,F                    ,R                       ,                  ,C                           ,R                     ,                     ,                          ,R                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN5               ,              ,112, 683,A, 40,X,CC,  27.00,    373.4100,Martini  ,Nannofossils                                 ,               ,P/M               ,R                         ,F                    ,                     ,                         ,F                ,F                          ,C                    ,F                       ,                  ,C                           ,R                     ,                     ,F                         ,F                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN5               ,              ,112, 683,A, 41,X,CC,  13.00,    382.1200,Martini  ,Nannofossils                                 ,               ,P/M               ,R                         ,C                    ,R                    ,F                        ,F                ,F                          ,F                    ,C                       ,                  ,C                           ,                      ,R                    ,F                         ,F                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 683,A, 42,X,CC,  13.00,    382.0900,Martini  ,Nannofossils                                 ,               ,P/M               ,                          ,                     ,F                    ,F                        ,C                ,                           ,                     ,                        ,                  ,                            ,                      ,                     ,                          ,                                ,R                             ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN5               ,              ,112, 683,A, 43,X,CC,  22.00,    394.6800,Martini  ,Nannofossils                                 ,               ,P/M               ,R                         ,R                    ,F                    ,F                        ,F                ,                           ,F                    ,R                       ,                  ,                            ,R                     ,                     ,R                         ,F                               ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN5               ,              ,112, 683,A, 44,X, 4, 115.00,    405.8500,Martini  ,Nannofossils                                 ,               ,P/M               ,F                         ,F                    ,R                    ,F                        ,F                ,R                          ,F                    ,C                       ,F                 ,C                           ,R                     ,R                    ,R                         ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN5               ,              ,112, 683,A, 45,X,CC,  35.00,    418.4400,Martini  ,Nannofossils                                 ,               ,P/M               ,R                         ,R                    ,F                    ,R                        ,F                ,R                          ,R                    ,R                       ,                  ,                            ,                      ,                     ,                          ,                                ,                              ,                       ,                       ,                                ,                                           ,                           ,                   ,                       ,                              ,                   ,                           ,                             ,                     ,                   ,                    ,                        ,                                      ,                     ,                 ,from ODP Leg 112 SR Chapter 14 Table 6 p 228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
