Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Foliactiniscus mirabilis,Distephanus crux crux,Dictyocha varia,Corbisema triacantha,Actiniscus pentasterias s.l.,Dictyocha epiodon,Parathranium clathratum,Mesocena elliptica,Dictyocha fibula fibula,Ammodochium serotinum,Actiniscus cf. elongatus,Paramesocena circulus apiculata,Distephanus stauracanthus f. stauracanthus,Distephanus stauracanthus f. octagonus,Distephanus speculum speculum,Cannopilus hemisphaericus,Hermesinella conata,Mesocena sp. cf. M.elliptica,Dictyocha medusa,Paramesocena circulus circulus,Dictyocha messanensis stapedia,Dictyocha messaensis aspinosa,Distephanus speculum  pentagonus,Dictyocha messanensis aculeata,Distephanus aculeatus aculeatus,Dictyocha perlaevis perlaevis,Dictyocha perlaevis delicata,Mesocena quadrangula,Distephanus bioctonarius bioctonarius,Dictyocha messaensis m. aspinosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,D. mess. aculeata ,              ,112, 683,A,  5,H,CC,  25.00,     35.5700,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,C                             ,                             ,                                ,R                             ,                               ,                             ,                            ,                    ,R                                    ,F                               ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,D. mess. aculeata ,              ,112, 683,A,  6,H,CC,  37.00,     50.7200,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,R                            ,                         ,                   ,                            ,                ,                              ,A                             ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,R                                    ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,D. mess. aculeata ,              ,112, 683,A,  7,H,CC,  14.00,     59.3500,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,R                           ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,R                            ,                         ,                   ,                            ,                ,                              ,F                             ,                             ,                                ,R                             ,                               ,                             ,                            ,                    ,R                                    ,R                               ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,B. quadrangula    ,              ,112, 683,A,  8,H,CC,  29.00,     69.4100,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,C                             ,                             ,                                ,                              ,                               ,                             ,                            ,R                   ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,B. quadrangula    ,              ,112, 683,A,  9,H,CC,  13.00,     77.1400,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,R                      ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,C                             ,                             ,                                ,                              ,                               ,                             ,                            ,R                   ,                                     ,R                               ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,B. quadrangula    ,              ,112, 683,A, 10,X,CC,  15.00,     79.8900,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,A                             ,                             ,                                ,                              ,                               ,                             ,                            ,C                   ,R                                    ,R                               ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,B. quadrangula    ,              ,112, 683,A, 11,X, 1, 113.00,     88.8300,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,C                             ,                             ,                                ,                              ,                               ,                             ,                            ,F                   ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,B. quadrangula    ,              ,112, 683,A, 12,X,CC,  11.00,    106.6200,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,C                             ,                             ,                                ,                              ,                               ,                             ,                            ,R                   ,R                                    ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 13,X,CC,   9.00,    107.6500,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,F                             ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 14,X,CC,  11.00,    117.3900,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,A                             ,F                            ,                                ,                              ,                               ,C                            ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 15,X,CC,  14.00,    134.9700,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,C                             ,                             ,                                ,                              ,                               ,F                            ,R                           ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 16,X, 2,  40.00,    137.1000,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,C                             ,R                            ,R                               ,                              ,                               ,R                            ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 17,X,CC,  15.00,    145.8200,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,r              ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,F                             ,R                            ,F                               ,                              ,                               ,R                            ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 18,X,CC,  16.00,    161.1000,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,R                             ,                             ,R                               ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 19,X,CC,  25.00,    164.7000,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,R                       ,                               ,                                          ,                                      ,F                            ,                         ,                   ,                            ,                ,                              ,R                             ,                             ,F                               ,                              ,R                              ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 20,X,CC,  15.00,    173.8000,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,R                             ,                             ,F                               ,                              ,R                              ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 21,X,CC,  17.00,    185.4800,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,r              ,                    ,                            ,                 ,                       ,                  ,                       ,R                    ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,R                             ,                             ,R                               ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 22,X,CC,  18.00,    192.9900,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,F                    ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,R                               ,r                             ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 23,X,CC,  23.00,    203.1600,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,R                      ,                  ,                       ,                     ,R                       ,                               ,                                          ,                                      ,R                            ,                         ,                   ,                            ,                ,                              ,R                             ,R                            ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 24,X,CC,   8.00,    212.0700,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,r                    ,r              ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,R                       ,                               ,                                          ,                                      ,R                            ,                         ,                   ,                            ,                ,                              ,R                             ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Pliocene         ,D. m. stapedia    ,              ,112, 683,A, 25,X,CC,  20.00,    228.5300,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,                            ,                 ,                       ,                  ,                       ,R                    ,R                       ,                               ,                                          ,                                      ,R                            ,                         ,R                  ,                            ,                ,R                             ,R                             ,R                            ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,D. varia          ,              ,112, 683,A, 26,X,CC,   9.00,    230.8000,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,F                    ,R              ,                    ,R                           ,                 ,R                      ,                  ,                       ,                     ,R                       ,                               ,                                          ,                                      ,R                            ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 27,X,CC,  15.00,    241.1800,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,F                    ,               ,R                   ,R                           ,                 ,R                      ,                  ,                       ,R                    ,                        ,                               ,                                          ,R                                     ,R                            ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 28,X,CC,  18.00,    252.2500,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,F                    ,R              ,R                   ,                            ,                 ,                       ,                  ,                       ,                     ,                        ,R                              ,                                          ,                                      ,R                            ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 29,X, 1,  17.00,    258.8700,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,F                    ,R              ,R                   ,R                           ,                 ,R                      ,                  ,                       ,R                    ,                        ,                               ,R                                         ,F                                     ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 30,X,CC,  23.00,    270.7200,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,F                    ,               ,R                   ,R                           ,                 ,                       ,                  ,                       ,                     ,                        ,R                              ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 31,X,CC,  15.00,    279.5300,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,F                    ,R              ,R                   ,R                           ,R                ,R                      ,                  ,                       ,R                    ,                        ,R                              ,                                          ,C                                     ,                             ,                         ,                   ,R                           ,R               ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 32,X,CC,  15.00,    288.3400,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,R                    ,               ,                    ,R                           ,                 ,R                      ,                  ,                       ,                     ,                        ,                               ,                                          ,R                                     ,R                            ,                         ,R                  ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 33,X,CC,  19.00,    305.5500,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,R                    ,R              ,R                   ,R                           ,R                ,R                      ,                  ,                       ,                     ,R                       ,R                              ,R                                         ,F                                     ,R                            ,R                        ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 34,X,CC,  17.00,    312.2100,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,R                       ,R                    ,               ,                    ,                            ,                 ,                       ,                  ,                       ,                     ,R                       ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 35,X,CC,  27.00,    319.9500,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,R                    ,R              ,R                   ,R                           ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 36,X,CC,  31.00,    331.7300,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,                     ,               ,                    ,R                           ,                 ,R                      ,                  ,                       ,                     ,R                       ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 37,X,CC,  24.00,    340.8500,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,R                    ,R              ,                    ,R                           ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 38,X,CC,  16.00,    347.3600,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,C                    ,R              ,                    ,R                           ,R                ,                       ,                  ,                       ,R                    ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 39,X,CC,  22.00,    360.7300,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,C                    ,C              ,F                   ,R                           ,                 ,R                      ,                  ,R                      ,R                    ,R                       ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 40,X,CC,  27.00,    373.4100,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,R                    ,               ,                    ,R                           ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 41,X,CC,  13.00,    382.1200,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,F                    ,F              ,                    ,F                           ,R                ,R                      ,R                 ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 42,X,CC,  13.00,    382.0900,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,R                    ,F              ,R                   ,R                           ,                 ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,C. triacantha     ,              ,112, 683,A, 43,X,CC,  22.00,    394.6800,Martini  ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                        ,R                    ,R              ,                    ,R                           ,R                ,                       ,                  ,                       ,                     ,                        ,                               ,                                          ,                                      ,                             ,                         ,                   ,                            ,                ,                              ,                              ,                             ,                                ,                              ,                               ,                             ,                            ,                    ,                                     ,                                ,from ODP Leg 112 SR Chapter 10 Table 2 p 160
