Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Wetzeliella spp.,Tectatodinium spp.,Systematophora spp.,Spiniferites spp.,Spiniferites pseudofurcatus,Spinidinium spp.,Senegalinium spp.,Samlandia chlamydophora,Phthanoperidinium filigranum,Phthanoperidinium distinctum,Paralecaniella indentata,Palaeocystodinium golzowense,Operculodinium centrocarpum,Impagidinium velorum,Impagidinium spp.,Heteraulacacysta ?leptalea,Fromea fragilis,Diphyes colligerum,Dinoflagellate cysts indet.,Dinoflagellate species 6,Dinoflagellate species 3,Deflandrea phosphoritica,Deflandrea oebisfeldensis,Deflandrea granulata,Dapsilidinium pseudocolligerum,Damassadinium abbreviatum,Cribroperidinium giuseppei,Chatangiella spp.,Cerodinium striatum,Cerebrocysta bartonensis,Batiacasphaera micropapillata s.l.,Areoligera spp.,Achomosphaera alcicornu,Wetzeliella gochtii,Wetzeliella articulata,Phthanoperidinium geminatum,Phthanoperidinium echinatum,Nematosphaeropsis sp.1,Kallosphaeridium? sp.1,Hystrichostrogylon membraniphorum,Heteraulacacysta porosa,Fibrocysta axialis,Elytrocysta sp.1,Dinopterygium cladoides,Diconodinium sp.1,Dapsilidinium? sp.1,Corrudinium incompositum,Cordosphaeridium funiculatum,Batiacasphaera compta,Achomosphaera spp.,Thalassiphora pelagica,Thalassiphora delicata,Tectatodinium sp.1,Svalbardella cooksoniae,Surculosphaeridium ?longifurcatum,Spiniferites cornutus,Rottnestia borussica,Paucilobimorpha triradiata,Nematosphaeropsis sp.2,Nematosphaeropsis lemniscata,Litosphaeridium spp.,Lentinia sp.1,Glaphyrocysta divaricata,Enneadocysta multicornuta,Enneadocysta arcuata,Diphyes ficusoides,Dinoflagellate species 7,Dinoflagellate species 2,Batiacasphaera spp.,Areosphaeridium michoudii,Areosphaeridium diktyoplokus,Achomosphaera ramulifera,Achilleodinium biformoides,Tectatodinium grande,Phthanoperidinium powellii,Phthanoperidinium multispinum,Phthanoperidinium comatum,Phthanoperidinium alectrolophum,Phelodinium spp.,Odontochitina sp.,Lophocysta sp.1,Lentinia serrata,Impagidinium cf. I. velorum,Hystrichokolpoma cinctum,Homotryblium tenuispinosum,Heteraulacacysta sp.1,Glaphyrocysta semitecta,Glaphyrocysta ordinata,Eatonicysta ursulae,Distatodinium ellipticum,Cribroperidinium sp.2,Cordosphaeridium minimum,Batiacasphaera hirsuta,Batiacasphaera baculata,Araneosphaera araneosa,Tanyosphaeridium sp.1,Pentadinium laticinctum laticinctum,Paucisphaeridium inversibuccinum,Melitasphaeridium pseudorecurvatum,Lingulodinium machaerophorum,Deflandrea sp.2,Cordosphaeridium spp.,Thalassiphora sp.1,Pterodinium sp.1,Palaeotetradinium sp.1,Palaeocystodinium sp.1,Operculodinium sp.1,Operculodinium divergens,Membranophoridium sp.,Impagidinium cf. I. aculeatum,Hystrichokolpoma spp.,Hystrichokolpoma rigaudiae,Horologinella sp.1,Histiocysta sp.1,Eocladopyxis peniculata,Caligodinium amiculum,Alterbidinium spp.,Svalbardella cf. S. cooksoniae,Palambages morulosa,Micrhystridium sp.1,Distatodinium paradoxum,Distatodinium craterum,Dinoflagellate species 4,Selenopemphix spp.,Selenopemphix nephroides,Palaeohystrichophora infusoriodes,Palaeocystodinium bulliformum,Lejeunecysta spp.,Homotryblium spp.,Glaphyrocysta ?reticulosa,Enneadocysta fenestrata,Dinoflagellate species 1,Cyclopsiella elliptica,Cribroperidinium tenuitabulatum,Canningia? sp.1,Thalassiphora sp.2,Cordosphaeridium cantharellus,Bourkidinium sp.,Rhombodella paucispina,Pterospermella spp.,Deflandrea sp.1,Cribroperidinium sp.1,Cordosphaeridium cf. C. robustum,Comasphaeridium? sp.1,Phthanoperidinium resistente,Phthanoperidinium cf. P. levimurum,Phthanoperidinium cf. P. ?eocenicum,Isabelidinium cf. I. cooksoniae,Conneximura fimbriata,Pentadinium laticinctum granulatum,Glaphyrocysta cf. *,Dinoflagellate species 5,Charlesdowniea spp.,Phthanoperidinium amoenum,Deflandrea sp.3,Dracodinium spp.,Alisocysta margarita,Canningia? sp.2,Reticulatosphaera actinocoronata,Pseudoceratium sp.1,Chiropteridium lobospinosum,Chiropteridium galea,Apectodinium sp.1,Polysphaeridium spp.,Operculodinium piaseckii,Nematosphaeropsis rigida,Melitasphaeridium choanophorum,Operculodinium janduchenei,Invertocysta spp.,Filisphaera filifera,Dapsilidinium spp.,Barssidinium spp.,Amiculosphaera umbracula,Impagidinium aculeatum,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,151, 913,B, 20,R, 2,  98.00,    425.9800,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,F              ,M                 ,+               ,                  ,2                  ,9                ,4                          ,5               ,20               ,                       ,                            ,                            ,                        ,12                          ,3                          ,                    ,1                ,                          ,               ,+                 ,26                         ,                        ,                        ,3                       ,1                        ,6                   ,                              ,                         ,                          ,12               ,9                  ,                        ,14                                ,1              ,                       ,2                  ,17                    ,                           ,                           ,                      ,                      ,                                 ,                       ,                  ,3               ,1                      ,2                ,                   ,                        ,                            ,                     ,                  ,1                     ,                      ,                  ,                       ,                                 ,                     ,                    ,                          ,                      ,                            ,                    ,             ,                        ,                         ,                    ,                  ,                        ,                        ,4                  ,                         ,2                           ,                        ,                          ,                    ,                          ,                             ,                         ,                               ,14              ,                 ,               ,                ,                           ,                        ,4                         ,                     ,                       ,                      ,1                  ,                        ,                     ,                        ,                      ,1                      ,                      ,4                    ,                                   ,                                ,                                  ,3                           ,               ,2                    ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,10                ,                              ,                   ,                   ,2                      ,                      ,                        ,                  ,                        ,2                                ,1                            ,3                ,+                ,                         ,                       ,                        ,1                     ,                               ,61             ,                  ,                             ,                ,1                     ,                   ,               ,4                    ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,4              ,1                               ,2                  ,1                          ,2                   ,3                ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,                  ,              ,151, 913,B, 20,R, 3,  95.00,    427.4500,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,M                 ,                ,2                 ,                   ,5                ,1                          ,                ,2                ,                       ,                            ,                            ,                        ,                            ,                           ,                    ,                 ,                          ,               ,                  ,2                          ,                        ,                        ,                        ,                         ,1                   ,                              ,                         ,1                         ,6                ,                   ,                        ,                                  ,               ,                       ,                   ,                      ,                           ,                           ,1                     ,                      ,                                 ,                       ,                  ,                ,                       ,1                ,1                  ,                        ,                            ,                     ,                  ,                      ,                      ,2                 ,                       ,                                 ,                     ,                    ,                          ,                      ,                            ,                    ,             ,                        ,                         ,                    ,                  ,                        ,                        ,                   ,                         ,                            ,                        ,                          ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,                           ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,                     ,                        ,                      ,                       ,                      ,                     ,3                                  ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,2                 ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,1                            ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,1                  ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,1              ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,uncertain age assignment. Total count=33. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,                  ,              ,151, 913,B, 21,R, 2,  97.00,    435.5700,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,F              ,M                 ,                ,                  ,                   ,3                ,                           ,                ,2                ,                       ,                            ,                            ,                        ,                            ,                           ,                    ,                 ,                          ,               ,                  ,6                          ,                        ,                        ,                        ,                         ,                    ,                              ,                         ,                          ,6                ,1                  ,                        ,                                  ,               ,                       ,                   ,                      ,                           ,                           ,                      ,                      ,                                 ,                       ,                  ,                ,                       ,1                ,                   ,                        ,                            ,                     ,                  ,                      ,                      ,1                 ,                       ,                                 ,2                    ,                    ,                          ,                      ,                            ,                    ,             ,                        ,                         ,                    ,                  ,                        ,                        ,                   ,                         ,                            ,                        ,                          ,                    ,                          ,                             ,                         ,                               ,1               ,                 ,               ,                ,                           ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,                     ,                        ,                      ,                       ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,1                            ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,1                  ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,uncertain age assignment. Total count=26. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,                  ,              ,151, 913,B, 21,R, 4, 100.00,    438.6000,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,P                 ,                ,                  ,                   ,2                ,                           ,                ,                 ,                       ,                            ,                            ,                        ,                            ,                           ,                    ,                 ,                          ,               ,                  ,1                          ,                        ,                        ,8                       ,                         ,                    ,                              ,                         ,                          ,                 ,                   ,                        ,                                  ,               ,                       ,                   ,                      ,                           ,                           ,                      ,                      ,                                 ,                       ,                  ,                ,                       ,                 ,                   ,                        ,                            ,                     ,                  ,                      ,                      ,                  ,                       ,                                 ,                     ,                    ,                          ,                      ,                            ,                    ,             ,                        ,                         ,                    ,                  ,                        ,                        ,                   ,                         ,                            ,                        ,                          ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,                           ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,                     ,                        ,                      ,                       ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,uncertain age assignment. Total count=11. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,                  ,              ,151, 913,B, 22,R, 2, 102.00,    445.3200,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,M                 ,                ,                  ,                   ,                 ,1                          ,                ,                 ,                       ,                            ,                            ,                        ,                            ,                           ,                    ,                 ,                          ,               ,                  ,1                          ,                        ,                        ,                        ,                         ,                    ,                              ,                         ,                          ,                 ,                   ,                        ,                                  ,               ,                       ,                   ,                      ,                           ,                           ,                      ,                      ,                                 ,                       ,                  ,                ,                       ,                 ,                   ,                        ,                            ,                     ,                  ,                      ,                      ,                  ,                       ,1                                ,                     ,                    ,                          ,                      ,                            ,                    ,             ,                        ,                         ,                    ,                  ,                        ,                        ,                   ,                         ,                            ,                        ,                          ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,                           ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,                     ,                        ,                      ,                       ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,uncertain age assignment. Total count=3. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,                  ,              ,151, 913,B, 23,R, 1,  98.00,    453.3800,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,M                 ,                ,1                 ,                   ,1                ,                           ,                ,                 ,                       ,                            ,                            ,                        ,                            ,                           ,                    ,                 ,                          ,               ,                  ,3                          ,                        ,                        ,                        ,                         ,                    ,                              ,                         ,                          ,1                ,                   ,                        ,6                                 ,               ,                       ,                   ,                      ,                           ,                           ,                      ,                      ,                                 ,                       ,                  ,                ,                       ,                 ,                   ,                        ,                            ,                     ,                  ,                      ,                      ,                  ,                       ,                                 ,                     ,                    ,                          ,                      ,                            ,                    ,             ,                        ,                         ,                    ,                  ,                        ,                        ,                   ,                         ,                            ,                        ,                          ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,                           ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,1                    ,                        ,                      ,                       ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,uncertain age assignment. Total count=13. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,                  ,              ,151, 913,B, 24,R, 1,  68.00,    462.6800,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,M                 ,                ,                  ,1                  ,                 ,                           ,                ,                 ,                       ,                            ,                            ,                        ,                            ,                           ,                    ,                 ,                          ,               ,                  ,1                          ,                        ,                        ,                        ,                         ,                    ,                              ,                         ,                          ,                 ,                   ,                        ,1                                 ,               ,1                      ,                   ,                      ,                           ,                           ,                      ,                      ,                                 ,                       ,                  ,                ,                       ,                 ,                   ,                        ,                            ,6                    ,                  ,                      ,                      ,                  ,1                      ,                                 ,                     ,                    ,                          ,                      ,                            ,                    ,1            ,                        ,                         ,                    ,                  ,                        ,                        ,                   ,                         ,                            ,                        ,                          ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,                           ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,                     ,                        ,                      ,                       ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,1                            ,                 ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,2                                 ,                   ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,uncertain age assignment. Total count=15. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 24,R, 2,  77.00,    464.2700,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,C              ,M                 ,                ,2                 ,20                 ,132              ,                           ,                ,1                ,                       ,                            ,                            ,                        ,1                           ,13                         ,                    ,1                ,                          ,               ,                  ,11                         ,                        ,                        ,+                       ,                         ,25                  ,7                             ,                         ,1                         ,                 ,                   ,                        ,3                                 ,+              ,2                      ,                   ,                      ,                           ,                           ,1                     ,3                     ,                                 ,                       ,                  ,2               ,3                      ,                 ,                   ,3                       ,+                           ,7                    ,1                 ,                      ,                      ,6                 ,                       ,4                                ,+                    ,                    ,                          ,                      ,                            ,4                   ,1            ,1                       ,+                        ,                    ,                  ,                        ,                        ,                   ,1                        ,+                           ,2                       ,                          ,3                   ,                          ,                             ,1                        ,                               ,                ,                 ,+              ,                ,8                          ,                        ,1                         ,                     ,                       ,                      ,                   ,+                       ,1                    ,1                       ,                      ,1                      ,                      ,1                    ,                                   ,                                ,2                                 ,1                           ,               ,                     ,+                 ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,?                         ,                  ,9               ,?                      ,                     ,                  ,                              ,+                  ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,2                ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,+                            ,                ,                      ,                   ,               ,+                    ,                                ,                     ,                            ,                                  ,9                                  ,                               ,                     ,                                  ,+                  ,                        ,                   ,                         ,               ,                ,+                   ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 24,R, 3,  69.00,    465.6900,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,M                 ,                ,                  ,                   ,1                ,                           ,                ,                 ,                       ,                            ,                            ,                        ,                            ,                           ,                    ,                 ,                          ,               ,                  ,                           ,                        ,1                       ,                        ,                         ,                    ,                              ,                         ,                          ,                 ,                   ,                        ,1                                 ,               ,                       ,                   ,                      ,                           ,                           ,                      ,                      ,                                 ,                       ,                  ,                ,                       ,                 ,                   ,                        ,                            ,3                    ,                  ,                      ,                      ,                  ,                       ,                                 ,                     ,                    ,                          ,                      ,                            ,                    ,             ,                        ,                         ,                    ,                  ,                        ,                        ,                   ,                         ,                            ,                        ,                          ,                    ,                          ,                             ,                         ,                               ,                ,                 ,               ,                ,                           ,                        ,                          ,                     ,                       ,                      ,                   ,                        ,                     ,                        ,                      ,                       ,                      ,                     ,                                   ,                                ,                                  ,                            ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,1                ,                 ,                         ,                       ,                        ,                      ,                               ,               ,                  ,                             ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,1                                 ,                   ,                        ,                   ,                         ,               ,1               ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=9. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 24,R, 4,  68.00,    467.1800,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,F              ,M                 ,                ,17                ,8                  ,99               ,+                          ,                ,4                ,                       ,                            ,                            ,                        ,                            ,11                         ,                    ,2                ,                          ,               ,                  ,29                         ,                        ,1                       ,1                       ,                         ,7                   ,                              ,                         ,1                         ,                 ,                   ,4                       ,                                  ,               ,                       ,                   ,                      ,                           ,                           ,1                     ,                      ,                                 ,                       ,                  ,                ,                       ,                 ,                   ,2                       ,                            ,                     ,                  ,1                     ,+                     ,                  ,                       ,3                                ,                     ,                    ,                          ,                      ,                            ,                    ,3            ,                        ,12                       ,27                  ,                  ,                        ,                        ,                   ,4                        ,                            ,                        ,                          ,                    ,1                         ,                             ,3                        ,                               ,                ,                 ,               ,                ,29                         ,                        ,+                         ,                     ,+                      ,                      ,                   ,                        ,                     ,                        ,                      ,                       ,                      ,2                    ,+                                  ,                                ,                                  ,21                          ,               ,                     ,                  ,                ,                      ,                      ,                   ,                        ,                     ,                             ,                     ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,1                  ,                       ,                      ,                        ,                  ,                        ,1                                ,                             ,                 ,                 ,                         ,2                      ,                        ,                      ,                               ,               ,                  ,1                            ,                ,                      ,                   ,               ,                     ,                                ,                     ,                            ,                                  ,                                   ,                               ,                     ,                                  ,+                  ,                        ,                   ,                         ,               ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,151, 913,B, 24,R, 5,  54.00,    468.5400,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,A              ,G                 ,3               ,                  ,1                  ,40               ,                           ,+               ,                 ,                       ,                            ,                            ,                        ,                            ,4                          ,                    ,2                ,                          ,               ,                  ,16                         ,                        ,                        ,10                      ,                         ,127                 ,1                             ,                         ,3                         ,                 ,                   ,3                       ,4                                 ,               ,+                      ,                   ,                      ,                           ,                           ,1                     ,+                     ,                                 ,                       ,                  ,5               ,4                      ,1                ,                   ,                        ,+                           ,                     ,                  ,                      ,                      ,1                 ,                       ,                                 ,                     ,                    ,                          ,                      ,                            ,                    ,3            ,                        ,                         ,1                   ,                  ,                        ,                        ,                   ,                         ,+                           ,                        ,                          ,                    ,1                         ,                             ,8                        ,                               ,1               ,                 ,               ,                ,12                         ,                        ,                          ,                     ,                       ,                      ,+                  ,                        ,+                    ,                        ,1                     ,                       ,                      ,1                    ,                                   ,                                ,+                                 ,                            ,               ,                     ,                  ,4               ,                      ,                      ,                   ,                        ,                     ,                             ,1                    ,                          ,                  ,                ,                       ,                     ,                  ,                              ,                   ,                   ,                       ,                      ,                        ,                  ,                        ,                                 ,                             ,                 ,                 ,                         ,+                      ,                        ,                      ,                               ,+              ,                  ,+                            ,                ,                      ,                   ,               ,                     ,                                ,                     ,1                           ,                                  ,31                                 ,                               ,                     ,                                  ,4                  ,                        ,                   ,+                        ,3              ,                ,                    ,               ,                                ,                   ,                           ,                    ,                 ,                    ,                        ,                        ,                              ,                          ,                 ,                    ,                  ,                 ,                        ,                      ,Total count=300. From Leg 151. Ch 12. Table 1. p. 205-208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
