Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,initial_comments,comments
,,Distatodinium,,,,sp.,,,,Distatodinium sp.,palynology,Distatodinium sp.,,
,,Engelhardia,,,,sp.,,,,Engelhardia sp.,palynology,Engelhardia,,
,,Enneadocysta,,,,sp.,,,,Enneadocysta sp.,palynology,Enneadocysta,,
,,Ephedra,,,,distachya,,,,Ephedra distachya,palynology,Ephedra distachya type,,Ephedra distachya type
,,Ephedra,,,,fragilis,,,,Ephedra fragilis,palynology,Ephedra fragilis type,,Ephedra fragilis type
,,Euphorbia,,,,sp.,,,,Euphorbia sp.,palynology,Euphorbia,,
,,Filipendula,,,,sp.,,,,Filipendula sp.,palynology,Filipendula,,
,,Fraxinus,,,,excelsior,,,,Fraxinus excelsior,palynology,Fraxinus excelsior type,,Fraxinus excelsior type
,,Galium,,,,sp.,,,,Galium sp.,palynology,Galium type,,Galium type
,,Hedera,,,,helix,,,,Hedera helix,palynology,Hedera helix,,
,,Helianthemum,,,,sp.,,,,Helianthemum sp.,palynology,Helianthemum,,
,,Impagidinium,,,,pallidum,,,,Impagidinium pallidum,palynology,Impagidinium pallidum,,
,,Impagidinium,,,,patulum,,,,Impagidinium patulum,palynology,Impagidinium patulum,,
,,Isoetes,,,,sp.,,,,Isoetes sp.,palynology,Isoetes,,
,,Leiosphaeridia,,,,sp.,,,,Leiosphaeridia sp.,palynology,Leiosphaeridia sp.,,
,,Lejeunecysta,,,,acuminata,,,,Lejeunecysta acuminata,palynology,Lejeunecysta acuminata,,
,,Lejeunecysta,,,,cowiei,,,,Lejeunecysta cowiei,palynology,Lejeunecysta cowiei,,
,,Lejeunecysta,,,,fallax,,,,Lejeunecysta fallax,palynology,Lejeunecysta fallax,,
,,Lejeunecysta,,,,rotunda,,,,Lejeunecysta rotunda,palynology,Lejeunecysta rotunda,,
,,Lejeunecysta,,,,sp.,,,,Lejeunecysta sp.,palynology,Lejeunecysta sp.,,
,,Lygeum,,,,spartum,,,,Lygeum spartum,palynology,Lygeum spartum,,
,,Nematosphaeropsis,,,,labyrinthea,,,,Nematosphaeropsis labyrinthea,palynology,Nematosphaeropsis labyrinthea,,
,,Nothofagus,,,,sp.,,,,Nothofagus sp.,palynology,Nothofagus pollen,,Nothofagus pollen
,,Olea,,,,sp.,,,,Olea sp.,palynology,Olea,,
,,Operculodinium,,,,janduchenei,,,,Operculodinium janduchenei,palynology,Operculodinium janduchenei,,
,,Operculodinium,,,,sp.,,,,Operculodinium sp.,palynology,Operculodinium sp.,,
,?,Operculodinium,,,,eirikianum,,,,? Operculodinium eirikianum,palynology,Operculodinium? eirikianum,,
,,Ostrya,,,,sp.,,,,Ostrya sp.,palynology,Ostrya,,
,,Palaeocystodinium,,,,sp.,,,,Palaeocystodinium sp.,palynology,Palaeocystodinium sp.,,
,,Phelodinium,,,,sp.,,,,Phelodinium sp.,palynology,Phelodinium sp.,,
,,Phillyrea,,,,sp.,,,,Phillyrea sp.,palynology,Phillyrea,,
,,Picea,,,,sp.,,,,Picea sp.,palynology,Picea,,
,,Pinus,,,,sp.,,,,Pinus sp.,palynology,Pinus,,
,,Pistacia,,,,sp.,,,,Pistacia sp.,palynology,Pistacia,,
,,Plantago,,,,sp.,,,,Plantago sp.,palynology,Plantago,,
,,Polypodium,,,,vulgare,,,,Polypodium vulgare,palynology,Polypodium vulgare type,,Polypodium vulgare type
,,Protoperidinium,,,,sp. 2,,,,Protoperidinium sp. 2,palynology,Protoperidinium sp. 2,,
,,Protoperidinium,,,,sp. 3,,,,Protoperidinium sp. 3,palynology,Protoperidinium sp. 3,,
,,Protoperidinium,,,,sp. 1,,,,Protoperidinium sp. 1,palynology,Protoperidinium sp.1,,
,,Pyxidinopsis,,,,sp.,,,,Pyxidinopsis sp.,palynology,Pyxidinopsis sp.,,
,,Quercus,,,,deciduous,,,,Quercus deciduous,palynology,Quercus deciduous type,,Quercus deciduous type
,,Quercus,,,,evergreen,,,,Quercus evergreen,palynology,Quercus evergreen type,,Quercus evergreen type
,,Quercus,,,,suber,,,,Quercus suber,palynology,Quercus suber type,,Quercus suber type
Rosaceae indet.,,,,,,,,,,Rosaceae indet.,palynology,Rosaceae,,
,,Rumex,,,,sp.,,,,Rumex sp.,palynology,Rumex,,
,,Salix,,,,sp.,,,,Salix sp.,palynology,Salix,,
,,Sanguisorba,,,,minor,,,,Sanguisorba minor,palynology,Sanguisorba minor,,
,,Selenopemphix,,,,antarctica,,,,Selenopemphix antarctica,palynology,Selenopemphix antarctica,,
,,Selenopemphix,,,,brinkhuisii,,,,Selenopemphix brinkhuisii,palynology,Selenopemphix brinkhuisii,,
,,Selenopemphix,,,,dionaecysta,,,,Selenopemphix dionaecysta,palynology,Selenopemphix dionaeacysta,,
,,Selenopemphix,,,,kepion,,,,Selenopemphix kepion,palynology,Selenopemphix kepion,,
,,Selenopemphix,,,,nephroides,,,,Selenopemphix nephroides,palynology,Selenopemphix nephroides,,
,,Selenopemphix,,,,sp. 1,,,,Selenopemphix sp. 1,palynology,Selenopemphix sp. 1,,
,,Sphagnum,,,,sp.,,,,Sphagnum sp.,palynology,Sphagnum,,
,,Spiniferites,,,,elongatus,,,,Spiniferites elongatus,palynology,Spiniferites elongatus,,
,,Spiniferites,,,,mirabilis,,,,Spiniferites mirabilis,palynology,Spiniferites mirabilis,,
,,Spiniferites,,,,ramosus,,,,Spiniferites ramosus,palynology,Spiniferites ramosus,,
,,Tamarix,,,,sp.,,,,Tamarix sp.,palynology,Tamarix,,
,,Taraxacum,,,,sp.,,,,Taraxacum sp.,palynology,Taraxacum,,
,,Taxus,,,,sp.,,,,Taxus sp.,palynology,Taxus,this is a homonym of a mammal already in the PBDB,
,,Ulmus,,,,sp.,,,,Ulmus sp.,palynology,Ulmus,,
