Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group
,,Quercus,,,,suber,,,,Quercus suber,palynology
Rosaceae indet.,,,,,,,,,,Rosaceae indet.,palynology
,,Rumex,,,,sp.,,,,Rumex sp.,palynology
,,Salix,,,,sp.,,,,Salix sp.,palynology
,,Sanguisorba,,,,minor,,,,Sanguisorba minor,palynology
,,Selenopemphix,,,,antarctica,,,,Selenopemphix antarctica,palynology
,,Selenopemphix,,,,brinkhuisii,,,,Selenopemphix brinkhuisii,palynology
,,Selenopemphix,,,,dionaecysta,,,,Selenopemphix dionaecysta,palynology
,,Selenopemphix,,,,kepion,,,,Selenopemphix kepion,palynology
,,Selenopemphix,,,,nephroides,,,,Selenopemphix nephroides,palynology
,,Selenopemphix,,,,sp. 1,,,,Selenopemphix sp. 1,palynology
,,Sphagnum,,,,sp.,,,,Sphagnum sp.,palynology
,,Spiniferites,,,,elongatus,,,,Spiniferites elongatus,palynology
,,Spiniferites,,,,mirabilis,,,,Spiniferites mirabilis,palynology
,,Spiniferites,,,,ramosus,,,,Spiniferites ramosus,palynology
,,Tamarix,,,,sp.,,,,Tamarix sp.,palynology
,,Taraxacum,,,,sp.,,,,Taraxacum sp.,palynology
,,Taxus,,,,sp.,,,,Taxus sp.,palynology
,,Ulmus,,,,sp.,,,,Ulmus sp.,palynology
