Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeauvigerina aegyptiaca,Parasubbotina varianta,Morozovella conicotruncata,Igorina pusilla,Globanomalina imitata,Globanomalina ehrenbergi,Globanomalina compressa,Chiloguembelina virgata,Chiloguembelina subtriangularis,Chiloguembelina midwayensis,Chiloguembelina crinita,Subbotina triangularis,Acarinina nitida,Acarinina mckannai,Morozovella velascoensis,Morozovella occlusa,Morozovella angulata,Morozovella aequa,Igorina albeari,Morozovella acuta,Subbotina triloculinoides,Parasubbotina pseudobulloides,Subbotina velascoensis,Globanomalina pseudomenardii,Acarinina primitiva,Subbotina linaperta,Morozovella subbotinae,Acarinina soldadoensis,Globanomalina planoconica,Subbotina hornibrooki,Subbotina hardingae,Chiloguembelina wilcoxensis,Morozovella marginodentata,Morozovella gracilis,Acarinina coalingensis,Pseudohastigerina wilcoxensis,Acarinina wilcoxensis,Morozovella lensiformis,Morozovella formosa,Acarinina quetra,Morozovella aragonensis,Subbotina frontosa,Morozovella caucasica,Acarinina bullbrooki,Guembelitrioides higginsi,Globigerintheca subcoinglobata,Globigerina senni,Subbotina inaequispira,Acarinina pentacamerata,Pseudohastigerina micra,Morozovella spinulosa,Acarinina cuneicamerata,Globigerinatheka subconglobata,Chiloguembelina cubensis,Turborotalia possagnoensis,Globigerinatheka senni,Globigerinatheka mexicana,Truncorotaloides topilensis,Acarinina collactea,Hantkenina dumblei,Morozovella crassata,Racemiguembelina fructicosa,Globotruncanita stuarti,Globigerinatheka index,Contusotruncana contusa,Truncorotaloides rohri,Morozovella lehneri,Hantkenina mexicana,Acarinina topilensis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1050,A,  5,H,CC,   0.00,     48.3400,Huber    ,Planktonic Foraminifers                      ,C              ,G                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,                   ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,R                      ,                  ,                     ,F                   ,R                        ,                              ,                 ,A                     ,                       ,F                      ,R                    ,                       ,                              ,                        ,                          ,                      ,R                        ,R                          ,                   ,R                 ,                    ,r                          ,r                      ,F                     ,r                      ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1050,A,  6,H,CC,  42.00,     57.8300,Huber    ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,                   ,                      ,                      ,                         ,R                    ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,R                      ,                  ,                     ,F                   ,                         ,                              ,                 ,F                     ,                       ,A                      ,R                    ,                       ,                              ,                        ,                          ,                      ,F                        ,                           ,                   ,                  ,R                   ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1050,A,  7,H,CC,  17.00,     67.5000,Huber    ,Planktonic Foraminifers                      ,C              ,G                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,F                  ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,F                     ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,A                   ,                         ,                              ,                 ,F                     ,                       ,F                      ,R                    ,                       ,                              ,                        ,                          ,                      ,R                        ,                           ,                   ,P                 ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1050,A,  8,H,CC,   0.00,     76.6600,Huber    ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,F                  ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,F                   ,                         ,                              ,                 ,F                     ,                       ,                       ,R                    ,                       ,                              ,                        ,                          ,                      ,R                        ,                           ,                   ,P                 ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1050,A,  9,H,CC,  20.00,     86.3200,Huber    ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,R                  ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,F                     ,                             ,                     ,                       ,                   ,                ,R                      ,                  ,                     ,A                   ,R                        ,                              ,                 ,F                     ,                       ,R                      ,R                    ,                       ,                              ,                        ,                          ,R                     ,R                        ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1050,A, 11,X,CC,  20.00,    104.4200,Huber    ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,A                  ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,R                 ,                     ,F                   ,R                        ,                              ,                 ,F                     ,                       ,P                      ,F                    ,                       ,                              ,                        ,R                         ,R                     ,                         ,F                          ,R                  ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,P11               ,P10           ,171,1050,A, 12,X,CC,  19.00,    106.5200,Huber    ,Planktonic Foraminifers                      ,C              ,G                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,A                  ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,R                     ,                             ,                     ,                       ,                   ,                ,                       ,R                 ,                     ,A                   ,F                        ,                              ,                 ,F                     ,                       ,R                      ,R                    ,                       ,                              ,                        ,R                         ,                      ,R                        ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P10           ,171,1050,A, 13,X,CC,  17.00,    122.4700,Huber    ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,F                  ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,F                     ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,A                   ,R                        ,                              ,                 ,F                     ,                       ,R                      ,                     ,R                      ,R                             ,                        ,R                         ,R                     ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P9                ,P10           ,171,1050,A, 14,X,CC,  21.00,    132.7200,Huber    ,Planktonic Foraminifers                      ,A              ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,A                  ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,R                      ,                  ,R                    ,A                   ,F                        ,                              ,                 ,F                     ,                       ,F                      ,R                    ,                       ,R                             ,R                       ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P9                ,P10           ,171,1050,A, 15,X,CC,  21.00,    141.8000,Huber    ,Planktonic Foraminifers                      ,A              ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,F                  ,                      ,                      ,                         ,                     ,                   ,                           ,                          ,                    ,F                     ,                             ,                     ,                       ,                   ,                ,F                      ,                  ,                     ,A                   ,R                        ,                              ,                 ,F                     ,R                      ,R                      ,R                    ,R                      ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P9            ,171,1050,A, 16,X,CC,  30.00,    153.3700,Bellier  ,Planktonic Foraminifers                      ,               ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,                   ,                      ,R                     ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,R                      ,                  ,R                    ,F                   ,P                        ,R                             ,                 ,F                     ,R                      ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P9            ,171,1050,A, 17,X,CC,  26.00,    157.9500,Bellier  ,Planktonic Foraminifers                      ,               ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,                   ,                      ,R                     ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,F                      ,                  ,R                    ,R                   ,P                        ,P                             ,R                ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P9            ,171,1050,A, 18,X,CC,  19.00,    168.9200,Bellier  ,Planktonic Foraminifers                      ,               ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,                   ,                      ,F                     ,                         ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,F                      ,P                 ,F                    ,F                   ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P7            ,171,1050,A, 19,X,CC,  31.00,    182.1600,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,R                ,               ,                 ,                         ,                             ,                      ,                            ,R                  ,                   ,R                     ,F                     ,                         ,                     ,                   ,                           ,R                         ,R                   ,                      ,                             ,                     ,                       ,F                  ,                ,F                      ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,rewkd. Cretaceous
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P7            ,171,1050,A, 20,X,CC,  32.00,    191.8200,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,R                  ,F                  ,F                     ,F                     ,                         ,                     ,                   ,                           ,                          ,R                   ,                      ,                             ,                     ,                       ,                   ,F               ,R                      ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6b           ,171,1050,A, 21,X,CC,  23.00,    199.2900,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,R                ,               ,                 ,                         ,                             ,                      ,                            ,R                  ,F                  ,R                     ,R                     ,                         ,                     ,                   ,R                          ,R                         ,F                   ,                      ,R                            ,                     ,F                      ,R                  ,F               ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6            ,171,1050,A, 22,X,CC,  29.00,    208.9700,Huber    ,Planktonic Foraminifers                      ,C              ,G                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,A                  ,F                     ,F                     ,R                        ,R                    ,                   ,                           ,                          ,A                   ,R                     ,                             ,F                    ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6a           ,171,1050,A, 23,X,CC,  42.00,    218.6900,Huber    ,Planktonic Foraminifers                      ,C              ,G                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,A                  ,A                     ,                      ,R                        ,F                    ,                   ,R                          ,F                         ,A                   ,                      ,F                            ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6a           ,171,1050,A, 24,X,CC,  37.00,    228.2200,Huber    ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,F                  ,A                     ,                      ,R                        ,F                    ,                   ,                           ,                          ,A                   ,                      ,R                            ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,                  ,P6a           ,171,1050,A, 25,X,CC,  28.00,    228.2800,Huber    ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,                        ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,A                  ,F                     ,F                     ,R                        ,R                    ,                   ,                           ,F                         ,A                   ,F                     ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P5            ,171,1050,A, 26,X, 1,   8.00,    237.7800,Bellier  ,Planktonic Foraminifers                      ,A              ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,F                       ,                   ,                    ,                 ,               ,R                ,                         ,                             ,                      ,                            ,                   ,F                  ,A                     ,F                     ,                         ,R                    ,R                  ,R                          ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,Aragonia ouezzensis present; no G. beccariiformis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Paleocene   ,                  ,P5            ,171,1050,A, 26,X,CC,  22.00,    242.0100,Huber    ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                      ,                          ,               ,                     ,                        ,                       ,                       ,                               ,                           ,                       ,                      ,                ,                  ,F                       ,                   ,                    ,                 ,               ,                 ,                         ,                             ,                      ,                            ,                   ,                   ,A                     ,F                     ,F                        ,                     ,                   ,                           ,                          ,                    ,                      ,                             ,                     ,                       ,                   ,                ,                       ,                  ,                     ,                    ,                         ,                              ,                 ,                      ,                       ,                       ,                     ,                       ,                              ,                        ,                          ,                      ,                         ,                           ,                   ,                  ,                    ,                           ,                       ,                      ,                       ,                      ,                   ,                   ,                    ,G. beccariiformis present; radiolarians still present
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
