Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stichocorys johnsoni,Stichocorys delmontensis,Solenosphaera omnitubus omnitubus,Siphostichartus corona,Calocycletta caepa,Stichocorys peregrina,Stylatractus universus,Phormostichoartus fistula,Phormostichoartus doliolum,Lychnodictyum audax,Didymocyrtis penultima,Anthocyrtidium pliocenica,Anthocyrtidium jenghisi,Theocorythium vetulum,Pterocanium prismatium,Spongaster tetras,Amphirhopalum ypsilon,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Theocalyptra davisiana,Anthocyrtidium angulare,Theocorythium trachelium trachelium,Pterocorys minythorax,Lamprocyrtis nigriniae,Collosphaera tuberosa,Comment
  SR,                 ,                 ,RN16              ,              ,138, 847,B,  2,H, 5, 110.00,     13.6000,Moore    ,Radiolarians                                 ,A              ,M                 ,                    ,                        ,                                 ,                      ,                  ,                     ,-                     ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,R                ,R                    ,                        ,                           ,R                     ,                       ,R                                  ,R                    ,R                     ,-                    ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P12               ,              ,138, 847,B,  2,H,CC,  23.00,     16.0500,Moore    ,Radiolarians                                 ,A              ,M                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,R                ,R                    ,                        ,                           ,R                     ,                       ,-                                  ,R                    ,R                     ,R                    ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. ypsilon        ,              ,138, 847,B,  3,H, 3, 110.00,     20.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,R                ,R                    ,                        ,                           ,R                     ,                       ,R                                  ,R                    ,R                     ,-                    ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. ypsilon        ,              ,138, 847,B,  3,H, 5, 110.00,     23.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,R                ,R                    ,                        ,                           ,R                     ,                       ,R                                  ,R                    ,R                     ,-                    ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. ypsilon        ,              ,138, 847,B,  3,H,CC,  20.00,     26.0000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,R                ,R                    ,                        ,                           ,R                     ,                       ,R                                  ,R                    ,R                     ,-                    ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. ypsilon        ,              ,138, 847,B,  4,H, 3, 110.00,     29.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,R                ,R                    ,                        ,-                          ,R                     ,                       ,R                                  ,R                    ,R                     ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. angulare       ,              ,138, 847,B,  4,H, 5, 110.00,     32.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,R                ,R                    ,                        ,R                          ,R                     ,R                      ,R                                  ,R                    ,R                     ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. angulare       ,              ,138, 847,B,  4,H,CC,  25.00,     35.5500,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,                     ,                      ,R                ,R                    ,                        ,R                          ,R                     ,R                      ,R                                  ,R                    ,-                     ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. angulare       ,              ,138, 847,B,  5,H, 3, 110.00,     39.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,F                    ,                      ,R                ,R                    ,                        ,R                          ,R                     ,R                      ,R                                  ,R                    ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. angulare       ,              ,138, 847,B,  5,H, 5, 110.00,     42.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,F                    ,                      ,R                ,R                    ,                        ,R                          ,R                     ,R                      ,R                                  ,R                    ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. angulare       ,              ,138, 847,B,  5,H,CC,  26.00,     45.0600,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,F                    ,                      ,R                ,R                    ,                        ,R                          ,R                     ,R                      ,R                                  ,-                    ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. angulare       ,              ,138, 847,B,  6,H, 3, 109.00,     48.5900,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,F                    ,                      ,R                ,R                    ,                        ,R                          ,R                     ,R                      ,-                                  ,-                    ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 847,B,  6,H, 5, 109.00,     51.5900,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,F                    ,R                     ,R                ,R                    ,                        ,R                          ,R                     ,-                      ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 847,B,  6,H,CC,  24.00,     54.5700,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,F                    ,R                     ,R                ,R                    ,                        ,R                          ,R                     ,-                      ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 847,B,  7,H, 3, 109.00,     58.0900,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,F                    ,R                     ,R                ,R                    ,                        ,R                          ,R                     ,-                      ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 847,B,  7,H, 5, 109.00,     61.0900,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,F                    ,R                     ,R                ,R                    ,-                       ,R                          ,R                     ,-                      ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 847,B,  7,H,CC,  25.00,     64.0700,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,C                    ,R                     ,                 ,R                    ,R                       ,R                          ,R                     ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 847,B,  8,H, 3, 109.00,     67.5900,Moore    ,Radiolarians                                 ,A              ,M                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,F                    ,R                     ,R                ,R                    ,R                       ,R                          ,R                     ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 847,B,  8,H, 5, 110.00,     70.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,F                    ,R                     ,R                ,R                    ,R                       ,R                          ,R                     ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 847,B,  8,H,CC,  30.00,     72.8000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,                       ,F                    ,R                     ,R                ,R                    ,R                       ,R                          ,R                     ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 847,B,  9,H, 3, 110.00,     77.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,-                      ,F                    ,R                     ,R                ,R                    ,R                       ,R                          ,R                     ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 847,B,  9,H, 5, 110.00,     80.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,                     ,R                     ,                         ,                          ,                   ,                      ,                         ,R                      ,F                    ,R                     ,R                ,R                    ,R                       ,R                          ,R                     ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 847,B,  9,H,CC,  24.00,     83.0900,Moore    ,Radiolarians                                 ,A              ,M                 ,                    ,                        ,                                 ,                      ,                  ,R                    ,R                     ,                         ,                          ,                   ,                      ,                         ,R                      ,F                    ,R                     ,R                ,R                    ,R                       ,R                          ,-                     ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 847,B, 10,H, 3, 109.00,     86.5900,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,F                    ,R                     ,                         ,                          ,                   ,                      ,                         ,R                      ,F                    ,R                     ,R                ,R                    ,R                       ,-                          ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 847,B, 10,H, 5, 109.00,     89.5900,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,                         ,                          ,                   ,                      ,                         ,R                      ,F                    ,R                     ,-                ,R                    ,R                       ,-                          ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 847,B, 10,H,CC,  27.00,     92.6500,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,                         ,                          ,                   ,                      ,-                        ,R                      ,F                    ,R                     ,-                ,R                    ,R                       ,-                          ,                      ,                       ,                                   ,                     ,                      ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 847,B, 11,H, 3, 110.00,     96.1000,Moore    ,Radiolarians                                 ,A              ,M                 ,                    ,                        ,                                 ,                      ,                  ,F                    ,R                     ,                         ,                          ,                   ,                      ,-                        ,R                      ,R                    ,R                     ,R                ,R                    ,-                       ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 847,B, 11,H, 5, 110.00,     99.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,                         ,                          ,                   ,                      ,R                        ,R                      ,-                    ,R                     ,R                ,R                    ,-                       ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 847,B, 11,H,CC,   0.00,    101.4700,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,                         ,                          ,-                  ,                      ,R                        ,R                      ,F                    ,R                     ,R                ,-                    ,-                       ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 847,B, 12,H, 3, 110.00,    105.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,-                        ,                          ,R                  ,                      ,-                        ,R                      ,F                    ,R                     ,R                ,R                    ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 847,B, 12,H, 5, 110.00,    108.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,-                        ,                          ,R                  ,                      ,R                        ,R                      ,R                    ,R                     ,R                ,-                    ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 847,B, 12,H,CC,  25.00,    111.5500,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,-                        ,                          ,R                  ,                      ,R                        ,R                      ,F                    ,R                     ,R                ,R                    ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P doliolum(RN10M95,              ,138, 847,B, 13,H, 3, 110.00,    115.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,R                  ,-                     ,R                        ,R                      ,R                    ,R                     ,R                ,-                    ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 13,H, 5, 110.00,    118.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,-                        ,R                         ,-                  ,R                     ,R                        ,R                      ,R                    ,R                     ,-                ,-                    ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 13,H,CC,  25.00,    121.0200,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,R                  ,R                     ,R                        ,R                      ,R                    ,R                     ,-                ,-                    ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 14,H, 3, 110.00,    124.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,-                        ,R                         ,-                  ,R                     ,R                        ,R                      ,R                    ,R                     ,-                ,-                    ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 14,H, 4, 110.00,    126.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,-                        ,R                         ,R                  ,R                     ,R                        ,R                      ,R                    ,R                     ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 14,H,CC,  20.00,    130.3200,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,                                 ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,-                  ,R                     ,F                        ,R                      ,R                    ,R                     ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 15,H, 3, 110.00,    134.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,-                                ,                      ,                  ,C                    ,R                     ,-                        ,R                         ,R                  ,R                     ,R                        ,R                      ,R                    ,-                     ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,Reworked older fauna = Trace; from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 15,H, 5, 110.00,    137.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,-                                ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,R                  ,R                     ,R                        ,R                      ,R                    ,-                     ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 15,H,CC,  15.00,    139.6800,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,R                                ,                      ,                  ,C                    ,R                     ,-                        ,R                         ,R                  ,R                     ,R                        ,R                      ,R                    ,R                     ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,Uncertain identity of S. omnitubus; from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 16,X, 3, 110.00,    143.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,R                                ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,R                  ,R                     ,R                        ,R                      ,-                    ,R                     ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,Uncertain identity of S. omnitubus; from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 16,X, 5, 110.00,    146.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                    ,                        ,-                                ,                      ,                  ,C                    ,R                     ,-                        ,R                         ,-                  ,R                     ,R                        ,R                      ,R                    ,-                     ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 16,X,CC,  16.00,    148.9400,Moore    ,Radiolarians                                 ,A              ,M                 ,                    ,                        ,R                                ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,-                  ,R                     ,R                        ,R                      ,-                    ,-                     ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,Uncertain identity of S. omnitubus; from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 847,B, 17,X, 3, 110.00,    149.9000,Moore    ,Radiolarians                                 ,A              ,M                 ,                    ,                        ,-                                ,                      ,                  ,C                    ,R                     ,R                        ,R                         ,-                  ,R                     ,R                        ,R                      ,-                    ,-                     ,                 ,                     ,                        ,                           ,                      ,                       ,                                   ,                     ,                      ,                     ,from ODP Leg 138 Chapter 11 Fig 4 p 204-205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
