Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Distephanus speculum tenuis,Distephanus speculum speculum,Distephanus speculum pentagonus,Distephanus speculum minutus,Distephanus speculum giganteus,Distephanus crux crux,Distephanus boliviensis boliviensis,Dictyocha fibula fibula,Dictyocha extensa extensa,Dictyocha perlaevis perlaevis,Dictyocha extensa longa,Distephanus quinquangellus,Dictyocha varia,Dictyocha fibula mutabilis,Dictyocha fibula ausonia,Dictyocha calida calida,Distephanus xenus,Bachmannocena diodon nodosa f. transenna,Bachmannocena diodon nodosa,Bachmannocena quadrangula,Dictyocha extensa extensa (canted bridge),Dictyocha delicata bisecta,Bachmannocena circulus,Dictyocha calida ampliata,Dictyocha perlaevis (thin apical elements),Distephanus speculum hemisphaericus,Dictyocha extnesa extensa (medusid),Dictyocha perlaevis ornata,Dictyocha perlaevis flexatella,Dictyocha messanensis,Distephanus pulchra,Dictyocha tamarae,Dictyocha aculeata aculeata,Bachmannocena quadrangula (5-sided),Dictyocha aculeata subaculeata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,B. quadrangula    ,              ,138, 847,B,  5,H, 4, 120.00,     40.7000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,                             ,                               ,                            ,                              ,                     ,                                   ,                       ,                         ,44                           ,                       ,                          ,               ,                          ,                        ,                       ,                 ,                                        ,                           ,90                       ,                                         ,                          ,                      ,                         ,3                                         ,                                   ,                                   ,                          ,                              ,4                    ,14                 ,2                ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,D. messanensis    ,              ,138, 847,B,  6,H, 4, 120.00,     50.2000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,34                           ,4                              ,                            ,                              ,                     ,1                                  ,                       ,117                      ,35                           ,                       ,6                         ,               ,                          ,                        ,                       ,                 ,                                        ,                           ,1                        ,                                         ,1                         ,                      ,8                        ,14                                        ,                                   ,                                   ,2                         ,                              ,52                   ,4                  ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,D. messanensis    ,              ,138, 847,B,  8,H, 1, 120.00,     64.7000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,32                           ,23                             ,                            ,                              ,                     ,                                   ,                       ,99                       ,69                           ,                       ,28                        ,               ,                          ,                        ,                       ,                 ,                                        ,                           ,                         ,                                         ,                          ,                      ,5                        ,4                                         ,                                   ,                                   ,                          ,                              ,40                   ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  1;Total silicoflagellates counted = 300; from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,D. extensa        ,              ,138, 847,B, 10,H, 2, 120.00,     85.2000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,38                           ,                               ,                            ,6                             ,                     ,                                   ,                       ,88                       ,112                          ,                       ,                          ,               ,                          ,                        ,                       ,                 ,                                        ,                           ,                         ,                                         ,                          ,7                     ,                         ,11                                        ,                                   ,                                   ,13                        ,25                            ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,D. extensa        ,              ,138, 847,B, 11,H, 1, 113.00,     93.1300,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,22                           ,                               ,                            ,                              ,                     ,10                                 ,1                      ,29                       ,175                          ,                       ,                          ,5              ,                          ,                        ,                       ,                 ,                                        ,                           ,                         ,19                                       ,3                         ,30                    ,                         ,1                                         ,4                                  ,1                                  ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,D. extensa        ,              ,138, 847,B, 12,H, 1, 120.00,    102.7000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,25                           ,4                              ,2                           ,                              ,                     ,                                   ,8                      ,98                       ,120                          ,                       ,1                         ,3              ,5                         ,1                       ,1                      ,                 ,                                        ,                           ,                         ,5                                        ,                          ,5                     ,2                        ,19                                        ,1                                  ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates = 2; Total silicoflagellates counted = 300; from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,D. extensa        ,              ,138, 847,B, 13,H, 1, 123.00,    112.2300,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,18                           ,                               ,                            ,                              ,                     ,1                                  ,1                      ,230                      ,31                           ,                       ,                          ,1              ,                          ,                        ,                       ,                 ,                                        ,                           ,                         ,10                                       ,                          ,                      ,                         ,8                                         ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  1;Total silicoflagellates counted = 300; from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,D. extensa        ,              ,138, 847,B, 14,H, 1, 124.00,    121.7400,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,22                           ,                               ,                            ,                              ,                     ,                                   ,5                      ,104                      ,12                           ,                       ,                          ,8              ,1                         ,                        ,                       ,                 ,                                        ,                           ,                         ,41                                       ,                          ,                      ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,D. extensa        ,              ,138, 847,B, 15,H, 1, 120.00,    131.2000,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,65                           ,                               ,                            ,2                             ,1                    ,5                                  ,                       ,80                       ,98                           ,                       ,                          ,27             ,                          ,                        ,13                     ,                 ,                                        ,                           ,                         ,                                         ,                          ,9                     ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  1;Total silicoflagellates counted = 300; from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,D. extensa        ,              ,138, 847,B, 16,X, 1, 123.00,    140.7300,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,32                           ,                               ,4                           ,                              ,1                    ,1                                  ,9                      ,125                      ,85                           ,4                      ,2                         ,               ,1                         ,                        ,8                      ,                 ,                                        ,                           ,                         ,5                                        ,                          ,17                    ,6                        ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,D. extensa        ,              ,138, 847,B, 17,X, 1, 123.00,    147.0300,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,132                          ,                               ,4                           ,22                            ,2                    ,1                                  ,5                      ,43                       ,7                            ,                       ,                          ,               ,                          ,                        ,                       ,                 ,                                        ,                           ,1                        ,40                                       ,                          ,43                    ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,D. extensa        ,              ,138, 847,B, 18,X, 1, 123.00,    156.6300,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,41                           ,                               ,8                           ,9                             ,7                    ,4                                  ,                       ,110                      ,24                           ,22                     ,1                         ,               ,6                         ,                        ,                       ,                 ,                                        ,                           ,18                       ,26                                       ,15                        ,9                     ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,D. extensa        ,              ,138, 847,B, 19,X, 1, 123.00,    165.9300,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,56                           ,                               ,                            ,11                            ,6                    ,4                                  ,                       ,45                       ,5                            ,2                      ,                          ,142            ,15                        ,12                      ,                       ,                 ,                                        ,                           ,2                        ,                                         ,                          ,                      ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,D. extensa        ,              ,138, 847,B, 20,X, 1, 122.00,    175.1200,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,151                          ,1                              ,1                           ,                              ,1                    ,3                                  ,12                     ,39                       ,3                            ,8                      ,2                         ,9              ,4                         ,3                       ,                       ,                 ,                                        ,                           ,29                       ,31                                       ,3                         ,                      ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,D. extensa        ,              ,138, 847,B, 21,X, 1, 122.00,    184.7200,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,58                           ,                               ,                            ,119                           ,4                    ,11                                 ,7                      ,41                       ,3                            ,11                     ,                          ,10             ,3                         ,18                      ,                       ,                 ,                                        ,                           ,10                       ,5                                        ,                          ,                      ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,D. extensa        ,              ,138, 847,B, 22,X, 1, 123.00,    194.4300,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,46                           ,                               ,                            ,45                            ,3                    ,2                                  ,4                      ,83                       ,1                            ,11                     ,                          ,75             ,4                         ,4                       ,3                      ,14               ,                                        ,1                          ,4                        ,                                         ,                          ,                      ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Ds. speculum tenuis,              ,138, 847,B, 22,X, 4, 123.00,    198.9300,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                           ,99                           ,                               ,4                           ,30                            ,                     ,7                                  ,                       ,1                        ,31                           ,13                     ,                          ,52             ,                          ,7                       ,                       ,19               ,2                                       ,48                         ,                         ,                                         ,                          ,                      ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Ds. speculum tenuis,              ,138, 847,B, 23,X, 4, 123.00,    208.5300,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,14                         ,41                           ,1                              ,                            ,10                            ,3                    ,3                                  ,5                      ,58                       ,                             ,                       ,1                         ,11             ,120                       ,18                      ,2                      ,                 ,                                        ,                           ,                         ,                                         ,                          ,                      ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Ds. speculum tenuis,              ,138, 847,B, 24,X, 1, 122.00,    213.7200,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,41                         ,43                           ,                               ,                            ,25                            ,3                    ,                                   ,                       ,173                      ,15                           ,7                      ,                          ,               ,                          ,                        ,                       ,                 ,                                        ,                           ,                         ,                                         ,                          ,                      ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,D. varia          ,              ,138, 847,B, 25,X, 1, 122.00,    223.4200,McCartney,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,10                         ,30                           ,1                              ,3                           ,2                             ,28                   ,3                                  ,3                      ,213                      ,                             ,                       ,                          ,               ,                          ,                        ,                       ,                 ,                                        ,                           ,                         ,                                         ,                          ,                      ,                         ,                                          ,                                   ,                                   ,                          ,                              ,                     ,                   ,                 ,                           ,                                   ,                              ,Aberrant silicoflagellates =  0; Total silicoflagellates counted = 300;  from Leg 138 SR Ch 8 Table 4 p 136-137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
