Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Watznaueria barnesae	Tranolithus phacelosus	Thiersteinia ecclesiastica	Stradneria crenulata	Stoverius asymmetricus	Seribiscutum primitivum	Rhagodiscus angustus	Quadrum gartneri	Prediscosphaera spinosa	Prediscosphaera intercisa	Prediscosphaera cretacea	Placozygus sigmoides	Placozygus fibuliformis	Lithraphidites carniolensis	Lithastrinus moratus	Lapideacassis mariae	Kamptnerius magnificus	Glaukolithus compactus	Gephyrorhabdus coronadventis	Gartnerago obliquum	Eprolithus floralis	Eiffellithus turriseiffelii	Eiffellithus eximius	Cribrosphaerella ehrenbergii	Coccolith species G	Chiastozygus litterarius	Broinsonia dentata	Braarudosphaera bigelowii	Biscutum constans	Ahmuellerella octoradiata	Lithastrinus septenarius	Lapideacassis tricornus	Broinsonia enormis	Zeugrhabdotus kerguelenensis	Microrhabdulus belgicus	Marthasterites furcatus	Vekshinella stradnerii	Repagalum parvidentatum	Reinhardtites anthophorus	Micula decussata	Micula concava	Microrhabdulus decoratus	Manivitella pemmatoidea	Lucianorhabdus cayeuxii	Lucianorhabdus arcuatus	Lithastrinus grillii	Helicolithus trabeculatus	Biscutum dissimilis	Aspidolithus parcus expansus	Arkhangelskiella specillata	Quadrum trifidum	Quadrum gothicum	Coccolith species B	Calculites obscurus	Biscutum coronum	Aspidolithus parcus parcus	Watznaueria supracretacea	Reinhardtites levis	Neocrepidolithus watkinsii	Chiastozygus garrisonii	Vekshinella sp. cf. V. parma	Cretarhabdus sp. cf. C. conicus	Vekshinella dibrachiata	Sollasites lowei	Acuturris scotus	Octolithus multiplus	Thoracosphaera spp.	Markalius inversus	Cruciplacolithus tenuis	Cruciplacolithus primus	Prinsius bisulcus	Prinsius martinii	Cruciplacolithus edwardsii	Chiasmolithus danicus	Hornibrookina teuriensis	Ericsonia subpertusa	Chiasmolithus bidens	Toweius pertusus	Toweius eminens	Heliolithus riedelii	Fasciculithus tympaniformis	Discoaster multiradiatus	Discoaster mohleri	Chiasmolithus consuetus	Toweius callosus	Sphenolithus radians	Neochiastozygus junctus	Discoaster diastypus	Tribrachiatus orthostylus	Sphenolithus primus	Ellipsolithus macellus	Discoaster lodoensis	Chiasmolithus solitus	Chiasmolithus expansus	Zygrhablithus bijugatus	Neococcolithes dubius	Ellipsolithus distichus	Chiasmolithus grandis	Toweius magnicrassus	Discoaster pacificus	Discoaster kuepperi	Chiasmolithus eograndis	Sphenolithus moriformis	Discoaster binodosus	Pontosphaera fimbriata	Helicosphaera lophota	Ericsonia formosa	Coccolithus crassus	Toweius gammation	Heliolithus kleinpellii	Discoaster cruciformis	Discoaster barbadiensis	Discoaster robustus	Clausicoccus vanheckae	Rhabdosphaera tenuis	Reticulofenestra umbilica	Reticulofenestra oamaruensis	Reticulofenestra hillae	Reticulofenestra bisecta	Isthmolithus recurvus	Chiasmolithus titus	Chiasmolithus oamaruensis	Reticulofenestra hampdenensis	Discoaster tanii	Clausicoccus subdistichus	Pedinocyclus larvalis	Discoaster saipanensis	Reticulofenestra hesslandii	Reticulofenestra floridana	Chiasmolithus altus	Lanternithus minutus	Comment

  SR	Late Eocene      	                 	NP19/20           	              	120	 747	C	  2	R	 3	  37.00	    171.8700	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	                    	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	C                 	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	r                   	r                    	                      	C                      	F                    	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	F                	                   	                 	                       	                      	                       	F                  	                      	F                   	C                        	C                           	C                      	C                       	C                    	                   	C                        	C                            	F               	C                        	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Late Eocene      	                 	NP19/20           	              	120	 747	C	  2	R	 3	 142.00	    172.9200	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	                    	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	F                 	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	r                    	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	C                	                   	                 	                       	                      	                       	                   	                      	C                   	C                        	C                           	C                      	C                       	C                    	F                  	C                        	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Eocene     	                 	NP13              	              	120	 747	C	  2	R	 3	 147.00	    172.9700	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	                    	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	C                   	                       	                    	                         	                   	                      	C                   	C                    	                      	C                      	C                    	F                      	                     	                    	                    	C                  	C                      	                       	                    	                      	                     	C                	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Eocene     	                 	NP13              	              	120	 747	C	  2	R	 4	  28.00	    173.2800	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	                    	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	F                 	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	C               	C                   	                       	                    	                         	                   	                      	C                   	C                    	C                     	C                      	C                    	                       	F                    	C                   	                    	C                  	C                      	                       	F                   	                      	                     	C                	R                  	                 	r                      	F                     	                       	F                  	F                     	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Eocene     	                 	NP13              	              	120	 747	C	  2	R	 4	  39.00	    173.3900	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	                    	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	C               	C                   	                       	                    	                         	                   	                      	C                   	C                    	                      	C                      	C                    	                       	                     	C                   	                    	C                  	C                      	                       	                    	                      	                     	C                	R                  	                 	r                      	                      	F                      	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Eocene     	                 	NP13              	              	120	 747	C	  2	R	 4	  58.00	    173.5800	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	                    	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	C               	C                   	                       	                    	                         	                   	                      	C                   	C                    	                      	C                      	C                    	                       	F                    	C                   	                    	C                  	                       	                       	                    	                      	                     	C                	R                  	C                	r                      	F                     	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Eocene     	                 	NP12              	              	120	 747	C	  2	R	 4	  80.00	    173.8000	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	                    	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	C                   	                       	                    	C                        	                   	                      	C                   	                     	                      	C                      	                     	                       	                     	                    	                    	C                  	C                      	                       	                    	                      	                     	F                	R                  	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Eocene     	                 	NP12              	              	120	 747	C	  2	R	 4	  97.00	    173.9700	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	                    	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	C               	C                   	                       	                    	C                        	                   	                      	C                   	C                    	                      	C                      	C                    	                       	                     	C                   	                    	C                  	C                      	                       	                    	F                     	F                    	C                	R                  	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Eocene     	                 	NP11              	              	120	 747	C	  2	R	 4	 121.00	    174.2100	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	                    	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	F                       	                  	                       	C               	F                   	                       	                    	C                        	                   	                      	                    	C                    	                      	C                      	C                    	                       	                     	C                   	                    	C                  	                       	F                      	F                   	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Eocene     	                 	NP11              	              	120	 747	C	  2	R	 4	 131.00	    174.3100	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	                    	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	F                       	                  	                       	C               	F                   	                       	                    	C                        	                   	F                     	                    	C                    	                      	C                      	                     	                       	                     	C                   	F                   	C                  	C                      	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Eocene     	                 	NP2               	              	120	 747	C	  2	R	 4	 133.00	    174.3300	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	C                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	C                  	                  	                       	                       	                 	                 	C                         	                     	                        	C                   	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	sample is an interclast in nannofossil ooze; from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Eocene     	                 	NP11              	              	120	 747	C	  2	R	 4	 135.00	    174.3500	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	                    	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	F                   	                	C              	                    	                           	F                       	                  	F                      	C               	C                   	F                      	                    	C                        	                   	                      	                    	C                    	                      	C                      	C                    	F                      	C                    	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	Early Eocene     	NP3               	NP10          	120	 747	C	  2	R	 4	 137.00	    174.3700	Aubry    	Nannofossils                                 	M              	P                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	C                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	C                 	                       	                       	                 	                 	                          	C                    	                        	C                   	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	Early Eocene     	NP3               	NP10          	120	 747	C	  2	R	 4	 138.00	    174.3800	Aubry    	Nannofossils                                 	A              	M                 	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	C                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	C                  	                  	F                      	                       	                 	                 	                          	                     	                        	                    	F                   	                	               	                    	C                          	                        	                  	                       	                	                    	                       	F                   	C                        	C                  	F                     	F                   	C                    	C                     	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477
