Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Watznaueria barnesae	Tranolithus phacelosus	Thiersteinia ecclesiastica	Stradneria crenulata	Stoverius asymmetricus	Seribiscutum primitivum	Rhagodiscus angustus	Quadrum gartneri	Prediscosphaera spinosa	Prediscosphaera intercisa	Prediscosphaera cretacea	Placozygus sigmoides	Placozygus fibuliformis	Lithraphidites carniolensis	Lithastrinus moratus	Lapideacassis mariae	Kamptnerius magnificus	Glaukolithus compactus	Gephyrorhabdus coronadventis	Gartnerago obliquum	Eprolithus floralis	Eiffellithus turriseiffelii	Eiffellithus eximius	Cribrosphaerella ehrenbergii	Coccolith species G	Chiastozygus litterarius	Broinsonia dentata	Braarudosphaera bigelowii	Biscutum constans	Ahmuellerella octoradiata	Lithastrinus septenarius	Lapideacassis tricornus	Broinsonia enormis	Zeugrhabdotus kerguelenensis	Microrhabdulus belgicus	Marthasterites furcatus	Vekshinella stradnerii	Repagalum parvidentatum	Reinhardtites anthophorus	Micula decussata	Micula concava	Microrhabdulus decoratus	Manivitella pemmatoidea	Lucianorhabdus cayeuxii	Lucianorhabdus arcuatus	Lithastrinus grillii	Helicolithus trabeculatus	Biscutum dissimilis	Aspidolithus parcus expansus	Arkhangelskiella specillata	Quadrum trifidum	Quadrum gothicum	Coccolith species B	Calculites obscurus	Biscutum coronum	Aspidolithus parcus parcus	Watznaueria supracretacea	Reinhardtites levis	Neocrepidolithus watkinsii	Chiastozygus garrisonii	Vekshinella sp. cf. V. parma	Cretarhabdus sp. cf. C. conicus	Vekshinella dibrachiata	Sollasites lowei	Acuturris scotus	Octolithus multiplus	Thoracosphaera spp.	Markalius inversus	Cruciplacolithus tenuis	Cruciplacolithus primus	Prinsius bisulcus	Prinsius martinii	Cruciplacolithus edwardsii	Chiasmolithus danicus	Hornibrookina teuriensis	Ericsonia subpertusa	Chiasmolithus bidens	Toweius pertusus	Toweius eminens	Heliolithus riedelii	Fasciculithus tympaniformis	Discoaster multiradiatus	Discoaster mohleri	Chiasmolithus consuetus	Toweius callosus	Sphenolithus radians	Neochiastozygus junctus	Discoaster diastypus	Tribrachiatus orthostylus	Sphenolithus primus	Ellipsolithus macellus	Discoaster lodoensis	Chiasmolithus solitus	Chiasmolithus expansus	Zygrhablithus bijugatus	Neococcolithes dubius	Ellipsolithus distichus	Chiasmolithus grandis	Toweius magnicrassus	Discoaster pacificus	Discoaster kuepperi	Chiasmolithus eograndis	Sphenolithus moriformis	Discoaster binodosus	Pontosphaera fimbriata	Helicosphaera lophota	Ericsonia formosa	Coccolithus crassus	Toweius gammation	Heliolithus kleinpellii	Discoaster cruciformis	Discoaster barbadiensis	Discoaster robustus	Clausicoccus vanheckae	Rhabdosphaera tenuis	Reticulofenestra umbilica	Reticulofenestra oamaruensis	Reticulofenestra hillae	Reticulofenestra bisecta	Isthmolithus recurvus	Chiasmolithus titus	Chiasmolithus oamaruensis	Reticulofenestra hampdenensis	Discoaster tanii	Clausicoccus subdistichus	Pedinocyclus larvalis	Discoaster saipanensis	Reticulofenestra hesslandii	Reticulofenestra floridana	Chiasmolithus altus	Lanternithus minutus	Comment

  SR	Early Paleocene  	Early Eocene     	NP3               	NP10          	120	 747	C	  2	R	 5	  56.00	    175.0600	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	C                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	                  	                       	                       	                 	C                	C                         	C                    	                        	C                   	C                   	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP3               	NP4           	120	 747	C	  2	R	 5	 112.00	    175.6200	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	C                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	F                 	                       	                       	                 	C                	C                         	C                    	F                       	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP3               	NP4           	120	 747	C	  3	R	 1	  25.00	    178.2500	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	C                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	F                 	C                      	                       	                 	C                	C                         	C                    	C                       	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP3               	NP4           	120	 747	C	  3	R	 1	  62.00	    178.6200	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	C                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	F                 	C                      	                       	                 	C                	C                         	C                    	C                       	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	Reworked  Cretaceous taxa = Few; from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP3               	NP4           	120	 747	C	  3	R	 1	 115.00	    179.1500	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	C                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	F                 	C                      	                       	                 	C                	C                         	C                    	C                       	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	Reworked  Cretaceous taxa = Few; from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP3               	NP4           	120	 747	C	  3	R	 1	 139.00	    179.3900	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	C                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	                 	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	                  	C                      	                       	                 	C                	C                         	C                    	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	Reworked  Cretaceous taxa = Rare; from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP2               	              	120	 747	C	  3	R	 2	   3.00	    179.5300	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	C                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	C                	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	                  	C                      	                       	F                	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	Reworked  Cretaceous taxa = Rare; from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP2               	              	120	 747	C	  3	R	 2	  62.00	    180.1200	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	A                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	C                	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	                  	C                      	                       	F                	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	Reworked  Cretaceous taxa = Rare; from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP2               	              	120	 747	C	  3	R	 2	  81.50	    180.3150	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	A                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	C                	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	                  	C                      	C                      	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	Reworked  Cretaceous taxa = Few; from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP2               	              	120	 747	C	  3	R	 3	  14.00	    180.6100	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	A                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	C                	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	                  	C                      	C                      	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	Reworked  Cretaceous taxa = Few; sample is an interclast in volcanic deposits from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP1               	              	120	 747	C	  3	R	 3	  25.00	    180.7200	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	A                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	C                	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	Reworked  Cretaceous taxa = Abundant; sample is an interclast in volcanic deposits from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP1               	              	120	 747	C	  3	R	 3	  31.50	    180.7850	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	A                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	C                	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	F                 	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	Reworked  Cretaceous taxa = Abundant; sample is an interclast in volcanic deposits from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP1               	              	120	 747	C	  3	R	 3	  48.50	    180.9550	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	A                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	C                	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	C                 	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	Reworked  Cretaceous taxa = Abundant; sample is an interclast in volcanic deposits from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477

  SR	Early Paleocene  	                 	NP1               	              	120	 747	C	  3	R	 3	  55.00	    181.0200	Aubry    	Nannofossils                                 	A              	M-P               	                    	                      	                          	                    	                      	                       	                    	                	                       	                         	                        	A                   	                       	                           	                    	                    	                      	                      	                            	                   	                   	                           	                    	                            	                   	                        	                  	                         	C                	                         	                        	                       	                  	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	A                  	C                 	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	Reworked  Cretaceous taxa = Abundant; sample is an interclast in volcanic deposits from ODP 120 SR vol 2  Chapter 26 Table 2 p 476-477
