Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Helicosphaera sellii,Gephyrocapsa spp. (small),Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Emiliania huxleyi,Crenalithus doronicoides,Coccolithus pelagicus,Calcidiscus macintyrei,Comment
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  3,H,CC,  30.00,     24.2900,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,A                        ,A                    ,C                        ,C                ,-                       ,r                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  4,H, 1,  30.00,     24.1000,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,A                        ,A                    ,C                        ,C                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  4,H, 4, 110.00,     29.4000,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,C                    ,A                        ,C                ,-                       ,-                    ,-                     ,Reworked Paleog/Neogene specimens: few.
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  5,H, 1, 140.00,     34.7000,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,C                    ,A                        ,F                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  5,H,CC,  40.00,     43.4300,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,C                    ,C                        ,F                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  6,H, 1, 110.00,     43.9000,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,R                    ,F                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  6,H, 4, 130.00,     48.6000,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,R                    ,A                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  6,H,CC,  21.00,     52.8100,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,R                    ,F                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  7,H, 1,  60.00,     52.9000,Giraudeau,Nannofossils                                 ,F              ,P                 ,-                      ,-                       ,-                   ,+                        ,+                    ,+                        ,-                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  7,H, 4,  40.00,     57.2000,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,F                    ,A                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  7,H,CC,  18.00,     62.4900,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,D                        ,R                    ,F                        ,R                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN21A         ,175,1076,A,  8,H, 2,  70.00,     64.0000,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,-                       ,-                   ,D                        ,R                    ,A                        ,R                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN20          ,175,1076,A,  8,H,CC,  32.00,     71.8400,Giraudeau,Nannofossils                                 ,C              ,M                 ,-                      ,-                       ,-                   ,A                        ,F                    ,A                        ,-                ,-                       ,-                    ,-                     ,Top NN20
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN20          ,175,1076,A,  9,H, 2, 140.00,     74.2000,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,A                        ,F                    ,D                        ,-                ,-                       ,-                    ,-                     ,Nannos very abundant Probably isotopic stage 9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN20          ,175,1076,A,  9,H, 6,   2.00,     78.6400,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,-                       ,-                   ,A                        ,F                    ,D                        ,-                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN20          ,175,1076,A,  9,H,CC,  24.00,     81.5100,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,r                       ,-                   ,C                        ,R                    ,D                        ,-                ,-                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 10,H, 5,  34.00,     87.0400,Giraudeau,Nannofossils                                 ,F              ,P                 ,-                      ,+                       ,-                   ,+                        ,-                    ,+                        ,-                ,-                       ,-                    ,-                     ,Top NN19
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 11,H, 3,  14.00,     93.4400,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,F                       ,-                   ,D                        ,C                    ,A                        ,-                ,F                       ,r                    ,-                     ,Nannos very abundant Small Gephyrocapsa acme zone ss Weaver (1993); isotopic stages 15-25.
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 12,H, 2,  10.00,    101.4000,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,F                       ,-                   ,D                        ,C                    ,F                        ,-                ,F                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 12,H, 4,  10.00,    104.4000,Giraudeau,Nannofossils                                 ,C              ,P                 ,C                      ,-                       ,-                   ,D                        ,C                    ,F                        ,-                ,+                       ,-                    ,-                     ,LO R. asanoi. Age >0.83 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 12,H, 6,  30.00,    107.6000,Giraudeau,Nannofossils                                 ,F              ,P                 ,+                      ,+                       ,-                   ,-                        ,-                    ,+                        ,-                ,+                       ,-                    ,-                     ,R. asanoi interval before Small Gephyrocapsa acme zone sensu Gartner (1977)
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 12,H,CC,  26.00,    109.8600,Giraudeau,Nannofossils                                 ,A              ,M                 ,R                      ,R                       ,-                   ,A                        ,C                    ,D                        ,-                ,C                       ,-                    ,-                     ,"G. caribbeanica acme zone (Weaver, 1993) - isotopic stage interval: 25-30"
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 13,H, 3,  50.00,    111.7000,Giraudeau,Nannofossils                                 ,A              ,M                 ,R                      ,F                       ,-                   ,A                        ,C                    ,D                        ,-                ,F                       ,-                    ,D                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 13,H, 6,  90.00,    116.6000,Giraudeau,Nannofossils                                 ,R              ,P                 ,                       ,                        ,                    ,+                        ,                     ,+                        ,                 ,                        ,                     ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 13,H,CC,  22.00,    119.8200,Giraudeau,Nannofossils                                 ,A              ,G                 ,-                      ,F                       ,r                   ,D                        ,R                    ,R                        ,-                ,F                       ,-                    ,-                     ,Nannos very abundant Small Gephyrocapsa acme zone Gartner (1977).
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 14,H, 1, 140.00,    120.2000,Giraudeau,Nannofossils                                 ,A              ,M                 ,R                      ,R                       ,-                   ,A                        ,R                    ,D                        ,-                ,C                       ,-                    ,-                     ,"Below disconformity G. caribbeanica acme zone (Weaver, 1993) younger than Small Gephy acme zone (Gartner, 1977)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 14,H, 3,   3.00,    121.8300,Giraudeau,Nannofossils                                 ,A              ,M                 ,R                      ,R                       ,-                   ,A                        ,R                    ,D                        ,-                ,C                       ,-                    ,-                     ,Nannos very abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 14,H, 6,   3.00,    126.3000,Giraudeau,Nannofossils                                 ,C              ,M                 ,-                      ,R                       ,-                   ,A                        ,-                    ,A                        ,-                ,C                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 14,H,CC,  22.00,    129.1200,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,F                       ,-                   ,D                        ,F                    ,C                        ,-                ,F                       ,-                    ,-                     ,Nannos very abundant Small Gephyrocapsa acme zone Gartner (1977)
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 15,H, 2, 140.00,    131.2500,Giraudeau,Nannofossils                                 ,A              ,M                 ,-                      ,R                       ,-                   ,D                        ,F                    ,F                        ,-                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 15,H, 4, 140.00,    134.2500,Giraudeau,Nannofossils                                 ,C              ,P                 ,                       ,                        ,                    ,D                        ,                     ,C                        ,                 ,                        ,                     ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 15,H, 6,  75.00,    136.6200,Giraudeau,Nannofossils                                 ,F              ,P                 ,-                      ,-                       ,-                   ,D                        ,-                    ,R                        ,-                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 15,H,CC,  42.00,    138.6500,Giraudeau,Nannofossils                                 ,C              ,M                 ,-                      ,F                       ,-                   ,A                        ,R                    ,F                        ,-                ,F                       ,R                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 16,H, 3,   2.00,    140.8200,Giraudeau,Nannofossils                                 ,F              ,M                 ,-                      ,C                       ,-                   ,D                        ,-                    ,A                        ,-                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 16,H, 6,   2.00,    145.3200,Giraudeau,Nannofossils                                 ,F              ,P                 ,-                      ,R                       ,-                   ,D                        ,-                    ,F                        ,-                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 16,H,CC,  19.00,    147.9000,Giraudeau,Nannofossils                                 ,F              ,M                 ,-                      ,F                       ,-                   ,C                        ,-                    ,C                        ,-                ,-                       ,R                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 17,H, 3,  40.00,    149.6500,Giraudeau,Nannofossils                                 ,F              ,P                 ,-                      ,R                       ,-                   ,D                        ,-                    ,F                        ,-                ,R                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 17,H, 5,  40.00,    152.6500,Giraudeau,Nannofossils                                 ,R              ,P                 ,-                      ,-                       ,-                   ,+                        ,-                    ,+                        ,-                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 18,H, 3,   2.00,    159.8200,Giraudeau,Nannofossils                                 ,F              ,P                 ,-                      ,+                       ,-                   ,+                        ,-                    ,+                        ,-                ,+                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN18          ,175,1076,A, 18,H,CC,  16.00,    166.8300,Giraudeau,Nannofossils                                 ,R              ,P                 ,-                      ,+                       ,-                   ,+                        ,-                    ,+                        ,-                ,-                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 19,H, 3,  40.00,    169.7000,Giraudeau,Nannofossils                                 ,C              ,M                 ,-                      ,F                       ,-                   ,D                        ,-                    ,F                        ,-                ,R                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 19,H,CC,  31.00,    176.5800,Giraudeau,Nannofossils                                 ,F              ,P                 ,-                      ,+                       ,-                   ,+                        ,-                    ,-                        ,-                ,+                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 20,H,CC,  28.00,    185.9800,Giraudeau,Nannofossils                                 ,F              ,P                 ,-                      ,+                       ,-                   ,+                        ,-                    ,+                        ,-                ,+                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 21,H, 7,  10.00,    193.3400,Giraudeau,Nannofossils                                 ,C              ,M                 ,-                      ,F                       ,F                   ,D                        ,-                    ,F                        ,-                ,F                       ,-                    ,-                     ,LO H. sellii
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 21,H,CC,  33.00,    195.9500,Giraudeau,Nannofossils                                 ,F              ,P                 ,-                      ,+                       ,+                   ,+                        ,-                    ,-                        ,-                ,+                       ,-                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,175,1076,A, 22,H, 3, 140.00,    199.2000,Giraudeau,Nannofossils                                 ,R              ,P                 ,-                      ,-                       ,+                   ,+                        ,-                    ,+                        ,-                ,-                       ,R                    ,-                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,
