Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus pseudoradians,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus aff. distentus,Pedinocyclus larvalis,Helicosphaera reticulata,Helicosphaera compacta,Ericsonia subdisticha,Ericsonia obruta,Discoaster tanii,Discoaster nodifer,Discoaster deflandrei,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus sp.1,Coccolithus pelagicus,Coccolithus eopelagicus,Calcidiscus kingii,Zygrhablithus bijugatus,Pontosphaera segmenta,Helicosphaera perch-nielseniae,Cyclicargolithus abisectus,Helicosphaera bramlettei,Helicosphaera intermedia,Discoaster adamanteus,Cruciplacolithus tarquinius,Helicosphaera euphratis,Sphenolithus ciperoensis,Sphenolithus distentus,Reticulofenestra umbilica,Sphenolithus aff. ciperoensis,Triquetrorhabdulus milowii,Helicosphaera recta,Coccolithus miopelagicus,Triquetrorhabdulus carinatus,Syracosphaera sp. 1,Catinaster umbrellus,Coccolithus fuscus,Hayaster perplexus,Crassidiscus backmanii,Sphenolithus dissimilis,Sphenolithus conicus,Sphenolith (unspecified taxon or taxa),Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Clausicoccus fenestratus,Pontosphaera spp.,Discoaster woodringii,Sphenolithus calyculus,Discoaster extensus-dilatus group,Discoaster aff. druggii,Discoaster moorei,Sphenolithus delphix,Sphenolithus capricornutus,Hayella aperta,Sphenolithus dissimilis/belemnos,Reticulofenestrid taxa,Triquetrorhabdulus serratus,Discoaster druggii,Sphenolithus belemnos,Reticulofenestra aff. pseudoumbilicus,Pyrocyclus spp.,Dictyococcites spp.,Sphenolithus multispinatus,Reticulofenestra daviesii,Pentalithus spp.,Triquetrorhabdulus auritus,Triquetrorhabdulus protodecimae,Discoaster subsurculus,Umbilicosphaera spp.,Discoaster formosus,Sphenolithus heteromorphus,Discoaster variabilis,Discoaster exilis,Triquetrorhabdulus curvus,Calcidiscus leptoporus,Sphenolithus milanettii,Thoracosphaera spp.,Calcidiscus premacintyrei,Discoaster signus-tuberi,Discoaster brouweri,Helicosphaera spp.,Reticulofenestra pseudoumbilicus,Discoaster musicus,Triquetrorhabdulus rugosus/rioensis,Discoaster kugleri,Discoaster aff. calcaris,Calcidiscus macintyrei,Discoaster pansus,Discoaster bollii,Discoaster aulakos,Discoaster prepentaradiatus,Discoaster intercalaris,Catinaster coalitus,Discoaster asymmetricus,Discoaster pseudovariabilis,Discoaster neohamatus,Discoaster hamatus,Discoaster calcaris,Catinaster calyculus,Minylitha convallis,Discoaster pentaradiatus,Discoaster bellus,Discoaster surculus,Discoaster quinqueramus/berggrenii,Coccolithus radiatus,Ceratolithus rugosus,Discoaster triradiatus,Discoaster loeblichii,Discoaster icarus,Amaurolithus primus,Syracosphaera spp.,Amaurolithus delicatus,Amaurolithus amplificus,Amaurolithus tricorniculatus,Ceratolithus armatus,Ceratolithus acutus,Scyphosphaera spp.,Discoaster tristellifer,Discoaster tamalis,Pseudoemiliania lacunosa,Ceratolithus cristatus,Helicosphaera sellii,Gephyrocapsa (small),Gephyrocapsa oceanica s.l.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 710,A, 11,H, 5, 130.00,    103.1000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,C                    ,                        ,                       ,A                          ,C                     ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,F                    ,                           ,                       ,R                       ,                      ,                         ,                             ,R                         ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,A                                     ,                                         ,                                         ,                        ,                 ,F                    ,                      ,F                                ,R                      ,F                ,                    ,                          ,              ,                                ,C                     ,R                          ,cf                ,F                    ,F                                    ,               ,C                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,A                         ,cf                   ,                 ,                         ,                      ,                       ,                   ,F                        ,                        ,                   ,C                 ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 710,A, 11,H, 6,  90.00,    104.2000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,A                    ,                        ,                       ,A                          ,F                     ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,F                    ,                           ,                       ,F                       ,                      ,                         ,                             ,                          ,                   ,F                       ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,F                    ,                      ,F                                ,                       ,R                ,                    ,                          ,F             ,                                ,C                     ,                           ,                  ,F                    ,F                                    ,               ,C                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,A                         ,F                    ,                 ,                         ,F                     ,                       ,                   ,F                        ,F                       ,                   ,F                 ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 710,A, 11,H,CC,  21.00,    105.5400,Rio      ,Nannofossils                                 ,A              ,P                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,C                    ,                        ,                       ,C                          ,F                     ,                ,F                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,F                    ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,R                           ,                   ,                    ,                  ,                  ,                      ,                       ,R                   ,C                                     ,                                         ,                                         ,                        ,                 ,F                    ,                      ,C                                ,F                      ,C                ,                    ,                          ,              ,                                ,C                     ,                           ,                  ,                     ,                                     ,               ,C                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,C                         ,A                    ,F                ,                         ,F                     ,                       ,                   ,F                        ,C                       ,cf                 ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 710,A, 12,H, 1, 130.00,    106.8000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,C                    ,                        ,                       ,C                          ,F                     ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,F                    ,                           ,                       ,                        ,                      ,                         ,                             ,R                         ,                   ,                        ,R                           ,                   ,                    ,                  ,                  ,                      ,                       ,R                   ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,C                                ,                       ,R                ,                    ,                          ,              ,                                ,                      ,cf                         ,                  ,                     ,                                     ,F              ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,C                         ,A                    ,cf               ,                         ,F                     ,R                      ,                   ,F                        ,A                       ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 710,A, 12,H, 2,  90.00,    107.9000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,C                    ,                        ,                       ,A                          ,F                     ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,F                    ,                           ,                       ,                        ,                      ,                         ,                             ,R                         ,                   ,F                       ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,F                    ,                      ,C                                ,                       ,C                ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,F              ,F                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,R                  ,C                         ,C                    ,                 ,                         ,                      ,                       ,                   ,                         ,C                       ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 710,A, 12,H, 2, 130.00,    108.3000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,C                    ,                        ,                       ,C                          ,F                     ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,F                         ,                   ,                        ,R                           ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,A                                     ,                                         ,F                                        ,                        ,                 ,                     ,                      ,C                                ,                       ,F                ,                    ,                          ,              ,                                ,                      ,cf                         ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,C                         ,C                    ,                 ,                         ,                      ,                       ,                   ,F                        ,C                       ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN3               ,              ,115, 710,A, 12,H, 3,  90.00,    109.4000,Rio      ,Nannofossils                                 ,A              ,P                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,A                    ,                        ,                       ,C                          ,F                     ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,C                    ,                           ,                       ,                        ,                      ,                         ,                             ,R                         ,                   ,F                       ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,A                                     ,                                         ,F                                        ,                        ,                 ,C                    ,                      ,C                                ,R                      ,cf               ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,R                  ,A                         ,cf                   ,cf               ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN3               ,              ,115, 710,A, 12,H, 3, 130.00,    109.8000,Rio      ,Nannofossils                                 ,A              ,P                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,A                    ,                        ,                       ,A                          ,F                     ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,F                    ,                           ,                       ,                        ,R                     ,                         ,                             ,R                         ,                   ,F                       ,F                           ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,F                    ,                      ,C                                ,R                      ,cf               ,                    ,                          ,              ,                                ,                      ,cf                         ,                  ,R                    ,F                                    ,F              ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,cf                 ,A                         ,C                    ,cf               ,                         ,                      ,                       ,F                  ,F                        ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN3               ,              ,115, 710,A, 12,H, 4,  30.00,    110.3000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,A                    ,                        ,                       ,C                          ,C                     ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,R                    ,                           ,                       ,                        ,                      ,                         ,                             ,F                         ,                   ,                        ,R                           ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,F                    ,                      ,C                                ,                       ,F                ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,cf                    ,                    ,R                  ,A                         ,F                    ,cf               ,                         ,F                     ,R                      ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN3               ,              ,115, 710,A, 12,H, 4,  90.00,    110.9000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,A                    ,                        ,                       ,A                          ,F                     ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,R                    ,                           ,                       ,                        ,                      ,                         ,                             ,R                         ,                   ,                        ,F                           ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,F                    ,                      ,C                                ,R                      ,R                ,                    ,                          ,              ,                                ,                      ,R                          ,                  ,                     ,F                                    ,F              ,                   ,                          ,                         ,                ,                          ,                               ,cf                    ,                    ,R                  ,A                         ,R                    ,cf               ,F                        ,F                     ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN3               ,              ,115, 710,A, 12,H, 4, 130.00,    111.3000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,A                    ,                        ,                       ,A                          ,F                     ,                ,                     ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,F                    ,                           ,                       ,                        ,                      ,                         ,                             ,F                         ,                   ,F                       ,                            ,                   ,                    ,                  ,                  ,                      ,F                      ,                    ,F                                     ,                                         ,                                         ,                        ,                 ,F                    ,                      ,C                                ,R                      ,                 ,                    ,                          ,              ,                                ,                      ,                           ,R                 ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,cf                    ,                    ,R                  ,C                         ,cf                   ,cf               ,F                        ,F                     ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN3               ,              ,115, 710,A, 12,H, 5,  30.00,    111.8000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,A                    ,                        ,                       ,C                          ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,F                    ,                           ,                       ,                        ,R                     ,                         ,                             ,R                         ,                   ,F                       ,R                           ,                   ,                    ,                  ,                  ,                      ,F                      ,                    ,A                                     ,                                         ,                                         ,                        ,                 ,C                    ,                      ,C                                ,R                      ,F                ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,C                         ,R                    ,cf               ,R                        ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN3               ,              ,115, 710,A, 12,H, 5,  90.00,    112.4000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,A                    ,                        ,                       ,C                          ,F                     ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,F                    ,                           ,                       ,                        ,R                     ,                         ,                             ,R                         ,                   ,F                       ,F                           ,                   ,                    ,                  ,                  ,                      ,                       ,R                   ,C                                     ,                                         ,                                         ,                        ,                 ,F                    ,                      ,C                                ,F                      ,cf               ,                    ,                          ,              ,                                ,C                     ,R                          ,                  ,                     ,F                                    ,F              ,                   ,                          ,                         ,                ,                          ,                               ,cf                    ,                    ,                   ,F                         ,cf                   ,cf               ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN3               ,              ,115, 710,A, 12,H, 6,  30.00,    113.3000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,A                    ,                        ,                       ,A                          ,C                     ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,F                    ,                           ,                       ,                        ,                      ,                         ,                             ,F                         ,                   ,F                       ,R                           ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,A                                     ,                                         ,                                         ,                        ,                 ,C                    ,                      ,C                                ,                       ,cf               ,                    ,                          ,              ,                                ,C                     ,R                          ,                  ,                     ,F                                    ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,C                         ,cf                   ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
