Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus pseudoradians,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus aff. distentus,Pedinocyclus larvalis,Helicosphaera reticulata,Helicosphaera compacta,Ericsonia subdisticha,Ericsonia obruta,Discoaster tanii,Discoaster nodifer,Discoaster deflandrei,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus sp.1,Coccolithus pelagicus,Coccolithus eopelagicus,Calcidiscus kingii,Zygrhablithus bijugatus,Pontosphaera segmenta,Helicosphaera perch-nielseniae,Cyclicargolithus abisectus,Helicosphaera bramlettei,Helicosphaera intermedia,Discoaster adamanteus,Cruciplacolithus tarquinius,Helicosphaera euphratis,Sphenolithus ciperoensis,Sphenolithus distentus,Reticulofenestra umbilica,Sphenolithus aff. ciperoensis,Triquetrorhabdulus milowii,Helicosphaera recta,Coccolithus miopelagicus,Triquetrorhabdulus carinatus,Syracosphaera sp. 1,Catinaster umbrellus,Coccolithus fuscus,Hayaster perplexus,Crassidiscus backmanii,Sphenolithus dissimilis,Sphenolithus conicus,Sphenolith (unspecified taxon or taxa),Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Clausicoccus fenestratus,Pontosphaera spp.,Discoaster woodringii,Sphenolithus calyculus,Discoaster extensus-dilatus group,Discoaster aff. druggii,Discoaster moorei,Sphenolithus delphix,Sphenolithus capricornutus,Hayella aperta,Sphenolithus dissimilis/belemnos,Reticulofenestrid taxa,Triquetrorhabdulus serratus,Discoaster druggii,Sphenolithus belemnos,Reticulofenestra aff. pseudoumbilicus,Pyrocyclus spp.,Dictyococcites spp.,Sphenolithus multispinatus,Reticulofenestra daviesii,Pentalithus spp.,Triquetrorhabdulus auritus,Triquetrorhabdulus protodecimae,Discoaster subsurculus,Umbilicosphaera spp.,Discoaster formosus,Sphenolithus heteromorphus,Discoaster variabilis,Discoaster exilis,Triquetrorhabdulus curvus,Calcidiscus leptoporus,Sphenolithus milanettii,Thoracosphaera spp.,Calcidiscus premacintyrei,Discoaster signus-tuberi,Discoaster brouweri,Helicosphaera spp.,Reticulofenestra pseudoumbilicus,Discoaster musicus,Triquetrorhabdulus rugosus/rioensis,Discoaster kugleri,Discoaster aff. calcaris,Calcidiscus macintyrei,Discoaster pansus,Discoaster bollii,Discoaster aulakos,Discoaster prepentaradiatus,Discoaster intercalaris,Catinaster coalitus,Discoaster asymmetricus,Discoaster pseudovariabilis,Discoaster neohamatus,Discoaster hamatus,Discoaster calcaris,Catinaster calyculus,Minylitha convallis,Discoaster pentaradiatus,Discoaster bellus,Discoaster surculus,Discoaster quinqueramus/berggrenii,Coccolithus radiatus,Ceratolithus rugosus,Discoaster triradiatus,Discoaster loeblichii,Discoaster icarus,Amaurolithus primus,Syracosphaera spp.,Amaurolithus delicatus,Amaurolithus amplificus,Amaurolithus tricorniculatus,Ceratolithus armatus,Ceratolithus acutus,Scyphosphaera spp.,Discoaster tristellifer,Discoaster tamalis,Pseudoemiliania lacunosa,Ceratolithus cristatus,Helicosphaera sellii,Gephyrocapsa (small),Gephyrocapsa oceanica s.l.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  7,H, 7,  30.00,     66.7800,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,C                     ,                           ,                  ,                     ,                                     ,               ,C                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,R                    ,                 ,                         ,C                     ,                       ,                   ,                         ,                        ,A                  ,                  ,                                ,                  ,C                                  ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,R                      ,                           ,C                    ,                  ,                   ,                    ,F                  ,C                       ,R                ,                   ,C                                 ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  8,H, 1,  90.00,     68.0000,Rio      ,Nannofossils                                 ,A              ,G                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,F                     ,                           ,                  ,                     ,                                     ,               ,C                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,F                    ,                 ,                         ,C                     ,                       ,                   ,                         ,                        ,A                  ,C                 ,                                ,                  ,F                                  ,                  ,                        ,F                     ,R                ,                 ,                  ,                           ,R                      ,                   ,R                      ,                           ,R                    ,                  ,R                  ,                    ,F                  ,C                       ,C                ,                   ,F                                 ,                    ,                    ,R                     ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  8,H, 1, 130.00,     68.4000,Rio      ,Nannofossils                                 ,A              ,G                 ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,C                     ,                           ,                  ,                     ,                                     ,               ,C                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,F                    ,                 ,                         ,C                     ,                       ,                   ,                         ,                        ,A                  ,C                 ,                                ,                  ,R                                  ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,R                      ,                   ,R                      ,                           ,F                    ,                  ,                   ,                    ,C                  ,C                       ,F                ,                   ,F                                 ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  8,H, 2,  90.00,     69.5000,Rio      ,Nannofossils                                 ,A              ,                  ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,A                     ,                           ,                  ,                     ,                                     ,               ,C                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,C                    ,                 ,                         ,F                     ,                       ,                   ,                         ,                        ,A                  ,                  ,C                               ,                  ,R                                  ,                  ,                        ,F                     ,                 ,                 ,                  ,A                          ,                       ,                   ,                       ,                           ,F                    ,                  ,                   ,                    ,C                  ,C                       ,C                ,R                  ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  8,H, 2, 130.00,     69.9000,Rio      ,Nannofossils                                 ,A              ,                  ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,A                     ,                           ,                  ,                     ,                                     ,               ,C                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,C                    ,                 ,                         ,F                     ,                       ,                   ,                         ,                        ,A                  ,                  ,C                               ,                  ,F                                  ,                  ,                        ,                      ,F                ,                 ,                  ,A                          ,                       ,                   ,R                      ,                           ,F                    ,                  ,F                  ,                    ,A                  ,F                       ,F                ,F                  ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  8,H, 3,  90.00,     71.0000,Rio      ,Nannofossils                                 ,A              ,                  ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,F                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,C                     ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,C                    ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,A                  ,                  ,C                               ,                  ,R                                  ,                  ,                        ,                      ,F                ,C                ,                  ,C                          ,F                      ,                   ,R                      ,                           ,C                    ,R                 ,                   ,R                   ,                   ,F                       ,F                ,R                  ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  8,H, 3, 130.00,     71.4000,Rio      ,Nannofossils                                 ,A              ,                  ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,                     ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,C                     ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,C                    ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,A                  ,                  ,C                               ,                  ,R                                  ,                  ,                        ,                      ,F                ,C                ,                  ,                           ,F                      ,                   ,R                      ,                           ,C                    ,F                 ,                   ,R                   ,                   ,F                       ,C                ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  8,H, 4,  75.00,     72.3500,Rio      ,Nannofossils                                 ,A              ,                  ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,F                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,C                     ,                           ,                  ,                     ,                                     ,               ,F                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,C                    ,                 ,                         ,F                     ,                       ,                   ,                         ,                        ,C                  ,                  ,                                ,                  ,F                                  ,                  ,                        ,                      ,R                ,A                ,                  ,                           ,                       ,F                  ,                       ,                           ,C                    ,C                 ,                   ,F                   ,                   ,                        ,C                ,                   ,                                  ,                    ,C                   ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  8,H, 4,  79.00,     72.3900,Rio      ,Nannofossils                                 ,A              ,                  ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,F                     ,                           ,                  ,                     ,                                     ,               ,F                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,C                    ,                 ,                         ,C                     ,                       ,                   ,                         ,                        ,A                  ,F                 ,                                ,                  ,F                                  ,                  ,                        ,                      ,R                ,                 ,                  ,F                          ,                       ,                   ,R                      ,                           ,F                    ,                  ,F                  ,                    ,A                  ,C                       ,C                ,F                  ,A                                 ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  8,H, 4,  90.00,     72.5000,Rio      ,Nannofossils                                 ,A              ,                  ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,F                     ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,C                    ,                 ,                         ,C                     ,                       ,                   ,                         ,                        ,A                  ,F                 ,                                ,                  ,R                                  ,                  ,                        ,F                     ,R                ,                 ,                  ,C                          ,                       ,                   ,R                      ,                           ,F                    ,                  ,F                  ,                    ,A                  ,C                       ,C                ,                   ,C                                 ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  8,H, 4, 130.00,     72.9000,Rio      ,Nannofossils                                 ,A              ,                  ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,F                     ,                           ,                  ,                     ,                                     ,               ,F                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,C                    ,                 ,                         ,F                     ,                       ,                   ,                         ,                        ,A                  ,                  ,                                ,                  ,F                                  ,                  ,                        ,F                     ,                 ,                 ,                  ,C                          ,F                      ,                   ,                       ,                           ,F                    ,                  ,                   ,                    ,A                  ,F                       ,C                ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN9a              ,              ,115, 710,A,  8,H, 5,  90.00,     74.0000,Rio      ,Nannofossils                                 ,A              ,                  ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,F                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,C                    ,                 ,                         ,C                     ,                       ,                   ,                         ,                        ,A                  ,C                 ,F                               ,                  ,F                                  ,                  ,                        ,                      ,                 ,                 ,                  ,F                          ,F                      ,                   ,R                      ,                           ,F                    ,                  ,F                  ,                    ,A                  ,C                       ,C                ,                   ,C                                 ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 710,A,  8,H, 5, 130.00,     74.4000,Rio      ,Nannofossils                                 ,A              ,                  ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,F                  ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,C                    ,                 ,                         ,C                     ,                       ,                   ,                         ,                        ,A                  ,F                 ,                                ,                  ,R                                  ,                  ,                        ,                      ,F                ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,F                    ,                  ,                   ,                    ,A                  ,C                       ,C                ,                   ,F                                 ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 710,A,  8,H, 6,  90.00,     75.5000,Rio      ,Nannofossils                                 ,A              ,                  ,                          ,                         ,                       ,                           ,                     ,                        ,                      ,                     ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                ,C                    ,                       ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,C                                     ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,C                     ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,C                    ,                 ,                         ,C                     ,                       ,                   ,                         ,                        ,A                  ,                  ,C                               ,                  ,F                                  ,                  ,                        ,                      ,R                ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,C                    ,                  ,                   ,                    ,A                  ,C                       ,C                ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 15. Table 12. microfiche in back pocket.
