Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Triquetrorhabdulus rugosus	Sphenolithus abies/neoabies	Reticulofenestra sp. (small)	Reticulofenestra pseudoumbilica	Helicosphaera kamptneri	Discoaster variabilis	Discoaster surculus	Discoaster quinqueramus	Discoaster pentaradiatus	Discoaster intercalaris	Discoaster challengeri	Discoaster brouweri	Dictyococcites productus	Cyclolithella rotula	Coccolithus pelagicus	Calcidiscus macintyrei	Calcidiscus leptoporus	Amaurolithus tricorniculatus	Amaurolithus primus	Amaurolithus delicatus	Amaurolithus amplificus	Ceratolithus acutus	Ceratolithus rugosus	Discoaster asymmetricus	Helicosphaera sellii	Discoaster tamalis	Pseudoemiliania lacunosa	Pontosphaera japonica	Discoaster triradiatus	Syracosphaera pulchra	Rhabdosphaera stylifera	Rhabdosphaera clavigera	Gephyrocapsa spp.	Oolithotus antillarum	Scyphosphaera pulcherrima	Syracosphaera histrica	Gephyrocapsa caribbeanica	Gephyrocapsa oceanica	Umbilicosphaera sibogae	Ceratolithus telesmus	Umbilicosphaera mirabilis	Thoracosphaera sp.	Emiliania huxleyi	Comment
  SR	Pleistocene      	                 	CN14a             	CN14b         	108	 657	A	  1	H	CC	   9.00	      7.0500	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	C                      	                     	                   	                       	                        	                       	                      	                   	C                       	                    	R                    	                      	R                     	                            	                   	                      	                       	                   	                    	                       	                    	                  	R                       	R                    	                      	                     	                       	R                      	A                	                     	                         	R                     	A                        	A                    	R                      	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Pleistocene      	                 	                  	CN14a         	108	 657	A	  2	H	CC	  11.00	     16.8400	Manivit  	Nannofossils                                 	C              	M                 	                          	                           	                            	                               	F                      	                     	                   	                       	                        	                       	                      	                   	C                       	                    	F                    	                      	F                     	                            	                   	                      	                       	                   	                    	                       	                    	                  	R                       	                     	                      	R                    	R                      	                       	A                	R                    	R                        	                      	A                        	A                    	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Pleistocene      	                 	CN13b             	CN14a         	108	 657	A	  3	H	CC	   9.00	     26.3300	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	C                      	                     	                   	                       	                        	                       	                      	                   	C                       	                    	F                    	                      	C                     	                            	                   	                      	                       	                   	                    	                       	                    	                  	C                       	                     	                      	R                    	                       	                       	A                	                     	                         	                      	A                        	C                    	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Pleistocene      	                 	CN13b             	CN14a         	108	 657	A	  4	H	CC	   3.00	     35.7200	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	C                      	                     	                   	                       	                        	                       	                      	                   	C                       	                    	F                    	                      	C                     	                            	                   	                      	                       	                   	                    	                       	                    	                  	C                       	R                    	                      	                     	R                      	                       	A                	F                    	R                        	R                     	A                        	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Pleistocene      	                 	CN13a             	CN13b         	108	 657	A	  5	H	 4	 120.00	     41.4000	Manivit  	Nannofossils                                 	A              	G                 	                          	                           	                            	                               	C                      	                     	                   	                       	                        	                       	                      	                   	C                       	                    	F                    	                      	C                     	                            	                   	                      	                       	                   	                    	                       	                    	                  	C                       	                     	                      	                     	                       	R                      	A                	                     	                         	                      	C                        	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Pleistocene      	                 	CN13a             	CN13b         	108	 657	A	  5	H	 5	 120.00	     42.9000	Manivit  	Nannofossils                                 	A              	G                 	                          	                           	                            	                               	C                      	                     	                   	                       	                        	                       	                      	                   	C                       	                    	F                    	                      	F                     	                            	                   	                      	                       	                   	                    	                       	R                   	                  	F                       	R                    	                      	R                    	                       	                       	A                	R                    	                         	                      	C                        	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Pleistocene      	                 	CN13a             	CN13b         	108	 657	A	  5	H	CC	   4.00	     44.6800	Manivit  	Nannofossils                                 	A              	G                 	                          	                           	                            	                               	F                      	                     	                   	                       	                        	                       	                      	                   	A                       	                    	C                    	                      	C                     	                            	                   	                      	                       	                   	                    	                       	R                   	                  	R                       	                     	                      	                     	R                      	R                      	A                	F                    	R                        	R                     	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Pleistocene      	                 	CN13a             	              	108	 657	A	  6	H	 4	 120.00	     50.9000	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	C                      	                     	                   	                       	                        	                       	                      	                   	A                       	                    	F                    	R                     	C                     	                            	                   	                      	                       	                   	                    	                       	R                   	                  	F                       	R                    	                      	                     	                       	                       	A                	R                    	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Pleistocene      	                 	CN12d             	CN13a         	108	 657	A	  6	H	CC	   5.00	     54.7000	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	C                      	                     	                   	                       	                        	                       	                      	                   	A                       	                    	F                    	F                     	F                     	                            	                   	                      	                       	                   	                    	                       	R                   	                  	F                       	                     	                      	R                    	                       	R                      	A                	R                    	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Pleistocene      	                 	CN12d             	CN13a         	108	 657	A	  7	H	 3	  62.00	     58.3200	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	C                      	                     	                   	                       	                        	                       	                      	                   	A                       	                    	F                    	F                     	C                     	                            	                   	                      	                       	                   	                    	                       	R                   	                  	F                       	R                    	                      	                     	R                      	R                      	A                	                     	R                        	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN12d             	CN13a         	108	 657	A	  7	H	 3	 148.00	     59.1800	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	F                      	                     	                   	                       	                        	                       	                      	R                  	F                       	                    	C                    	F                     	F                     	                            	                   	                      	                       	                   	                    	                       	R                   	                  	F                       	                     	R                     	                     	                       	                       	A                	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN12d             	              	108	 657	A	  7	H	 4	   5.00	     59.2500	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	F                      	                     	                   	                       	                        	                       	                      	F                  	F                       	                    	C                    	C                     	F                     	                            	                   	                      	                       	                   	                    	                       	F                   	                  	F                       	R                    	R                     	R                    	                       	R                      	C                	R                    	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	                  	CN12d         	108	 657	A	  7	H	 4	 150.00	     60.7000	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	F                      	                     	                   	                       	                        	                       	                      	F                  	F                       	                    	C                    	C                     	F                     	                            	                   	                      	                       	                   	                    	                       	F                   	                  	R                       	                     	F                     	                     	R                      	                       	F                	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN12c             	CN12d         	108	 657	A	  7	H	CC	  19.00	     63.6800	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	R                      	                     	                   	                       	                        	                       	                      	F                  	F                       	                    	C                    	C                     	F                     	                            	                   	                      	                       	                   	                    	                       	R                   	                  	R                       	R                    	R                     	R                    	                       	R                      	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN12c             	CN12d         	108	 657	A	  8	H	 1	   5.00	     64.2500	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	R                      	                     	                   	                       	                        	                       	                      	F                  	C                       	                    	C                    	F                     	F                     	                            	                   	                      	                       	                   	                    	                       	R                   	                  	R                       	                     	R                     	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN12c             	              	108	 657	A	  8	H	 5	  10.00	     70.3000	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	                            	                               	F                      	                     	                   	                       	R                       	                       	                      	F                  	C                       	                    	C                    	F                     	F                     	                            	                   	                      	                       	                   	R                   	                       	C                   	                  	R                       	                     	R                     	R                    	                       	R                      	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN12c             	CN12c         	108	 657	A	  8	H	CC	   7.00	     71.4900	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	A                           	                               	F                      	                     	F                  	                       	C                       	                       	                      	F                  	A                       	                    	C                    	F                     	F                     	                            	                   	                      	                       	                   	                    	                       	C                   	                  	R                       	R                    	R                     	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN12c             	              	108	 657	A	  9	H	 3	  71.00	     77.4100	Manivit  	Nannofossils                                 	A              	G                 	                          	                           	A                           	                               	F                      	                     	F                  	                       	C                       	                       	                      	F                  	A                       	                    	F                    	F                     	F                     	                            	                   	                      	                       	                   	                    	                       	C                   	                  	F                       	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN12a             	CN12c         	108	 657	A	  9	H	 4	 148.00	     79.6800	Manivit  	Nannofossils                                 	A              	G                 	                          	                           	A                           	                               	F                      	                     	F                  	                       	F                       	                       	                      	F                  	A                       	                    	F                    	F                     	F                     	                            	                   	                      	                       	                   	R                   	R                      	F                   	                  	F                       	                     	                      	R                    	                       	R                      	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN12a             	CN12c         	108	 657	A	  9	H	CC	  20.00	     82.0800	Manivit  	Nannofossils                                 	A              	G                 	                          	                           	A                           	                               	F                      	                     	F                  	                       	F                       	                       	                      	C                  	A                       	                    	F                    	C                     	R                     	                            	                   	                      	                       	                   	                    	F                      	F                   	F                 	F                       	R                    	R                     	                     	R                      	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN12a             	              	108	 657	A	 10	H	CC	  16.00	     92.6400	Manivit  	Nannofossils                                 	A              	G                 	                          	                           	A                           	                               	F                      	                     	C                  	                       	R                       	R                      	                      	C                  	C                       	                    	R                    	F                     	F                     	                            	                   	                      	                       	                   	                    	F                      	R                   	F                 	F                       	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN11              	CN12a         	108	 657	A	 11	H	CC	  18.00	    100.7500	Manivit  	Nannofossils                                 	A              	M                 	                          	                           	A                           	                               	F                      	                     	F                  	                       	F                       	                       	                      	C                  	C                       	R                   	R                    	F                     	C                     	                            	                   	                      	                       	                   	R                   	C                      	                    	R                 	F                       	                     	                      	R                    	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Pliocene    	                 	CN11              	CN12a         	108	 657	A	 12	H	CC	  18.00	    104.7200	Manivit  	Nannofossils                                 	A              	M                 	                          	R                          	A                           	                               	F                      	                     	F                  	                       	F                       	                       	                      	C                  	F                       	                    	F                    	F                     	F                     	                            	                   	                      	                       	                   	                    	C                      	R                   	R                 	F                       	R                    	R                     	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Early Pliocene   	                 	CN11              	CN12a         	108	 657	A	 13	H	 1	  75.00	    112.4500	Manivit  	Nannofossils                                 	A              	M                 	                          	R                          	A                           	F                              	C                      	F                    	C                  	                       	F                       	                       	                      	C                  	C                       	R                   	F                    	C                     	F                     	                            	                   	                      	                       	                   	R                   	C                      	                    	F                 	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Early Pliocene   	                 	CN11              	              	108	 657	A	 13	H	CC	  14.00	    113.1000	Manivit  	Nannofossils                                 	A              	M                 	                          	R                          	A                           	C                              	C                      	F                    	C                  	                       	C                       	                       	                      	C                  	C                       	                    	F                    	C                     	F                     	                            	                   	                      	                       	                   	                    	C                      	R                   	R                 	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Early Pliocene   	                 	CN10c             	CN11          	108	 657	A	 14	H	 4	 130.00	    127.0000	Manivit  	Nannofossils                                 	A              	M                 	                          	F                          	A                           	C                              	F                      	F                    	C                  	                       	F                       	R                      	                      	C                  	A                       	                    	F                    	F                     	F                     	                            	                   	                      	                       	                   	                    	F                      	R                   	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Early Pliocene   	                 	CN10c             	CN11          	108	 657	A	 14	H	 5	  30.00	    127.5000	Manivit  	Nannofossils                                 	A              	M                 	                          	F                          	A                           	A                              	C                      	F                    	F                  	                       	C                       	                       	                      	C                  	A                       	R                   	C                    	F                     	F                     	R                           	                   	R                     	                       	                   	R                   	F                      	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Early Pliocene   	                 	CN10c             	              	108	 657	A	 14	H	CC	  25.00	    128.1100	Manivit  	Nannofossils                                 	A              	M                 	                          	F                          	A                           	A                              	F                      	F                    	C                  	                       	C                       	                       	                      	C                  	A                       	                    	C                    	F                     	F                     	                            	                   	R                     	                       	                   	                    	F                      	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Early Pliocene   	                 	CN10a             	CN10b         	108	 657	A	 15	H	 2	  50.00	    132.7000	Manivit  	Nannofossils                                 	A              	M                 	                          	F                          	A                           	A                              	C                      	C                    	F                  	                       	C                       	                       	                      	F                  	A                       	                    	C                    	F                     	F                     	R                           	R                  	R                     	                       	                   	R                   	                       	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Early Pliocene   	                 	CN10a             	CN10b         	108	 657	A	 15	H	 4	 129.00	    136.4900	Manivit  	Nannofossils                                 	A              	M                 	R                         	F                          	A                           	A                              	C                      	C                    	C                  	                       	C                       	R                      	R                     	F                  	A                       	R                   	C                    	F                     	F                     	                            	                   	R                     	                       	R                  	                    	                       	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Miocene     	                 	CN9b              	CN10a         	108	 657	A	 15	H	 5	  40.00	    137.1000	Manivit  	Nannofossils                                 	A              	M                 	R                         	C                          	A                           	A                              	C                      	C                    	F                  	F                      	C                       	                       	                      	F                  	A                       	                    	C                    	F                     	F                     	                            	                   	R                     	                       	                   	                    	                       	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Miocene     	                 	CN9b              	CN10a         	108	 657	A	 15	H	CC	  26.00	    137.4000	Manivit  	Nannofossils                                 	A              	M                 	R                         	C                          	A                           	A                              	F                      	C                    	F                  	F                      	C                       	R                      	                      	C                  	A                       	                    	F                    	F                     	F                     	R                           	R                  	R                     	                       	                   	                    	                       	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Miocene     	                 	CN9b              	              	108	 657	A	 16	H	 2	  25.00	    140.5900	Manivit  	Nannofossils                                 	C              	M                 	R                         	C                          	A                           	A                              	F                      	C                    	C                  	F                      	C                       	                       	R                     	F                  	A                       	R                   	C                    	F                     	F                     	                            	R                  	                      	R                      	                   	                    	                       	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Miocene     	                 	CN9a              	CN9b          	108	 657	A	 16	H	 5	   1.00	    144.8500	Manivit  	Nannofossils                                 	C              	M                 	R                         	C                          	A                           	A                              	C                      	C                    	F                  	F                      	F                       	                       	                      	C                  	A                       	                    	F                    	F                     	R                     	R                           	                   	R                     	R                      	                   	                    	                       	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Miocene     	                 	CN9a              	CN9b          	108	 657	A	 16	H	 6	  90.00	    147.2400	Manivit  	Nannofossils                                 	C              	M                 	                          	C                          	A                           	A                              	C                      	C                    	F                  	F                      	F                       	R                      	                      	F                  	A                       	                    	C                    	C                     	F                     	R                           	R                  	R                     	R                      	                   	                    	                       	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Miocene     	                 	CN9a              	CN9b          	108	 657	A	 16	H	 6	 110.00	    147.4400	Manivit  	Nannofossils                                 	F              	P                 	R                         	F                          	A                           	A                              	F                      	F                    	C                  	F                      	F                       	                       	                      	C                  	A                       	R                   	F                    	F                     	F                     	                            	                   	                      	                       	                   	                    	                       	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Miocene     	                 	CN9a              	CN9b          	108	 657	A	 16	H	 7	  26.00	    148.1000	Manivit  	Nannofossils                                 	F              	P                 	F                         	F                          	A                           	A                              	F                      	F                    	F                  	F                      	F                       	                       	R                     	C                  	A                       	                    	F                    	F                     	F                     	                            	                   	                      	                       	                   	                    	                       	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Miocene     	                 	CN9a              	              	108	 657	A	 17	X	CC	  65.00	    150.3500	Manivit  	Nannofossils                                 	F              	M                 	                          	F                          	A                           	A                              	C                      	F                    	F                  	R                      	F                       	                       	R                     	F                  	C                       	                    	C                    	F                     	F                     	                            	                   	                      	                       	                   	                    	                       	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

  SR	Late Miocene     	                 	CN9a              	              	108	 657	A	 18	X	CC	   0.00	    159.2000	Manivit  	Nannofossils                                 	F              	M                 	F                         	F                          	C                           	C                              	C                      	F                    	F                  	R                      	R                       	R                      	R                     	F                  	C                       	R                   	F                    	F                     	F                     	                            	                   	                      	                       	                   	                    	                       	                    	                  	                        	                     	                      	                     	                       	                       	                 	                     	                         	                      	                         	                     	                       	                     	                         	                  	                 	from ODP Leg 108 SR Chapter 4 Table 3 p 41

