Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,Percentage of planktic forams in total foram assemblage [%],Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimilis,Catapsydrax unicavus,Chiloguembelina cubensis,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina globosa,Dentoglobigerina sp.,Globigerina angulisuturalis,Globigerina bulloides,Globigerina ciperoensis,Globigerina druryi,Globigerina euapertura,Globigerina gortanii,Globigerina falconensis,Globigerina ouachitaensis,Globigerina praebulloides,Globigerina pseudovenezuelana,Globigerina quinqueloba,Globigerina rubescens (white),Globigerina rubescens (pink),Globigerina tapuriensis,Globigerina tripartita,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera (aequilateralis),Globigerinita glutinata,Globigerinita uvula,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sicanus,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoquadrina dehiscens,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia cibaoensis,Globorotalia continuousa,Globorotalia crassaformis,Globorotalia crassula,Globorotalia decoraperta,Globorotalia exilis,Globorotalia fimbriata,Globorotalia flexuosa,Globorotalia fohsi fohsi,Globorotalia hirsuta,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia miotumida,Globorotalia miozea,Globorotalia merotumida,Globorotalia miozea/conoidea,Globorotalia multicamerata,Globorotalia peripheroacuta,Globorotalia peripheroronda,Globorotalia plesiotumida,Globorotalia pertenuis,Globorotalia praefohsi,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia scitula,Globorotalia sp.,Globorotaloides suteri,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globorotalia ungulata,Globoturborotalita obliquus,Globoturborotalita woodi,Glogoturborotalita sp.,Globorotaloides hexagona,Globorotaloides variabilis,Hantkenina alabamensis,Neogloboquadrina acostaensis,Neogloboquadrina continuosa,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina incompta,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina sp.,Orbulina sp.,Orbulina suturalis,Orbulina universa,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia opima,Paragloborotalia semivera,Praeorbulina circularis,Praeorbulina sicana,Praeorbulina sp.,Pseudohastigerina cf. naguewichiensis,Pseudohastigerina micra,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina sp.,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis sp.,Subbotina angiporoides,Subbotina eocaena s.l.,Subbotina linaperta s.l.,Subbotinal yeguaensis s.l.,Tenuitella gemma,Tenuitella spp. N/A,Tenuitellinata angustiumbilicata,Turborotalia ampliapertura,Turborotalia cerroazulensis,Turborotalia cocoaensis,Turborotalia cunialensis,Turborotalia increbescens,Turborotalia pomeroli,Turborotalita humilis,Comment,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1433B-11R-CC-PAL-FORAMP,0,11,275.05,275.16,,,,,,,,,,,,,,M [P32],R [A87],,,,,,,,,,,,,R [A88],,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,349,U1433,B,11,R,CC,PAL
349-U1433B-12R-CC-PAL-FORAMP,0,10,286.14,286.24,,,,,,,,,,,,,,G [P32],A [A87],,,,,,,,,,,,,R [A88],,,,,,,,,R [A88],R [A88],,,,,,,,R [A88],,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],"only small formas, no large tests (just 01 broken G. menardii)",,,349,U1433,B,12,R,CC,PAL
349-U1433B-13R-CC-PAL-FORAMP,0,10,299.2,299.3,,,,,,,,,,,,,,G [P32],P [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,349,U1433,B,13,R,CC,PAL
349-U1433B-14R-CC-PAL-FORAMP,0,10,309,309.1,,,,,,,,,,,,,,G [P32],R [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,R [A88],,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrite and lithified worm tubes,,,349,U1433,B,14,R,CC,PAL
349-U1433B-15R-CC-PAL-FORAMP,0,5,317.66,317.71,,,,,,,,,,,,,,M [P32],R [A87],,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,R [A88],,,R [A88],,R [A88],,,F [A88],R [A88],,,,R [A88],,,,,,R [A88],,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,R [A88],,R [A88],,,,,,R [A88],,,,,,,,R [A88],,,,,,R [A88],,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,349,U1433,B,15,R,CC,PAL
349-U1433B-16R-CC-PAL-FORAMP,0,5,328.43,328.48,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"almost barren, only very small forms, some lithified (Fe) worm tubes.",,,349,U1433,B,16,R,CC,PAL
349-U1433B-17R-CC-PAL-FORAMP,0,6,338.3,338.36,,,,,,,,,,,,,,G [P32],R [A87],,R [A88],,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],R [A88],,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant mica,,,349,U1433,B,17,R,CC,PAL
349-U1433B-18R-CC-PAL-FORAMP,0,5,345.76,345.81,,,,,,,,,,,,,,G [P32],R [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,R [A88],,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,18,R,CC,PAL
349-U1433B-19R-CC-PAL-FORAMP,0,5,355.91,355.96,,,,,,,,,,,,,,G [P32],A [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"only very small forms, well sorted in size",,,349,U1433,B,19,R,CC,PAL
349-U1433B-20R-CC-PAL-FORAMP,0,5,367.31,367.36,,,,,,,,,,,,,,G [P32],R [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,R [A88],,,,,R [A88],,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,349,U1433,B,20,R,CC,PAL
349-U1433B-21R-3-W 64/68-FORAMP,0,4,372.23,372.27,,,,,,,,,,,,,,M [P32],A [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only small forms,,,349,U1433,B,21,R,3,W
349-U1433B-21R-CC-PAL-FORAMP,0,5,377.54,377.59,,,,,,,,,,,,,,G [P32],R [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,R [A88],P [A88],,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,R [A88],,,,,,R [A88],,,,,,,,,,,,,,,,some very small forms.,,,349,U1433,B,21,R,CC,PAL
349-U1433B-22R-CC-PAL-FORAMP,0,5,383.07,383.12,,,,,,,,,,,,,,G [P32],A [A87],,R [A88],,,,,,,R [A88],R [A88],,,R [A88],,,,,,,,,,R [A88],,,,,,,R [A88],,,,F [A88],,R [A88],,,R [A88],R [A88],,,,R [A88],,R [A88],,,,,,,,,,,,,,,,,R [A88],,,,,,,,R [A88],,,,,,R [A88],,,,,,,R [A88],,R [A88],,,,,,,R [A88],,,F [A88],,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,22,R,CC,PAL
349-U1433B-23R-4-W 80/82-FORAMP,0,2,393.4,393.42,,,,,,,,,,,,,,G [P32],A [A87],,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,R [A88],,,,,,,,R [A88],,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,23,R,4,W
349-U1433B-23R-CC-PAL-FORAMP,0,5,393.59,393.64,,,,,,,,,,,,,,G [P32],R [A87],,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,R [A88],,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"clay with some mica, fish teeth; common small forms",,,349,U1433,B,23,R,CC,PAL
349-U1433B-24R-CC-PAL-FORAMP,0,5,404.18,404.23,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,24,R,CC,PAL
349-U1433B-25R-4-W 21/23-FORAMP,0,2,412.21,412.23,,,,,,,,,,,,,,G [P32],A [A87],,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,R [A88],,,,R [A88],,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],"mostly small forms, many benthic forms.",,,349,U1433,B,25,R,4,W
349-U1433B-25R-CC-PAL-FORAMP,0,5,415.69,415.74,,,,,,,,,,,,,,G [P32],C [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No large forms, but abundant small forms",,,349,U1433,B,25,R,CC,PAL
349-U1433B-26R-CC-PAL-FORAMP,0,12,424.82,424.94,,,,,,,,,,,,,,G [P32],R [A87],,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,R [A88],,R [A88],R [A88],,,,,R [A88],,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rock (claystone) fragments, many pyritized worm tubes",,,349,U1433,B,26,R,CC,PAL
349-U1433B-27R-CC-PAL-FORAMP,0,12,431.91,432.03,,,,,,,,,,,,,,G [P32],A [A87],,,,,,,,,F [A88],F [A88],,,,,R [A88],,,,,,,,,,,,,,,F [A88],F [A88],,,,,F [A88],,,,,,,,F [A88],,,,,,,,,,,,,,,,,,F [A88],,F [A88],,,,,,,F [A88],,,,,,F [A88],,,,,,,F [A88],R [A88],,,F [A88],,,,,F [A88],,,F [A88],,,,,,F [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small forms,,,349,U1433,B,27,R,CC,PAL
349-U1433B-28R-CC-PAL-FORAMP,0,12,441.87,441.99,,,,,,,,,,,,,,M [P32],C [A87],,,,,,,,,R [A88],R [A88],,,,,R [A88],,,,,,,,,,,,,,,,R [A88],,,F [A88],,R [A88],,,R [A88],R [A88],,,,,,,,,,,,,,,,,,,,,,,,P [A88],,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,R [A88],,,,,,,,,,,,,,,,Some benthic forms (e.e. Pyrgo and Cib.) and lithics,,,349,U1433,B,28,R,CC,PAL
349-U1433B-29R-CC-PAL-FORAMP,0,12,453.36,453.48,,,,,,,,,,,,,,G [P32],A [A87],,,,,,,,,R [A88],R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,R [A88],,,,,,,,,,,,,,,R [A88],,,,R [A88],R [A88],,,,,,,R [A88],,,,,,R [A88],,,,,,,R [A88],,,,R [A88],,,,,R [A88],,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,only small forms,,,349,U1433,B,29,R,CC,PAL
349-U1433B-30R-CC-PAL-FORAMP,0,10,463.43,463.53,,,,,,,,,,,,,,G [P32],A [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A88],,,,,,,,,,,F [A88],,,,,,,,,,,,F [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only small forms (mainly juveniles),,,349,U1433,B,30,R,CC,PAL
349-U1433B-31R-CC-PAL-FORAMP,0,12,474.31,474.43,,,,,,,,,,,,,,M [P32],R [A87],,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,R [A88],,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,31,R,CC,PAL
349-U1433B-32R-CC-PAL-FORAMP,0,13,482.79,482.92,,,,,,,,,,,,,,G [P32],A [A87],,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,F [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,R [A88],,,,,,,,,,,,,R [A88],F [A88],,,,,,,R [A88],,,,F [A88],,,,,,,,,,,,F [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"numerous tiny forms, all juvenile.",,,349,U1433,B,32,R,CC,PAL
349-U1433B-33R-CC-PAL-FORAMP,0,11,491.59,491.7,,,,,,,,,,,,,,G [P32],R [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant clay aggregates,,,349,U1433,B,33,R,CC,PAL
349-U1433B-34R-CC-PAL-FORAMP,0,11,499.3,499.41,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sporadic tiny forms only.,,,349,U1433,B,34,R,CC,PAL
349-U1433B-35R-CC-PAL-FORAMP,0,7,510.44,510.51,,,,,,,,,,,,,,G [P32],R [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,"some small forms, lithified worm tubes",,,349,U1433,B,35,R,CC,PAL
349-U1433B-36R-CC-PAL-FORAMP,0,7,520.74,520.81,,,,,,,,,,,,,,M [P32],R [A87],,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],R [A88],,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,"few small forms, pyrite. (S. kochi-seminulina transition)",,,349,U1433,B,36,R,CC,PAL
349-U1433B-37R-CC-PAL-FORAMP,0,8,530.51,530.59,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,37,R,CC,PAL
349-U1433B-38R-CC-PAL-FORAMP,0,6,539.46,539.52,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,38,R,CC,PAL
