Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Algirosphaera robusta,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus spp.,Amaurolithus tricorniculatus,Blackites sp.,Braarudosphaera bigelowii,Calcidiscus carlae,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calciosolenia murrayi,Catinaster calyculus,Catinaster coalitus,Catinaster mexicanus,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Ceratolithus rugosus,Ceratolithus spp.,Clausicoccus obrutus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus pliopelagicus,Coronocyclus nitescens,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Dictyococcites productus,Dictyococcites spp.,Discoaster adamanteus,Discoaster asymmetricus,Discoaster aulakos,Discoaster bellus,Discoaster bergenii,Discoaster berggrenii,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster decorus,Discoaster deflandrei,Discoaster druggii,Discoaster exilis (small),Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster musicus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster pseudovariabilis,Discoaster quinqueramus,Discoaster sanmiguelensis,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster tristellifer,Discoaster variabilis,Discosphaera tubifera,Emiliania huxleyi,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa lumina,Gephyrocapsa margerelii,Gephyrocapsa margerelii/muellerae,Gephyrocapsa muellerae,Gephyrocapsa oceanica ss,Gephyrocapsa omega,Gephyrocapsa parallela,Gephyrocapsa spp. (>4 microns),Gephyrocapsa spp. (large >5.5 microns),Gephyrocapsa spp. small (<4 microns),Hayaster perplexus,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera elongata,Helicosphaera euphratis,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera scissura,Helicosphaera sellii,Helicosphaera spp.,Helicosphaera wallichii,Minylitha convallis,Nicklithus amplificus,Oolithotus fragilis,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra gelida,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilica,Reticulofenestra rotaria,"Reticulofenestra ""small""",Reticulofenestra spp.,Rhabdosphaera clavigera,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus compactus,Sphenolithus grandis,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus neoabies,Sphenolithus quadrispinatus,Sphenolithus spp.,Sphenolithus verensis,Syracosphaera pulchra,Syracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus sp.,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
346-U1426A-6H-3-W 90/90-NANNO,0,0,42.98,42.98,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,R,,A,,,,,,,,,,,,,,,,,,R,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,6,H,3,W,579afad1d19e1fe17c9857d4f691411d
346-U1426A-6H-4-W 45/45-NANNO,0,0,43.95,43.95,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,6,H,4,W,d0b93f6d4c1f75667ad14072637f74b1
346-U1426A-6H-CC-PAL,0,5,50.38,50.43,G,D,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,,,D,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,6,H,CC,PAL,cc3ec0777c0b4f4f249659eb7bab61b5
346-U1426A-7H-3-W 75/75-NANNO,0,0,53.31,53.31,M,R,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,7,H,3,W,6da58121e3cb10c756385f3519411418
346-U1426A-8H-4-W 42/42-NANNO,0,0,63.79,63.79,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,8,H,4,W,51f2b556e24747e0cd9290358204b15b
346-U1426A-8H-CC-PAL,0,5,68.95,69.0,G,D,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,D,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,8,H,CC,PAL,10d20e534635e6436d7db5e959acb254
346-U1426A-9H-4-W 45/45-NANNO,0,0,72.4,72.4,M,A,,,,,,,,,,,R,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,F,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,9,H,4,W,46e3418884f70944b4ac021d06e87f32
346-U1426A-9H-5-W 90/90-NANNO,0,0,73.86,73.86,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,9,H,5,W,7f4efb9716bc65f93817206b08c5a421
346-U1426A-9H-6-W 63/63-NANNO,0,0,74.93,74.93,P,A,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,9,H,6,W,fa82ec71c77a18d2e7515a2c40b6fe13
346-U1426A-9H-7-W 102/102-NANNO,0,0,76.71,76.71,G,C,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,A,,,,,,,,,,,,,,,F,,R,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,9,H,7,W,0da22159c7916d050a678d7f28267940
346-U1426A-9H-8-W 3/4-NANNO,0,1,77.01,77.02,G,C,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,9,H,8,W,cb1fc6ada63ade6d5cb089cf21c0b6c7
346-U1426A-9H-CC-PAL,0,5,78.79,78.84,M,A,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,C,,,,,D,,,,,,,,,,,,,,,,,R,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,9,H,CC,PAL,c829c3eb1148475b5323a51d5dc552d1
346-U1426A-10H-4-W 100/100-NANNO,0,0,82.68,82.68,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,10,H,4,W,71c459f40970ab094943ef4ef57e1786
346-U1426A-10H-5-W 51/51-NANNO,0,0,83.33,83.33,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,C,A,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,10,H,5,W,9b68a05c1a053be507c219d70c1352e9
346-U1426A-10H-6-W 101/101-NANNO,0,0,85.19,85.19,P,F,,,,,,,,,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,F,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,10,H,6,W,d4ae9039323ac12afd6c9343a2ae8ed3
346-U1426A-10H-7-W 81/81-NANNO,0,0,86.4,86.4,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,,,,,,,,,,,R,R,F,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,10,H,7,W,40a7b142c81db387f6c6ff9f6045d79a
346-U1426A-10H-CC-PAL,0,5,88.84,88.89,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,10,H,CC,PAL,19598e0d3f1bf63baad2d1743f11a520
346-U1426A-11H-4-W 75/75-NANNO,0,0,92.42,92.42,M,C,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,R,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,11,H,4,W,194bcea4cf66b9a3abeee3e78a8af58a
346-U1426A-11H-CC-PAL,0,5,98.72,98.77,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,11,H,CC,PAL,a3e242c965868b0036f1789fa1476dfb
346-U1426A-12H-CC-PAL,0,5,107.32,107.37,M,R,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,12,H,CC,PAL,cefc52ab88418f5a7164fff139a27d91
346-U1426A-13H-5-W 75/75-NANNO,0,0,113.06,113.06,P,C,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,R,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,13,H,5,W,40aa60524cfc204844ee14cf419ca2d8
346-U1426A-13H-6-W 75/75-NANNO,0,0,114.58,114.58,M,A,,,,,,,,,,,F,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,A,,,R,,,,,,,,,,,,,,,,F,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,346,U1426,A,13,H,6,W,935d55debba69426ba7e132eeb01e343
346-U1426A-13H-7-W 75/75-NANNO,0,0,116.08,116.08,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,13,H,7,W,7aa132d9a2c9c70d633edbe13e894d69
346-U1426A-13H-CC-PAL,0,5,117.66,117.71,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,C,R,F,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,13,H,CC,PAL,a9ef007115f1b4b8a9f015f969efd483
346-U1426A-14H-1-W 75/75-NANNO,0,0,117.25,117.25,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,F,,,,,,,,,,,,,,,,,,R,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,14,H,1,W,97e048426a8de33fb5e1b8d7062dfe5e
346-U1426A-14H-2-W 75/75-NANNO,0,0,118.46,118.46,G,A,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,,,C,,,,,,,,,,,,,,,,,,F,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,14,H,2,W,6b4734356fa00977bafee07d5571915e
346-U1426A-14H-3-W 75/75-NANNO,0,0,119.79,119.79,G,A,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,R,F,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,14,H,3,W,72c2d2a1199321d669e4d5ad9cb82a8a
346-U1426A-14H-CC-PAL,0,5,127.14,127.19,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,F,,C,,,R,,,,,,F,,,,,,R,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,14,H,CC,PAL,f4b6458786678100645aa8b326c7a8c3
346-U1426A-15H-CC-PAL,0,5,136.79,136.84,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,C,,,R,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,15,H,CC,PAL,65217e15b623254dcdc76cdf836341ff
346-U1426A-16H-CC-PAL,0,5,145.37,145.42,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,16,H,CC,PAL,f4a094db0c08a2dffffdae39cbbf76da
346-U1426A-17H-3-W 75/75-NANNO,0,0,148.53,148.53,M,F,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,17,H,3,W,c525dba375b6aabe6bb5d08edc2cf9d8
346-U1426A-17H-6-W 75/75-NANNO,0,0,153.03,153.03,M,A,,,,,,,,,,,F,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,F,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,17,H,6,W,6ce137b9c544b26c495d4bd2739654d7
