Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1478,A,21,21-CC,H,CC,PAL,FORAM,0,5,196.17,196.22,,,,A,,,P,,R,,,P,,P,P,,,A,F,,,,P,,,,P,P,,,,,P,,R,P,P,,,P,P,,F,,,P,,R,P,P,R,,P,R,,P,,,,,,,,361-U1478A-21H-CC-PAL-FORAM,6007fa3bff56de4c1c18129de8807cf4
361,U1478,A,22,22-1,F,1,W,70/72-FORAM,0,2,197.4,197.42,,,,A,,,P,P,R,,,P,,R,P,,,A,F,,,,P,,,,P,P,,,,,,,P,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-22F-1-W 70/72-FORAM,b27f14bacb8b200500e34973c4a2f7ed
361,U1478,A,22,22-3,F,3,W,70/72-FORAM,0,2,200.4,200.42,,,,C,,,,,,,,,,,,,,A,F,,,,,,,,P,P,,,,,,,P,P,,,P,,,,,,,,,,,,,,P,P,,,,,,,,,,361-U1478A-22F-3-W 70/72-FORAM,ccdbbcc571c3e089bd91772a42b02545
361,U1478,A,22,22-CC,F,CC,PAL,FORAM,0,5,201.65,201.7,,,,C,,,P,P,R,,,P,,R,P,,,A,F,,,,P,,,,P,P,,,,,,,P,,P,,,,P,,P,,,,,P,,P,,,,P,,,,,,,,,,361-U1478A-22F-CC-PAL-FORAM,973dbc4060c956ce5a5dcd5513a55180
361,U1478,A,23,23-1,F,1,W,70/72-FORAM,0,2,202.1,202.12,,,,C,,,,,,,,P,,R,,,,A,F,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,P,P,,,,,,,,,361-U1478A-23F-1-W 70/72-FORAM,d90f8a44c0b337b5eaf66bfcc41295bc
361,U1478,A,23,23-3,F,3,W,70/72-FORAM,0,2,205.15,205.17,,,,C,,,,,,,P,,,F,R,,,A,F,,,,,,,,,P,,,,,,,P,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,361-U1478A-23F-3-W 70/72-FORAM,f8d861c0b96f5ddfa895204979c5fb08
361,U1478,A,23,23-CC,F,CC,PAL,FORAM,0,5,206.54,206.59,,,,C,,,P,P,F,P,,,R,F,R,,,A,F,,,,P,,,,,P,,,,P,,,P,,P,,P,,P,,F,,,,F,R,,P,P,,P,,P,P,,,,,,,,361-U1478A-23F-CC-PAL-FORAM,11ece0d678bc990a60b163f2d7adb741
361,U1478,A,24,24-1,F,1,W,70/72-FORAM,0,2,206.8,206.82,"T Dentoglobigerina altispira(Gradstein et al., 2012)",,,C,,P,,,,,,,,P,P,,,A,F,,,,,,,,,,,,,P,P,,P,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,361-U1478A-24F-1-W 70/72-FORAM,e6a5189f6e1418a4497b3aafff4cc6b7
361,U1478,A,24,24-3,F,3,W,70/72-FORAM,0,2,209.85,209.87,,,,C,,P,P,,P,,,R,,P,R,,,A,F,,,,,,,,,P,,,,P,P,,P,,,,R,,P,,P,,,,,,,,,,,,R,,,,,,,,,361-U1478A-24F-3-W 70/72-FORAM,9294ead48548c7b2fc73a817e75f67dd
361,U1478,A,24,24-CC,F,CC,PAL,FORAM,0,5,211.02,211.07,,,,C,,P,,,,,,,P,F,R,,,A,A,,,,P,,,,P,P,,P,,,,,P,P,,,R,,,,P,,,,,,,,,,P,P,P,P,,,,,,,,361-U1478A-24F-CC-PAL-FORAM,74c971c7516096699793d077548f7eff
361,U1478,A,25,25-1,F,1,W,70/72-FORAM,0,2,211.5,211.52,,,,C,,,,,F,P,,,R,F,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-25F-1-W 70/72-FORAM,76cf329e2ffc2783c800a50ee355d65d
361,U1478,A,25,25-3,F,3,W,70/72-FORAM,0,2,214.34,214.36,,,,C,,P,P,,P,,,R,,P,R,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-25F-3-W 70/72-FORAM,79215e9ec6ba3d2fdde6800c16273451
361,U1478,A,25,25-CC,F,CC,PAL,FORAM,0,5,215.65,215.7,,,,C,,,P,,P,,,R,P,F,P,,,A,F,,,,P,,,,,P,,,,P,P,,P,,P,,P,,P,,P,,,,,P,,,P,,,,P,P,,,,,,,,361-U1478A-25F-CC-PAL-FORAM,04a03c4c8403366aebc611d7651cc0f7
361,U1478,A,26,26-1,F,1,W,70/72-FORAM,0,2,216.2,216.22,,,,C,,P,,,P,,,R,P,F,P,,,A,F,,,,P,,,,,,,,,P,,,,,P,,P,,P,,,,,,,,,,,,,,P,P,,,,,,,,361-U1478A-26F-1-W 70/72-FORAM,54527af22c5eb9002191db79e1d94f33
361,U1478,A,26,26-3,F,3,W,70/72-FORAM,0,2,219.23,219.25,,,,C,,,P,,P,,,R,P,F,P,,,A,F,,,,P,,,,,,,,,P,,,,,P,,P,,P,,P,,,,,,,,,,,,P,P,,,,,,,,361-U1478A-26F-3-W 70/72-FORAM,05e27037bf162e79e80062d2069d1614
361,U1478,A,26,26-CC,F,CC,PAL,FORAM,0,5,220.55,220.6,,,,C,,P,,,P,,P,,P,,P,,,A,F,,,,P,,,,,,,,,P,P,,P,,P,,R,,P,P,R,,,,,P,,,,,,,P,P,,,,,,,,361-U1478A-26F-CC-PAL-FORAM,b27058870da2e8cab28d8fae03db7c40
361,U1478,A,27,27-1,F,1,W,70/72-FORAM,0,2,220.9,220.92,,,,C,,P,R,,,,,,,R,,,,A,F,P,,,,,,,,,,,,,P,,P,,,,P,,P,,,,,,,,,,,,,,P,P,,,,,,,,361-U1478A-27F-1-W 70/72-FORAM,f4c20bac657ae2ffeb56ebaa8594e496
361,U1478,A,27,27-3,F,3,W,70/72-FORAM,0,2,223.92,223.94,,,,C,,P,,,,,P,R,,R,R,,,A,F,,,,R,,,,,P,,,,,P,,P,,P,,P,,R,P,,,,,,,,,,,,,P,P,,,,,,,,361-U1478A-27F-3-W 70/72-FORAM,93f9f70a450ae10327e743f1141790e5
361,U1478,A,27,27-CC,F,CC,PAL,FORAM,0,5,225.02,225.07,,,,A,,P,P,P,R,,,,R,R,R,,,A,A,,,,R,,,,P,P,,,,P,P,,R,,P,,R,,P,P,A,,,,,P,,P,,,P,,P,P,,,,,,,,361-U1478A-27F-CC-PAL-FORAM,9d913c21bd3a9f15fdc03d3ffe0a66d7
361,U1478,A,28,28-1,F,1,W,70/72-FORAM,0,2,225.6,225.62,,,,A,,P,,,,,,,,P,,,,A,F,,,,P,,,,,P,,P,,,P,,P,,,,P,,P,,,,,,,,,,,,,,P,P,,,,,,,,361-U1478A-28F-1-W 70/72-FORAM,aa785896f6416a248cfa980d0bb29570
361,U1478,A,28,28-3,F,3,W,70/72-FORAM,0,2,228.64,228.66,,,,A,,P,,,,,P,R,,P,,,,A,F,,,,,,,,,F,,R,,,P,,F,,,,P,,R,,,,,,,,,,,,,,R,,,,,,,,,361-U1478A-28F-3-W 70/72-FORAM,8ed8b7adf8558ac6d6d3d9cb50007e44
361,U1478,A,28,28-CC,F,CC,PAL,FORAM,0,5,229.39,229.44,,,,A,,R,P,P,R,,R,P,R,R,,,,A,F,,,,P,,,,,R,,R,,,P,,R,,R,,R,,P,,F,,,,R,,,R,,,R,,F,R,,,,,,,,361-U1478A-28F-CC-PAL-FORAM,60ba454b4ed5d5c6ce8b33d296dc914d
361,U1478,A,29,29-1,F,1,W,70/72-FORAM,0,2,230.3,230.32,,,,A,,F,,,,,,,,F,,,,A,F,P,,,,,,,,,,,,,P,,,,P,,P,,P,P,,,,,,P,,,,,,,P,P,,,,,,,,361-U1478A-29F-1-W 70/72-FORAM,07e72258082dca2a8269664be3aac56f
361,U1478,A,29,29-3,F,3,W,70/72-FORAM,0,2,233.09,233.11,,,,A,,F,,,,,,,,F,,,,A,F,,,,,,,,,,P,,,,P,,,,P,,R,,,,,,,,,,,,,,,,R,R,,,,,,,,361-U1478A-29F-3-W 70/72-FORAM,a2f5cc4b6e322ec475e96c01afac0c1e
361,U1478,A,29,29-CC,F,CC,PAL,FORAM,0,5,234.6,234.65,,,,A,,F,R,F,R,,R,P,R,F,,,,A,F,,,,R,,,,P,R,,R,,F,P,,F,,P,,F,,R,,F,,,,R,,,R,,,R,,F,R,,,,,,,,361-U1478A-29F-CC-PAL-FORAM,6ab59d7a9f1304252918e38266d18567
361,U1478,A,30,30-1,F,1,W,70/72-FORAM,0,2,235.0,235.02,"B Globorotalia tosaensis (Gradstein et al., 2012)",,,A,,F,P,F,R,,R,,,A,,,,A,F,P,,,R,,,,,R,P,R,,P,R,,P,,P,,R,,R,P,F,,,,R,,,R,P,,R,,R,R,,,,,,,,361-U1478A-30F-1-W 70/72-FORAM,b83ad51c1e52bf983a2ba99f080c62f8
361,U1478,A,30,30-3,F,3,W,70/72-FORAM,0,2,237.92,237.94,,,,A,,F,P,R,R,,R,,P,A,,,,A,F,P,,,R,,,,,R,P,R,,,R,,P,,R,,,,R,R,R,,,,,,,R,P,,R,,F,F,,,,,,,,361-U1478A-30F-3-W 70/72-FORAM,2f1af36f27f1d48fe458dedddef48be8
361,U1478,A,30,30-CC,F,CC,PAL,FORAM,0,5,239.39,239.44,,,,A,,F,,F,R,,,R,,A,,,,A,F,,,,R,,,,P,R,P,F,,,P,,R,,R,,P,,R,R,R,,,,P,P,,R,P,,R,,A,R,,,,,,,,361-U1478A-30F-CC-PAL-FORAM,b10c78a8853327416a65c5ca2419ba5a
361,U1478,A,31,31-1,F,1,W,70/72-FORAM,0,2,239.7,239.72,"T Globorotalia margaritae (Gradstein et al., 2012)",,,A,,F,,R,R,,,,R,F,,,,F,A,P,,,R,P,,,,R,R,F,,,R,,,,,,,,R,R,R,,,,R,P,,F,R,,R,,F,F,,,,,,,,361-U1478A-31F-1-W 70/72-FORAM,4f8bc21c747794589e5bf5fc7221629c
361,U1478,A,31,31-3,F,3,W,70/72-FORAM,0,2,242.68,242.7,,,,A,,R,,R,R,,R,R,,F,,,,F,A,,,,R,P,,,,F,,F,,R,R,,R,,R,,,,P,P,R,,,,R,P,,P,P,,R,,R,F,,,,,,,,361-U1478A-31F-3-W 70/72-FORAM,ef88f79ef3f44a832bb71b2532fbc319
361,U1478,A,31,31-CC,F,CC,PAL,FORAM,0,5,244.13,244.18,,,,A,,F,,F,R,,R,,,A,,,,A,A,,,,R,,,,,R,P,F,,R,P,,R,,P,,,,R,,R,,,,F,,,R,,,R,,F,F,,,,,,,,361-U1478A-31F-CC-PAL-FORAM,e4bf6ccb6863547d2236b4bce5b59541
361,U1478,A,32,32-1,F,1,W,70/72-FORAM,0,2,244.4,244.42,,,,C,,,P,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-32F-1-W 70/72-FORAM,0ada343be48a3bf0cf024744d337f9c1
361,U1478,A,32,32-3,F,3,W,70/72-FORAM,0,2,247.25,247.27,,,,C,,,,,,,,,,,,,,A,F,,,,P,,,,,P,,,,,,,P,,,,,,,,P,,,,,,,P,,,F,,P,,,,,,,,,361-U1478A-32F-3-W 70/72-FORAM,3f148e3cc164b0e3bd1e23857b6d1df6
361,U1478,A,32,32-CC,F,CC,PAL,FORAM,0,5,248.59,248.64,,,,C,,F,R,F,R,,,P,R,A,,,,A,F,,,,R,,,,,R,R,F,,,P,,P,P,P,,,,P,P,R,,,,F,R,,R,F,,R,,R,F,,,,,,,,361-U1478A-32F-CC-PAL-FORAM,394523a1f6ecc0da1b8eb4a49378f1c7
