Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],"Reworking comment (1= <1%, 2=light 1-10%, 3= >10%)",Group abundance,Comment (general),Preservation,Globigerinoides ruber (pink),Globorotalia tosaensis,Globigerinoides fistulosus,Globorotalia truncatulinoides,Globigerinoides extremus,Globorotalia miocenica,Globorotalia limbata,Globorotalia multicamerata,Dentoglobigerina altispira,Sphaeroidinellopsis seminulina,Pulleniatina primalis,Sphaeroidinella dehiscens,Globorotalia tumida,Globorotalia margaritae,Globoturborotalita nepenthes,Globorotalia merotumida,Globoquadrina dehiscens,Globorotalia lenguaensis,Neogloboquadrina acostaensis,Paragloborotalia mayeri,Fohsella fohsi,Fohsella robusta,Fohsella lobata,Fohsella peripheroacuta,Fohsella peripheroronda,Praeorbulina sicana,Globigerinatella insueta,Orbulina suturalis,Praeorbulina glomerosa,Catapsydrax dissimilis,Globigerina ciperoensis,Globigerinoides trilobus,Paragloborotalia kugleri,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
359-U1467B-17H-CC-PAL-FORAM >150,0,5,147.49,147.54,,,,P,,,,,P,,P,,P,,,,,P,,,,,P,,,,,,,,,P,,,,P,,,,,359,U1467,B,17,H,CC,PAL,a2921cfd4d35200a651f5208ff7d2883
359-U1467B-18H-CC-PAL-FORAM >150,0,5,157.16,157.21,,,,P,,,,,,,P,,P,,,,R,P,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,18,H,CC,PAL,ee3e6d4bb515d1b009c359ba78ea485b
359-U1467B-19H-CC-PAL-FORAM >150,0,5,166.87,166.92,,,,G,,,,,P,,,,R,,,,R,P,,,,,R,,,,,,,,,R,,,,P,,,,,359,U1467,B,19,H,CC,PAL,06e7581d7c93a37b10d215ee518b7f2b
359-U1467B-20H-CC-PAL-FORAM >150,0,5,176.3,176.35,,,,VP,,,,,,,,,R,,,,R,,,,,,P,,,,,,,,,P,,,,P,,,,,359,U1467,B,20,H,CC,PAL,310c119b9699abbc95b1b77c401c360c
359-U1467B-21H-CC-PAL-FORAM >150,0,5,185.66,185.71,,,,VP,,,,,,,,,P,,,,P,P,P,,,,P,,,,,,,,,P,,,,P,,,,,359,U1467,B,21,H,CC,PAL,3cdb75d11d8b48ab0d74006dcb42ab0a
359-U1467B-22H-CC-PAL-FORAM >150,0,5,195.4,195.45,,,,VP,,,,,,,,,,,,,P,,P,,,,P,,,,,,,,,P,,,,P,,,,,359,U1467,B,22,H,CC,PAL,f180df12de61651d9d2a8abb37d05034
359-U1467B-23H-CC-PAL-FORAM >150,0,5,204.84,204.89,,,,VP,,,,,P,,P,,R,P,,P,R,P,P,,,,P,,,,,,,,,P,,,,P,,,,,359,U1467,B,23,H,CC,PAL,0b804ee49d7886b1b54f10fa48ebb562
359-U1467B-24H-CC-PAL-FORAM >150,0,5,214.7,214.75,,,,P,,,,,P,,,,C,R,,P,R,P,P,,,,C,,,,,,,,,P,,,,R,,,,,359,U1467,B,24,H,CC,PAL,0a2e115e91231e378e1d26d57c9e94a0
359-U1467B-25H-CC-PAL-FORAM >150,0,5,224.08,224.13,,,,P,,,,,P,,,,C,,,,R,P,R,,,,P,,,,,,,,,P,,,,P,,,,,359,U1467,B,25,H,CC,PAL,bc5efb5d8ffd9f26c0b68283f3a691fe
359-U1467B-26H-CC-PAL-FORAM >150,0,5,233.57,233.62,,,,VP,,,,,P,,,,P,,,,P,,,,,,P,,,,,,,,,P,,,,P,,,,,359,U1467,B,26,H,CC,PAL,0f654c2ef280064c5443e993307f6479
359-U1467B-27H-CC-PAL-FORAM >150,0,5,243.41,243.46,,,,M,,,,,P,,P,P,C,P,,,C,P,P,,,,P,,,,,,,,,P,,,,R,,,,,359,U1467,B,27,H,CC,PAL,c57961c01700cd0ba8fd8994f6224bcf
359-U1467B-28H-CC-PAL-FORAM >150,0,5,252.7,252.75,,,,P,,,,,P,,P,P,R,P,,,P,P,,,,,R,,,,,,,,,P,,,,P,,,,,359,U1467,B,28,H,CC,PAL,69b70240a1f470519a1267b6b1f8e987
359-U1467B-29H-CC-PAL-FORAM >150,0,5,262.32,262.37,,,,P,,,,,P,,P,,R,P,,,P,P,,,,,R,,,,,,,,,P,,,,P,,,,,359,U1467,B,29,H,CC,PAL,42ca31739e3b2ee9c2d57deb24a07a4f
359-U1467B-30H-CC-PAL-FORAM >150,0,5,271.83,271.88,,,,P,,,,,P,,P,,C,R,,,,,,,,,P,,,,,,,,,P,,,,P,,,,,359,U1467,B,30,H,CC,PAL,9f2f33dc081f309069720e26583c9282
359-U1467B-31H-CC-PAL-FORAM >150,0,5,281.21,281.26,,,,P,,,,,,,P,,R,P,,,,,,,,,R,,,,,,,,,P,,,,P,,,,,359,U1467,B,31,H,CC,PAL,95e7afa351ec4aebc746ddf0dd89d401
359-U1467B-32H-CC-PAL-FORAM >150,0,5,290.86,290.91,,,,P,,,,,P,,R,,R,R,,,,,,,,,C,,,,,,,,,P,,,,R,,,,,359,U1467,B,32,H,CC,PAL,c97ff8684b8dc0e9dd0a574c2374c799
359-U1467B-33H-CC-PAL-FORAM >150,0,5,300.35,300.4,,,,M,,,,,P,,R,,R,,,,,,,,,,R,,,,,,,,,P,,,,P,,,,,359,U1467,B,33,H,CC,PAL,c81d2b94b103c60b699db4d1cf694f30
359-U1467B-34H-CC-PAL-FORAM >150,0,5,309.81,309.86,,,,M,,,,,P,,R,,R,R,,,,,,,,,R,,,,,,,,,P,,,,P,,,,,359,U1467,B,34,H,CC,PAL,29779cb92235a829c32dc1c8123d0dde
359-U1467B-35H-CC-PAL-FORAM >150,0,5,319.34,319.39,,,,M,,,,,P,,P,,P,P,,,,,,,,,R,,,,,,,,,P,,,,P,,,,,359,U1467,B,35,H,CC,PAL,9bf7cc0867d55acfa331ca8d4d017a40
359-U1467B-36H-CC-PAL-FORAM >150,0,5,328.66,328.71,,,,P,,,,,P,,,,P,,,,,,,,,,R,,,,,,,,,P,,,,P,,,,,359,U1467,B,36,H,CC,PAL,106c0eadc7230de1c577faa706ac46ad
359-U1467B-37H-CC-PAL-FORAM >150,0,5,338.34,338.39,,,,M,,,,,P,,P,,P,R,,,,,P,,,,C,,,,,,,,,P,,,,R,,,,,359,U1467,B,37,H,CC,PAL,f5c7f505da0125dada407523ccaa2643
359-U1467B-38F-CC-PAL-FORAM >150,0,5,342.84,342.89,,,,P,,,,,R,,P,,R,P,,,,,P,,P,,R,,,,,,,,,P,,,,P,,,,,359,U1467,B,38,F,CC,PAL,96385c2873cd2271c1a2a070e3fb3547
359-U1467B-39F-CC-PAL-FORAM >150,0,5,347.5,347.55,,,,M,,,,,R,,P,,R,P,,,,,P,,C,,R,,,,,,,,,P,,,,P,,,,,359,U1467,B,39,F,CC,PAL,8904c8182d81968da09143b8f5a43553
359-U1467B-40F-CC-PAL-FORAM >150,0,5,352.14,352.19,,,,P,,,,,R,,P,,R,,,,,,,,R,,P,,,,,,,,,P,,,,P,,,,,359,U1467,B,40,F,CC,PAL,c35d8e33d4c08c769eb28b994f416322
359-U1467B-41F-CC-PAL-FORAM >150,0,5,356.58,356.63,,,,P,,,,,R,,,,P,,,,,,,,P,,R,,,,,,,,,P,,,,P,,,,,359,U1467,B,41,F,CC,PAL,5754284212690c5af0617146b7773b9d
359-U1467B-42F-CC-PAL-FORAM >150,0,5,361.23,361.28,,,,M,,,,,,,P,,R,R,,,,,,,P,,R,,,,,,,,,R,,,,P,,,,,359,U1467,B,42,F,CC,PAL,7605152052fa00627825d0836107c1d6
359-U1467B-43H-CC-PAL-FORAM >150,0,5,368.97,369.02,,,,M,,,,,R,,P,,C,P,,,,,,,,,R,,,,,,,,,R,,,,P,,,,,359,U1467,B,43,H,CC,PAL,a3321f89b38d52d7bfaed8a2bd640cfe
359-U1467B-44H-CC-PAL-FORAM >150,0,5,380.91,380.96,,,,M,,,,,,,P,,C,R,,,,,P,,,P,R,,,,,,,,,R,,,,P,,,,,359,U1467,B,44,H,CC,PAL,d12685f7755bb6dcd1325e93015d06fe
359-U1467B-45H-CC-PAL-FORAM >150,0,5,390.33,390.38,,,,M,,,,,,,C,,C,,,,,,,,P,P,R,,,,,,,,,R,,,,P,,,,,359,U1467,B,45,H,CC,PAL,901a04fa775451c344b063276c6573fc
359-U1467B-46F-CC-PAL-FORAM >150,0,5,394.76,394.81,,,,M,,,,,,,R,,C,R,,,,,,,,P,C,,,,,,,,,R,,,,R,,,,,359,U1467,B,46,F,CC,PAL,3ea2e175f9ea9f21eac489f2fb5f81c3
359-U1467B-47F-CC-PAL-FORAM >150,0,5,399.57,399.62,,,,M,,,,,,,P,,C,R,,,,,,,,P,C,,,,,,,,,R,,,,C,,,,,359,U1467,B,47,F,CC,PAL,acf891b29a22a79974d4acff1970e18d
359-U1467B-48F-CC-PAL-FORAM >150,0,5,404.37,404.42,,,,M,,,,,,,R,,C,R,,,,,,,P,P,R,,,,,,,,,R,,,,R,,,,,359,U1467,B,48,F,CC,PAL,ed3d3b7a01de4a8cb85688101239ca43
359-U1467B-49F-CC-PAL-FORAM >150,0,5,408.8,408.85,,,,M,,,,,,,,,C,R,,,,,,,,R,R,,,,,,,,,R,,,,R,,,,,359,U1467,B,49,F,CC,PAL,95027f0c12f122557497dba035709483
359-U1467B-50F-CC-PAL-FORAM >150,0,5,413.58,413.63,,,,M,,,,,P,,P,,C,R,,,,,P,,P,R,R,,,,,,,,,R,,,,R,,,,,359,U1467,B,50,F,CC,PAL,cac8ca3fe410866ea4978b83a48e6e1f
359-U1467B-51F-CC-PAL-FORAM >150,0,5,418.18,418.23,,,,M,,,,,,,P,,R,P,,,,,,,P,P,C,,,,,,,,,P,,,,P,,,,,359,U1467,B,51,F,CC,PAL,0fd036e6c8d4d9448a2c62779f699f2d
359-U1467B-52F-CC-PAL-FORAM >150,0,5,422.57,422.62,,,,M,,,,,,,,,C,P,,,,,,,P,,C,,,,,,,,,P,,,,R,,,,,359,U1467,B,52,F,CC,PAL,34713b3396551c7bd5296127b3006d47
359-U1467B-53F-CC-PAL-FORAM >150,0,5,427.55,427.6,,,,M,,,,,,,P,,C,P,,,,,,,P,,R,,,,,,,,,P,,,,R,,,,,359,U1467,B,53,F,CC,PAL,1895ff80d23749938cee34ea42fe014a
359-U1467B-54F-CC-PAL-FORAM >150,0,5,432.27,432.32,,,,M,,,,,,,P,,C,P,,,,,P,,P,,R,,,,,,,,,P,,,,R,,,,,359,U1467,B,54,F,CC,PAL,4a0d2b13f615098672128be5f47a1dbc
359-U1467B-55F-CC-PAL-FORAM >150,0,5,436.94,436.99,,,,M,,,,,,,P,,R,P,,,,,,,P,P,R,,,,,,,,,P,,,,R,,,,,359,U1467,B,55,F,CC,PAL,1b4fa61c9f9ff274fba7baca76c74397
359-U1467B-56F-CC-PAL-FORAM >150,0,5,441.55,441.6,,,,M,,,,,,,P,,R,P,,,,,,,P,,R,,,,,,,,,P,,,,C,,,,,359,U1467,B,56,F,CC,PAL,3b78db66de70b2954b78a2e0abfe8e20
359-U1467B-57F-CC-PAL-FORAM >150,0,5,446.58,446.63,,,,M,,,,,P,,P,,R,P,,,,,P,,P,P,R,,,,,,,,,P,,,,R,,,,,359,U1467,B,57,F,CC,PAL,528aa46de73053cd29135011e29aaa79
359-U1467B-58F-CC-PAL-FORAM >150,0,5,451.06,451.11,,,,M,,,,,,,P,,R,,,,,,,,,,R,,,,,,,,,P,,,,P,,,,,359,U1467,B,58,F,CC,PAL,14f2168c424999843e32ff075ba29586
359-U1467B-59F-CC-PAL-FORAM >150,0,5,455.94,455.99,,,,M,,,,,P,,,,P,P,,,,,,,,,C,,,,,,,,,,,,,R,,,,,359,U1467,B,59,F,CC,PAL,3fbee5e3481642ff98da89b0844c7d5a
359-U1467B-60F-CC-PAL-FORAM >150,0,5,460.58,460.63,,,,P,,,,,P,,,,R,,,,,,,,P,P,C,,,,,,,,,,,,,R,,,,,359,U1467,B,60,F,CC,PAL,1768a733072e49ef35bb086bf9007cc1
359-U1467B-61F-CC-PAL-FORAM >150,0,5,465.36,465.41,,,,M,,,,,,,,,R,,,,,,,,R,P,R,,,,,,,,,R,,,,R,,,,,359,U1467,B,61,F,CC,PAL,c63f9d7d12ac1991f07706ab436ee428
359-U1467B-62X-CC-PAL-FORAM >150,0,5,470.45,470.5,,,,P,,,,,,,,,C,,,,,,,,R,,R,,,,,,,,,R,,,,R,,,,,359,U1467,B,62,X,CC,PAL,2fcf167535c54d841284f6b6d971038a
359-U1467B-63X-CC-PAL-FORAM >150,0,5,479.57,479.62,,,,P,,,,,,,,,C,P,,,,,,,R,,R,,,,,,,,,R,,,,R,,,,,359,U1467,B,63,X,CC,PAL,824eaf4a15a1d5df05d8eb5e1486ac66
359-U1467B-64X-CC-PAL-FORAM >150,0,5,488,488.05,,,,P,,,,,,,,,C,P,,,,,,,P,,R,,,,,,,,,R,,,,R,,,,,359,U1467,B,64,X,CC,PAL,8e4ad68d4911d1f042bcf1b957328a36
359-U1467B-65X-CC-PAL-FORAM >150,0,5,498.45,498.5,,,,P,,,,,,,,,,P,,,,,,,,,R,,,,,,,,,R,,,,R,,,,,359,U1467,B,65,X,CC,PAL,f018160def9d1c20c8974c6f72fbc9b4
359-U1467B-66X-CC-PAL-FORAM >150,0,5,507.22,507.27,,,,P,,,,,,,,,R,P,,,,,,,,,R,,,,,,,,,R,,,,R,,,,,359,U1467,B,66,X,CC,PAL,928c4e26b84f2d290a1041adaf9fc675
359-U1467B-67X-CC-PAL-FORAM >150,0,5,516.66,516.71,,,,VP,,,,,,,,,,,,,,,,,,,P,,,,,,,,,R,,,,R,,,,,359,U1467,B,67,X,CC,PAL,5de621458dfe669176f27a1065a3c0b1
359-U1467B-68X-CC-PAL-FORAM >150,0,5,526.27,526.32,,,,P,,,,,,,,,R,P,,,,,,,,,P,,,,,,,,,R,,,,R,,,,,359,U1467,B,68,X,CC,PAL,6b4adfbcef68bef6b185664c376a374f
359-U1467B-69X-CC-PAL-FORAM >150,0,5,539.6,539.65,,,,VP,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,359,U1467,B,69,X,CC,PAL,42e0bc7dcef4af28f38afa0212e57fcb
359-U1467B-70X-CC-PAL-FORAM >150,0,5,542.02,542.07,,,,VP,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,359,U1467,B,70,X,CC,PAL,d45bbf95d314b607cafe59f238d86523
359-U1467B-71X-CC-PAL-FORAM >150,0,2,549.3,549.32,,,,VP,,,,,,,,,R,,,,,,,,,,,,,,,,,,,P,,,,C,,,,,359,U1467,B,71,X,CC,PAL,25c50ff88b681ab57e202f97cc519f6c
359-U1467B-72X-CC-PAL-FORAM >150,0,5,561.13,561.18,,,,VP,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,359,U1467,B,72,X,CC,PAL,de5423c4a62e8377bcfa0646b62f42c2
359-U1467B-73X-CC-PAL-FORAM >150,0,5,573.92,573.97,,,,VP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,359,U1467,B,73,X,CC,PAL,7bf56ba60671f952c2b3431abc6d1f0c
359-U1467B-74X-CC-PAL-FORAM >150,0,5,580.92,580.97,,,,VP,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,359,U1467,B,74,X,CC,PAL,43aea47901ed9d610bebd269e86e659d
359-U1467B-75X-CC-PAL-FORAM >150,0,5,592.62,592.67,,,,P,,,,,,,,,P,,,,,,,,,,,P,,,,,,,,,,,,P,,,,,359,U1467,B,75,X,CC,PAL,626ddaf611350599a2fbf4d50ffbb724
359-U1467B-76X-CC-PAL-FORAM >150,0,5,602.06,602.11,,,,M,,,,,,,,,P,,,,,,,,P,,,C,,,,,,,,,,,,P,,,,,359,U1467,B,76,X,CC,PAL,e3722cdc5b730836a84bacd379a3c4d5
359-U1467B-77X-CC-PAL-FORAM >150,0,5,617.23,617.28,,,,M,,,,,,,,,P,,,,,,,,P,,,C,,,,,,,,P,,,,P,,,,,359,U1467,B,77,X,CC,PAL,e0ba627a17ad153c760d0e1a9ef1e87b
