Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Amphistegina sp.,Bathysiphon sp.,Cibicidoides eocenicus,Cibicidoides grimsdalei,Cibicidoides havanensis,Cibicidoides laurisae,Cibicidoides pachyderma,Cibicidoides sp.,Cibicioides mundulus,Cribrostomoides subglobosus,Dorothia brevis,Eggerella bradyi,Fursenkoina complanata,Glandulina sp.,Globocassidulina moluccensis,Globocassidulina subglobosa,Gyroidina sp.,Haplophragmoides sp.,Karrerulina sp.,Lagena sulcata,Lepidocyclina sp.,Melonis barleeanum,Nodosaria longiscata,Nodosaria sp.,Nonionella sp.,Nuttalides sp.,Oridorsalis umbonatus,Planulina weullerstorfi,Pleurostomella cylindrica,Pullenia sp.,Pullennia simplex,Pyrgo sp.,Quinqueloculina sp.,Reophax sp.,Rhabdammina sp.,Rhizammina sp.,Saccammina sp.,Sigmavirgulina tortuosa,Sphaeroidina bulloides,Stilostomella abyssorum,Stilostomella sp.,Trifarina sp.,Uvigerina hispida,Uvigerina peregrina,Uvigerina sp.,General comment,File Data,Shore File Links,eodp_id
351-U1438D-10R-CC-PAL-FORAM,351,U1438,D,10,10-CC,R,CC,PAL,FORAM,0,6,290.74,290.8,P [P02],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d38680ef4d294f47de53b79d6ef9dea0
351-U1438D-11R-CC-PAL-FORAM,351,U1438,D,11,11-CC,R,CC,PAL,FORAM,0,7,301.26,301.33,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2e523c8c4d4c63aa891cdcabe849c6e
351-U1438D-12R-CC-PAL-FORAM,351,U1438,D,12,12-CC,R,CC,PAL,FORAM,0,6,310.33,310.39,M [P02],R,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,9583b5933ac631ed83c07f1e68f10a5e
351-U1438D-13R-CC-PAL-FORAM,351,U1438,D,13,13-CC,R,CC,PAL,FORAM,0,4,322.89,322.93,M [P02],F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c42defefaaedf4a7ea8304380f35902
351-U1438D-14R-CC-PAL-FORAM,351,U1438,D,14,14-CC,R,CC,PAL,FORAM,0,4,331.76,331.8,M [P02],R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79fdbe74e06ccffb8a8aed71befbbfea
351-U1438D-15R-CC-PAL-FORAM,351,U1438,D,15,15-CC,R,CC,PAL,FORAM,0,4,343.44,343.48,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83ec5774caf1706d27509d2cac17bff9
351-U1438D-16R-CC-PAL-FORAM,351,U1438,D,16,16-CC,R,CC,PAL,FORAM,0,5,354.74,354.79,M [P02],R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3617954df45f1f15844b47521470ace7
351-U1438D-17R-CC-PAL-FORAM,351,U1438,D,17,17-CC,R,CC,PAL,FORAM,0,5,364.43,364.48,P [P02],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c43e5ee5515fb18ca6384fc4a11d98f
351-U1438D-18R-CC-FORAM,351,U1438,D,18,18-CC,R,CC,FORAM,,0,5,373.78,373.83,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05438fd89befdf77df4fb01501e29b4c
351-U1438D-19R-CC-PAL-FORAM,351,U1438,D,19,19-CC,R,CC,PAL,FORAM,0,5,380.77,380.82,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a01ecc6cebca440d1edd27267806f330
351-U1438D-20R-CC-PAL-FORAM,351,U1438,D,20,20-CC,R,CC,PAL,FORAM,0,7,391.5,391.57,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90a6a4fd71c9a2919058a26c1a8fae9d
351-U1438D-21R-CC-PAL-FORAM,351,U1438,D,21,21-CC,R,CC,PAL,FORAM,0,5,397.17,397.22,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e099374069e5f6f87cda37b7d46ce695
351-U1438D-22R-CC-PAL-FORAM,351,U1438,D,22,22-CC,R,CC,PAL,FORAM,0,5,413.11,413.16,P [P02],R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f903bcb9d58499b2b559dc3f7c9d81b0
351-U1438D-23R-CC-PAL-FORAM,351,U1438,D,23,23-CC,R,CC,PAL,FORAM,0,5,419.44,419.49,M [P02],R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f72b2b7396246ab5fe2659497af53533
351-U1438D-24R-CC-PAL-FORAM,351,U1438,D,24,24-CC,R,CC,PAL,FORAM,0,5,428.63,428.68,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95d8fed7f95fb0dd52e49816748a9b66
351-U1438D-25R-CC-PAL-FORAM,351,U1438,D,25,25-CC,R,CC,PAL,FORAM,0,8,440.97,441.05,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba474c48619c96199c5c2cb50098d44c
351-U1438D-26R-CC-PAL-FORAM,351,U1438,D,26,26-CC,R,CC,PAL,FORAM,0,4,450.69,450.73,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d21543c4573187796460bbfca49a355
351-U1438D-27R-CC-PAL-FORAM,351,U1438,D,27,27-CC,R,CC,PAL,FORAM,0,5,455.57,455.62,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e39fdbf598eb3f0a46efa3f01c6ed03d
351-U1438D-28R-CC-PAL-FORAM,351,U1438,D,28,28-CC,R,CC,PAL,FORAM,0,5,467.15,467.2,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f884ca2aac00041306450573094baaf
351-U1438D-29R-CC-PAL-FORAM,351,U1438,D,29,29-CC,R,CC,PAL,FORAM,0,5,480.93,480.98,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9a4ff6b16446fac2c48fcb6b9266177
351-U1438D-30R-CC-PAL-FORAM,351,U1438,D,30,30-CC,R,CC,PAL,FORAM,0,0,483.36,483.36,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c86df1cc475cb68c7efa119bb1349fd4
351-U1438D-31R-CC-PAL-FORAM,351,U1438,D,31,31-CC,R,CC,PAL,FORAM,0,0,499.0,499.0,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7fe29484d231f729a938e8706da017ab
351-U1438D-32R-CC-PAL-FORAM,351,U1438,D,32,32-CC,R,CC,PAL,FORAM,0,0,510.0,510.0,M [P02],C,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,P,,,,,,,,761e3c48dd6f7132297db21ba37a38f0
351-U1438D-33R-CC-PAL-FORAM,351,U1438,D,33,33-CC,R,CC,PAL,FORAM,0,0,519.47,519.47,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a936a1936fb9e4fbef220c9be840d574
351-U1438D-34R-CC-PAL-FORAM,351,U1438,D,34,34-CC,R,CC,PAL,FORAM,0,8,529.44,529.52,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02a090023de2a35d579f5a1793c34179
351-U1438D-35R-CC-PAL-FORAM,351,U1438,D,35,35-CC,R,CC,PAL,FORAM,0,5,538.55,538.6,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7364c5927509715b5de5c589b1bd2f0e
351-U1438D-36R-CC-PAL-FORAM,351,U1438,D,36,36-CC,R,CC,PAL,FORAM,0,6,548.64,548.7,M [P02],R,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90c56f1b020d367b948425158edd57c6
351-U1438D-37R-CC-PAL-FORAM,351,U1438,D,37,37-CC,R,CC,PAL,FORAM,0,6,555.71,555.77,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b840ce78b434ba3735f56c0b79b83fe
351-U1438D-38R-CC-PAL-FORAM,351,U1438,D,38,38-CC,R,CC,PAL,FORAM,0,5,565.65,565.7,M [P02],C,,,,,,R,F,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,976f29738292b9037825f8332a3fff57
351-U1438D-39R-CC-PAL-FORAM,351,U1438,D,39,39-CC,R,CC,PAL,FORAM,0,5,576.79,576.84,M [P02],R,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,6c31a18f555a7aa4ade4cbe4e6535367
351-U1438D-40R-CC-PAL-FORAM,351,U1438,D,40,40-CC,R,CC,PAL,FORAM,0,6,587.64,587.7,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0375885a3337b33a70b53c27d89111cd
351-U1438D-41R-CC-PAL-FORAM,351,U1438,D,41,41-CC,R,CC,PAL,FORAM,0,6,597.34,597.4,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709768ed6a6894003d36e1c7181969fc
351-U1438D-42R-CC-PAL-FORAM,351,U1438,D,42,42-CC,R,CC,PAL,FORAM,0,0,599.38,599.38,P [P02],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85244951cb77152c6a35ebe072a51070
351-U1438D-43R-CC-PAL-FORAM,351,U1438,D,43,43-CC,R,CC,PAL,FORAM,0,0,612.72,612.72,P [P02],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f3a0b3714b01b018e4661dfcb957058
351-U1438D-44R-CC-PAL-FORAM,351,U1438,D,44,44-CC,R,CC,PAL,FORAM,0,6,624.79,624.85,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970c1204a1c5638a249b0847779bfa5e
351-U1438D-45R-CC-PAL-FORAM,351,U1438,D,45,45-CC,R,CC,PAL,FORAM,0,0,635.47,635.47,P [P02],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccda31e8c1c9e3f264f6db2b452ccfc5
351-U1438D-46R-CC-PAL-FORAM,351,U1438,D,46,46-CC,R,CC,PAL,FORAM,0,9,645.25,645.34,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e6e7d5b095465fae2145959894fd5fb
351-U1438D-47R-CC-PAL-FORAM,351,U1438,D,47,47-CC,R,CC,PAL,FORAM,0,7,652.58,652.65,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0424ef9e551bae610aa68b97b249feb
351-U1438D-48R-CC-PAL-FORAM,351,U1438,D,48,48-CC,R,CC,PAL,FORAM,0,5,664.08,664.13,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0bbe3e0e3e61f44506145913c11f0ba8
351-U1438D-49R-CC-PAL-FORAM,351,U1438,D,49,49-CC,R,CC,PAL,FORAM,0,5,674.29,674.34,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67ef18bf43a96a49b8089b4b45494728
351-U1438D-50R-CC-PAL-FORAM,351,U1438,D,50,50-CC,R,CC,PAL,FORAM,0,3,683.38,683.41,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480208501575062a88b87a8d93801733
351-U1438D-51R-CC-PAL-FORAM,351,U1438,D,51,51-CC,R,CC,PAL,FORAM,0,5,693.59,693.64,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1dde8231f8b31566517b6774144fc386
351-U1438D-52R-CC-PAL-FORAM,351,U1438,D,52,52-CC,R,CC,PAL,FORAM,0,5,701.38,701.43,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de00106c3f0deaf6936760625b296fbc
351-U1438D-53R-CC-PAL-FORAM,351,U1438,D,53,53-CC,R,CC,PAL,FORAM,0,7,713.58,713.65,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43bb1c6a13efa1eaf70aa63141ff566a
351-U1438D-54R-CC-PAL-FORAM,351,U1438,D,54,54-CC,R,CC,PAL,FORAM,0,11,723.29,723.4,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936c0ec87870fa6d79103e52d10f3c5
351-U1438D-55R-CC-PAL-FORAM,351,U1438,D,55,55-CC,R,CC,PAL,FORAM,0,14,733.05,733.19,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff7c501f86a79e4ac32fec6c44667b24
351-U1438D-56R-CC-PAL-FORAM,351,U1438,D,56,56-CC,R,CC,PAL,FORAM,0,8,741.79,741.87,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d795dc28f6a4cdc5c7df09573b6774b
351-U1438D-57R-CC-PAL-FORAM,351,U1438,D,57,57-CC,R,CC,PAL,FORAM,0,12,750.69,750.81,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbcca1c1621ae61f9031696cbe48c3c7
351-U1438D-58R-CC-PAL-FORAM,351,U1438,D,58,58-CC,R,CC,PAL,FORAM,0,8,761.89,761.97,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b47893fdbba23bf78aeed356ed724a73
351-U1438D-59R-7-PAL-FORAM,351,U1438,D,59,59-7,R,7,PAL,FORAM,0,0,771.22,771.22,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b2d83877e37653345d6738116f40bf4
351-U1438D-60R-CC-PAL-FORAM,351,U1438,D,60,60-CC,R,CC,PAL,FORAM,0,4,781.58,781.62,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbcd26e1df2ba6512c188adeae74c29b
351-U1438D-61R-CC-PAL-FORAM,351,U1438,D,61,61-CC,R,CC,PAL,FORAM,0,2,790.61,790.63,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c147e4fab4b278e854e7715e70eac7fb
351-U1438D-62R-CC-PAL-FORAM,351,U1438,D,62,62-CC,R,CC,PAL,FORAM,0,10,799.53,799.63,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703ad9604d6f72c1451f53e7d6c009b5
351-U1438D-63R-CC-PAL-FORAM,351,U1438,D,63,63-CC,R,CC,PAL,FORAM,0,5,809.11,809.16,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98d1470c115994a7805f90af4618494e
351-U1438D-64R-CC-PAL-FORAM,351,U1438,D,64,64-CC,R,CC,PAL,FORAM,0,5,818.3,818.35,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87adfcb3785641c2d358d47e6407769a
351-U1438D-65R-CC-PAL-FORAM,351,U1438,D,65,65-CC,R,CC,PAL,FORAM,0,11,828.92,829.03,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c932eeb233d09c73611b65171125aa97
351-U1438D-66R-CC-PAL-FORAM,351,U1438,D,66,66-CC,R,CC,PAL,FORAM,0,0,837.75,837.75,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a1ab58bc5e93c6c624ddbc10ee80819
351-U1438D-67R-CC-PAL-FORAM,351,U1438,D,67,67-CC,R,CC,PAL,FORAM,0,0,847.75,847.75,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdcbc843ac48cf6c51d36cf78ccc16a8
351-U1438D-68R-CC-PAL-FORAM,351,U1438,D,68,68-CC,R,CC,PAL,FORAM,0,0,859.22,859.22,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e6f1faaf69ca9f007513012dbb1f639
351-U1438D-69R-CC-PAL-FORAM,351,U1438,D,69,69-CC,R,CC,PAL,FORAM,0,0,865.9,865.9,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a8e742a10ff9bbc34e13f04a4cfb9b0
351-U1438D-70R-CC-PAL-FORAM,351,U1438,D,70,70-CC,R,CC,PAL,FORAM,0,15,873.16,873.31,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41ed26447334bba73b561918595f66cd
351-U1438D-71R-CC-PAL-FORAM,351,U1438,D,71,71-CC,R,CC,PAL,FORAM,0,6,883.26,883.32,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fd3c8cdec6ba394b628ae81db43383b
351-U1438D-72R-CC-PAL-FORAM,351,U1438,D,72,72-CC,R,CC,PAL,FORAM,0,5,895.04,895.09,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6229d8d6f21c8e29bf26add980749c7
