Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Preservation,Group abundance,Percentage of nannos in total assemblage [%],Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus pliopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera wallichii,Helicosphaera spp.,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera sp.,Scyphosphaera globulata,Scyphosphaera spp.,Rhabdosphaera clavigera,Syracosphaera pulchra,Syracosphaera spp.,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Calciosolenia murrayi,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster surculus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster blackstockae,Discoaster challengeri,Discoaster decorus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster quadramus,Discoaster tristellifer,Discoaster loeblichii,Discoaster spp.,Sphenolithus abies,Sphenolithus grandis,Sphenolithus neoabies,Sphenolithus spp.,Sphenolithus verensis,Ceratolithus cristatus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus spp.,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus spp.,Nicklithus amplificus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus spp.,Minylitha convallis,Florisphaera profunda,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1478,A,4,4-CC,H,CC,PAL,NANNO,0,5,35.54,35.59,,,,NN20,"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G,A,,,,,A,,,R,,,,,,,,,,,F,,C,C,,,,F,,,F,F,,,,,,,C,F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-4H-CC-PAL-NANNO,278b39f5636ffaf0ef1b9cf985463057
361,U1478,A,5,5-1,H,1,W,30/30-NANNO,0,0,35.5,35.5,,,,NN20,"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G,A,,,,,A,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-5H-1-W 30/30-NANNO,7f645063bdff24bc1b2bc32a61adf9f7
361,U1478,A,5,5-2,H,2,W,30/30-NANNO,0,0,37.0,37.0,"T Pseudoemiliania lacunosa (Gradstein et al., 2012)",T,0.44,NN19 - NN20,"NN19 - Pseudoemiliania lacunosa - NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G,A,,,,,A,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,361-U1478A-5H-2-W 30/30-NANNO,e13c51a802f5d3fe95289226ea9820ce
361,U1478,A,5,5-5,H,5,W,100/100-NANNO,0,0,42.2,42.2,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-5H-5-W 100/100-NANNO,24f73429793caf9ab5d37e85d3d8b006
361,U1478,A,5,5-6,H,6,W,100/100-NANNO,0,0,43.7,43.7,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,C,A,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-5H-6-W 100/100-NANNO,3c97d6ec30e58d5ea915d803d0764299
361,U1478,A,5,5-CC,H,CC,PAL,NANNO,0,5,44.88,44.93,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,P,C,A,,C,C,R,,,,,,,,,,F,,F,C,,,,F,,,,,,,F,F,,P,F,C,,P,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,361-U1478A-5H-CC-PAL-NANNO,c9483fbe64636fd8dfcbb1094a0bb6c7
361,U1478,A,6,6-4,H,4,W,100/100-NANNO,0,0,50.2,50.2,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,C,,,,F,A,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-6H-4-W 100/100-NANNO,610b8408d95d090041a9c647589eb173
361,U1478,A,6,6-5,H,5,W,50/50-NANNO,0,0,51.2,51.2,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,F,A,,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-6H-5-W 50/50-NANNO,bbd7706d4792b9b5986d91e9cee6a49a
361,U1478,A,6,6-CC,H,CC,PAL,NANNO,0,5,54.52,54.57,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,F,C,,,,,,,,,,F,,F,F,,,,F,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-6H-CC-PAL-NANNO,70cfc9e501b4631ecb00a848cf8d41b5
361,U1478,A,7,7-2,H,2,W,75/75-NANNO,0,0,56.45,56.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,A,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-7H-2-W 75/75-NANNO,f79473b07abab52da25743aa453abf22
361,U1478,A,7,7-4,H,4,W,75/75-NANNO,0,0,59.45,59.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,C,,,,,A,,,,C,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-7H-4-W 75/75-NANNO,b5d49a4c1e04773a28bbbb14cd53526f
361,U1478,A,7,7-6,H,6,W,75/75-NANNO,0,0,62.45,62.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,A,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,361-U1478A-7H-6-W 75/75-NANNO,f7f1463aba515f147184a7ea620e7c73
361,U1478,A,7,7-CC,H,CC,PAL,NANNO,0,5,63.97,64.02,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,F,A,,A,,C,,,,,,,,,,C,,F,F,,,,C,,,,F,,,,F,,,,C,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,361-U1478A-7H-CC-PAL-NANNO,722d1209584de6809424cbc7ae27eeaa
361,U1478,A,8,8-3,H,3,W,75/75-NANNO,0,0,67.45,67.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,C,A,,A,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-8H-3-W 75/75-NANNO,26cf37a51fddd4541998cd210d6034c3
361,U1478,A,8,8-5,H,5,W,75/75-NANNO,0,0,70.45,70.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-8H-5-W 75/75-NANNO,6b55d882c705f1c3490a6d0454aa4490
361,U1478,A,8,8-CC,H,CC,PAL,NANNO,0,5,73.56,73.61,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,F,C,,,,,,,,,,F,,F,C,,,,C,,,,F,,,C,,,P,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,361-U1478A-8H-CC-PAL-NANNO,205d4d827df4041302a4bba9dda4d3e8
361,U1478,A,9,9-4,H,4,W,75/75-NANNO,0,0,78.45,78.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-9H-4-W 75/75-NANNO,76add8d3f25bbe1192228af3e532442f
361,U1478,A,9,9-5,H,5,W,100/100-NANNO,0,0,80.2,80.2,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-9H-5-W 100/100-NANNO,011b9abd019aacecfd59939f7c20de8d
361,U1478,A,9,9-6,H,6,W,100/100-NANNO,0,0,81.7,81.7,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,,C,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-9H-6-W 100/100-NANNO,10a5488d84c55b8d7ec60ae99eb97b5b
361,U1478,A,9,9-CC,H,CC,PAL,NANNO,0,5,83.03,83.08,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,C,,,,C,,,C,A,F,,,,,F,,C,C,,,,F,,,,F,,,,,,,F,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-9H-CC-PAL-NANNO,92c4f5fe18d8e590729db28f9d95cb2d
361,U1478,A,10,10-2,H,2,W,75/75-NANNO,0,0,84.95,84.95,"Tc Reticulofenestra asanoi (Gradstein et al., 2012)",Tc,0.91,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,361-U1478A-10H-2-W 75/75-NANNO,36a9fec8c51fb2b6ee13b0fc1380529f
361,U1478,A,10,10-4,H,4,W,75/75-NANNO,0,0,87.98,87.98,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,F,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-10H-4-W 75/75-NANNO,06697d8d37f351ae6dd2337807d51410
361,U1478,A,10,10-5,H,5,W,75/75-NANNO,0,0,89.48,89.48,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,R,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-10H-5-W 75/75-NANNO,62a85e0c9c1344b46a7010647e1f11d6
361,U1478,A,10,10-CC,H,CC,PAL,NANNO,0,5,92.71,92.76,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,R,,C,,,,,F,,,,,F,,,F,,,,C,,,,,,,,R,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,A,,,,,,,,361-U1478A-10H-CC-PAL-NANNO,070ffeb4c954efbc2e20fdab963f1c79
361,U1478,A,11,11-1,H,1,W,75/75-NANNO,0,0,92.95,92.95,"Br Gephyrocapsa (>4 ï¿½m) (Gradstein et al., 2012)",Br,1.04,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,C,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-11H-1-W 75/75-NANNO,eccee91de37b1cd6c1b3a1690a53ec9e
361,U1478,A,11,11-2,H,2,W,75/75-NANNO,0,0,94.45,94.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,F,,C,,,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-11H-2-W 75/75-NANNO,36a2419fe0958bc98bb826560a21db89
361,U1478,A,11,11-4,H,4,W,75/75-NANNO,0,0,97.45,97.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,C,,,,F,,A,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-11H-4-W 75/75-NANNO,d8adcc9b078cd7fbae5d6ed9fdefe9e6
361,U1478,A,11,11-CC,H,CC,PAL,NANNO,0,5,102.12,102.17,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,F,A,C,,,,,C,,,C,,,,C,,,,,,,,F,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-11H-CC-PAL-NANNO,37840718b9b1650a132a1193930cc7cd
361,U1478,A,12,12-2,H,2,W,75/75-NANNO,0,0,103.95,103.95,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,C,,,,C,,,A,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-12H-2-W 75/75-NANNO,bf35f3f6ac675427edb9b9dba4220c3f
361,U1478,A,12,12-3,H,3,W,75/75-NANNO,0,0,105.45,105.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,,,,,C,,C,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-12H-3-W 75/75-NANNO,5972ded5f852ce2e107c467b30e746ba
361,U1478,A,12,12-5,H,5,W,75/75-NANNO,0,0,108.45,108.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,C,,,,C,,C,A,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-12H-5-W 75/75-NANNO,4ecf1ad9fe3795abd5c9dc980d93fd60
361,U1478,A,12,12-CC,H,CC,PAL,NANNO,0,5,111.37,111.42,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,,,C,,,C,A,C,,,,,C,,F,F,,,,F,,,,,,,,F,,,C,R,,P,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-12H-CC-PAL-NANNO,b2f2627f9c77d4d85f22252776246a3f
361,U1478,A,13,13-4,H,4,W,130/130-NANNO,0,0,117.0,117.0,"Bc Reticulofenestra asanoi (Gradstein et al., 2012)",Bc,1.14,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,A,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-13H-4-W 130/130-NANNO,4a0a9825e7781b6d1ecb5c1f5c9af00b
361,U1478,A,13,13-4,H,4,W,35/35-NANNO,0,0,116.05,116.05,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,F,,,,C,,,A,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-13H-4-W 35/35-NANNO,ac2c3da3810a38c7206ebfdb6bf700e6
361,U1478,A,13,13-5,H,5,W,60/60-NANNO,0,0,117.8,117.8,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,,,,R,C,,C,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-13H-5-W 60/60-NANNO,be655529f31c037809153e153781cd4c
361,U1478,A,13,13-CC,H,CC,PAL,NANNO,0,5,121.17,121.22,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,,,,F,C,,,A,A,,,,,,C,,F,C,,,,C,,P,,,,C,,,,P,C,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,No more asnaoi; some could be caribbeanica,,,,361-U1478A-13H-CC-PAL-NANNO,fbabc4cbb57b8ebfae778516f95dbc02
361,U1478,A,14,14-3,H,3,W,145/145-NANNO,0,0,125.16,125.16,"T Gephyrocapsa (>5.5 ï¿½m) (Gradstein et al., 2012)",T,1.24,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,,C,C,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-14H-3-W 145/145-NANNO,435b4400b1daf11d2f56275b43c2e3ab
361,U1478,A,14,14-4,H,4,W,67/67-NANNO,0,0,125.89,125.89,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,C,,,C,F,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-14H-4-W 67/67-NANNO,11af2c4d9b3ab2808d1b29bf443b5b0a
