Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Amaurolithus primus,Amaurolithus tricorniculatus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus larrymayeri,Coccolithus miopelagicus,Coronocyclus nitescens (circular),Coronocyclus nitescens (elliptical),Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster spp.,Emiliania huxleyi,Gephyrocapsa aperta,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Helicosphaera ampliaperta,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Minylitha convallis,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra sp. 1,Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra gelida,Reticulofenestra minuta,Reticulofenestra spp. small,Sphenolithus heteromorphus,Sphenolithus spp.,Triquetrorhabdulus rugosus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus pacificanus,Calcidiscus tropicus,Calciosolenia spp.,Coccolithus pelagicus,Discoaster deflandrei,Discoaster druggii,Florisphaera profunda,Helicosphaera carteri,Helicosphaera wallichii,Oolithotus fragilis,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Rhabdosphaera clavigera,Rhabdosphaera spp.,Scyphosphaera apsteinii,Syracosphaera pulchra,Umbellosphaera tenuis,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Reworked species,Sample comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1464D-10H-CC-PAL-NANNO,0,5,89.35,89.4,NN17,"NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",G [P33],A,,,F,,,,,,,,,,,,,,R,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,A,C,,,,,R,,,,F,,,,F,,,,,,,,,R,,,,R,,R,reworked R. pseudoumbilicus,,,,356,U1464,D,10,H,CC,PAL,57151ce159c653e9e256a04a12532973
356-U1464D-11H-CC-PAL-NANNO,0,5,98.93,98.98,NN17,"NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,A,A,,,,,R,,,,,,,,F,,,,R,,,,,P,,,,,,R,reworked R. pseudoumbilicus and R. gelida,,,,356,U1464,D,11,H,CC,PAL,4764e10bcf2da20de319beae42f2704b
356-U1464D-12H-CC-PAL-NANNO,0,5,108.24,108.29,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P33],C,,,P,,,,,,,,,,,,,,R,,,,,,,P,P,,,R,,,,,,,,,,,,,,,,,,C,,,C,,,,A,,P,,,,,,,,,,,F,,,,R,,,,,,F,,,,,,,,,,356,U1464,D,12,H,CC,PAL,c8fb57222d6f6747567c38155932668c
356-U1464D-13H-CC-PAL-NANNO,0,5,117.82,117.87,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,R,P,,,R,,,,,,,,,,,,,,,,,,R,,,,,,A,A,,,,R,R,,,,,,,,F,,,,R,,R,,,P,,,,,,,,,,,356,U1464,D,13,H,CC,PAL,eadc0a45ab2d7d91a74be988fa70e22c
356-U1464D-14H-CC-PAL-NANNO,0,5,127.42,127.47,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",M [P33],C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,C,,,V,A,,,,,,,R,,,,,,R,,,,,,,,,,,,R,,,,,,,,356,U1464,D,14,H,CC,PAL,71b864fd9bdf1e12f6c4e5fc5fe8dde5
356-U1464D-15H-CC-PAL-NANNO,0,5,136.87,136.92,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",M [P33],A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,V,C,,,,,,,,,,,,,C,,,F,,,,,,P,R,,,,,,calcispheres present,,,,356,U1464,D,15,H,CC,PAL,eaf246790e5f1c28c4b50293bef15017
356-U1464D-16H-CC-PAL-NANNO,0,5,146.48,146.53,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,F,,,A,A,,,,,R,,,,,,,,R,,,,,,,,,,P,,,,,,,,,,356,U1464,D,16,H,CC,PAL,3e092bc9642bdf6dca6796633693cd62
356-U1464D-17H-CC-PAL-NANNO,0,5,155.85,155.9,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",M [P33],A,,,R,,,,,,,,,,R,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,F,,,,C,,R,,,,,,,,,,,F,,,,F,,,,,,,,,,,,calcispheres present,,,,356,U1464,D,17,H,CC,PAL,7b7e65d49e84b2252c549968fdb849c2
356-U1464D-19H-6-PAL-NANNO,0,5,173.18,173.23,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,R,P,,,R,,,,,,,,,,,,,,,,,,F,,,,R,,A,A,,C,,,,,F,,,,,,F,,,,R,,R,,,R,R,,,,,,,,,,356,U1464,D,19,H,6,PAL,4eeab8e2b189dd52217907ead2ad1b5d
356-U1464D-21H-CC-PAL-NANNO,0,5,189.65,189.7,,,G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,F,,,R,R,,A,C,,C,,,,,,,,,,,F,,,,,,,,,P,,,,,,,,,,,356,U1464,D,21,H,CC,PAL,dcea9a40f0afd32d164cf7584ededcfe
356-U1464D-23H-CC-PAL-NANNO,0,5,211.46,211.51,,,G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,R,P,,,R,,,,,,,,,,,,,,,,,,R,,,F,F,,A,C,,C,,,R,,R,,,,,,F,,,P,P,,,,,R,P,,,,,,,,,,356,U1464,D,23,H,CC,PAL,b62386e7f7491f55543b15e3c1bf5206
356-U1464D-25H-CC-PAL-NANNO,0,5,228.35,228.4,NN13,"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",G [P33],D,,,R,,,,,,,,,,,,,,F,,,,,,,F,R,,P,F,,,,,,,,,,,,,,,,,,P,,,C,F,,V,A,,A,,,R,,R,,,,,,F,,,,P,,R,,,R,,,,,,,,,,,356,U1464,D,25,H,CC,PAL,3ec76331c46d5fbfcfa531c27627ce55
356-U1464D-27H-CC-PAL-NANNO,0,5,245.64,245.69,,,G [P33],D,,P,,,,,,,,,,,,,,,F,,,,,,,R,F,,,F,,,,,,,,,,,,,,,,,,,,,C,F,,V,A,,A,,,,,R,,,,,,F,,,,R,P,F,,,R,,,,R,,,,,,,356,U1464,D,27,H,CC,PAL,75ede75389a93dff0818dc63d38399e1
356-U1464D-29H-4-PAL-NANNO,0,5,264.6,264.65,,,G [P33],D,P,,R,,,,,,,,,,,,,,F,,,,,,,R,R,,P,F,,,,,,,,,,,,,,,,,,,,,C,,,V,F,,A,,P,R,,R,,R,,,,F,,,,P,,R,,,R,,,,,,,,,,,356,U1464,D,29,H,4,PAL,59e45ba9bc88245692e52c3f1b1d9cf8
356-U1464D-31H-CC-PAL-NANNO,0,3,281.36,281.39,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",G [P33],D,,,R,,,,,,,,,,,,,,F,,,,,,R,,R,,,F,,,,,,,,,,,,,,,,,,,,,C,R,,C,A,,A,,,R,,,,R,,,,F,,,,,,R,,,R,,,,,,,,,,,356,U1464,D,31,H,CC,PAL,e51e0b267300ae421950bf8825f02a8c
356-U1464D-33X-CC-PAL-NANNO,0,6,302.44,302.5,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",G [P33],D,,,R,,,,,,,,,,,,,,F,,,,,,F,R,R,,P,F,,,,,,,,,,,,,,,,,P,,,,F,F,,V,A,,A,,,R,,R,,R,,,,F,,,,,,R,,P,,,,,,,,,,,,356,U1464,D,33,X,CC,PAL,2448b7f4f6568f2bc3eb991adf51fa96
356-U1464D-34X-CC-PAL-NANNO,0,5,309.05,309.1,,,G [P33],D,,,R,,,,,,,,,,,,,,,,,,,,C,,R,,,C,,,,,,,,,,,,,,,,,,,,,C,C,,V,,,A,,,R,,,,F,,,,F,,,,R,,,,,R,F,,F,,,,,,,,356,U1464,D,34,X,CC,PAL,549491922a4cbb001842f1c8ecf3672d
356-U1464D-35X-CC-PAL-NANNO,0,6,309.53,309.59,,,M [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,V,C,,A,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,356,U1464,D,35,X,CC,PAL,8f9ed0fd535e3f9994aa8bb74cf86810
356-U1464D-37X-CC-PAL-NANNO,0,5,328.47,328.52,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,37,X,CC,PAL,5669dbe7a0f70e1eb20d3d07fb7716f1
356-U1464D-38X-CC-PAL-NANNO,0,5,338.94,338.99,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,38,X,CC,PAL,5628131525afea10164ca706e4331cde
356-U1464D-39X-CC-PAL-NANNO,0,5,348.14,348.19,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,39,X,CC,PAL,6526fb421313378349da71265021a66b
356-U1464D-41X-CC-PAL-NANNO,0,6,367.2,367.26,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,41,X,CC,PAL,cf21c1eee5f07dede76fc611ce1c9242
356-U1464D-43X-CC-PAL-NANNO,0,5,386.76,386.81,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,43,X,CC,PAL,785a001f9d41adfc6a198e9d32b243c0
356-U1464D-45X-CC-PAL-NANNO,0,5,406.25,406.3,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,45,X,CC,PAL,5eabd76863b9235025f74a8f26cac7a3
356-U1464D-47X-CC-PAL-NANNO,0,10,425.4,425.5,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,47,X,CC,PAL,ec5ff98075b692ede0a042ac35f1a8f4
356-U1464D-49X-CC-PAL-NANNO,0,3,445.3,445.33,,,G [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,49,X,CC,PAL,34370c5c028badd0e16ba159917fdac7
356-U1464D-51X-CC-PAL-NANNO,0,4,464.41,464.45,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,51,X,CC,PAL,54a4c8e47a063fa761bdc6fe8c4e9d04
356-U1464D-53X-CC-PAL-NANNO,0,8,483.6,483.68,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,53,X,CC,PAL,3a0d89b7d799772c164451692c7b078f
356-U1464D-55X-CC-PAL-NANNO,0,5,506.8,506.85,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,55,X,CC,PAL,67bc877533fcfffa541416f54c231e41
356-U1464D-57X-CC-PAL-NANNO,0,3,513.3,513.33,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,57,X,CC,PAL,f0a96df43b13f0bfc7d6bbda76093e61
356-U1464D-58X-CC-PAL-NANNO,0,5,523.92,523.97,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,D,58,X,CC,PAL,14f20b5d4040b145ec7a42b4224bf9ee
