Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group abundance,Percentage of planktic forams in total foram assemblage [%],Candeina nitida,Cassigerinella chipolensis,Clavatorella bermudezi,Dentoglobigerina altispira,Globigerina angulisuturalis,Globigerina bulloides,Globigerina bulloides umbilicata,Globigerina praebulloides,Globigerina quinqueloba,Globigerina sp.,Globigerinatella insueta,Globigerinella calida,Globigerinita glutinata,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sp.,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoquadrina dehiscens,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia cibaoensis,Globorotalia crassula,Globorotalia exilis,Globorotalia flexuosa,Globorotalia fohsi fohsi,Globorotalia hessi,Globorotalia hirsuta,Globorotalia ikbei,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia miozea,Globorotalia miozea/conoidea,Globorotalia multicamerata,Globorotalia orientalis,Globorotalia peripheroacuta,Globorotalia peripheroronda,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praefohsi,Globorotalia praeinflata,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia rikuchuensis,Globorotalia scitula,Globorotalia sp.,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita sp.,Globoturborotalita woodi,Neogloboquadrina acostaensis,Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina himiensis,Neogloboquadrina humerosa,Neogloboquadrina incompta,Neogloboquadrina inglei,Neogloboquadrina kagaensis,Neogloboquadrina pachyderma,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pseudopachyderma,Neogloboquadrina sp.,Orbulina sp.,Orbulina suturalis,Orbulina universa,Paragloborotalia mayeri,Praeorbulina circularis,Praeorbulina sicana,Praeorbulina sp.,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina sp.,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis sp.,Turborotalita humilis,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
346-U1427A-11H-CC-PAL,0,5,97.04,97.09,,,,G,A,88,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,11,H,CC,PAL,b464ee99ff16d66fc1dbf527af5b3eb9
346-U1427A-12H-CC-PAL,0,5,106.71,106.76,,,,G,F,59,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,12,H,CC,PAL,4dea8160ccd40940023dbe16864c58d5
346-U1427A-13H-CC-PAL,0,5,115.8,115.85,,,,M,R,40,,,,,,D,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,13,H,CC,PAL,877c86dcb836eb473cde9f3b69afe5ca
346-U1427A-14H-CC-PAL,0,5,125.48,125.53,,,,G,F,20,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,14,H,CC,PAL,9994437411d9c5cad08af48cb2c846d9
346-U1427A-15H-CC-PAL,0,5,135.22,135.27,,,,G,A,89,,,,,,A,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,15,H,CC,PAL,c9c9b36dbd57bcec11211de0492353b9
346-U1427A-16H-CC-PAL,0,5,144.99,145.04,,,,G,F,15,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,CC,PAL,3e3c0fbeb1c49ded0db62099c692766f
346-U1427A-17H-CC-PAL,0,4,154.1,154.14,,,,M,F,99,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,CC,PAL,6b7063413d7663f83db0ae101de4b641
346-U1427A-18H-CC-PAL,0,5,163.91,163.96,,,,M,R,47,,,,,,D,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,CC,PAL,221f7bfcb16f3872174e1f9c4b5fc14c
346-U1427A-19H-CC-PAL,0,4,172.88,172.92,,,,,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,CC,PAL,3670527bb9cd1ec1028789d92b22f238
346-U1427A-20H-CC-PAL,0,4,182.39,182.43,,,,M,F,80,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,,,346,U1427,A,20,H,CC,PAL,e0eef27e84201484535e83d7bb0b12e1
346-U1427A-21H-CC-PAL,0,6,191.61,191.67,,,,G,A,80,,,,,,A,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,A,,R,,,,,,,,,,,,,,,,,,,,,346,U1427,A,21,H,CC,PAL,aa39f64895b363b2464279635e933326
346-U1427A-22H-CC-PAL,0,5,201.67,201.72,,,,M,F,66,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,22,H,CC,PAL,e62aeb4d6f18f869a03b4d1c5ad7d7a5
346-U1427A-23H-CC-PAL,0,5,210.68,210.73,,,,,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,23,H,CC,PAL,aaae57dbc9417d29a3e3404dc03fb327
346-U1427A-24H-CC-PAL,0,5,219.75,219.8,,,,,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,24,H,CC,PAL,bd1bf905258623543daac3a513151b10
346-U1427A-25H-CC-PAL,0,6,228.67,228.73,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,25,H,CC,PAL,daa617341decff7eeee5fd042ad0ed72
346-U1427A-26H-CC-PAL,0,5,233.8,233.85,,,,G,A,66,,,,,,D,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,26,H,CC,PAL,1abd36281b7b32431d58308627fa90f3
346-U1427A-27H-CC-PAL,0,5,238.49,238.54,,,,G,A,56,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,27,H,CC,PAL,27d2e1c5f58ca5ca1c5902db549224cc
346-U1427A-28H-CC-PAL,0,5,242.86,242.91,,,,G,A,86,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,28,H,CC,PAL,4c08d95abc2807b36f6794732e2549e4
346-U1427A-29H-CC-PAL,0,5,246.3,246.35,,,,VG,D,79,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,29,H,CC,PAL,99468500ec293cca962f18a4bd2c094b
346-U1427A-30H-CC-PAL,0,5,251.82,251.87,,,,G,D,74,,,,,,D,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,30,H,CC,PAL,af5b60416deedd623bff4e28247d7fa9
346-U1427A-31H-CC-PAL,0,5,257.18,257.23,,,,G,A,28,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,31,H,CC,PAL,ef23ab7d881a185decd2892085a23db2
346-U1427A-32H-CC-PAL,0,2,261.73,261.75,,,,G,D,88,,,,,,A,,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,32,H,CC,PAL,6d4e34bae6e8c44cf543deb7a106ec1a
346-U1427A-33H-CC-PAL,0,3,266.43,266.46,,,,G,D,95,,,,,,A,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,A,,,,,F,,R,D,,R,,,,,,,,,,,,,,,,,,,,,346,U1427,A,33,H,CC,PAL,3e629692f889e564c7e8da8ceb69b78d
346-U1427A-34H-CC-PAL,0,4,271.5,271.54,,,,G,D,94,,,,,,D,R,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,A,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,34,H,CC,PAL,26e950395abfaea7f54ec89841ffa24e
346-U1427A-35H-CC-PAL,0,5,275.58,275.63,,,,G,D,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,35,H,CC,PAL,6a4fe804f35805a76f3b3190b9938808
346-U1427A-36H-CC-PAL,0,4,280.34,280.38,,,,G,D,59,,,,,,A,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,36,H,CC,PAL,337e54ad1ff9bc3d715aa9297481b1cf
346-U1427A-37H-CC-PAL,0,5,285.69,285.74,,,,M,D,55,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,37,H,CC,PAL,07dbcfce01db3bd5cecbbbeab3cc3143
346-U1427A-38H-CC-PAL,0,5,290.2,290.25,,,,,B,88,,,,,,A,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,38,H,CC,PAL,a4938571e615d260895bbd5ac095d3fa
346-U1427A-39H-CC-PAL,0,4,295.11,295.15,,,,G,D,99,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,39,H,CC,PAL,9edd77d0b251a6e1ec3d7cd4c51992ca
346-U1427A-40H-CC-PAL,0,5,299.21,299.26,,,,,B,99,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,A,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,40,H,CC,PAL,c5dfefe9f2374ea24875d5e4ea537f78
346-U1427A-41H-CC-PAL,0,5,304.23,304.28,,,,VG,D,99,,,,,,D,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,41,H,CC,PAL,5109a8ea12d9ccdaad8d455fb707b701
346-U1427A-42H-CC-PAL,0,5,308.87,308.92,,,,,B,83,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,42,H,CC,PAL,bb0fd1bcf0d5d72fdbdf611d762642a4
346-U1427A-43H-CC-PAL,0,5,313.08,313.13,,,,M,D,79,,,,,,F,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,43,H,CC,PAL,65d5c8fab5def156447478504585d437
346-U1427A-44H-CC-PAL,0,5,317.91,317.96,,,,,B,76,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,44,H,CC,PAL,6986c915eb2b02f1a178018833857267
346-U1427A-45H-CC-PAL,0,5,323.02,323.07,,,,G,A,96,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,45,H,CC,PAL,e368ee7f30ab5c0c9a1105b3c180ce46
346-U1427A-46H-CC-PAL,0,5,327.95,328.0,,,,,B,99,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,46,H,CC,PAL,9f66e24446ebd83b6372d526cb216600
346-U1427A-47H-CC-PAL,0,5,332.58,332.63,,,,M,A,96,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,47,H,CC,PAL,5d1a21d035a3b5406a0769d7d41b484a
346-U1427A-48H-CC-PAL,0,5,337.48,337.53,,,,M,A,65,,,,,,A,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,48,H,CC,PAL,862a6a1add85199377a03b5e043abd00
346-U1427A-49H-CC-PAL,0,5,342.14,342.19,,,,M,A,97,,,,,,A,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,49,H,CC,PAL,77f5ec92992436d8e5523a42fb93058b
346-U1427A-50H-CC-PAL,0,5,346.82,346.87,,,,,B,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,50,H,CC,PAL,cc3e3b5f79d9b1d3b9bd70cfbe035cc6
346-U1427A-51H-CC-PAL,0,5,351.68,351.73,,,,G,A,32,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,A,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,51,H,CC,PAL,9b8ed6e86458d787c357fce25890e201
346-U1427A-52H-CC-PAL,0,5,356.03,356.08,,,,,B,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,52,H,CC,PAL,366171439004d476955dd016ee405c3e
346-U1427A-53H-CC-PAL,0,5,361.02,361.07,,,,M [P15],D,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,53,H,CC,PAL,09edfaae4cd218a21dc56750f6d5f1e8
346-U1427A-54H-CC-PAL,0,5,365.7,365.75,,,,G [P15],A,65,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,54,H,CC,PAL,1246ae7421be1cc6372cdcf6cb4b5d25
346-U1427A-55H-CC-PAL,0,5,370.2,370.25,,,,G [P15],F,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,55,H,CC,PAL,7bda76fc5878fec9dbb7f4eea7fb54cc
346-U1427A-56H-CC-PAL,0,5,374.88,374.93,,,,,B,59,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,56,H,CC,PAL,8c66d447c9560cecf091043fe0933864
346-U1427A-57H-CC-PAL,0,6,379.82,379.88,,,,G [P15],A,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,57,H,CC,PAL,7ab26267496cc9903ef8dbf11bd0ba4d
346-U1427A-58H-CC-PAL,0,5,384.71,384.76,,,,,B,90,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,A,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,58,H,CC,PAL,a156059ff6b3e7f1206728c6566b1e0e
346-U1427A-59H-CC-PAL,0,5,386.7,386.75,,,,M [P15],A,84,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,59,H,CC,PAL,a27adc6a65e3725ecf41119a4c7ec392
346-U1427A-60H-CC-PAL,0,2,393.59,393.61,,,,,B,70,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,60,H,CC,PAL,1e4fb8e922a272f6df4edd41bb56f083
346-U1427A-61H-CC-PAL,0,3,398.17,398.2,,,,G [P15],D,98,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,61,H,CC,PAL,88ffb4c7d80ed5a08b83f6a15c027419
346-U1427A-62H-CC-PAL,0,3,402.78,402.81,,,,,B,64,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,62,H,CC,PAL,81e5d318ba1c2d6bea567c8da75f27df
